Department family,Entity,Date,Supplier,Amount,Description,Description
HM Revenue & Customs,HM Revenue & Customs,15-Sep-16,MAILGUN.COM,781.28,Computer Software Stores,IT  fees for  services  provided  to  support  HMRC’s  move  to  providing  a  digital  email  service  to  its  customers
