Month,Page path level 2,Pageviews,Unique Pageviews,Avg. Time on Page,Bounce Rate,% Exit
Mar-16,/libraries-reader-groups/,1,1,00:00:50,0.00%,0.00%
Mar-16,/libraries/,1,1,00:00:14,0.00%,0.00%
Mar-16,/mixed-water-supply/,1,1,00:00:00,0.00%,100.00%
Mar-16,/places-of-worship-in-calderdale/,1,1,00:01:21,0.00%,0.00%
Mar-16,/planning-applications,1,1,00:00:03,0.00%,0.00%
Mar-16,/population-forecast,1,1,00:00:07,0.00%,0.00%
Mar-16,/population-forecast/,1,1,00:00:00,0.00%,100.00%
Mar-16,/primary-school-admission-timeline,1,1,00:00:06,0.00%,0.00%
Mar-16,/public-health-funerals/,1,1,00:02:06,0.00%,0.00%
Mar-16,/retail-food-and-drink/,1,1,00:00:00,100.00%,100.00%
Mar-16,/secondary-schools---special-educational-needs--sen-,1,1,00:00:00,100.00%,100.00%
Mar-16,/skate-and-bmx-parks,1,1,00:00:03,0.00%,0.00%
Mar-16,/sports-centres-and-swimming-pools,1,1,00:00:07,0.00%,0.00%
Mar-16,/theatres,1,1,00:00:23,0.00%,0.00%
Mar-16,/theatres/,1,1,00:00:00,0.00%,100.00%
Mar-16,/travel-and-subsistence-rates,1,1,00:01:14,0.00%,0.00%
Mar-16,/weekly-markets,1,1,00:00:05,0.00%,0.00%
Mar-16,/weekly-markets/,1,1,00:00:22,0.00%,0.00%
Apr-16,/resources/,209,119,00:01:04,0.00%,3.83%
Apr-16,/flood-data,149,69,00:01:54,36.67%,33.56%
Apr-16,/flood-data/,76,66,00:00:38,0.00%,19.74%
Apr-16,/edit/,69,25,00:00:40,0.00%,2.90%
Apr-16,/calderdale-imd-2015-results-at-lsoa--neighbourhood-and-ward,60,37,00:00:54,33.33%,21.67%
Apr-16,/business-rates-accounts-in-credit,43,26,00:01:28,0.00%,18.60%
Apr-16,/calderdale-imd-2015-results-at-lsoa--neighbourhood-and-ward/,43,38,00:01:57,73.33%,48.84%
Apr-16,/salary-scales,38,15,00:00:15,25.00%,2.63%
Apr-16,/calderdale-business-properties---complete-list,37,27,00:01:19,60.00%,35.14%
Apr-16,/polling-station-districts,33,17,00:00:43,10.00%,18.18%
Apr-16,/ryburn-ward,31,9,00:00:27,0.00%,6.45%
Apr-16,/empty-properties,30,16,00:01:09,0.00%,10.00%
Apr-16,/pay-policy,30,18,00:00:44,0.00%,6.67%
Apr-16,/polling-stations,30,15,00:01:07,0.00%,10.00%
Apr-16,/senior-salaries,29,15,00:00:38,0.00%,3.45%
Apr-16,/small-business-rate-relief,29,15,00:00:47,16.67%,10.34%
Apr-16,/businesses-with-a-rateable-value-of-less-than-12000,26,14,00:00:41,0.00%,3.85%
Apr-16,/new,25,9,00:05:53,0.00%,4.00%
Apr-16,/organisation-chart,23,9,00:01:52,33.33%,30.43%
Apr-16,/trade-unions,23,7,00:01:24,33.33%,13.04%
Apr-16,/polling-stations/,22,15,00:04:18,50.00%,31.82%
Apr-16,/school-admissions---allocations---secondary-schools,21,10,00:00:12,0.00%,9.52%
Apr-16,/staff-headcount-fte,21,15,00:00:28,0.00%,9.52%
Apr-16,/staff-headcount---posts,19,14,00:00:26,0.00%,10.53%
Apr-16,/new-business-rates-accounts-created,18,12,00:01:21,0.00%,22.22%
Apr-16,/wildflower-sites,17,14,00:00:29,60.00%,35.29%
Apr-16,/road-safety-training-delivered-in-calderdale-primary-schools-2015-2016,16,5,00:00:46,0.00%,6.25%
Apr-16,/contracts,14,6,00:02:03,0.00%,28.57%
Apr-16,/polling-station-districts/,14,10,00:00:56,0.00%,21.43%
Apr-16,/senior-salaries/,14,13,00:01:56,0.00%,42.86%
Apr-16,/trade-unions/,14,9,00:03:15,0.00%,7.14%
Apr-16,/calderdale-data-works-webstats,13,7,00:03:00,0.00%,23.08%
Apr-16,/organisation-chart/,13,10,00:01:15,0.00%,0.00%
Apr-16,/pay-policy/,13,13,00:03:22,0.00%,30.77%
Apr-16,/salary-scales/,13,11,00:01:32,0.00%,38.46%
Apr-16,/environmental-health-service-requests-2010-11-2014-15,12,9,00:01:03,50.00%,8.33%
Apr-16,/food-banks----free-meals-in-calderdale-,12,6,00:02:16,100.00%,25.00%
Apr-16,/staff-headcount-fte/,12,11,00:01:20,0.00%,50.00%
Apr-16,/road-safety-training-delivered-in-calderdale-primary-schools-2015-2016/,11,9,00:01:28,0.00%,27.27%
Apr-16,/business-rates-accounts-in-credit/,10,10,00:00:52,50.00%,20.00%
Apr-16,/fraud,10,9,00:04:46,16.67%,20.00%
Apr-16,/lower-super-output-areas-by-postcode,10,7,00:00:10,100.00%,30.00%
Apr-16,/primary-and-secondary-school-places-appealled-2011-2015,10,5,00:00:10,0.00%,10.00%
Apr-16,/school-admissions---allocations---primary-schools,10,5,00:00:23,100.00%,30.00%
Apr-16,/disabled-blue-badges,9,6,00:00:20,40.00%,33.33%
Apr-16,/payments-to-suppliers,9,7,00:00:14,0.00%,33.33%
Apr-16,/primary-and-secondary-school-places-appealled-2011-2015/,9,5,00:00:35,0.00%,0.00%
Apr-16,/ward-boundaries,9,3,00:00:29,0.00%,11.11%
Apr-16,/bowling-greens/,8,5,00:00:29,75.00%,62.50%
Apr-16,/calder-ward,8,3,00:00:09,0.00%,0.00%
Apr-16,/councillor-allowances-and-expenses,8,6,00:00:35,25.00%,12.50%
Apr-16,/empty-properties/,8,8,00:01:31,100.00%,37.50%
Apr-16,/jsna,8,4,00:02:43,0.00%,12.50%
Apr-16,/land-and-building-assets,8,7,00:00:28,33.33%,37.50%
Apr-16,/places-of-worship-in-calderdale,8,3,00:00:15,100.00%,12.50%
Apr-16,/ryburn-ward/,8,6,00:00:39,0.00%,12.50%
Apr-16,/school-admissions---allocations---secondary-schools/,8,7,00:00:37,0.00%,37.50%
Apr-16,/small-business-rate-relief/,8,7,00:00:49,0.00%,12.50%
Apr-16,/town-ward,8,3,00:01:46,0.00%,0.00%
Apr-16,/activity/,7,4,00:00:08,0.00%,14.29%
Apr-16,/brighouse-ward,7,3,00:01:25,0.00%,0.00%
Apr-16,/elections-results,7,6,00:00:25,50.00%,28.57%
Apr-16,/northowram-and-shelf-ward,7,3,00:00:10,0.00%,0.00%
Apr-16,/places-of-worship-in-calderdale/,7,4,00:00:12,50.00%,28.57%
Apr-16,/staff-headcount---posts/,7,7,00:00:55,0.00%,57.14%
Apr-16,/allotments,6,4,00:01:11,0.00%,16.67%
Apr-16,/businesses-with-a-rateable-value-of-less-than-12000/,6,6,00:00:26,0.00%,16.67%
Apr-16,/calderdale-business-properties---complete-list/,6,4,00:05:45,0.00%,16.67%
Apr-16,/contracts/,6,5,00:00:31,0.00%,0.00%
Apr-16,/emergency-school-colsures,6,4,00:00:36,33.33%,50.00%
Apr-16,/fraud/,6,6,00:02:26,0.00%,66.67%
Apr-16,/hipperholme-and-lightcliffe-ward,6,2,00:00:03,0.00%,16.67%
Apr-16,/illingworth-and-mixenden-ward,6,3,00:00:55,0.00%,0.00%
Apr-16,/primary-schools---free-school-meals,6,3,00:00:16,0.00%,33.33%
Apr-16,/secondary-school-admission-timeline,6,3,00:00:12,0.00%,33.33%
Apr-16,/secondary-school-preferences-2011-2015,6,2,00:00:09,0.00%,0.00%
Apr-16,/wildflower-sites/,6,6,00:01:10,0.00%,50.00%
Apr-16,/calderdale-tourism---sector-breakdown-of-trip-expenditure-2014,5,3,00:01:29,0.00%,20.00%
Apr-16,/cemeteries,5,4,00:00:14,100.00%,20.00%
Apr-16,/councillor-allowances-and-expenses/,5,5,00:02:07,0.00%,60.00%
Apr-16,/greetland-and-stainland-ward,5,2,00:01:36,0.00%,0.00%
Apr-16,/jsna/,5,2,00:00:38,0.00%,20.00%
Apr-16,/luddendenfoot-ward,5,2,00:00:06,0.00%,0.00%
Apr-16,/ovenden-ward,5,2,00:00:03,0.00%,0.00%
Apr-16,/rastrick-ward,5,2,00:00:03,0.00%,0.00%
Apr-16,/school-admissions---allocations---primary-schools/,5,5,00:00:17,100.00%,20.00%
Apr-16,/schools-list,5,3,00:00:38,0.00%,20.00%
Apr-16,/skircoat-ward,5,2,00:00:06,0.00%,0.00%
Apr-16,/todmorden-ward,5,3,00:00:07,0.00%,20.00%
Apr-16,/town-ward/,5,4,00:00:58,0.00%,0.00%
Apr-16,/disabled-blue-badges/,4,4,00:00:21,100.00%,50.00%
Apr-16,/doctors--surgeries,4,4,00:00:09,100.00%,25.00%
Apr-16,/elections-results/,4,4,00:01:06,100.00%,50.00%
Apr-16,/elland-ward,4,2,00:01:23,0.00%,0.00%
Apr-16,/food-banks----free-meals-in-calderdale-/,4,2,00:04:33,0.00%,0.00%
Apr-16,/grants/,4,3,00:03:46,50.00%,50.00%
Apr-16,/land-and-building-assets/,4,4,00:00:48,0.00%,75.00%
Apr-16,/northowram-and-shelf-ward/,4,4,00:00:17,0.00%,0.00%
Apr-16,/park-ward,4,2,00:00:04,0.00%,0.00%
Apr-16,/procurement-card-transactions,4,3,00:00:06,0.00%,0.00%
Apr-16,/procurement-card-transactions/,4,3,00:04:39,0.00%,25.00%
Apr-16,/public-health-funerals,4,4,00:00:11,33.33%,25.00%
Apr-16,/secondary-schools---special-educational-needs--sen-,4,2,00:00:32,50.00%,50.00%
Apr-16,/skate-and-bmx-parks/,4,3,00:00:27,66.67%,75.00%
Apr-16,/sowerby-bridge-ward,4,2,00:00:03,100.00%,25.00%
Apr-16,/british-cycling-calderdale-ride-log,3,2,00:03:18,0.00%,0.00%
Apr-16,/environmental-health-service-requests-2010-11-2014-15/,3,3,00:02:57,0.00%,0.00%
Apr-16,/grants,3,2,00:12:37,0.00%,33.33%
Apr-16,/lower-super-output-areas-by-postcode/,3,3,00:00:40,0.00%,0.00%
Apr-16,/number-of-penalty-charge-notices--pcns--issued-and-ranked-by-street-,3,1,00:00:58,0.00%,0.00%
Apr-16,/number-of-pupils-on-roll-in-secondary-schools,3,2,00:00:13,0.00%,0.00%
Apr-16,/parkingaccount,3,2,00:00:07,0.00%,33.33%
Apr-16,/payments-to-suppliers/,3,3,00:00:00,0.00%,100.00%
Apr-16,/public-health-funerals/,3,3,00:00:00,0.00%,100.00%
Apr-16,/public-toilets,3,2,00:00:43,50.00%,66.67%
Apr-16,/spring-water-supply,3,2,00:00:13,0.00%,33.33%
Apr-16,/tennis-courts,3,1,00:00:08,0.00%,33.33%
Apr-16,/todmorden-ward/,3,3,00:00:54,0.00%,0.00%
Apr-16,/ward-boundaries/,3,2,00:10:14,0.00%,33.33%
Apr-16,/warley-ward,3,1,00:00:04,0.00%,0.00%
Apr-16,/bowling-greens,2,2,00:00:35,0.00%,0.00%
Apr-16,/calderdale-data-works-webstats/,2,2,00:06:56,0.00%,0.00%
Apr-16,/calderdale-tourism---business-turnover-derived-from-tourism-and-related-expenditure-2014,2,2,00:00:16,0.00%,0.00%
Apr-16,/calderdale-tourism---sector-breakdown-of-trip-expenditure-2014/,2,2,00:00:28,0.00%,50.00%
Apr-16,/council-constitution,2,2,00:00:39,0.00%,0.00%
Apr-16,/doctors--surgeries/,2,2,00:01:39,0.00%,50.00%
Apr-16,/hipperholme-and-lightcliffe-ward/,2,2,00:00:11,0.00%,0.00%
Apr-16,/illingworth-and-mixenden-ward/,2,2,00:00:07,0.00%,0.00%
Apr-16,/luddendenfoot-ward/,2,2,00:00:05,0.00%,0.00%
Apr-16,/new-business-rates-accounts-created/,2,2,00:00:13,0.00%,0.00%
Apr-16,/number-of-penalty-charge-notices--pcns--issued-and-ranked-by-street-/,2,1,00:00:32,0.00%,50.00%
Apr-16,/number-of-pupils-on-roll-in-secondary-schools-by-year-group,2,1,00:00:05,0.00%,0.00%
Apr-16,/number-of-pupils-on-roll-in-secondary-schools/,2,2,00:01:07,0.00%,50.00%
Apr-16,/ovenden-ward/,2,2,00:00:08,0.00%,0.00%
Apr-16,/parish-boundaries,2,1,00:00:05,0.00%,50.00%
Apr-16,/park-ward/,2,2,00:00:24,0.00%,0.00%
Apr-16,/population-estimate/,2,2,00:00:00,100.00%,100.00%
Apr-16,/primary-school-admission-timeline,2,2,00:00:39,0.00%,0.00%
Apr-16,/primary-school-preferences-2011-2015,2,2,00:00:08,0.00%,0.00%
Apr-16,/primary-school-preferences-2011-2015/,2,2,00:01:08,0.00%,50.00%
Apr-16,/public-toilets/,2,2,00:03:26,100.00%,50.00%
Apr-16,/rastrick-ward/,2,2,00:00:06,0.00%,0.00%
Apr-16,/secondary-school-preferences-2011-2015/,2,2,00:01:31,0.00%,0.00%
Apr-16,/secondary-schools---free-school-meals,2,2,00:00:05,100.00%,50.00%
Apr-16,/skircoat-ward/,2,2,00:00:07,0.00%,0.00%
Apr-16,/sowerby-bridge-ward/,2,2,00:00:08,0.00%,0.00%
Apr-16,/spring-water-supply/,2,2,00:00:59,0.00%,50.00%
Apr-16,/travel-and-subsistence-rates,2,2,00:00:07,0.00%,50.00%
Apr-16,/warley-ward/,2,2,00:00:09,0.00%,0.00%
Apr-16,/ancient-monuments,1,1,00:00:19,0.00%,0.00%
Apr-16,/approved-venues,1,1,00:00:17,0.00%,0.00%
Apr-16,/bike-racks,1,1,00:00:18,0.00%,0.00%
Apr-16,/calder-ward/,1,1,00:00:03,0.00%,0.00%
Apr-16,/cemeteries/,1,1,00:00:18,0.00%,0.00%
Apr-16,/chemists-and-pharmacies,1,1,00:00:45,0.00%,0.00%
Apr-16,/childrens-centres,1,1,00:00:20,0.00%,0.00%
Apr-16,/cinemas,1,1,00:00:20,0.00%,0.00%
Apr-16,/council-venues,1,1,00:00:15,0.00%,0.00%
Apr-16,/customer-contact,1,1,00:01:12,0.00%,0.00%
Apr-16,/customer-transactions,1,1,00:00:17,0.00%,0.00%
Apr-16,/dentists,1,1,00:00:08,0.00%,0.00%
Apr-16,/emergency-school-colsures/,1,1,00:00:17,0.00%,0.00%
Apr-16,/environmental-permits,1,1,00:00:10,0.00%,0.00%
Apr-16,/fire-stations,1,1,00:01:37,0.00%,0.00%
Apr-16,/football-and-rugby-pitches,1,1,00:00:00,0.00%,100.00%
Apr-16,/greetland-and-stainland-ward/,1,1,00:00:10,0.00%,0.00%
Apr-16,/libraries,1,1,00:00:00,100.00%,100.00%
Apr-16,/mains-water-suuply,1,1,00:00:09,0.00%,0.00%
Apr-16,/mains-water-suuply/,1,1,00:00:00,0.00%,100.00%
Apr-16,/number-of-pupils-on-roll-in-primary-schools-by-year-group/,1,1,00:00:00,100.00%,100.00%
Apr-16,/number-of-pupils-on-roll-in-secondary-schools-by-year-group/,1,1,00:02:08,0.00%,0.00%
Apr-16,/parish-boundaries/,1,1,00:01:58,0.00%,0.00%
Apr-16,/parkingaccount/,1,1,00:00:27,0.00%,0.00%
Apr-16,/primary-schools---free-school-meals/,1,1,00:00:09,0.00%,0.00%
Apr-16,/retail-food-and-drink,1,1,00:00:00,100.00%,100.00%
Apr-16,/school-participation-in-bikeability/,1,1,00:00:00,100.00%,100.00%
Apr-16,/schools-list/,1,1,00:00:00,100.00%,100.00%
Apr-16,/secondary-school-admission-timeline/,1,1,00:00:18,0.00%,0.00%
Apr-16,/secondary-schools---pupils-with-english-as-an-additional-language,1,1,00:00:10,0.00%,0.00%
Apr-16,/secondary-schools---pupils-with-english-as-an-additional-language/,1,1,00:00:00,0.00%,100.00%
Apr-16,/secondary-schools---special-educational-needs--sen-/,1,1,00:01:10,0.00%,0.00%
Apr-16,/skate-and-bmx-parks,1,1,00:00:06,0.00%,0.00%
Apr-16,/tennis-courts/,1,1,00:00:41,0.00%,0.00%
Apr-16,/weekly-markets,1,1,00:00:17,0.00%,0.00%
Apr-16,/youth-organisations/,1,1,00:00:00,100.00%,100.00%
May-16,/resources/,147,69,00:00:50,0.00%,1.36%
May-16,/edit/,63,25,00:00:43,0.00%,1.59%
May-16,/councillor-allowances-and-expenses,57,34,00:02:30,22.73%,21.05%
May-16,/flood-data,55,40,00:01:07,65.71%,58.18%
May-16,/calderdale-imd-2015-results-at-lsoa--neighbourhood-and-ward,51,25,00:01:02,83.33%,23.53%
May-16,/elections-results,36,13,00:02:02,0.00%,5.56%
May-16,/councillor-allowances-and-expenses/,32,32,00:01:13,100.00%,40.62%
May-16,/food-banks----free-meals-in-calderdale-,30,19,00:00:10,21.43%,13.33%
May-16,/business-rates-accounts-in-credit,28,17,00:01:00,57.14%,35.71%
May-16,/calderdale-imd-2015-results-at-lsoa--neighbourhood-and-ward/,28,26,00:01:31,100.00%,53.57%
May-16,/polling-stations/,28,25,00:04:57,87.50%,71.43%
May-16,/polling-stations,26,20,00:00:17,15.38%,19.23%
May-16,/organisation-chart,24,11,00:01:04,0.00%,8.33%
May-16,/food-banks----free-meals-in-calderdale-/,23,21,00:01:44,50.00%,56.52%
May-16,/polling-station-districts,23,16,00:03:11,35.71%,43.48%
May-16,/trade-unions,20,7,00:02:54,0.00%,5.00%
May-16,/calderdale-business-properties---complete-list,19,12,00:00:46,0.00%,10.53%
May-16,/salary-scales,18,9,00:00:11,0.00%,5.56%
May-16,/small-business-rate-relief,17,6,00:01:54,0.00%,11.76%
May-16,/business-rates-accounts-in-credit/,16,14,00:02:53,50.00%,43.75%
May-16,/flood-data/,16,15,00:00:20,100.00%,43.75%
May-16,/organisation-chart/,16,15,00:02:19,100.00%,37.50%
May-16,/staff-headcount---posts,16,7,00:00:06,0.00%,6.25%
May-16,/elections-results/,15,12,00:01:28,100.00%,40.00%
May-16,/ryburn-ward,15,11,00:01:04,25.00%,20.00%
May-16,/senior-salaries,15,10,00:00:24,0.00%,13.33%
May-16,/trade-unions/,15,11,00:00:47,100.00%,13.33%
May-16,/lower-super-output-areas-by-postcode,14,7,00:00:12,0.00%,28.57%
May-16,/school-admissions---allocations---secondary-schools,11,2,00:01:26,0.00%,0.00%
May-16,/staff-headcount-fte,11,7,00:00:04,0.00%,0.00%
May-16,/warley-ward,11,7,00:01:10,33.33%,27.27%
May-16,/businesses-with-a-rateable-value-of-less-than-12000,10,6,00:01:14,0.00%,30.00%
May-16,/contracts,10,7,00:00:10,50.00%,20.00%
May-16,/number-of-pupils-on-roll-in-secondary-schools,10,5,00:01:54,0.00%,10.00%
May-16,/primary-schools---free-school-meals,10,3,00:00:18,0.00%,10.00%
May-16,/senior-salaries/,10,10,00:01:17,0.00%,50.00%
May-16,/staff-headcount---posts/,10,7,00:00:59,0.00%,20.00%
May-16,/staff-headcount-fte/,10,7,00:00:44,0.00%,60.00%
May-16,/todmorden-ward,10,7,00:00:09,0.00%,0.00%
May-16,/calderdale-business-properties---complete-list/,9,9,00:05:10,0.00%,22.22%
May-16,/disabled-blue-badges,9,8,00:00:13,80.00%,55.56%
May-16,/fraud,9,5,00:00:11,0.00%,22.22%
May-16,/new-business-rates-accounts-created/,9,5,00:01:14,75.00%,44.44%
May-16,/salary-scales/,9,6,00:00:50,0.00%,22.22%
May-16,/wildflower-sites,9,6,00:04:05,50.00%,44.44%
May-16,/activity/,8,6,00:00:09,0.00%,12.50%
May-16,/environmental-health-service-requests-2010-11-2014-15,8,6,00:00:10,0.00%,0.00%
May-16,/libraries,8,4,00:00:09,0.00%,0.00%
May-16,/pay-policy,8,5,00:00:10,66.67%,37.50%
May-16,/payments-to-suppliers,8,7,00:00:09,50.00%,25.00%
May-16,/places-of-worship-in-calderdale,8,5,00:01:35,50.00%,37.50%
May-16,/primary-and-secondary-school-places-appealled-2011-2015,8,3,00:00:03,0.00%,12.50%
May-16,/public-toilets,8,5,00:02:55,40.00%,37.50%
May-16,/school-admissions---allocations---primary-schools,8,2,00:00:05,0.00%,0.00%
May-16,/sowerby-bridge-ward,8,4,00:00:58,0.00%,12.50%
May-16,/environmental-health-service-requests-2010-11-2014-15/,7,7,00:01:32,0.00%,42.86%
May-16,/number-of-pupils-on-roll-in-primary-schools,7,5,00:02:24,0.00%,0.00%
May-16,/park-ward,7,5,00:01:07,0.00%,0.00%
May-16,/polling-station-districts/,7,5,00:00:43,0.00%,0.00%
May-16,/population-forecast,7,5,00:00:07,0.00%,0.00%
May-16,/ryburn-ward/,7,7,00:00:48,0.00%,57.14%
May-16,/secondary-schools---free-school-meals,7,4,00:04:35,0.00%,14.29%
May-16,/calder-ward,6,4,00:00:04,0.00%,0.00%
May-16,/contracts/,6,4,00:00:31,0.00%,66.67%
May-16,/number-of-pupils-on-roll-in-secondary-schools/,6,3,00:00:41,0.00%,33.33%
May-16,/payments-to-suppliers/,6,5,00:00:12,100.00%,83.33%
May-16,/brighouse-ward,5,2,00:00:23,0.00%,0.00%
May-16,/empty-properties,5,4,00:02:09,100.00%,40.00%
May-16,/fraud/,5,4,00:00:54,0.00%,20.00%
May-16,/grants,5,4,00:00:09,0.00%,20.00%
May-16,/libraries-reader-groups,5,4,00:01:06,0.00%,0.00%
May-16,/new-business-rates-accounts-created,5,3,00:00:13,0.00%,20.00%
May-16,/schools-list,5,4,00:00:04,0.00%,20.00%
May-16,/small-business-rate-relief/,5,5,00:04:57,0.00%,0.00%
May-16,/calder-ward/,4,4,00:02:24,0.00%,25.00%
May-16,/environmental-permits,4,2,00:01:24,0.00%,0.00%
May-16,/libraries/,4,4,00:03:00,0.00%,0.00%
May-16,/pay-policy/,4,4,00:01:58,0.00%,25.00%
May-16,/places-of-worship-in-calderdale/,4,3,00:00:56,100.00%,25.00%
May-16,/planning-applications,4,3,00:05:26,0.00%,0.00%
May-16,/planning-applications/,4,3,00:01:52,0.00%,25.00%
May-16,/population-forecast/,4,4,00:00:55,0.00%,50.00%
May-16,/primary-and-secondary-school-places-appealled-2011-2015/,4,2,00:01:14,0.00%,0.00%
May-16,/primary-school-admission-timeline,4,1,00:00:10,0.00%,0.00%
May-16,/primary-schools---special-educational-needs--sen-,4,3,00:00:09,0.00%,0.00%
May-16,/public-toilets/,4,3,00:00:24,0.00%,25.00%
May-16,/school-admissions---allocations---secondary-schools/,4,2,00:00:35,0.00%,0.00%
May-16,/sowerby-bridge-ward/,4,3,00:00:09,0.00%,25.00%
May-16,/warley-ward/,4,3,00:03:57,0.00%,25.00%
May-16,/calderdale-data-works-webstats,3,1,00:03:42,0.00%,0.00%
May-16,/disabled-blue-badges/,3,3,00:00:00,100.00%,100.00%
May-16,/doctors--surgeries/,3,2,00:00:34,0.00%,33.33%
May-16,/empty-properties/,3,2,00:15:41,100.00%,66.67%
May-16,/grants/,3,3,00:00:00,0.00%,100.00%
May-16,/lower-super-output-areas-by-postcode/,3,3,00:02:29,0.00%,0.00%
May-16,/mains-water-suuply,3,1,00:00:04,0.00%,0.00%
May-16,/number-of-penalty-charge-notices--pcns--issued-and-ranked-by-street-,3,2,00:00:29,0.00%,0.00%
May-16,/number-of-pupils-on-roll-in-primary-schools/,3,3,00:04:36,0.00%,33.33%
May-16,/parish-boundaries,3,2,00:00:09,50.00%,66.67%
May-16,/park-ward/,3,3,00:00:30,0.00%,66.67%
May-16,/parking-permits,3,2,00:00:09,100.00%,33.33%
May-16,/primary-school-preferences-2011-2015,3,1,00:00:25,0.00%,0.00%
May-16,/primary-schools---free-school-meals/,3,2,00:01:41,0.00%,0.00%
May-16,/school-admissions---allocations---primary-schools/,3,2,00:02:18,0.00%,0.00%
May-16,/schools-list/,3,3,00:01:29,0.00%,33.33%
May-16,/tennis-courts,3,2,00:00:06,50.00%,66.67%
May-16,/todmorden-ward/,3,3,00:00:38,0.00%,0.00%
May-16,/town-ward,3,3,00:00:06,100.00%,33.33%
May-16,/ward-boundaries,3,1,00:00:19,0.00%,33.33%
May-16,/allotments,2,1,00:03:23,0.00%,50.00%
May-16,/bowling-greens/,2,1,00:00:23,0.00%,50.00%
May-16,/british-cycling-calderdale-ride-log,2,2,00:00:06,0.00%,50.00%
May-16,/british-cycling-calderdale-ride-log/,2,2,00:00:18,100.00%,50.00%
May-16,/businesses-with-a-rateable-value-of-less-than-12000/,2,2,00:01:30,0.00%,0.00%
May-16,/customer-contact,2,2,00:05:04,0.00%,0.00%
May-16,/customer-transactions,2,1,00:00:04,0.00%,0.00%
May-16,/doctors--surgeries,2,1,00:00:06,0.00%,0.00%
May-16,/jsna,2,1,00:00:20,0.00%,0.00%
May-16,/libraries-reader-groups/,2,2,00:01:25,0.00%,50.00%
May-16,/number-of-penalty-charge-notices--pcns--issued-and-ranked-by-street-/,2,2,00:01:18,0.00%,50.00%
May-16,/number-of-pupils-on-roll-in-primary-schools-by-year-group,2,2,00:01:17,0.00%,50.00%
May-16,/parking-spaces,2,2,00:00:03,0.00%,0.00%
May-16,/parking-spaces/,2,2,00:00:52,0.00%,50.00%
May-16,/population-estimate,2,1,00:00:06,0.00%,0.00%
May-16,/population-estimate/,2,2,00:00:26,0.00%,50.00%
May-16,/primary-school-admission-timeline/,2,1,00:01:21,0.00%,0.00%
May-16,/primary-school-preferences-2011-2015/,2,2,00:04:06,0.00%,0.00%
May-16,/primary-schools---special-educational-needs--sen-/,2,2,00:00:44,0.00%,0.00%
May-16,/school-participation-in-bikeability/,2,2,00:00:59,0.00%,50.00%
May-16,/secondary-schools---free-school-meals/,2,2,00:00:51,0.00%,0.00%
May-16,/secondary-schools---pupils-with-english-as-an-additional-language,2,2,00:00:07,0.00%,0.00%
May-16,/spring-water-supply,2,1,00:00:03,0.00%,0.00%
May-16,/tennis-courts/,2,2,00:00:07,100.00%,50.00%
May-16,/wildflower-sites/,2,2,00:02:14,0.00%,0.00%
May-16,/bike-racks,1,1,00:00:03,0.00%,0.00%
May-16,/brighouse-ward/,1,1,00:00:00,0.00%,100.00%
May-16,/calderdale-data-works-webstats/,1,1,00:00:27,0.00%,0.00%
May-16,/cemeteries,1,1,00:00:00,100.00%,100.00%
May-16,/council-constitution,1,1,00:00:07,0.00%,0.00%
May-16,/council-constitution/,1,1,00:00:00,100.00%,100.00%
May-16,/council-venues,1,1,00:07:36,0.00%,0.00%
May-16,/customer-contact/,1,1,00:01:01,0.00%,0.00%
May-16,/customer-transactions/,1,1,00:00:25,0.00%,0.00%
May-16,/elland-ward,1,1,00:00:04,0.00%,0.00%
May-16,/environmental-permits/,1,1,00:00:00,0.00%,100.00%
May-16,/greetland-and-stainland-ward,1,1,00:00:03,0.00%,0.00%
May-16,/grit-bins,1,1,00:00:10,0.00%,0.00%
May-16,/grit-bins/,1,1,00:00:00,0.00%,100.00%
May-16,/hipperholme-and-lightcliffe-ward,1,1,00:00:05,0.00%,0.00%
May-16,/illingworth-and-mixenden-ward,1,1,00:00:03,0.00%,0.00%
May-16,/jsna/,1,1,00:11:31,0.00%,0.00%
May-16,/land-and-building-assets,1,1,00:10:31,0.00%,0.00%
May-16,/land-and-building-assets/,1,1,00:00:00,0.00%,100.00%
May-16,/local-council-offices,1,1,00:00:06,0.00%,0.00%
May-16,/local-council-offices/,1,1,00:00:00,0.00%,100.00%
May-16,/luddendenfoot-ward,1,1,00:00:04,0.00%,0.00%
May-16,/mains-water-suuply/,1,1,00:00:53,0.00%,0.00%
May-16,/museums,1,1,00:12:13,0.00%,0.00%
May-16,/northowram-and-shelf-ward,1,1,00:00:03,0.00%,0.00%
May-16,/number-of-pupils-on-roll-in-secondary-schools-by-year-group,1,1,00:00:02,0.00%,0.00%
May-16,/ovenden-ward,1,1,00:00:04,0.00%,0.00%
May-16,/parish-boundaries/,1,1,00:00:52,0.00%,0.00%
May-16,/parking-permits/,1,1,00:00:25,0.00%,0.00%
May-16,/post-offices,1,1,00:00:11,0.00%,0.00%
May-16,/post-offices/,1,1,00:03:21,0.00%,0.00%
May-16,/primary-schools---pupils-with-english-as-an-additional-language,1,1,00:00:03,0.00%,0.00%
May-16,/procurement-card-transactions,1,1,00:03:30,0.00%,0.00%
May-16,/rastrick-ward,1,1,00:00:04,0.00%,0.00%
May-16,/school-participation-in-bikeability,1,1,00:00:35,0.00%,0.00%
May-16,/secondary-school-admission-timeline,1,1,00:00:07,0.00%,0.00%
