Month,Page path level 2,Pageviews,Unique Pageviews,Avg. Time on Page,Bounce Rate,% Exit
Jul-16,/skircoat-ward/,3,2,00:00:54,0.00%,33.33%
Jul-16,/small-business-rate-relief/,3,3,00:02:06,0.00%,0.00%
Jul-16,/tennis-courts,3,3,00:00:35,0.00%,0.00%
Jul-16,/travel-and-subsistence-rates,3,2,00:00:06,0.00%,0.00%
Jul-16,/weekly-markets,3,2,00:00:07,0.00%,0.00%
Jul-16,/bowling-greens,2,1,00:00:05,0.00%,0.00%
Jul-16,/brighouse-ward,2,1,00:07:12,0.00%,0.00%
Jul-16,/calder-ward,2,2,00:00:53,0.00%,0.00%
Jul-16,/calderdale-tourism---sector-breakdown-of-trip-expenditure-2014,2,2,00:02:07,0.00%,0.00%
Jul-16,/cemeteries,2,1,00:00:27,0.00%,0.00%
Jul-16,/chemists-and-pharmacies/,2,2,00:00:00,100.00%,100.00%
Jul-16,/cinemas,2,1,00:00:17,0.00%,0.00%
Jul-16,/customer-contact/,2,2,00:00:54,0.00%,0.00%
Jul-16,/elections-results/,2,2,00:00:00,100.00%,100.00%
Jul-16,/empty-properties/,2,2,00:00:56,0.00%,50.00%
Jul-16,/fire-stations/,2,2,00:00:02,0.00%,50.00%
Jul-16,/football-and-rugby-pitches,2,2,00:00:27,0.00%,0.00%
Jul-16,/fraud/,2,2,00:01:32,0.00%,0.00%
Jul-16,/greetland-and-stainland-ward/,2,2,00:00:53,0.00%,0.00%
Jul-16,/gritting-routes,2,2,00:00:23,0.00%,0.00%
Jul-16,/jsna/,2,2,00:00:20,0.00%,50.00%
Jul-16,/libraries,2,1,00:00:14,0.00%,0.00%
Jul-16,/lower-super-output-areas-by-postcode/,2,2,00:02:43,0.00%,0.00%
Jul-16,/luddendenfoot-ward/,2,1,00:00:41,0.00%,0.00%
Jul-16,/mains-water-suuply,2,2,00:00:13,0.00%,0.00%
Jul-16,/northern-powergrid---substation-demand-data-for-calderdale/,2,2,00:01:00,100.00%,50.00%
Jul-16,/number-of-pupils-on-roll-in-primary-schools-by-year-group,2,1,00:00:17,0.00%,50.00%
Jul-16,/places-of-worship-in-calderdale,2,2,00:03:54,0.00%,0.00%
Jul-16,/post-offices,2,2,00:00:55,100.00%,50.00%
Jul-16,/public-food-register/,2,2,00:04:39,0.00%,0.00%
Jul-16,/school-participation-in-bikeability/,2,2,00:01:10,100.00%,50.00%
Jul-16,/secondary-school-admission-timeline,2,2,00:00:20,0.00%,0.00%
Jul-16,/secondary-school-preferences-2011-2015,2,2,00:00:15,0.00%,0.00%
Jul-16,/sowerby-bridge-ward,2,2,00:00:11,0.00%,50.00%
Jul-16,/sowerby-bridge-ward/,2,2,00:00:54,0.00%,50.00%
Jul-16,/trade-unions,2,2,00:01:16,0.00%,0.00%
Jul-16,/youth-organisations/,2,2,00:00:00,100.00%,100.00%
Jul-16,/approved-venues/,1,1,00:00:00,100.00%,100.00%
Jul-16,/bike-racks/,1,1,00:02:07,0.00%,0.00%
Jul-16,/british-cycling-calderdale-ride-log/,1,1,00:01:46,0.00%,0.00%
Jul-16,/calder-ward/,1,1,00:00:00,0.00%,100.00%
Jul-16,/calderdale-tourism---business-turnover-derived-from-tourism-and-related-expenditure-2014,1,1,00:03:32,0.00%,0.00%
Jul-16,/calderdale-tourism---sector-breakdown-of-trip-expenditure-2014/,1,1,00:00:00,0.00%,100.00%
Jul-16,/chemists-and-pharmacies,1,1,00:00:32,0.00%,0.00%
Jul-16,/childrens-centres/,1,1,00:00:37,0.00%,0.00%
Jul-16,/council-constitution/,1,1,00:00:00,0.00%,100.00%
Jul-16,/council-venues,1,1,00:00:18,0.00%,0.00%
Jul-16,/crime-and-safety-data/,1,1,00:00:00,0.00%,100.00%
Jul-16,/customer-transactions/,1,1,00:01:18,0.00%,0.00%
Jul-16,/dentists,1,1,00:00:16,0.00%,0.00%
Jul-16,/doctors--surgeries,1,1,00:00:16,0.00%,0.00%
Jul-16,/environmental-health-service-requests-2010-11-2014-15/,1,1,00:00:00,0.00%,100.00%
Jul-16,/land-and-building-assets/,1,1,00:00:00,100.00%,100.00%
Jul-16,/libraries-reader-groups,1,1,00:00:29,0.00%,0.00%
Jul-16,/local-council-offices,1,1,00:01:55,0.00%,0.00%
Jul-16,/museums,1,1,00:01:37,0.00%,0.00%
Jul-16,/new,1,1,00:09:28,0.00%,0.00%
Jul-16,/northern-powergrid---calderdale-investment-data,1,1,00:00:17,0.00%,0.00%
Jul-16,/northern-powergrid---demand-and-capacity-data-,1,1,00:00:04,0.00%,0.00%
Jul-16,/northern-powergrid---demand-and-capacity-data-/,1,1,00:00:00,100.00%,100.00%
Jul-16,/number-of-pupils-on-roll-in-secondary-schools-by-year-group,1,1,00:00:00,0.00%,100.00%
Jul-16,/opticians,1,1,00:00:08,0.00%,0.00%
Jul-16,/opticians/,1,1,00:00:00,100.00%,100.00%
Jul-16,/parish-boundaries/,1,1,00:01:02,0.00%,0.00%
Jul-16,/parking-permits,1,1,00:00:19,0.00%,0.00%
Jul-16,/places-of-worship-in-calderdale/,1,1,00:00:00,0.00%,100.00%
Jul-16,/planning-applications/,1,1,00:00:00,0.00%,100.00%
Jul-16,/play-areas,1,1,00:04:06,0.00%,0.00%
Jul-16,/police-stations,1,1,00:00:00,0.00%,100.00%
Jul-16,/population-forecast/,1,1,00:00:00,0.00%,100.00%
Jul-16,/primary-and-secondary-school-places-appealled-2011-2015,1,1,00:00:00,0.00%,100.00%
Jul-16,/primary-school-admission-timeline,1,1,00:00:31,0.00%,0.00%
Jul-16,/primary-school-preferences-2011-2015/,1,1,00:00:43,0.00%,0.00%
Jul-16,/procurement-card-transactions/,1,1,00:00:00,0.00%,100.00%
Jul-16,/public-toilets/,1,1,00:00:00,0.00%,100.00%
Jul-16,/railway-stations,1,1,00:00:14,0.00%,0.00%
Jul-16,/rastrick-ward/,1,1,00:01:23,0.00%,0.00%
Jul-16,/retail-food-and-drink,1,1,00:00:14,0.00%,0.00%
Jul-16,/road-safety-training-delivered-in-calderdale-primary-schools-2015-2016,1,1,00:00:30,0.00%,0.00%
Jul-16,/school-admissions---allocations---primary-schools,1,1,00:00:29,0.00%,0.00%
Jul-16,/secondary-school-admission-timeline/,1,1,00:00:00,100.00%,100.00%
Jul-16,/secondary-school-preferences-2011-2015/,1,1,00:01:27,0.00%,0.00%
Jul-16,/skate-and-bmx-parks,1,1,00:00:19,0.00%,0.00%
Jul-16,/skate-and-bmx-parks/,1,1,00:00:00,100.00%,100.00%
Jul-16,/sports-centres-and-swimming-pools,1,1,00:00:08,0.00%,0.00%
Jul-16,/spring-water-supply,1,1,00:00:09,0.00%,0.00%
Jul-16,/theatres,1,1,00:00:08,0.00%,0.00%
Jul-16,/town-ward,1,1,00:00:03,0.00%,0.00%
Jul-16,/town-ward/,1,1,00:00:00,0.00%,100.00%
Jul-16,/trade-unions/,1,1,00:00:00,100.00%,100.00%
Jul-16,/travel-and-subsistence-rates/,1,1,00:00:50,0.00%,0.00%
Jul-16,/weekly-markets/,1,1,00:00:45,0.00%,0.00%
Jul-16,/youth-organisations,1,1,00:00:15,0.00%,0.00%
Aug-16,/resources/,396,170,00:00:50,0.00%,2.02%
Aug-16,/edit/,153,50,00:00:33,0.00%,2.61%
Aug-16,/calderdale-imd-2015-results-at-lsoa--neighbourhood-and-ward,94,25,00:00:28,18.18%,9.57%
Aug-16,/calderdale-imd-2015-results-at-lsoa--neighbourhood-and-ward/,81,60,00:00:19,66.67%,12.35%
Aug-16,/food-banks----free-meals-in-calderdale-,73,48,00:00:44,12.12%,15.07%
Aug-16,/food-hygiene-ratings-for-calderdale,65,13,00:00:49,25.00%,9.23%
Aug-16,/food-banks----free-meals-in-calderdale-/,52,43,00:02:27,50.00%,51.92%
Aug-16,/council-performance,42,24,00:00:09,31.25%,28.57%
Aug-16,/allotments,41,16,00:01:06,0.00%,0.00%
Aug-16,/calderdale-business-properties---complete-list,41,27,00:01:32,75.00%,29.27%
Aug-16,/food-hygiene-ratings-for-calderdale/,38,18,00:01:24,0.00%,7.89%
Aug-16,/park-ward,38,13,00:00:16,25.00%,10.53%
Aug-16,/empty-properties,36,16,00:00:27,0.00%,11.11%
Aug-16,/grants,36,17,00:00:37,0.00%,5.56%
Aug-16,/flood-data,35,17,00:00:35,11.11%,17.14%
Aug-16,/staff-headcount-fte,29,19,00:00:43,0.00%,6.90%
Aug-16,/environmental-health-service-requests-2010-11-2014-15,27,13,00:00:41,0.00%,11.11%
Aug-16,/business-rates-accounts-in-credit,26,23,00:00:05,70.00%,57.69%
Aug-16,/park-ward/,26,19,00:04:00,0.00%,19.23%
Aug-16,/empty-properties/,25,19,00:00:39,0.00%,20.00%
Aug-16,/allotments/,24,16,00:00:39,0.00%,12.50%
Aug-16,/flood-data/,24,21,00:00:28,50.00%,25.00%
Aug-16,/council-performance/,23,22,00:01:25,0.00%,30.43%
Aug-16,/small-business-rate-relief,23,13,00:02:08,20.00%,21.74%
Aug-16,/staff-headcount---posts,23,11,00:00:09,0.00%,8.70%
Aug-16,/elland-ward,22,9,00:00:20,0.00%,0.00%
Aug-16,/organisation-chart,22,8,00:01:17,0.00%,0.00%
Aug-16,/environmental-health-service-requests-2010-11-2014-15/,20,15,00:05:38,100.00%,40.00%
Aug-16,/public-health-data-by-ward,20,13,00:00:09,0.00%,30.00%
Aug-16,/pupils-on-roll-by-ward,20,6,00:00:15,100.00%,10.00%
Aug-16,/staff-headcount-fte/,19,18,00:00:43,0.00%,47.37%
Aug-16,/organisation-chart/,18,16,00:02:11,100.00%,22.22%
Aug-16,/environmental-health-fixed-penalty-notices,17,10,00:01:44,0.00%,11.76%
Aug-16,/illingworth-and-mixenden-ward,17,7,00:00:35,0.00%,11.76%
Aug-16,/land-and-building-assets,17,11,00:00:36,0.00%,11.76%
Aug-16,/senior-salaries,17,11,00:00:06,100.00%,5.88%
Aug-16,/warley-ward,17,8,00:00:27,0.00%,11.76%
Aug-16,/contracts,15,8,00:00:10,0.00%,6.67%
Aug-16,/elections-results,15,9,00:01:25,100.00%,6.67%
Aug-16,/new-business-rates-accounts-created,15,13,00:00:11,75.00%,46.67%
Aug-16,/ovenden-ward,15,7,00:01:38,0.00%,0.00%
Aug-16,/public-food-register,15,9,00:00:15,0.00%,0.00%
Aug-16,/staff-headcount---posts/,15,11,00:00:21,0.00%,26.67%
Aug-16,/brighouse-ward,14,10,00:00:40,0.00%,7.14%
Aug-16,/business-rates-accounts-in-credit/,14,12,00:00:25,100.00%,71.43%
Aug-16,/countryside-volunteers--expenses-claims,14,9,00:01:31,100.00%,7.14%
Aug-16,/environmental-health---litter-fixed-penalty-notices--fpns-,14,9,00:00:18,25.00%,21.43%
Aug-16,/secondary-pupils-on-roll-by-ward-,14,4,00:00:06,0.00%,0.00%
Aug-16,/payments-to-suppliers,13,12,00:00:07,0.00%,15.38%
Aug-16,/calderdale-business-properties---complete-list/,12,11,00:01:41,0.00%,25.00%
Aug-16,/new,12,8,00:03:20,0.00%,8.33%
Aug-16,/number-of-pupils-on-roll-in-primary-schools,12,8,00:01:15,0.00%,8.33%
Aug-16,/senior-salaries/,12,12,00:02:11,0.00%,41.67%
Aug-16,/contracts/,11,7,00:01:05,0.00%,27.27%
Aug-16,/councillor-allowances-and-expenses,11,6,00:00:17,25.00%,27.27%
Aug-16,/elland-ward/,11,10,00:00:46,0.00%,9.09%
Aug-16,/payments-to-suppliers/,11,11,00:14:09,66.67%,81.82%
Aug-16,/secondary-schools---free-school-meals,11,8,00:00:10,0.00%,0.00%
Aug-16,/free-school-meals-by-ward---primary-schools,10,6,00:00:24,0.00%,0.00%
Aug-16,/grants/,10,7,00:06:08,0.00%,20.00%
Aug-16,/salary-scales,10,5,00:00:42,0.00%,10.00%
Aug-16,/todmorden-ward,10,5,00:00:08,0.00%,10.00%
Aug-16,/warley-ward/,10,10,00:00:48,0.00%,30.00%
Aug-16,/fraud,9,3,00:02:14,0.00%,22.22%
Aug-16,/land-and-building-assets/,9,9,00:02:21,0.00%,33.33%
Aug-16,/mains-water-suuply,9,6,00:00:55,0.00%,11.11%
Aug-16,/population-estimate,9,7,00:00:12,0.00%,11.11%
Aug-16,/public-health-data-by-ward/,9,9,00:02:59,100.00%,44.44%
Aug-16,/town-ward,9,4,00:00:07,0.00%,0.00%
Aug-16,/activity/,8,8,00:00:06,0.00%,0.00%
Aug-16,/bowling-greens/,8,8,00:09:21,71.43%,62.50%
Aug-16,/free-school-meals-by-ward---secondary-schools-,8,6,00:00:09,100.00%,12.50%
Aug-16,/hipperholme-and-lightcliffe-ward,8,4,00:00:08,0.00%,0.00%
Aug-16,/illingworth-and-mixenden-ward/,8,7,00:00:27,0.00%,0.00%
Aug-16,/ovenden-ward/,8,6,00:01:28,0.00%,37.50%
Aug-16,/public-food-register/,8,8,00:01:15,0.00%,25.00%
Aug-16,/secondary-schools---pupils-with-english-as-an-additional-language,8,5,00:00:10,0.00%,0.00%
Aug-16,/small-business-rate-relief/,8,6,00:01:51,0.00%,0.00%
Aug-16,/ward-boundaries,8,5,00:00:14,0.00%,0.00%
Aug-16,/calder-ward,7,5,00:00:09,100.00%,14.29%
Aug-16,/councillor-allowances-and-expenses/,7,7,00:00:09,100.00%,57.14%
Aug-16,/environmental-health-fixed-penalty-notices/,7,7,00:00:26,100.00%,28.57%
Aug-16,/luddendenfoot-ward,7,4,00:00:07,0.00%,0.00%
Aug-16,/planning-applications,7,5,00:00:45,0.00%,57.14%
Aug-16,/population-forecast,7,5,00:00:21,0.00%,14.29%
Aug-16,/ryburn-ward,7,4,00:00:15,0.00%,0.00%
Aug-16,/schools-list,7,5,00:00:22,50.00%,14.29%
Aug-16,/sowerby-bridge-ward,7,4,00:00:09,0.00%,14.29%
Aug-16,/trade-unions,7,4,00:00:10,0.00%,14.29%
Aug-16,/brighouse-ward/,6,5,00:00:37,0.00%,50.00%
Aug-16,/cemeteries,6,2,00:01:09,0.00%,16.67%
Aug-16,/customer-transactions,6,4,00:00:20,0.00%,0.00%
Aug-16,/elections-results/,6,5,00:01:00,0.00%,33.33%
Aug-16,/environmental-health---litter-fixed-penalty-notices--fpns-/,6,5,00:00:20,0.00%,16.67%
Aug-16,/environmental-permits,6,3,00:00:10,0.00%,16.67%
Aug-16,/lower-super-output-areas-by-postcode,6,5,00:00:10,50.00%,33.33%
Aug-16,/number-of-pupils-on-roll-in-secondary-schools,6,5,00:00:47,0.00%,0.00%
Aug-16,/population-estimate/,6,5,00:03:55,0.00%,50.00%
Aug-16,/primary-schools---free-school-meals,6,4,00:00:23,0.00%,0.00%
Aug-16,/schools-list/,6,6,00:01:05,100.00%,50.00%
Aug-16,/secondary-pupils-on-roll-by-ward-/,6,4,00:00:13,0.00%,0.00%
Aug-16,/skircoat-ward,6,3,00:00:08,0.00%,0.00%
Aug-16,/wildflower-sites,6,5,00:03:20,50.00%,50.00%
Aug-16,/bike-racks,5,2,00:01:41,0.00%,0.00%
Aug-16,/calderdale-data-works-xml-schema,5,2,00:00:48,0.00%,20.00%
Aug-16,/calderdale-tourism---sector-breakdown-of-trip-expenditure-2014,5,3,00:00:12,0.00%,0.00%
Aug-16,/countryside-volunteers--expenses-claims/,5,5,00:00:22,0.00%,0.00%
Aug-16,/greetland-and-stainland-ward,5,3,00:00:09,0.00%,0.00%
Aug-16,/jsna,5,4,00:00:10,0.00%,0.00%
Aug-16,/mains-water-suuply/,5,5,00:00:33,0.00%,40.00%
Aug-16,/number-of-penalty-charge-notices--pcns--issued-and-ranked-by-street-,5,3,00:03:24,0.00%,20.00%
Aug-16,/pay-policy,5,3,00:00:09,0.00%,0.00%
Aug-16,/polling-stations/,5,2,00:02:43,50.00%,40.00%
Aug-16,/primary-schools---pupils-with-english-as-an-additional-language,5,4,00:03:20,0.00%,0.00%
Aug-16,/primary-schools---special-educational-needs--sen-,5,3,00:00:18,0.00%,0.00%
Aug-16,/public-health-funerals,5,4,00:00:19,0.00%,20.00%
Aug-16,/rastrick-ward,5,3,00:00:05,0.00%,0.00%
Aug-16,/school-admissions---allocations---primary-schools,5,1,00:00:06,0.00%,0.00%
Aug-16,/secondary-schools---pupils-with-english-as-an-additional-language/,5,4,00:00:33,100.00%,40.00%
Aug-16,/town-ward/,5,5,00:00:06,0.00%,0.00%
Aug-16,/businesses-with-a-rateable-value-of-less-than-12000,4,2,00:00:09,0.00%,0.00%
Aug-16,/cemeteries/,4,3,00:00:31,0.00%,0.00%
Aug-16,/disabled-blue-badges,4,3,00:02:14,100.00%,50.00%
Aug-16,/free-school-meals-by-ward---primary-schools/,4,4,00:03:40,0.00%,50.00%
Aug-16,/northern-powergrid---substation-demand-data-for-calderdale,4,3,00:00:14,50.00%,50.00%
Aug-16,/northowram-and-shelf-ward,4,2,00:00:05,0.00%,0.00%
Aug-16,/parkingaccount,4,2,00:00:03,0.00%,25.00%
Aug-16,/pay-policy/,4,4,00:02:15,50.00%,75.00%
Aug-16,/polling-stations,4,4,00:00:10,50.00%,50.00%
Aug-16,/primary-school-preferences-2011-2015,4,3,00:00:30,0.00%,0.00%
Aug-16,/pupils-on-roll-by-ward/,4,4,00:02:41,0.00%,25.00%
Aug-16,/salary-scales/,4,4,00:00:29,0.00%,25.00%
Aug-16,/school-admissions---allocations---primary-schools/,4,2,00:01:14,0.00%,0.00%
Aug-16,/school-admissions---allocations---secondary-schools,4,1,00:00:07,0.00%,0.00%
Aug-16,/secondary-schools---free-school-meals/,4,4,00:00:48,0.00%,0.00%
Aug-16,/spring-water-supply/,4,1,00:01:48,0.00%,25.00%
Aug-16,/todmorden-ward/,4,4,00:09:40,0.00%,25.00%
Aug-16,/ancient-monuments,3,3,00:00:21,0.00%,0.00%
Aug-16,/calderdale-data-works-webstats,3,2,00:00:06,0.00%,33.33%
Aug-16,/calderdale-tourism---business-turnover-derived-from-tourism-and-related-expenditure-2014,3,3,00:00:24,0.00%,0.00%
Aug-16,/childrens-centres,3,2,00:00:08,0.00%,0.00%
Aug-16,/childrens-centres/,3,3,00:01:15,100.00%,66.67%
Aug-16,/council-constitution,3,3,00:00:14,0.00%,0.00%
Aug-16,/council-constitution/,3,3,00:00:00,0.00%,100.00%
Aug-16,/customer-transactions/,3,3,00:00:57,0.00%,0.00%
Aug-16,/fraud/,3,3,00:00:35,0.00%,0.00%
Aug-16,/grit-bins,3,2,00:00:49,0.00%,33.33%
Aug-16,/hipperholme-and-lightcliffe-ward/,3,3,00:01:25,0.00%,33.33%
Aug-16,/new-business-rates-accounts-created/,3,3,00:00:46,100.00%,33.33%
Aug-16,/parking-spaces,3,2,00:00:04,0.00%,0.00%
Aug-16,/parkingaccount/,3,3,00:00:44,100.00%,33.33%
Aug-16,/polling-station-districts,3,3,00:00:10,0.00%,33.33%
Aug-16,/primary-school-admission-timeline,3,2,00:00:03,0.00%,0.00%
Aug-16,/public-health-funerals/,3,3,00:00:07,0.00%,66.67%
Aug-16,/retail-food-and-drink,3,2,00:00:05,0.00%,0.00%
Aug-16,/ryburn-ward/,3,3,00:06:14,0.00%,0.00%
Aug-16,/secondary-school-preferences-2011-2015,3,2,00:00:59,0.00%,33.33%
Aug-16,/tennis-courts/,3,3,00:00:15,100.00%,66.67%
Aug-16,/ward-boundaries/,3,3,00:00:29,0.00%,33.33%
Aug-16,/ancient-monuments/,2,2,00:04:18,100.00%,50.00%
Aug-16,/approved-venues,2,1,00:00:19,0.00%,0.00%
Aug-16,/approved-venues/,2,1,00:00:11,0.00%,0.00%
Aug-16,/bowling-greens,2,2,00:00:20,0.00%,0.00%
Aug-16,/british-cycling-calderdale-ride-log,2,2,00:00:15,0.00%,0.00%
Aug-16,/businesses-with-a-rateable-value-of-less-than-12000/,2,2,00:02:41,0.00%,50.00%
Aug-16,/calderdale-tourism---sector-breakdown-of-trip-expenditure-2014/,2,2,00:01:22,0.00%,50.00%
Aug-16,/council-venues,2,1,00:00:03,0.00%,0.00%
Aug-16,/council-venues/,2,2,00:00:14,100.00%,50.00%
Aug-16,/crime-and-safety-data,2,2,00:01:30,0.00%,50.00%
Aug-16,/customer-contact,2,2,00:00:02,100.00%,50.00%
Aug-16,/customer-meter-data,2,1,00:00:09,0.00%,0.00%
Aug-16,/emergency-school-colsures,2,2,00:00:00,100.00%,100.00%
Aug-16,/environmental-permits/,2,2,00:02:55,0.00%,0.00%
Aug-16,/free-school-meals-by-ward---secondary-schools-/,2,2,00:00:31,0.00%,50.00%
Aug-16,/jsna/,2,2,00:00:13,0.00%,50.00%
Aug-16,/lower-super-output-areas-by-postcode/,2,2,00:00:50,0.00%,50.00%
Aug-16,/luddendenfoot-ward/,2,2,00:00:04,0.00%,50.00%
Aug-16,/mixed-water-supply,2,1,00:00:04,0.00%,0.00%
Aug-16,/mixed-water-supply/,2,1,00:01:44,0.00%,50.00%
Aug-16,/northern-powergrid---demand-and-capacity-data-,2,2,00:00:00,0.00%,100.00%
Aug-16,/northern-powergrid---demand-and-capacity-data-/,2,2,00:01:26,50.00%,50.00%
Aug-16,/number-of-pupils-on-roll-in-primary-schools/,2,2,00:06:11,0.00%,0.00%
Aug-16,/places-of-worship-in-calderdale/,2,2,00:02:06,100.00%,50.00%
Aug-16,/planning-applications/,2,2,00:10:09,0.00%,50.00%
Aug-16,/play-areas/,2,1,00:00:36,0.00%,50.00%
Aug-16,/primary-schools---pupils-with-english-as-an-additional-language/,2,2,00:01:42,0.00%,50.00%
Aug-16,/public-toilets/,2,2,00:00:00,100.00%,100.00%
Aug-16,/recycling-and-household-waste/,2,2,00:00:00,100.00%,100.00%
Aug-16,/school-admissions---allocations---secondary-schools/,2,2,00:00:37,0.00%,0.00%
Aug-16,/school-participation-in-bikeability,2,1,00:01:42,0.00%,0.00%
Aug-16,/secondary-schools---special-educational-needs--sen-,2,2,00:00:05,0.00%,0.00%
Aug-16,/secondary-schools---special-educational-needs--sen-/,2,2,00:00:03,0.00%,50.00%
Aug-16,/skate-and-bmx-parks/,2,2,00:02:22,0.00%,0.00%
Aug-16,/tennis-courts,2,1,00:00:03,0.00%,0.00%
Aug-16,/trade-unions/,2,2,00:00:33,0.00%,0.00%
Aug-16,/weekly-markets,2,2,00:00:02,0.00%,50.00%
Aug-16,/wildflower-sites/,2,2,00:00:00,0.00%,100.00%
Aug-16,/british-cycling-calderdale-ride-log/,1,1,00:00:00,0.00%,100.00%
Aug-16,/calderdale-data-works-webstats/,1,1,00:00:12,0.00%,0.00%
Aug-16,/calderdale-data-works-xml-schema/,1,1,00:03:09,0.00%,0.00%
Aug-16,/calderdale-tourism---business-turnover-derived-from-tourism-and-related-expenditure-2014/,1,1,00:06:13,0.00%,0.00%
Aug-16,/chemists-and-pharmacies,1,1,00:00:13,0.00%,0.00%
Aug-16,/chemists-and-pharmacies/,1,1,00:00:00,0.00%,100.00%
Aug-16,/customer-contact/,1,1,00:00:48,0.00%,0.00%
Aug-16,/disabled-blue-badges/,1,1,00:00:28,0.00%,0.00%
Aug-16,/food-banks----free-meals-in-calderdale,1,1,00:00:00,100.00%,100.00%
Aug-16,/local-council-offices,1,1,00:04:49,0.00%,0.00%
Aug-16,/northern-powergrid---substation-demand-data-for-calderdale/,1,1,00:00:04,0.00%,0.00%
Aug-16,/number-of-penalty-charge-notices--pcns--issued-and-ranked-by-street-/,1,1,00:00:14,0.00%,0.00%
Aug-16,/places-of-worship-in-calderdale,1,1,00:00:13,0.00%,0.00%
Aug-16,/polling-station-districts/,1,1,00:00:00,0.00%,100.00%
Aug-16,/population-forecast/,1,1,00:00:30,0.00%,0.00%
Aug-16,/primary-school-admission-timeline/,1,1,00:06:02,0.00%,0.00%
Aug-16,/primary-school-preferences-2011-2015/,1,1,00:01:12,0.00%,0.00%
Aug-16,/primary-schools---free-school-meals/,1,1,00:00:03,0.00%,0.00%
Aug-16,/primary-schools---special-educational-needs--sen-/,1,1,00:00:37,0.00%,0.00%
Aug-16,/public-toilets,1,1,00:00:00,100.00%,100.00%
Aug-16,/rastrick-ward/,1,1,00:00:00,0.00%,0.00%
Aug-16,/retail-food-and-drink/,1,1,00:03:42,0.00%,0.00%
Aug-16,/school-participation-in-bikeability/,1,1,00:00:43,0.00%,0.00%
Aug-16,/secondary-school-preferences-2011-2015/,1,1,00:00:18,0.00%,0.00%
Aug-16,/skircoat-ward/,1,1,00:00:53,0.00%,0.00%
Aug-16,/sowerby-bridge-ward/,1,1,00:02:18,0.00%,0.00%
Sep-16,/resources/,124,66,00:00:59,0.00%,2.42%
Sep-16,/calderdale-imd-2015-results-at-lsoa--neighbourhood-and-ward/,51,38,00:01:05,100.00%,11.76%
Sep-16,/calderdale-imd-2015-results-at-lsoa--neighbourhood-and-ward,43,20,00:00:28,14.29%,18.60%
Sep-16,/calderdale-business-properties---complete-list,40,28,00:00:24,50.00%,27.50%
Sep-16,/flood-data,38,16,00:00:42,20.00%,10.53%
Sep-16,/calderdale-data-works-webstats,36,15,00:01:27,0.00%,2.78%
Sep-16,/food-banks----free-meals-in-calderdale-,35,16,00:00:26,18.18%,11.43%
Sep-16,/organisation-chart,34,12,00:00:07,0.00%,2.94%
Sep-16,/edit/,33,11,00:00:32,0.00%,6.06%
Sep-16,/flood-data/,32,23,00:00:30,0.00%,12.50%
Sep-16,/organisation-chart/,32,28,00:02:26,75.00%,28.12%
Sep-16,/complaints-and-compliments,28,13,00:00:13,100.00%,17.86%
Sep-16,/calderdale-carbon-dioxide-emissions-and-trajectory-2005-to-2014-,25,11,00:01:49,50.00%,24.00%
Sep-16,/brighouse-ward,22,11,00:00:30,100.00%,13.64%
Sep-16,/calderdale-business-properties---complete-list/,22,19,00:05:47,100.00%,50.00%
Sep-16,/school-participation-in-bikeability,22,12,00:00:49,0.00%,13.64%
Sep-16,/todmorden-ward,22,8,00:00:33,0.00%,4.55%
Sep-16,/food-hygiene-ratings-for-calderdale/,21,14,00:01:13,50.00%,28.57%
Sep-16,/schools-list,21,13,00:01:11,0.00%,19.05%
Sep-16,/food-banks----free-meals-in-calderdale-/,20,17,00:01:32,100.00%,45.00%
Sep-16,/grants,20,16,00:00:35,25.00%,10.00%
Sep-16,/food-hygiene-ratings-for-calderdale,19,11,00:00:35,16.67%,21.05%
Sep-16,/senior-salaries,19,12,00:00:26,0.00%,5.26%
Sep-16,/small-business-rate-relief,19,14,00:00:17,0.00%,26.32%
Sep-16,/staff-headcount-fte,19,9,00:00:15,0.00%,10.53%
Sep-16,/todmorden-ward/,19,13,00:00:54,0.00%,10.53%
Sep-16,/park-ward,18,8,00:01:44,0.00%,11.11%
Sep-16,/brighouse-ward/,16,13,00:01:20,0.00%,12.50%
Sep-16,/calderdale-data-works-webstats/,16,12,00:04:58,0.00%,31.25%
Sep-16,/empty-properties,16,11,00:00:17,0.00%,12.50%
Sep-16,/businesses-with-a-rateable-value-of-less-than-12000,15,9,00:00:21,100.00%,6.67%
Sep-16,/new-business-rates-accounts-created,15,8,00:00:26,0.00%,0.00%
Sep-16,/business-rates-accounts-in-credit,14,11,00:00:12,100.00%,28.57%
Sep-16,/ryburn-ward,14,8,00:00:39,0.00%,21.43%
Sep-16,/staff-headcount---posts,14,8,00:00:11,0.00%,14.29%
Sep-16,/council-budget,13,11,00:00:32,66.67%,23.08%
Sep-16,/council-tax-charges,13,7,00:02:15,0.00%,30.77%
Sep-16,/senior-salaries/,13,12,00:05:07,100.00%,15.38%
Sep-16,/allotments,12,6,00:00:19,100.00%,16.67%
Sep-16,/public-health-funerals,12,9,00:00:05,0.00%,8.33%
Sep-16,/school-participation-in-bikeability/,12,12,00:00:50,100.00%,41.67%
Sep-16,/allotments/,11,8,00:00:11,100.00%,9.09%
Sep-16,/park-ward/,11,6,00:00:25,0.00%,0.00%
Sep-16,/payments-to-suppliers,11,9,00:00:05,0.00%,0.00%
