Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Ministry of Defence,Ministerial Department,Ministry of Defence,"12,218","11,688","7,170","6,998","12,668","12,444","2,295","2,264",236,232,"14,547","14,123","49,134","47,749","1,728","1,653",644,639,169,168,17,17,"2,558","2,476","51,692","50,225","£116,645,000",£0,£0,"£4,218,000","£21,051,000","£9,422,000","£151,336,000","£8,558,000","£13,974,000","£22,532,000","£173,868,000",
Defence Science and Technology Laboratory,Executive Agency,Ministry of Defence,206,202,253,241,"1,884","1,819","1,465","1,399",35,32,0,0,"3,843","3,692",1,1,0,0,204,190,0,0,205,191,"4,048","3,883","£10,958,920","£83,707",£0,"£548,225","£2,178,986","£1,010,609","£14,780,447","£1,107,288",£0,"£1,107,288","£15,887,735",
Defence Support Group,Executive Agency,Ministry of Defence,"1,566","1,542",552,543,270,267,51,50,4,4,0,0,"2,443","2,407",298,297,12,12,0,0,0,0,310,309,"2,753","2,715","£5,045,620","£432,312",£0,"£170,412","£932,305","£424,051","£7,004,700","£645,107",£0,"£645,107","£7,649,807",
UK Hydrographic Office,Executive Agency,Ministry of Defence,183,174,375,345,438,419,79,77,4,4,0,0,"1,079","1,018",27,26,0,0,62,59,0,0,89,85,"1,168","1,104","£2,651,017","£69,556","£9,940","£80,668","£521,014","£219,846","£3,552,041","£370,816",£0,"£370,816","£3,922,857",
Royal Air Force Museum,Executive Non-Departmental Public Body,Ministry of Defence,181,174,0,0,0,0,0,0,0,0,0,0,181,174,0,0,0,0,0,0,2,0,2,0,183,174,"£385,699","£7,952","£49,284","£11,075","£16,264","£44,398","£514,672",£0,£0,£0,"£514,672",
National Army Museum,Executive Non-Departmental Public Body,Ministry of Defence,0,0,0,0,3,3,4,4,1,1,52,51,60,59,0,0,0,0,1,1,0,0,1,1,61,60,"£162,208","£12,835",£0,£134,"£34,922","£14,818","£224,916",£150,£0,£150,"£225,066",
National Museum of the Royal Navy,OTHER,Ministry of Defence,11,11,0,0,3,3,1,1,1,1,0,0,16,16,0,0,0,0,0,0,0,0,0,0,16,16,"£29,378",£80,£0,£13,"£3,045","£2,668","£35,184",£0,£0,£0,"£35,184",
