Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Sheep,Offal,Lung Abscesses,2017-11,England,4238,799613,146,0.53
Sheep,Offal,Lung Abscesses,2017-12,England,4126,839444,143,0.492
Sheep,Offal,Lung Abscesses,2017-10,Wales,1137,363721,19,0.313
Sheep,Offal,Lung Abscesses,2017-11,Wales,1150,299865,19,0.384
Sheep,Offal,Lung Abscesses,2017-12,Wales,808,230189,18,0.351
Sheep,Offal,Lung Worm ,2017-10,England,33019,795335,146,4.152
Sheep,Offal,Lung Worm ,2017-11,England,35699,799613,146,4.465
Sheep,Offal,Lung Worm ,2017-12,England,35275,839444,143,4.202
Sheep,Offal,Lung Worm ,2017-10,Wales,17625,363721,19,4.846
Sheep,Offal,Lung Worm ,2017-11,Wales,17574,299865,19,5.861
Sheep,Offal,Lung Worm ,2017-12,Wales,21706,230189,18,9.43
Sheep,Offal,Lungworm,2017-10,England,6,795335,146,0.001
Sheep,Offal,Other,2017-10,England,5815,795335,146,0.731
Sheep,Offal,Other,2017-11,England,6855,799613,146,0.857
Sheep,Offal,Other,2017-12,England,7085,839444,143,0.844
Sheep,Offal,Other,2017-10,Wales,957,363721,19,0.263
Sheep,Offal,Other,2017-11,Wales,2010,299865,19,0.67
Sheep,Offal,Other,2017-12,Wales,2014,230189,18,0.875
Sheep,Offal,Pericarditis,2017-11,England,1,799613,146,0
Sheep,Offal,Peritonitis,2017-11,England,1,799613,146,0
Sheep,Offal,Pleurisy,2017-10,England,3,795335,146,0
Sheep,Offal,Pneumonia,2017-10,England,5,795335,146,0.001
Sheep,Offal,Pneumonia,2017-11,England,3,799613,146,0
Sheep,Offal,Pneumonia ??? Mild,2017-11,England,6,799613,146,0.001
Sheep,Offal,Pneumonia Mycoplasma Like,2017-10,England,16456,795335,146,2.069
Sheep,Offal,Pneumonia Mycoplasma Like,2017-11,England,17744,799613,146,2.219
Sheep,Offal,Pneumonia Mycoplasma Like,2017-12,England,20874,839444,143,2.487
Sheep,Offal,Pneumonia Mycoplasma Like,2017-10,Wales,6081,363721,19,1.672
Sheep,Offal,Pneumonia Mycoplasma Like,2017-11,Wales,5571,299865,19,1.858
Sheep,Offal,Pneumonia Mycoplasma Like,2017-12,Wales,5911,230189,18,2.568
Sheep,Offal,Pneumonia Pasteurella Like,2017-10,England,9433,795335,146,1.186
Sheep,Offal,Pneumonia Pasteurella Like,2017-11,England,10577,799613,146,1.323
Sheep,Offal,Pneumonia Pasteurella Like,2017-12,England,10859,839444,143,1.294
Sheep,Offal,Pneumonia Pasteurella Like,2017-10,Wales,4656,363721,19,1.28
Sheep,Offal,Pneumonia Pasteurella Like,2017-11,Wales,5346,299865,19,1.783
Sheep,Offal,Pneumonia Pasteurella Like,2017-12,Wales,4099,230189,18,1.781
Sheep,Total Rejection,Contamination,2017-10,England,12,795335,146,0.002
Sheep,Total Rejection,Contamination,2017-11,England,5,799613,146,0.001
Sheep,Total Rejection,Contamination,2017-12,England,13,839444,143,0.002
Sheep,Total Rejection,Contamination,2017-10,Wales,7,363721,19,0.002
Sheep,Total Rejection,Contamination,2017-11,Wales,7,299865,19,0.002
Sheep,Total Rejection,Contamination,2017-12,Wales,3,230189,18,0.001
Sheep,Total Rejection,Cysticercus ovis (Generalised),2017-10,England,134,795335,146,0.017
Sheep,Total Rejection,Cysticercus ovis (Generalised),2017-11,England,177,799613,146,0.022
Sheep,Total Rejection,Cysticercus ovis (Generalised),2017-12,England,223,839444,143,0.027
Sheep,Total Rejection,Cysticercus ovis (Generalised),2017-10,Wales,27,363721,19,0.007
Sheep,Total Rejection,Cysticercus ovis (Generalised),2017-11,Wales,75,299865,19,0.025
Sheep,Total Rejection,Cysticercus ovis (Generalised),2017-12,Wales,63,230189,18,0.027
Sheep,Total Rejection,Emaciation/Generalised Oedema,2017-10,England,420,795335,146,0.053
Sheep,Total Rejection,Emaciation/Generalised Oedema,2017-11,England,374,799613,146,0.047
Sheep,Total Rejection,Emaciation/Generalised Oedema,2017-12,England,468,839444,143,0.056
Sheep,Total Rejection,Emaciation/Generalised Oedema,2017-10,Wales,15,363721,19,0.004
Sheep,Total Rejection,Emaciation/Generalised Oedema,2017-11,Wales,19,299865,19,0.006
Sheep,Total Rejection,Emaciation/Generalised Oedema,2017-12,Wales,20,230189,18,0.009
Sheep,Total Rejection,Jaundice,2017-10,England,11,795335,146,0.001
Sheep,Total Rejection,Jaundice,2017-11,England,12,799613,146,0.002
Sheep,Total Rejection,Jaundice,2017-12,England,22,839444,143,0.003
Sheep,Total Rejection,Jaundice,2017-10,Wales,2,363721,19,0.001
Sheep,Total Rejection,Jaundice,2017-11,Wales,3,299865,19,0.001
Sheep,Total Rejection,Jaundice,2017-12,Wales,2,230189,18,0.001
Sheep,Total Rejection,Multiple Abscesses/Pyaemia,2017-10,England,124,795335,146,0.016
Sheep,Total Rejection,Multiple Abscesses/Pyaemia,2017-11,England,133,799613,146,0.017
Sheep,Total Rejection,Multiple Abscesses/Pyaemia,2017-12,England,200,839444,143,0.024
Sheep,Total Rejection,Multiple Abscesses/Pyaemia,2017-10,Wales,3,363721,19,0.001
Sheep,Total Rejection,Multiple Abscesses/Pyaemia,2017-11,Wales,23,299865,19,0.008
Sheep,Total Rejection,Multiple Abscesses/Pyaemia,2017-12,Wales,26,230189,18,0.011
Sheep,Total Rejection,Other,2017-10,England,45,795335,146,0.006
Sheep,Total Rejection,Other,2017-11,England,77,799613,146,0.01
Sheep,Total Rejection,Other,2017-12,England,86,839444,143,0.01
Sheep,Total Rejection,Other,2017-10,Wales,17,363721,19,0.005
Sheep,Total Rejection,Other,2017-11,Wales,20,299865,19,0.007
Sheep,Total Rejection,Other,2017-12,Wales,29,230189,18,0.013
Sheep,Total Rejection,Polyarthritis,2017-10,England,70,795335,146,0.009
Sheep,Total Rejection,Polyarthritis,2017-11,England,111,799613,146,0.014
Sheep,Total Rejection,Polyarthritis,2017-12,England,176,839444,143,0.021
Sheep,Total Rejection,Polyarthritis,2017-10,Wales,66,363721,19,0.018
Sheep,Total Rejection,Polyarthritis,2017-11,Wales,158,299865,19,0.053
Sheep,Total Rejection,Polyarthritis,2017-12,Wales,129,230189,18,0.056
Sheep,Total Rejection,Processing Fault,2017-12,England,20,839444,143,0.002
Sheep,Total Rejection,Septicaemia/Fever,2017-10,England,106,795335,146,0.013
Sheep,Total Rejection,Septicaemia/Fever,2017-11,England,109,799613,146,0.014
Sheep,Total Rejection,Septicaemia/Fever,2017-12,England,112,839444,143,0.013
Sheep,Total Rejection,Septicaemia/Fever,2017-10,Wales,5,363721,19,0.001
Sheep,Total Rejection,Septicaemia/Fever,2017-11,Wales,16,299865,19,0.005
Sheep,Total Rejection,Septicaemia/Fever,2017-12,Wales,10,230189,18,0.004
