Unique Reference Number,Date,Merchant Category Code,Location,Merchant Category Group,Amount,Supplier
FCOGPC131200508,11/12/13,Pkg Stores/Beer/Wine/Liquor,Bahrain,Food & Drink,1107.78,GULF BRANDS INTERNATIO
FCOGPC131200509,20/12/13,Pkg Stores/Beer/Wine/Liquor,United Arab Emirates,Food & Drink,1670.63,MARITIME & MERCANTILE
FCOGPC131200510,02/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,1310.98,ACCOMMODATION PROVIDER
FCOGPC131200511,02/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,855.79,ACCOMMODATION PROVIDER
FCOGPC131200512,02/12/13,Hotels/Motels/Resorts,Netherlands,Hotels,1365.67,ACCOMMODATION PROVIDER
FCOGPC131200513,02/12/13,Hotels/Motels/Resorts,Netherlands,Hotels,970.99,ACCOMMODATION PROVIDER
FCOGPC131200514,02/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,609.00,ACCOMMODATION PROVIDER
FCOGPC131200515,02/12/13,Hotels/Motels/Resorts,Zambia,Hotels,790.51,ACCOMMODATION PROVIDER
FCOGPC131200516,02/12/13,Hotels/Motels/Resorts,Italy,Hotels,1089.53,ACCOMMODATION PROVIDER
FCOGPC131200517,02/12/13,Hotels/Motels/Resorts,Australia,Hotels,1054.46,ACCOMMODATION PROVIDER
FCOGPC131200518,02/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,1397.40,ACCOMMODATION PROVIDER
FCOGPC131200519,02/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,795.00,ACCOMMODATION PROVIDER
FCOGPC131200520,02/12/13,Hotels/Motels/Resorts,Australia,Hotels,617.98,ACCOMMODATION PROVIDER
FCOGPC131200521,02/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,825.60,ACCOMMODATION PROVIDER
FCOGPC131200522,02/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,500.00,ACCOMMODATION PROVIDER
FCOGPC131200523,02/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,785.68,ACCOMMODATION PROVIDER
FCOGPC131200524,02/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,654.00,ACCOMMODATION PROVIDER
FCOGPC131200525,02/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,620.00,ACCOMMODATION PROVIDER
FCOGPC131200526,02/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,620.00,ACCOMMODATION PROVIDER
FCOGPC131200527,02/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,620.00,ACCOMMODATION PROVIDER
FCOGPC131200528,02/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,1336.80,ACCOMMODATION PROVIDER
FCOGPC131200529,02/12/13,Hotels/Motels/Resorts,Belgium,Hotels,547.76,ACCOMMODATION PROVIDER
FCOGPC131200530,02/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,652.00,ACCOMMODATION PROVIDER
FCOGPC131200531,02/12/13,Hotels/Motels/Resorts,Belgium,Hotels,538.36,ACCOMMODATION PROVIDER
FCOGPC131200532,03/12/13,Hotels/Motels/Resorts,Singapore,Hotels,2055.30,ACCOMMODATION PROVIDER
FCOGPC131200533,03/12/13,Hotels/Motels/Resorts,Djibouti,Hotels,3134.49,ACCOMMODATION PROVIDER
FCOGPC131200534,03/12/13,Hotels/Motels/Resorts,China,Hotels,1341.08,ACCOMMODATION PROVIDER
FCOGPC131200535,03/12/13,Hotels/Motels/Resorts,Singapore,Hotels,2206.54,ACCOMMODATION PROVIDER
FCOGPC131200536,03/12/13,Hotels/Motels/Resorts,Philippines,Hotels,664.53,ACCOMMODATION PROVIDER
FCOGPC131200537,03/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,555.00,ACCOMMODATION PROVIDER
FCOGPC131200538,03/12/13,Hotels/Motels/Resorts,Singapore,Hotels,2105.19,ACCOMMODATION PROVIDER
FCOGPC131200539,03/12/13,Hotels/Motels/Resorts,Djibouti,Hotels,754.40,ACCOMMODATION PROVIDER
FCOGPC131200540,03/12/13,Hotels/Motels/Resorts,Japan,Hotels,648.84,ACCOMMODATION PROVIDER
FCOGPC131200541,03/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,1106.00,ACCOMMODATION PROVIDER
FCOGPC131200542,03/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,1106.00,ACCOMMODATION PROVIDER
FCOGPC131200543,03/12/13,Hotels/Motels/Resorts,Saudi Arabia,Hotels,2848.91,ACCOMMODATION PROVIDER
FCOGPC131200544,04/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,768.00,ACCOMMODATION PROVIDER
FCOGPC131200545,04/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,2660.00,ACCOMMODATION PROVIDER
FCOGPC131200546,04/12/13,Hotels/Motels/Resorts,Solomen Islands,Hotels,782.22,ACCOMMODATION PROVIDER
FCOGPC131200547,04/12/13,Hotels/Motels/Resorts,Colombia,Hotels,1209.14,ACCOMMODATION PROVIDER
FCOGPC131200548,04/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,576.00,ACCOMMODATION PROVIDER
FCOGPC131200549,04/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,638.40,ACCOMMODATION PROVIDER
FCOGPC131200550,04/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,518.40,ACCOMMODATION PROVIDER
FCOGPC131200551,05/12/13,Hotels/Motels/Resorts,Angola,Hotels,1097.32,ACCOMMODATION PROVIDER
FCOGPC131200552,05/12/13,Hotels/Motels/Resorts,Angola,Hotels,1093.44,ACCOMMODATION PROVIDER
FCOGPC131200553,05/12/13,Hotels/Motels/Resorts,Angola,Hotels,1093.44,ACCOMMODATION PROVIDER
FCOGPC131200554,05/12/13,Hotels/Motels/Resorts,Angola,Hotels,1213.00,ACCOMMODATION PROVIDER
FCOGPC131200555,05/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,660.00,ACCOMMODATION PROVIDER
FCOGPC131200556,05/12/13,Hotels/Motels/Resorts,Belgium,Hotels,761.27,ACCOMMODATION PROVIDER
FCOGPC131200557,05/12/13,Hotels/Motels/Resorts,Philippines,Hotels,1278.95,ACCOMMODATION PROVIDER
FCOGPC131200558,05/12/13,Hotels/Motels/Resorts,Belgium,Hotels,845.48,ACCOMMODATION PROVIDER
FCOGPC131200559,05/12/13,Hotels/Motels/Resorts,China,Hotels,2382.88,ACCOMMODATION PROVIDER
FCOGPC131200560,05/12/13,Hotels/Motels/Resorts,India,Hotels,745.82,ACCOMMODATION PROVIDER
FCOGPC131200561,06/12/13,Hotels/Motels/Resorts,India,Hotels,663.26,ACCOMMODATION PROVIDER
FCOGPC131200562,06/12/13,Hotels/Motels/Resorts,Australia,Hotels,975.56,ACCOMMODATION PROVIDER
FCOGPC131200563,06/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,500.00,ACCOMMODATION PROVIDER
FCOGPC131200564,06/12/13,Hotels/Motels/Resorts,Oman,Hotels,594.99,ACCOMMODATION PROVIDER
FCOGPC131200565,06/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,690.00,ACCOMMODATION PROVIDER
FCOGPC131200566,06/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,948.00,ACCOMMODATION PROVIDER
FCOGPC131200567,09/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,808.65,ACCOMMODATION PROVIDER
FCOGPC131200568,09/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,660.00,ACCOMMODATION PROVIDER
FCOGPC131200569,09/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,870.00,ACCOMMODATION PROVIDER
FCOGPC131200570,09/12/13,Hotels/Motels/Resorts,Brunei Darussalam,Hotels,752.41,ACCOMMODATION PROVIDER
FCOGPC131200571,09/12/13,Hotels/Motels/Resorts,Taiwan,Hotels,716.22,ACCOMMODATION PROVIDER
FCOGPC131200572,09/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,522.20,ACCOMMODATION PROVIDER
FCOGPC131200573,09/12/13,Hotels/Motels/Resorts,Thailand,Hotels,503.38,ACCOMMODATION PROVIDER
FCOGPC131200574,09/12/13,Hotels/Motels/Resorts,China,Hotels,2136.05,ACCOMMODATION PROVIDER
FCOGPC131200575,09/12/13,Hotels/Motels/Resorts,France,Hotels,736.32,ACCOMMODATION PROVIDER
FCOGPC131200576,09/12/13,Hotels/Motels/Resorts,Thailand,Hotels,853.81,ACCOMMODATION PROVIDER
FCOGPC131200577,09/12/13,Hotels/Motels/Resorts,"Korea, Republic of",Hotels,561.42,ACCOMMODATION PROVIDER
FCOGPC131200578,09/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,691.48,ACCOMMODATION PROVIDER
FCOGPC131200579,09/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,888.45,ACCOMMODATION PROVIDER
FCOGPC131200580,09/12/13,Hotels/Motels/Resorts,Russia,Hotels,724.77,ACCOMMODATION PROVIDER
FCOGPC131200581,09/12/13,Hotels/Motels/Resorts,"Korea, Republic of",Hotels,891.93,ACCOMMODATION PROVIDER
FCOGPC131200582,09/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,522.00,ACCOMMODATION PROVIDER
FCOGPC131200583,09/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,833.85,ACCOMMODATION PROVIDER
FCOGPC131200584,09/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,690.00,ACCOMMODATION PROVIDER
FCOGPC131200585,09/12/13,Hotels/Motels/Resorts,United Arab Emirates,Hotels,618.40,ACCOMMODATION PROVIDER
FCOGPC131200586,09/12/13,Hotels/Motels/Resorts,United Arab Emirates,Hotels,618.40,ACCOMMODATION PROVIDER
FCOGPC131200587,09/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,718.75,ACCOMMODATION PROVIDER
FCOGPC131200588,09/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,621.00,ACCOMMODATION PROVIDER
FCOGPC131200589,09/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,1110.00,ACCOMMODATION PROVIDER
FCOGPC131200590,09/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,1110.00,ACCOMMODATION PROVIDER
FCOGPC131200591,09/12/13,Hotels/Motels/Resorts,Russia,Hotels,626.24,ACCOMMODATION PROVIDER
FCOGPC131200592,10/12/13,Hotels/Motels/Resorts,Indonesia,Hotels,510.30,ACCOMMODATION PROVIDER
FCOGPC131200593,10/12/13,Hotels/Motels/Resorts,Indonesia,Hotels,729.99,ACCOMMODATION PROVIDER
FCOGPC131200594,10/12/13,Hotels/Motels/Resorts,Ukraine,Hotels,685.27,ACCOMMODATION PROVIDER
FCOGPC131200595,10/12/13,Hotels/Motels/Resorts,Ukraine,Hotels,889.04,ACCOMMODATION PROVIDER
FCOGPC131200596,10/12/13,Hotels/Motels/Resorts,Ukraine,Hotels,887.68,ACCOMMODATION PROVIDER
FCOGPC131200597,10/12/13,Hotels/Motels/Resorts,Jamaica,Hotels,558.73,ACCOMMODATION PROVIDER
FCOGPC131200598,10/12/13,Hotels/Motels/Resorts,Lithuania,Hotels,532.99,ACCOMMODATION PROVIDER
FCOGPC131200599,10/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,984.00,ACCOMMODATION PROVIDER
FCOGPC131200600,10/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,976.00,ACCOMMODATION PROVIDER
FCOGPC131200601,10/12/13,Hotels/Motels/Resorts,Lithuania,Hotels,608.19,ACCOMMODATION PROVIDER
FCOGPC131200602,10/12/13,Hotels/Motels/Resorts,Lithuania,Hotels,667.09,ACCOMMODATION PROVIDER
FCOGPC131200603,10/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,840.00,ACCOMMODATION PROVIDER
FCOGPC131200604,10/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,1152.00,ACCOMMODATION PROVIDER
FCOGPC131200605,10/12/13,Hotels/Motels/Resorts,Lithuania,Hotels,559.02,ACCOMMODATION PROVIDER
FCOGPC131200606,10/12/13,Hotels/Motels/Resorts,Jamaica,Hotels,933.14,ACCOMMODATION PROVIDER
FCOGPC131200607,10/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,1008.00,ACCOMMODATION PROVIDER
FCOGPC131200608,10/12/13,Hotels/Motels/Resorts,Colombia,Hotels,1322.84,ACCOMMODATION PROVIDER
FCOGPC131200609,11/12/13,Hotels/Motels/Resorts,Algeria,Hotels,1151.09,ACCOMMODATION PROVIDER
FCOGPC131200610,11/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,660.00,ACCOMMODATION PROVIDER
FCOGPC131200611,11/12/13,Hotels/Motels/Resorts,"Korea, Republic of",Hotels,1381.57,ACCOMMODATION PROVIDER
FCOGPC131200612,11/12/13,Hotels/Motels/Resorts,"Korea, Republic of",Hotels,690.78,ACCOMMODATION PROVIDER
FCOGPC131200613,11/12/13,Hotels/Motels/Resorts,Saudi Arabia,Hotels,1209.07,ACCOMMODATION PROVIDER
FCOGPC131200614,11/12/13,Hotels/Motels/Resorts,Saudi Arabia,Hotels,1522.59,ACCOMMODATION PROVIDER
FCOGPC131200615,12/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,14037.00,ACCOMMODATION PROVIDER
FCOGPC131200616,12/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,14037.00,ACCOMMODATION PROVIDER
FCOGPC131200617,12/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,-14037.00,ACCOMMODATION PROVIDER
FCOGPC131200618,12/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,763.56,ACCOMMODATION PROVIDER
FCOGPC131200619,12/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,763.56,ACCOMMODATION PROVIDER
FCOGPC131200620,12/12/13,Hotels/Motels/Resorts,Turkey,Hotels,519.88,ACCOMMODATION PROVIDER
FCOGPC131200621,12/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,576.00,ACCOMMODATION PROVIDER
FCOGPC131200622,12/12/13,Hotels/Motels/Resorts,Algeria,Hotels,1421.99,ACCOMMODATION PROVIDER
FCOGPC131200623,12/12/13,Hotels/Motels/Resorts,Malaysia,Hotels,836.91,ACCOMMODATION PROVIDER
FCOGPC131200624,12/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,715.50,ACCOMMODATION PROVIDER
FCOGPC131200625,13/12/13,Hotels/Motels/Resorts,Philippines,Hotels,1597.05,ACCOMMODATION PROVIDER
FCOGPC131200626,13/12/13,Hotels/Motels/Resorts,France,Hotels,668.35,ACCOMMODATION PROVIDER
FCOGPC131200627,13/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,930.00,ACCOMMODATION PROVIDER
FCOGPC131200628,13/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,930.00,ACCOMMODATION PROVIDER
FCOGPC131200629,13/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,930.00,ACCOMMODATION PROVIDER
FCOGPC131200630,16/12/13,Hotels/Motels/Resorts,Austria,Hotels,743.17,ACCOMMODATION PROVIDER
FCOGPC131200631,16/12/13,Hotels/Motels/Resorts,Austria,Hotels,779.95,ACCOMMODATION PROVIDER
FCOGPC131200632,16/12/13,Hotels/Motels/Resorts,Austria,Hotels,786.60,ACCOMMODATION PROVIDER
FCOGPC131200633,16/12/13,Hotels/Motels/Resorts,United States of America,Hotels,530.21,ACCOMMODATION PROVIDER
FCOGPC131200634,16/12/13,Hotels/Motels/Resorts,United States of America,Hotels,886.06,ACCOMMODATION PROVIDER
FCOGPC131200635,16/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,1306.23,ACCOMMODATION PROVIDER
FCOGPC131200636,16/12/13,Hotels/Motels/Resorts,Saudi Arabia,Hotels,1935.93,ACCOMMODATION PROVIDER
FCOGPC131200637,16/12/13,Hotels/Motels/Resorts,Saudi Arabia,Hotels,2315.05,ACCOMMODATION PROVIDER
FCOGPC131200638,16/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,706.75,ACCOMMODATION PROVIDER
FCOGPC131200639,16/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,1712.00,ACCOMMODATION PROVIDER
FCOGPC131200640,16/12/13,Hotels/Motels/Resorts,United States of America,Hotels,648.42,ACCOMMODATION PROVIDER
FCOGPC131200641,16/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,3636.00,ACCOMMODATION PROVIDER
FCOGPC131200642,16/12/13,Hotels/Motels/Resorts,Sweden,Hotels,633.49,ACCOMMODATION PROVIDER
FCOGPC131200643,16/12/13,Hotels/Motels/Resorts,China,Hotels,554.79,ACCOMMODATION PROVIDER
FCOGPC131200644,16/12/13,Hotels/Motels/Resorts,Philippines,Hotels,574.83,ACCOMMODATION PROVIDER
FCOGPC131200645,16/12/13,Hotels/Motels/Resorts,New Zealand,Hotels,1046.33,ACCOMMODATION PROVIDER
FCOGPC131200646,16/12/13,Hotels/Motels/Resorts,Sweden,Hotels,791.87,ACCOMMODATION PROVIDER
FCOGPC131200647,16/12/13,Hotels/Motels/Resorts,China,Hotels,669.30,ACCOMMODATION PROVIDER
FCOGPC131200648,16/12/13,Hotels/Motels/Resorts,Taiwan,Hotels,536.79,ACCOMMODATION PROVIDER
FCOGPC131200649,16/12/13,Hotels/Motels/Resorts,Hong Kong,Hotels,1119.74,ACCOMMODATION PROVIDER
FCOGPC131200650,16/12/13,Hotels/Motels/Resorts,Sweden,Hotels,886.79,ACCOMMODATION PROVIDER
FCOGPC131200651,16/12/13,Hotels/Motels/Resorts,Hong Kong,Hotels,837.76,ACCOMMODATION PROVIDER
FCOGPC131200652,16/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,525.20,ACCOMMODATION PROVIDER
FCOGPC131200653,16/12/13,Hotels/Motels/Resorts,Sweden,Hotels,1022.81,ACCOMMODATION PROVIDER
FCOGPC131200654,16/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,1495.00,ACCOMMODATION PROVIDER
FCOGPC131200655,16/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,1194.44,ACCOMMODATION PROVIDER
FCOGPC131200656,16/12/13,Hotels/Motels/Resorts,Hong Kong,Hotels,1774.33,ACCOMMODATION PROVIDER
FCOGPC131200657,16/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,835.00,ACCOMMODATION PROVIDER
FCOGPC131200658,16/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,759.70,ACCOMMODATION PROVIDER
FCOGPC131200659,16/12/13,Hotels/Motels/Resorts,United States of America,Hotels,718.93,ACCOMMODATION PROVIDER
FCOGPC131200660,16/12/13,Hotels/Motels/Resorts,Kazakhstan,Hotels,506.14,ACCOMMODATION PROVIDER
FCOGPC131200661,17/12/13,Hotels/Motels/Resorts,Gambia,Hotels,996.86,ACCOMMODATION PROVIDER
FCOGPC131200662,17/12/13,Hotels/Motels/Resorts,"Virgin Islands, British",Hotels,579.46,ACCOMMODATION PROVIDER
FCOGPC131200663,17/12/13,Hotels/Motels/Resorts,Philippines,Hotels,4531.70,ACCOMMODATION PROVIDER
FCOGPC131200664,17/12/13,Hotels/Motels/Resorts,Gambia,Hotels,1012.03,ACCOMMODATION PROVIDER
FCOGPC131200665,17/12/13,Hotels/Motels/Resorts,China,Hotels,728.06,ACCOMMODATION PROVIDER
FCOGPC131200666,17/12/13,Hotels/Motels/Resorts,Antigua and Barbuda,Hotels,546.09,ACCOMMODATION PROVIDER
FCOGPC131200667,17/12/13,Hotels/Motels/Resorts,"Virgin Islands, British",Hotels,763.59,ACCOMMODATION PROVIDER
FCOGPC131200668,17/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,575.00,ACCOMMODATION PROVIDER
FCOGPC131200669,17/12/13,Hotels/Motels/Resorts,Gambia,Hotels,717.00,ACCOMMODATION PROVIDER
FCOGPC131200670,17/12/13,Hotels/Motels/Resorts,Gambia,Hotels,559.18,ACCOMMODATION PROVIDER
FCOGPC131200671,17/12/13,Hotels/Motels/Resorts,United Arab Emirates,Hotels,696.24,ACCOMMODATION PROVIDER
FCOGPC131200672,17/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,1526.40,ACCOMMODATION PROVIDER
FCOGPC131200673,17/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,545.60,ACCOMMODATION PROVIDER
FCOGPC131200674,17/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,2035.20,ACCOMMODATION PROVIDER
FCOGPC131200675,18/12/13,Hotels/Motels/Resorts,Philippines,Hotels,1110.30,ACCOMMODATION PROVIDER
FCOGPC131200676,18/12/13,Hotels/Motels/Resorts,Iceland,Hotels,973.99,ACCOMMODATION PROVIDER
FCOGPC131200677,18/12/13,Hotels/Motels/Resorts,Panama,Hotels,575.25,ACCOMMODATION PROVIDER
FCOGPC131200678,18/12/13,Hotels/Motels/Resorts,South Africa,Hotels,567.16,ACCOMMODATION PROVIDER
FCOGPC131200679,19/12/13,Hotels/Motels/Resorts,"Korea, Republic of",Hotels,501.67,ACCOMMODATION PROVIDER
FCOGPC131200680,19/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,1284.39,ACCOMMODATION PROVIDER
FCOGPC131200681,19/12/13,Hotels/Motels/Resorts,Jamaica,Hotels,829.20,ACCOMMODATION PROVIDER
FCOGPC131200682,19/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,2292.80,ACCOMMODATION PROVIDER
FCOGPC131200683,19/12/13,Hotels/Motels/Resorts,Ukraine,Hotels,721.99,ACCOMMODATION PROVIDER
FCOGPC131200684,20/12/13,Hotels/Motels/Resorts,Jamaica,Hotels,811.53,ACCOMMODATION PROVIDER
FCOGPC131200685,23/12/13,Hotels/Motels/Resorts,Colombia,Hotels,1358.91,ACCOMMODATION PROVIDER
FCOGPC131200686,23/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,2207.00,ACCOMMODATION PROVIDER
FCOGPC131200687,23/12/13,Hotels/Motels/Resorts,United States of America,Hotels,4792.94,ACCOMMODATION PROVIDER
FCOGPC131200688,23/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,678.30,ACCOMMODATION PROVIDER
FCOGPC131200689,23/12/13,Hotels/Motels/Resorts,Belgium,Hotels,539.26,ACCOMMODATION PROVIDER
FCOGPC131200690,23/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,722.00,ACCOMMODATION PROVIDER
FCOGPC131200691,23/12/13,Hotels/Motels/Resorts,United Kingdom,Hotels,656.70,ACCOMMODATION PROVIDER
FCOGPC131200692,24/12/13,Hotels/Motels/Resorts,Switzerland,Hotels,740.99,ACCOMMODATION PROVIDER
FCOGPC131200693,24/12/13,Hotels/Motels/Resorts,Jamaica,Hotels,823.19,ACCOMMODATION PROVIDER
FCOGPC131200694,24/12/13,Hotels/Motels/Resorts,South Africa,Hotels,3038.45,ACCOMMODATION PROVIDER
FCOGPC131200695,24/12/13,Hotels/Motels/Resorts,Switzerland,Hotels,748.01,ACCOMMODATION PROVIDER
FCOGPC131200696,24/12/13,Hotels/Motels/Resorts,Switzerland,Hotels,730.47,ACCOMMODATION PROVIDER
FCOGPC131200697,24/12/13,Hotels/Motels/Resorts,Saudi Arabia,Hotels,1347.98,ACCOMMODATION PROVIDER
FCOGPC131200698,26/12/13,Hotels/Motels/Resorts,Japan,Hotels,615.61,ACCOMMODATION PROVIDER
FCOGPC131200699,30/12/13,Hotels/Motels/Resorts,Angola,Hotels,899.56,ACCOMMODATION PROVIDER
FCOGPC131200700,05/12/13,Insurance Sales/Underwrite,Macedonia,Insurance,1509.11,EUROLINK OSIGURUVANJ
FCOGPC131200701,13/12/13,Insurance Sales/Underwrite,Macedonia,Insurance,606.59,EUROLINK OSIGURUVANJ
FCOGPC131200702,17/12/13,Insurance Sales/Underwrite,"Virgin Islands, British",Insurance,810.63,CARIBBEAN INSURERS LTD
FCOGPC131200703,23/12/13,Insurance Sales/Underwrite,"Virgin Islands, British",Insurance,508.72,CARIBBEAN INSURERS LTD
FCOGPC131200704,24/12/13,Insurance Sales/Underwrite,Romania,Insurance,1004.02,DOMAS INSURANCE BROKER
FCOGPC131200705,02/12/13,Car & Truck Dealers/New/Used,Brazil,Motoring,772.49,AGULHAS NEGRAS IMPORT
FCOGPC131200706,09/12/13,Automotive Parts Stores,Brazil,Motoring,815.21,WIDMEN
FCOGPC131200707,09/12/13,Automotive Parts Stores,Brazil,Motoring,802.50,WIDMEN
FCOGPC131200708,09/12/13,Automotive Tire Stores,Saudi Arabia,Motoring,549.37,MODERN INDUSTRIAL CTR
FCOGPC131200709,10/12/13,Automotive Tire Stores,Bulgaria,Motoring,563.87,MARGEL-OFIS-SKLAD
FCOGPC131200710,10/12/13,Auto Service Shops/Non Dealer,Mexico,Motoring,881.53,BRITANIA MOTORS CUAJIM
FCOGPC131200711,11/12/13,Automotive Tire Stores,Brazil,Motoring,813.33,SOUZA PINTO PNEUS
FCOGPC131200712,11/12/13,Automotive Tire Stores,Brazil,Motoring,813.33,SOUZA PINTO PNEUS
FCOGPC131200713,12/12/13,Auto Body Repair Shops,"Korea, Republic of",Motoring,1377.38,MOBIL           
FCOGPC131200714,20/12/13,Automotive Tire Stores,Panama,Motoring,787.96,GRUPO DAHER S.A.
FCOGPC131200715,24/12/13,Motor Freight Carriers,Saudi Arabia,Motoring,753.62,ALSALEM TRAVEL & TOR
FCOGPC131200716,02/12/13,Wholesale Clubs,Mexico,Other Retailers,620.10,COSTCO POLANCO
FCOGPC131200717,02/12/13,News Dealers/Newsstands,United Kingdom,Other Retailers,595.61,FINANCIAL TIMES LTD
FCOGPC131200718,04/12/13,Misc General Merchandise,Pakistan,Other Retailers,681.85,METRO HABIB CASH AND C
FCOGPC131200719,04/12/13,Wholesale Clubs,Russia,Other Retailers,1302.83,METRO STORE 1013
FCOGPC131200720,04/12/13,Stationery Stores,United Kingdom,Other Retailers,1440.00,WWW.OFFICEFURNITUREONL
FCOGPC131200721,05/12/13,Misc Specialty Retail,Russia,Other Retailers,647.91,FIRMA TEKHNOPARK
FCOGPC131200722,05/12/13,Variety Stores,Spain,Other Retailers,1120.50,19 MAKRO ALCOBENDAS
FCOGPC131200723,05/12/13,Book Stores,Luxembourg,Other Retailers,647.50,Amazon *Mktplce EU-UK
FCOGPC131200724,06/12/13,Misc General Merchandise,"Korea, Republic of",Other Retailers,933.98,HYUNDAE I PARK MALL
FCOGPC131200725,09/12/13,Misc Specialty Retail,Honduras,Other Retailers,563.65,ELIPSO P-24
FCOGPC131200726,12/12/13,Computers/Peripherals/Software,Greece,Other Retailers,1107.13,PLAISIO MAGOULA
FCOGPC131200727,12/12/13,Computers/Peripherals/Software,Greece,Other Retailers,1107.13,PLAISIO MAGOULA
FCOGPC131200728,12/12/13,Durable Goods - Default,Greece,Other Retailers,1775.40,ADDTIME RECORDING CO L
FCOGPC131200729,13/12/13,Wholesale Clubs,United States of America,Other Retailers,1267.17,FRD REFUND REVERSAL
FCOGPC131200730,13/12/13,Cigar Stores/Stands,Denmark,Other Retailers,581.97,Peter Justesen Company
FCOGPC131200731,13/12/13,Books/Periodicals/Newspapers,United Kingdom,Other Retailers,954.00,THE ECONOMIST
FCOGPC131200732,13/12/13,Computer Software Stores,Luxembourg,Other Retailers,796.50,DRI*AVAST Softw
FCOGPC131200733,13/12/13,Misc General Merchandise,Pakistan,Other Retailers,639.06,METRO HABIB CASH AND C
FCOGPC131200734,13/12/13,Misc General Merchandise,Pakistan,Other Retailers,1059.78,METRO HABIB CASH AND C
FCOGPC131200735,17/12/13,Wholesale Clubs,United States of America,Other Retailers,-1267.17,FRD REFUND
FCOGPC131200736,17/12/13,Wholesale Clubs,Russia,Other Retailers,796.96,METRO STORE 
