"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Culture, Media and Sport","Tate","Tate Modern","0036","A","","","Leadership (London)","5.00","Operational delivery"
"Department for Culture, Media and Sport","Tate","Tate Modern","0036","B","27150","53000","Senior Advisory (London)","15.00","Operational delivery"
"Department for Culture, Media and Sport","Tate","Tate Modern","0036","C","22900","29130","Specialist (London)","17.00","Operational delivery"
"Department for Culture, Media and Sport","Tate","Tate Modern","0036","D","19850","22491","Administrative & Technical (London)","5.60","Operational delivery"
"Department for Culture, Media and Sport","Tate","Tate Britain","0038","A","","","Leadership (London)","5.00","Operational delivery"
"Department for Culture, Media and Sport","Tate","Tate Britain","0038","B","27150","53000","Senior Advisory (London)","17.60","Operational delivery"
"Department for Culture, Media and Sport","Tate","Tate Britain","0038","C","22900","29130","Specialist (London)","15.78","Operational delivery"
"Department for Culture, Media and Sport","Tate","Tate Britain","0038","D","19850","22491","Administrative & Technical (London)","3.80","Operational delivery"
"Department for Culture, Media and Sport","Tate","Deputy Director's Office","0006","A","","","Leadership (London)","20.20","Operational delivery"
"Department for Culture, Media and Sport","Tate","Deputy Director's Office","0006","B","27150","53000","Senior Advisory (London)","76.73","Operational delivery"
"Department for Culture, Media and Sport","Tate","Deputy Director's Office","0006","C","22900","29130","Specialist (London)","72.70","Operational delivery"
"Department for Culture, Media and Sport","Tate","Deputy Director's Office","0006","D","19850","22491","Administrative & Technical (London)","48.88","Operational delivery"
"Department for Culture, Media and Sport","Tate","Deputy Director's Office","0006","E","17100","19510","Support (London)","113.56","Operational delivery"
"Department for Culture, Media and Sport","Tate","Tate National","0603","A","","","Leadership (London)","9.00","Operational delivery"
"Department for Culture, Media and Sport","Tate","Tate National","0603","AR","","","Leadership (Regional)","2.00","Operational delivery"
"Department for Culture, Media and Sport","Tate","Tate National","0603","B","27150","53000","Senior Advisory (London)","26.00","Operational delivery"
"Department for Culture, Media and Sport","Tate","Tate National","0603","BR","24450","42500","Senior Advisory (Regional)","29.70","Operational delivery"
"Department for Culture, Media and Sport","Tate","Tate National","0603","C","22900","29130","Specialist (London)","21.23","Operational delivery"
"Department for Culture, Media and Sport","Tate","Tate National","0603","CR","20800","26276","Specialist (Regional)","14.33","Operational delivery"
"Department for Culture, Media and Sport","Tate","Tate National","0603","D","19850","22491","Administrative & Technical (London)","7.40","Operational delivery"
"Department for Culture, Media and Sport","Tate","Tate National","0603","DR","17150","20172","Administrative & Technical (Regional)","26.11","Operational delivery"
"Department for Culture, Media and Sport","Tate","Tate National","0603","E","17100","19510","Support (London)","3.11","Operational delivery"
"Department for Culture, Media and Sport","Tate","Tate National","0603","ER","14400","16615","Support (Regional)","32.84","Operational delivery"
"Department for Culture, Media and Sport","Tate","Chief Operating Officer's Office","0638","A","","","Leadership (London)","14.00","Operational delivery"
"Department for Culture, Media and Sport","Tate","Chief Operating Officer's Office","0638","B","27150","53000","Senior Advisory (London)","70.09","Operational delivery"
"Department for Culture, Media and Sport","Tate","Chief Operating Officer's Office","0638","C","22900","29130","Specialist (London)","56.29","Operational delivery"
"Department for Culture, Media and Sport","Tate","Chief Operating Officer's Office","0638","D","19850","22491","Administrative & Technical (London)","48.04","Operational delivery"
"Department for Culture, Media and Sport","Tate","Chief Operating Officer's Office","0638","E","17100","19510","Support (London)","2.00","Operational delivery"
