Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
HMRC,HMRC,07/04/2011,Postal delivery serv,Commercial Directorate,Royal Mail Wholesale,5100002320,"-£172,608.45"
HMRC,HMRC,01/04/2011,Marketing Promotion,Communications & Marketing,COI - COI Trading Fund/GNN,5100000035,"£407,138.61"
HMRC,HMRC,04/04/2011,STEPS FUP VAT recvbl,Estates & Support Services,Mapeley Steps Limited,1700000001,"-£50,963.80"
HMRC,HMRC,06/04/2011,Forensic Services,Criminal Investigations,CCL Forensics Limited,5100001672,"£164,683.44"
HMRC,HMRC,20/04/2011,Forensic Services,Criminal Investigations,Forensic Science Service,5100006024,"£93,786.22"
HMRC,HMRC,12/04/2011,Interpretation,Customer Contact,Thebigword Interpreting,5100003382,"£27,172.84"
HMRC,HMRC,13/04/2011,Interpretation,Customer Contact,Thebigword Interpreting,5100003647,"£98,785.24"
HMRC,HMRC,13/04/2011,Interpretation,Customer Contact,Thebigword Interpreting,5100003649,"£25,323.37"
HMRC,HMRC,13/04/2011,Interpretation,Customer Contact,Thebigword Interpreting,5100003650,"£65,722.57"
HMRC,HMRC,13/04/2011,Interpretation,Customer Contact,Thebigword Interpreting,5100003651,"£48,644.58"
HMRC,HMRC,13/04/2011,Interpretation,Customer Contact,Thebigword Interpreting,5100003675,"£86,332.26"
HMRC,HMRC,07/04/2011,High Court Costs,Debt Management & Banking,RBSG Central 10000607,1900004313,"£40,000.00"
HMRC,HMRC,08/04/2011,County Court Costs,Debt Management & Banking,RBSG Central 10000607,1900004402,"£26,260.00"
HMRC,HMRC,08/04/2011,County Court Costs,Debt Management & Banking,RBSG Central 10000607,1900004403,"£29,950.00"
HMRC,HMRC,08/04/2011,High Court Costs,Debt Management & Banking,RBSG Central 10000607,1900004738,"£40,000.00"
HMRC,HMRC,15/04/2011,High Court Costs,Debt Management & Banking,RBSG Central 10000607,1900009413,"£40,000.00"
HMRC,HMRC,21/04/2011,High Court Costs,Debt Management & Banking,RBSG Central 10000607,1900013584,"£40,000.00"
HMRC,HMRC,26/04/2011,High Court Costs,Debt Management & Banking,RBSG Central 10000607,1900013657,"£40,000.00"
HMRC,HMRC,05/04/2011,County Court Proceed,Debt Management & Banking,Her Majesty's Court Service,5100001336,"£101,810.00"
HMRC,HMRC,13/04/2011,Commission Fees,Debt Management & Banking,Credit Solutions,5100003629,"£86,389.24"
HMRC,HMRC,13/04/2011,Commission Fees,Debt Management & Banking,Commercial Collection Services,5100003631,"£130,643.87"
HMRC,HMRC,13/04/2011,Court Fees,Debt Management & Banking,The Insolvency Service,5100003778,"£162,150.00"
HMRC,HMRC,19/04/2011,Crown Sol's Off NI,Debt Management & Banking,Crown Solicitors Office,5100005509,"£27,322.02"
HMRC,HMRC,19/04/2011,Crown Sol's Off NI,Debt Management & Banking,Crown Solicitors Office,5100005509,"£4,162.06"
HMRC,HMRC,20/04/2011,Commission Fees,Debt Management & Banking,iQor holdings Limited,5100005817,"£211,569.89"
HMRC,HMRC,21/04/2011,Commission Fees,Debt Management & Banking,Credit Solutions,5100006499,"£50,263.09"
HMRC,HMRC,21/04/2011,Commission Fees,Debt Management & Banking,Commercial Collection Services,5100006501,"£40,220.38"
HMRC,HMRC,21/04/2011,Court Fees,Debt Management & Banking,The Insolvency Service,5100006510,"£93,980.00"
HMRC,HMRC,26/04/2011,Commission Fees,Debt Management & Banking,Fairfax Solicitors Limited,5100007144,"£280,572.47"
HMRC,HMRC,26/04/2011,Commission Fees,Debt Management & Banking,Fairfax Solicitors Limited,5100007231,"£157,597.42"
HMRC,HMRC,01/04/2011,Business Rates,Estates & Support Services,Borough of Telford & Wrekin,5100000001,"£61,065.60"
HMRC,HMRC,01/04/2011,Business Rates,Estates & Support Services,Salford City Council,5100000019,"£129,034.00"
HMRC,HMRC,01/04/2011,STEPS FUP,Estates & Support Services,Mapeley Steps Limited,5100000036,"£17,884,976.45"
HMRC,HMRC,01/04/2011,100 PS Service Charg,Estates & Support Services,Exchequer Partnership Plc,5100000037,"£2,165,868.96"
HMRC,HMRC,01/04/2011,Rent,Estates & Support Services,Tim Harries & Partners,5100000039,"£77,587.50"
HMRC,HMRC,01/04/2011,Landlord Charges,Estates & Support Services,Tim Harries & Partners,5100000039,"£36,501.02"
HMRC,HMRC,01/04/2011,Rent,Estates & Support Services,Jones Lang Lasalle,5100000068,"£84,000.00"
HMRC,HMRC,04/04/2011,Min AW non-struc VAT,Estates & Support Services,Mapeley Steps Limited,5100000095,"£26,690.76"
HMRC,HMRC,04/04/2011,Min AW non-struc VAT,Estates & Support Services,Mapeley Steps Limited,5100000096,"£51,716.47"
HMRC,HMRC,04/04/2011,Business Rates,Estates & Support Services,Bournemouth Borough Council,5100000121,"£31,234.15"
HMRC,HMRC,04/04/2011,Business Rates,Estates & Support Services,Bradford Council,5100000123,"£35,073.00"
HMRC,HMRC,04/04/2011,Business Rates,Estates & Support Services,Bradford Council,5100000124,"£54,558.00"
HMRC,HMRC,04/04/2011,Business Rates,Estates & Support Services,Plymouth City Council,5100000145,"£38,970.00"
HMRC,HMRC,04/04/2011,Business Rates,Estates & Support Services,City of  Westminster,5100000169,"£114,438.72"
HMRC,HMRC,04/04/2011,Business Rates,Estates & Support Services,City of  Westminster,5100000171,"£97,684.60"
HMRC,HMRC,04/04/2011,Business Rates,Estates & Support Services,City of  Westminster,5100000173,"£41,898.00"
HMRC,HMRC,04/04/2011,Business Rates,Estates & Support Services,Coventry City Council,5100000176,"£52,826.00"
HMRC,HMRC,04/04/2011,Business Rates,Estates & Support Services,Croydon Council,5100000180,"£58,437.00"
HMRC,HMRC,04/04/2011,Business Rates,Estates & Support Services,Southend Borough Council,5100000184,"£51,527.00"
HMRC,HMRC,04/04/2011,Business Rates,Estates & Support Services,Sunderland City Council,5100000206,"£74,043.00"
HMRC,HMRC,04/04/2011,Business Rates,Estates & Support Services,Ipswich Borough Council,5100000233,"£26,625.00"
HMRC,HMRC,04/04/2011,Business Rates,Estates & Support Services,Leicester City Council,5100000243,"£25,114.00"
HMRC,HMRC,04/04/2011,Business Rates,Estates & Support Services,London Borough of Camden,5100000257,"£243,678.98"
HMRC,HMRC,04/04/2011,Business Rates,Estates & Support Services,West Lindsey District Council,5100000261,"£28,790.00"
HMRC,HMRC,04/04/2011,Business Rates,Estates & Support Services,Manchester City Council,5100000278,"£51,094.00"
HMRC,HMRC,04/04/2011,Business Rates,Estates & Support Services,Woking Borough  Council,5100000279,"£42,843.08"
HMRC,HMRC,04/04/2011,Business Rates,Estates & Support Services,Newcastle City Council,5100000289,"£337,307.00"
HMRC,HMRC,04/04/2011,Business Rates,Estates & Support Services,North Devon District Council,5100000291,"£48,279.00"
HMRC,HMRC,04/04/2011,Business Rates,Estates & Support Services,City Of London,5100000308,"£81,346.00"
HMRC,HMRC,04/04/2011,Business Rates,Estates & Support Services,City Of London,5100000309,"£50,727.00"
HMRC,HMRC,04/04/2011,Business Rates,Estates & Support Services,Leeds City Council,5100000315,"£37,883.00"
HMRC,HMRC,04/04/2011,Business Rates,Estates & Support Services,Council Of The Borough,5100000318,"£29,656.00"
HMRC,HMRC,04/04/2011,Business Rates,Estates & Support Services,London Borough of Southwark,5100000346,"£150,626.10"
HMRC,HMRC,04/04/2011,Gas,Estates & Support Services,Corona Energy,5100000714,"£51,726.71"
HMRC,HMRC,04/04/2011,Business Rates,Estates & Support Services,Birmingham City Council,5100001034,"£33,094.36"
HMRC,HMRC,04/04/2011,Storage (non enfmnt),Estates & Support Services,Serco Integrated Services,5100001055,"£34,684.19"
HMRC,HMRC,05/04/2011,Landlord Charges,Estates & Support Services,Mapeley Steps Limited,5100001378,"£24,622.27"
HMRC,HMRC,05/04/2011,Rent,Estates & Support Services,Mapeley Steps Limited,5100001378,"£20,126.51"
HMRC,HMRC,06/04/2011,Business Rates,Estates & Support Services,Salford City Council,5100001748,"£52,826.00"
HMRC,HMRC,06/04/2011,Business Rates,Estates & Support Services,Bristol City Council,5100001750,"£32,908.00"
HMRC,HMRC,06/04/2011,Business Rates,Estates & Support Services,Cardiff County Council,5100001751,"£90,308.00"
HMRC,HMRC,06/04/2011,Business Rates,Estates & Support Services,Sefton Mbc,5100001752,"£37,017.00"
HMRC,HMRC,06/04/2011,Business Rates,Estates & Support Services,Sheffield City Council,5100001753,"£37,671.00"
HMRC,HMRC,06/04/2011,Business Rates,Estates & Support Services,Liverpool City Council,5100001757,"£48,063.00"
HMRC,HMRC,06/04/2011,Business Rates,Estates & Support Services,Liverpool City Council,5100001758,"£25,547.00"
HMRC,HMRC,07/04/2011,Filtered Mains Drinking Water,Estates & Support Services,Mapeley Steps Limited,5100001910,"£31,979.40"
HMRC,HMRC,07/04/2011,Maj AW non-struc VAT,Estates & Support Services,Exchequer Partnership Plc,5100002162,"£52,351.90"
HMRC,HMRC,07/04/2011,Maj AW non-struc VAT,Estates & Support Services,Exchequer Partnership Plc,5100002165,"£41,138.92"
HMRC,HMRC,07/04/2011,Translation services,Estates & Support Services,K International,5100002216,"£31,042.66"
HMRC,HMRC,07/04/2011,Technical Services (Property),Estates & Support Services,Jacobs Engineering (UK) Ltd,5100002278,"£50,869.99"
HMRC,HMRC,07/04/2011,Rent,Estates & Support Services,Buy As You View Limited,5100002283,"£38,425.80"
HMRC,HMRC,07/04/2011,Electricity,Estates & Support Services,Mapeley Steps Limited,5100002517,"£1,400,638.06"
HMRC,HMRC,07/04/2011,Gas,Estates & Support Services,Mapeley Steps Limited,5100002517,"£967,137.52"
HMRC,HMRC,07/04/2011,Gas,Estates & Support Services,Mapeley Steps Limited,5100002517,"£133,804.92"
HMRC,HMRC,07/04/2011,Oil,Estates & Support Services,Mapeley Steps Limited,5100002517,"£116,362.97"
HMRC,HMRC,07/04/2011,Electricity,Estates & Support Services,Mapeley Steps Limited,5100002517,"£110,095.68"
HMRC,HMRC,07/04/2011,Water,Estates & Support Services,Mapeley Steps Limited,5100002517,"£18,193.47"
HMRC,HMRC,07/04/2011,Electricity,Estates & Support Services,Mapeley Steps Limited,5100002517,"£6,548.36"
HMRC,HMRC,07/04/2011,Oil,Estates & Support Services,Mapeley Steps Limited,5100002517,"£3,156.77"
HMRC,HMRC,07/04/2011,Gas,Estates & Support Services,Mapeley Steps Limited,5100002517,"£1,230.48"
HMRC,HMRC,07/04/2011,Oil,Estates & Support Services,Mapeley Steps Limited,5100002517,"£1,176.79"
HMRC,HMRC,11/04/2011,Rent,Estates & Support Services,Ernst & Young,5100002873,"£31,800.00"
HMRC,HMRC,11/04/2011,Landlord Charges,Estates & Support Services,Ernst & Young,5100002873,"£1,593.97"
HMRC,HMRC,11/04/2011,Maj AW struc non-VAT,Estates & Support Services,Mapeley Steps Limited,5100002877,"£206,285.91"
HMRC,HMRC,12/04/2011,Maj AW struc non-VAT,Estates & Support Services,Mapeley Steps Limited,5100003167,"£180,540.48"
HMRC,HMRC,12/04/2011,Maj AW struc non-VAT,Estates & Support Services,Mapeley Steps Limited,5100003168,"£34,615.40"
HMRC,HMRC,12/04/2011,Document destruction,Estates & Support Services,Banner Business Services Ltd,5100003199,"£102,829.39"
HMRC,HMRC,14/04/2011,Oth PFI unitary chrg,Estates & Support Services,Cochrane Square S P V LTD,5100004183,"£96,544.71"
HMRC,HMRC,14/04/2011,STEPS VAT Indemnity,Estates & Support Services,Mapeley Steps Limited,5100004193,"£4,313,187.00"
HMRC,HMRC,14/04/2011,Oth PFI unitary chrg,Estates & Support Services,LR (Manchester) Limited,5100004195,"£845,381.30"
HMRC,HMRC,14/04/2011,Oth PFI unitary chrg,Estates & Support Services,LR Stockport Ltd,5100004196,"£167,228.00"
HMRC,HMRC,14/04/2011,Rent,Estates & Support Services,Mapeley Steps Limited,5100004200,"£86,635.31"
HMRC,HMRC,14/04/2011,Security services,Estates & Support Services,Mapeley Steps Limited,5100004206,"£79,435.50"
HMRC,HMRC,14/04/2011,Rent,Estates & Support Services,Mapeley Steps Limited,5100004211,"£40,094.47"
HMRC,HMRC,14/04/2011,Oth PFI unitary chrg,Estates & Support Services,Haymarket SPV Ltd,5100004213,"£170,308.67"
HMRC,HMRC,14/04/2011,Oth PFI unitary chrg,Estates & Support Services,Haymarket SPV Ltd,5100004215,"£87,599.62"
HMRC,HMRC,14/04/2011,Oth PFI unitary chrg,Estates & Support Services,Cochrane Square S P V LTD,5100004235,"£173,935.52"
HMRC,HMRC,18/04/2011,Maj AW struc non-VAT,Estates & Support Services,Mapeley Steps Limited,5100005131,"£102,609.86"
HMRC,HMRC,19/04/2011,Non PFI serv VAT,Estates & Support Services,MacLellan International Limited,5100005729,"£430,566.48"
HMRC,HMRC,21/04/2011,Domestic consumables,Estates & Support Services,Mapeley STEPS Contractor Ltd  Compo,5100006036,"£49,148.38"
HMRC,HMRC,19/04/2011,Oth PFI unitary chrg,Estates & Support Services,Newcastle Estate Partnership,5100006041,"£3,641,756.89"
HMRC,HMRC,21/04/2011,Electricity,Estates & Support Services,OGC Buying Solutions,5100006706,"£101,147.32"
HMRC,HMRC,21/04/2011,Electricity,Estates & Support Services,EDF Energy,5100006707,"£290,711.64"
HMRC,HMRC,21/04/2011,Electricity,Estates & Support Services,EDF Energy,5100006707,£216.07
HMRC,HMRC,21/04/2011,STEPS FUP,Estates & Support Services,Mapeley Steps Limited,5100006900,"£18,181,074.59"
HMRC,HMRC,26/04/2011,Gas,Estates & Support Services,Corona Energy,5100007124,"£53,799.68"
HMRC,HMRC,26/04/2011,OGD costs,Estates & Support Services,Communities and Local Government,5100007200,"£94,258.60"
HMRC,HMRC,26/04/2011,OGD costs,Estates & Support Services,Valuation Office Agency,5100007208,"£50,975.14"
HMRC,HMRC,26/04/2011,Rent,Estates & Support Services,Mapeley Steps Limited,5100007210,"£56,000.00"
HMRC,HMRC,26/04/2011,Landlord Charges,Estates & Support Services,Mapeley Steps Limited,5100007210,"£53,996.14"
HMRC,HMRC,26/04/2011,Landlord Charges,Estates & Support Services,Mapeley Steps Limited,5100007218,"£25,470.65"
HMRC,HMRC,26/04/2011,OGD costs,Estates & Support Services,Communities and Local Government,5100007219,"£162,305.64"
HMRC,HMRC,26/04/2011,Business Rates,Estates & Support Services,GVA Grimley LLP (Rent),5100007222,"£406,113.54"
HMRC,HMRC,20/04/2011,Oth PFI unitary chrg,Estates & Support Services,LR (Manchester) Limited,5100103501,"£845,381.30"
HMRC,HMRC,18/04/2011,Rent,Estates & Support Services,BTW Shiells,5100005185,"£14,599.20"
HMRC,HMRC,18/04/2011,Landlord Charges,Estates & Support Services,BTW Shiells,5100005185,"£70,770.00"
HMRC,HMRC,21/04/2011,Domestic consumables,Estates & Support Services,Mapeley STEPS Contractor Ltd  Compo,5100006609,"-£49,148.38"
HMRC,HMRC,26/04/2011,STEPS FUP VAT recvbl,Estates & Support Services,Mapeley Steps Limited,1700007372,"-£79,046.45"
HMRC,HMRC,26/04/2011,STEPS FUP VAT recvbl,Estates & Support Services,Mapeley Steps Limited,1700007372,"-£1,968.83"
HMRC,HMRC,05/04/2011,Gov Bank Serv Charge,Finance & Internal Audit,RBSG Tier 1 Charges for NS&I,5100001418,"£70,150.33"
HMRC,HMRC,13/04/2011,Gov Bank Serv Charge,Finance & Internal Audit,RBS - Natwest,5100003407,"£304,605.71"
HMRC,HMRC,15/04/2011,Bank Charges CSH/CHQ,Finance & Internal Audit,Santander,5100004500,"£149,558.80"
HMRC,HMRC,15/04/2011,Bank Charges CSH/CHQ,Finance & Internal Audit,Santander,5100004504,"£32,918.28"
HMRC,HMRC,20/04/2011,Bank Charges PO Card,Finance & Internal Audit,Post Office Limited,5100006563,"£1,197,199.19"
HMRC,HMRC,18/04/2011,Grant in Aid Funding,Individuals Customer Directorate,CEMVO,5100005138,"£29,370.00"
HMRC,HMRC,01/04/2011,IT Hardware,Information Management Services,Aspire,5100000042,"£47,603.58"
HMRC,HMRC,01/04/2011,IT Hardware,Information Management Services,Aspire,5100000042,"£26,448.65"
HMRC,HMRC,01/04/2011,IT Hardware,Information Management Services,Aspire,5100000042,"£20,852.87"
HMRC,HMRC,01/04/2011,IT Hardware,Information Management Services,Aspire,5100000042,"£6,707.25"
HMRC,HMRC,01/04/2011,IT Hardware,Information Management Services,Aspire,5100000042,"£2,783.35"
HMRC,HMRC,01/04/2011,IT Hardware,Information Management Services,Aspire,5100000042,"£2,783.35"
HMRC,HMRC,01/04/2011,IT Hardware,Information Management Services,Aspire,5100000042,"£1,961.38"
HMRC,HMRC,01/04/2011,IT Hardware,Information Management Services,Aspire,5100000042,£522.17
HMRC,HMRC,01/04/2011,IT Hardware,Information Management Services,Aspire,5100000042,£449.84
HMRC,HMRC,01/04/2011,IT Hardware,Information Management Services,Aspire,5100000042,£47.79
HMRC,HMRC,26/04/2011,Government Secure Intranet,Information Management Services,Cable & Wireless,5100105108,"-£93,433.65"
HMRC,HMRC,26/04/2011,Government Secure Intranet,Information Management Services,Cable & Wireless,5100107165,"-£79,939.95"
HMRC,HMRC,01/04/2011,Data output prod,Information Management Solutions,Aspire,5100000042,"£59,966,960.77"
HMRC,HMRC,01/04/2011,IT Software Capgemin,Information Management Solutions,Aspire,5100000042,"£11,041,912.30"
HMRC,HMRC,08/04/2011,Hardware maintenance,Information Management Solutions,CapGemini UK Plc - PeoplePoint,5100002792,"£1,114,019.27"
HMRC,HMRC,14/04/2011,Maintenance fees,Information Management Solutions,Accenture (UK) Limited,5100004125,"£267,812.40"
HMRC,HMRC,14/04/2011,Maintenance fees,Information Management Solutions,Accenture (UK) Limited,5100004130,"£259,416.00"
HMRC,HMRC,15/04/2011,Benchmarking Services,Information Management Solutions,Specialist Computer Ctr,5100004437,"£28,138.20"
HMRC,HMRC,26/04/2011,Government Secure Intranet,Information Management Solutions,Cable & Wireless,5100007206,"£145,336.66"
HMRC,HMRC,26/04/2011,Government Secure Intranet,Information Management Solutions,Cable & Wireless,5100105089,"£79,970.40"
HMRC,HMRC,04/04/2011,Research (VAT rec),Knowledge Analysis & Intelligence,IFF Research Ltd,5100001125,"£36,000.00"
HMRC,HMRC,12/04/2011,Prof bodies subs,Knowledge Analysis & Intelligence,Government Operational Research,5100003397,"£40,000.00"
HMRC,HMRC,07/04/2011,Subscriptions to Pub,Large Business Service,One Source Information Services Ltd,5100002259,"£7,680.00"
HMRC,HMRC,07/04/2011,Subscriptions to Pub,Large Business Service,One Source Information Services Ltd,5100002259,"£3,840.00"
HMRC,HMRC,08/04/2011,Research (VAT rec),Money Laundering Regulations,Quadrangle Group LLP,5100002497,"£117,892.80"
HMRC,HMRC,05/04/2011,Employee education,People Function,National School Of Government,5100001494,"£28,000.00"
HMRC,HMRC,11/04/2011,OHS,People Function,Capita Health Solutions Limited,5100002833,"£155,660.79"
HMRC,HMRC,11/04/2011,Business Consultancy,People Function,Deloitte M C S Ltd,5100002842,"£111,011.12"
HMRC,HMRC,11/04/2011,OHS,People Function,Capita Health Solutions Limited,5100002896,"£34,860.41"
HMRC,HMRC,11/04/2011,Govt dept services,People Function,Right Corecare,5100002933,"£119,224.27"
HMRC,HMRC,13/04/2011,Recruitment services,People Function,Criminal Records Bureau,5100003598,"£37,751.00"
HMRC,HMRC,11/04/2011,Govt dept services,Risk & Intelligence,Foreign and Commonwealth Office,5100002796,"£93,439.47"
HMRC,HMRC,13/04/2011,Valuation Services,Risk & Intelligence,Valuation Office Agency,5100003946,"£878,085.00"
HMRC,HMRC,21/04/2011,Govt dept services,Risk & Intelligence,Foreign and Commonwealth Office,5100006621,"£52,679.06"
HMRC,HMRC,21/04/2011,Govt dept services,Risk & Intelligence,Foreign and Commonwealth Office,5100006630,"£94,150.81"
HMRC,HMRC,28/04/2011,Data Purchases,Risk & Intelligence,National Policing Improvement Agenc,5100007907,"£45,104.50"
HMRC,HMRC,04/04/2011,Samplng & Analytical,Specialist Investigations (SI),L G C Ltd,5100000059,"£45,015.84"
HMRC,HMRC,12/04/2011,Seized Goods Cont,Specialist Investigations (SI),Veolia Environmental Services Plc,5100003320,"£68,412.37"
HMRC,HMRC,14/04/2011,Storage Seized Goods,Specialist Investigations (SI),TNT UK Limited,5100004224,"£166,404.92"
