"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Communities and Local Government","West Northamptonshire Development Corporation","Operations","2","4.00","50000","80000","Head of Finance","1.00","Finance"
"Department for Communities and Local Government","West Northamptonshire Development Corporation","Operations","2","4.00","50000","80000","Head of Communications & Marketing","1.00","Communications"
"Department for Communities and Local Government","West Northamptonshire Development Corporation","Operations","2","3.00","40000","65000","Information and Records Manager","1.00","Knowledge and Information Management (KIM)"
"Department for Communities and Local Government","West Northamptonshire Development Corporation","Operations","2","2.00","25000","45000","Policy and Governance Officer","1.00","Policy"
"Department for Communities and Local Government","West Northamptonshire Development Corporation","Operations","2","2.00","25000","45000","Information and IT Officer","1.00","Information Technology"
"Department for Communities and Local Government","West Northamptonshire Development Corporation","Operations","2","2.00","25000","45000","Financial Accountant","0.60","Finance"
"Department for Communities and Local Government","West Northamptonshire Development Corporation","Operations","2","2.00","25000","45000","Business Analyst","1.00","Programme and Project Management (PPM)"
"Department for Communities and Local Government","West Northamptonshire Development Corporation","Operations","2","1.00","15000","30000","Financial Assistant","0.66","Finance"
"Department for Communities and Local Government","West Northamptonshire Development Corporation","Operations","2","1.00","15000","30000","Payroll Officer","0.75","Finance"
"Department for Communities and Local Government","West Northamptonshire Development Corporation","Operations","2","1.00","15000","30000","Executive Assistant","1.00","Operational Delivery"
"Department for Communities and Local Government","West Northamptonshire Development Corporation","Operations","2","2.00","25000","45000","Executive Assistant","1.00","Operational Delivery"
"Department for Communities and Local Government","West Northamptonshire Development Corporation","Operations","2","1.00","15000","30000","Receptionist","1.00","Planning"
"Department for Communities and Local Government","West Northamptonshire Development Corporation","Regeneration and Development","3","4.00","50000","80000","Head of Planning and Delivery","1.00","Programme and Project Management (PPM)"
"Department for Communities and Local Government","West Northamptonshire Development Corporation","Regeneration and Development","3","3.00","40000","65000","Senior Regeneration Executive","1.00","Planning"
"Department for Communities and Local Government","West Northamptonshire Development Corporation","Regeneration and Development","3","3.00","40000","65000","Urban Designer","1.00","Programme and Project Management (PPM)"
"Department for Communities and Local Government","West Northamptonshire Development Corporation","Regeneration and Development","3","3.00","40000","65000","Regeneration Manager","2.00","Operational Delivery"
"Department for Communities and Local Government","West Northamptonshire Development Corporation","Regeneration and Development","3","3.00","40000","65000","Commercial Development Manager","0.70","Programme and Project Management (PPM)"
"Department for Communities and Local Government","West Northamptonshire Development Corporation","Regeneration and Development","3","3.00","40000","65000","Project Manager","2.00","Finance"
"Department for Communities and Local Government","West Northamptonshire Development Corporation","Regeneration and Development","3","2.00","25000","45000","Management Accountant","0.86","Programme and Project Management (PPM)"
"Department for Communities and Local Government","West Northamptonshire Development Corporation","Regeneration and Development","3","2.00","25000","45000","Regeneration & Development Officer","1.00","Programme and Project Management (PPM)"
"Department for Communities and Local Government","West Northamptonshire Development Corporation","Regeneration and Development","3","2.00","25000","45000","Project Co-ordinator","1.00","Operational Delivery"
"Department for Communities and Local Government","West Northamptonshire Development Corporation","Regeneration and Development","3","1.00","15000","30000","Executive Assistant","1.00","Operational Delivery"
