Transaction Date,Department,Merchant (Beneficiary),Transaction Value (£),Purpose of expenditure,Merchant Category/Summary
10.09.2015,RAVENSWOOD PRIMARY,BRAKE BROS LTD,196.3,School meals,CATERERS
10.09.2015,KENTON SCHOOL,JR HOLLAND FOODSERVICE,52.88,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
10.09.2015,ST JOSEPHS RC,BRAKE BROS LTD,329.68,School meals,CATERERS
10.09.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,27.84,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
10.09.2015,ST LAWRENCES RC,JR HOLLAND FOODSERVICE,1.77,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
10.09.2015,SIR CHARLES PARSONS,JR HOLLAND FOODSERVICE,58.05,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
10.09.2015,ST CHARLES' RC,BRAKE BROS LTD,120.85,School meals,CATERERS
10.09.2015,HOTSPUR PRIMARY,BRAKE BROS LTD,164.48,School meals,CATERERS
09.09.2015,GOSFORTH ACADEMY,FREEMAN CATERING BUTCH,10.41,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,WELFORD DAY CENTRE,BRAKE BROS LTD,135.13,School meals,CATERERS
09.09.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,179.45,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,27.18,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,KNOPLAW PRIMARY,JR HOLLAND FOODSERVICE,55.67,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,SOUTH GOSFORTH,JR HOLLAND FOODSERVICE,64.46,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,CIVIC BANQUETING,FREEMAN CATERING BUTCH,37.5,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,ST PAULS CE,JR HOLLAND FOODSERVICE,59.07,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,MOUNTFIELD PRIMARY,BRAKE BROS LTD,44.25,School meals,CATERERS
09.09.2015,BENFIELD SCHOOL,JR HOLLAND FOODSERVICE,8.22,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,CANNING STREET,JR HOLLAND FOODSERVICE,78.33,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,BYKER PRIMARY,BRAKE BROS LTD,248.03,School meals,CATERERS
09.09.2015,GOSFORTH ACADEMY,ON A ROLL SANDWICH COM,23.88,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
09.09.2015,BYKER LODGE,BRAKE BROS LTD,53.73,School meals,CATERERS
09.09.2015,BYKER LODGE,FREEMAN CATERING BUTCH,22.37,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,TRINITY OAKFIELD,BRAKE BROS LTD,224.96,School meals,CATERERS
09.09.2015,WALKER TECHNOLOGY,BRAKE BROS LTD,314.18,School meals,CATERERS
09.09.2015,WELFORD DAY CENTRE,BRAKE BROS LTD,154.92,School meals,CATERERS
09.09.2015,BENFIELD SCHOOL,FREEMAN CATERING BUTCH,118.74,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,KENTON SCHOOL,BRAKE BROS LTD,"1,748.05",School meals,CATERERS
09.09.2015,MILECASTLE PRIMARY,BRAKE BROS LTD,125.39,School meals,CATERERS
09.09.2015,STOCKSFIELD AVENUE,BRAKE BROS LTD,15.83,School meals,CATERERS
09.09.2015,BENFIELD SCHOOL,FREEMAN CATERING BUTCH,98.33,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,WALKERGATE PRIMARY,JR HOLLAND FOODSERVICE,52.53,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,HADRIAN SCHOOL,BRAKE BROS LTD,39.1,School meals,CATERERS
09.09.2015,OUR LADY & ST ANNES,JR HOLLAND FOODSERVICE,37.68,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,CIVIC BANQUETING,FREEMAN CATERING BUTCH,142.48,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,KENTON SCHOOL,JR HOLLAND FOODSERVICE,36.26,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,GOSFORTH JUNIOR,FREEMAN CATERING BUTCH,18.91,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,MOUNTFIELD PRIMARY,JR HOLLAND FOODSERVICE,21,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,WALBOTTLE CAMPUS,SMART FOOD UK LIMITED,"1,046.26",School meals,CATERERS
09.09.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,53.71,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,18.36,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,CIVIC BANQUETING,FREEMAN CATERING BUTCH,169.91,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,WELFORD DAY CENTRE,FREEMAN CATERING BUTCH,187.25,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,2.04,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,ST MARYS CATHOLIC,BRAKE BROS LTD,133.55,School meals,CATERERS
09.09.2015,ST MICHAELS RC,JR HOLLAND FOODSERVICE,53.56,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,ST CUTHBERTS HIGH,SMART FOOD UK LIMITED,377.14,School meals,CATERERS
09.09.2015,HAWTHORN PRIMARY,JR HOLLAND FOODSERVICE,35.42,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,ST LAWRENCES RC,JR HOLLAND FOODSERVICE,1.77,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,ST MARKS RC,BRAKE BROS LTD,92.98,School meals,CATERERS
09.09.2015,ST PAULS CE,BRAKE BROS LTD,109.79,School meals,CATERERS
09.09.2015,CIVIC BANQUETING,FREEMAN CATERING BUTCH,67.85,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,GOSFORTH JUNIOR,JR HOLLAND FOODSERVICE,76.25,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,ST OSWALDS,JR HOLLAND FOODSERVICE,32.28,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,ENGLISH MARTYRS,BRAKE BROS LTD,134.02,School meals,CATERERS
09.09.2015,GOSFORTH ACADEMY,JR HOLLAND FOODSERVICE,60.62,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,67.97,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,16.96,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,ST JOSEPHS RC,JR HOLLAND FOODSERVICE,31.16,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,FARNE PRIMARY,BRAKE BROS LTD,143.25,School meals,CATERERS
09.09.2015,NORTH FAWDON,JR HOLLAND FOODSERVICE,43.6,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,ST CUTHBERTS HIGH,JR HOLLAND FOODSERVICE,100.65,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,WALBOTTLE VILLAGE,JR HOLLAND FOODSERVICE,29.02,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,WALKER TECHNOLOGY,SMART FOOD UK LIMITED,329,School meals,CATERERS
09.09.2015,SIMONSIDE COMMUNITY,JR HOLLAND FOODSERVICE,53.23,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,BYKER LODGE,BRAKE BROS LTD,64.48,School meals,CATERERS
09.09.2015,SIR CHARLES PARSONS,BRAKE BROS LTD,385.51,School meals,CATERERS
09.09.2015,WELBECK PRIMARY,JR HOLLAND FOODSERVICE,42.93,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,CONNIE LEWCOCK,FREEMAN CATERING BUTCH,45.52,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,42.34,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,BYKER LODGE,FREEMAN CATERING BUTCH,64.19,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,ENGLISH MARTYRS,JR HOLLAND FOODSERVICE,53.98,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,CONNIE LEWCOCK,FREEMAN CATERING BUTCH,35.55,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,ST MARYS CATHOLIC,JR HOLLAND FOODSERVICE,4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,CONNIE LEWCOCK,BRAKE BROS LTD,60.6,School meals,CATERERS
09.09.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,66,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,CHILLINGHAM ROAD,BRAKE BROS LTD,376.15,School meals,CATERERS
09.09.2015,ST CHARLES' RC,JR HOLLAND FOODSERVICE,45.42,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,CIVIC BANQUETING,FREEMAN CATERING BUTCH,33.67,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,WEST WALKER,BRAKE BROS LTD,104,School meals,CATERERS
09.09.2015,REGENT FARM FIRST,JR HOLLAND FOODSERVICE,32.59,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,72.77,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,ST TERESAS,BRAKE BROS LTD,69.59,School meals,CATERERS
09.09.2015,KENTON SCHOOL,SMART FOOD UK LIMITED,757.28,School meals,CATERERS
09.09.2015,ST MARYS CATHOLIC,SMART FOOD UK LIMITED,269.2,School meals,CATERERS
09.09.2015,ST ALBANS RC,JR HOLLAND FOODSERVICE,36.56,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,WAVERLEY PRIMARY,JR HOLLAND FOODSERVICE,51.19,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,ARTHURS WESTAGE,JR HOLLAND FOODSERVICE,67.48,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,ST MARYS CATHOLIC,FREEMAN CATERING BUTCH,66.4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,WELBECK PRIMARY,BRAKE BROS LTD,69.85,School meals,CATERERS
09.09.2015,SACRED HEART HIGH,SMART FOOD UK LIMITED,457.28,School meals,CATERERS
09.09.2015,BENFIELD SCHOOL,JR HOLLAND FOODSERVICE,75.37,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,CIVIC BANQUETING,ON A ROLL SANDWICH COM,26.27,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
09.09.2015,CRUDDAS PARK,JR HOLLAND FOODSERVICE,7.51,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,WEST WALKER,JR HOLLAND FOODSERVICE,54.79,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,KNOPLAW PRIMARY,BRAKE BROS LTD,294.67,School meals,CATERERS
09.09.2015,WEST JESMOND,JR HOLLAND FOODSERVICE,103.26,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,ST MICHAELS RC,BRAKE BROS LTD,123.75,School meals,CATERERS
09.09.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,60.88,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,FARNE PRIMARY,JR HOLLAND FOODSERVICE,40.97,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,OUR LADY & ST ANNES,JR HOLLAND FOODSERVICE,1.7,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,23.75,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,WELFORD DAY CENTRE,FREEMAN CATERING BUTCH,153.52,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,SACRED HEART PRI,JR HOLLAND FOODSERVICE,20.93,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,SACRED HEART HIGH,JR HOLLAND FOODSERVICE,158.33,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,ST GEORGES RC,JR HOLLAND FOODSERVICE,31.83,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,ST JOHNS PRIMARY,JR HOLLAND FOODSERVICE,55.8,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,HILTON PRIMARY,BRAKE BROS LTD,97.06,School meals,CATERERS
09.09.2015,GOSFORTH JUNIOR,SMART FOOD UK LIMITED,341.2,School meals,CATERERS
09.09.2015,ST LAWRENCES RC,BRAKE BROS LTD,111.02,School meals,CATERERS
09.09.2015,HILTON PRIMARY,JR HOLLAND FOODSERVICE,30.69,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,WALKER TECHNOLOGY,JR HOLLAND FOODSERVICE,167.24,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,GOSFORTH JUNIOR,JR HOLLAND FOODSERVICE,18.05,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,WYNDHAM PRIMARY,JR HOLLAND FOODSERVICE,41.76,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,CENTRAL WALKER,BRAKE BROS LTD,216.72,School meals,CATERERS
09.09.2015,ST OSWALDS,BRAKE BROS LTD,69.71,School meals,CATERERS
09.09.2015,OUR LADY & ST ANNES,BRAKE BROS LTD,98.63,School meals,CATERERS
09.09.2015,STOCKSFIELD AVENUE,BRAKE BROS LTD,273.92,School meals,CATERERS
09.09.2015,WALBOTTLE CAMPUS,JR HOLLAND FOODSERVICE,170.58,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,WALKERGATE PRIMARY,BRAKE BROS LTD,146.3,School meals,CATERERS
09.09.2015,SACRED HEART PRI,BRAKE BROS LTD,170.74,School meals,CATERERS
09.09.2015,TRINITY DENEVIEW,BRAKE BROS LTD,111.03,School meals,CATERERS
09.09.2015,WALKER TECHNOLOGY,FREEMAN CATERING BUTCH,120.59,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,16.6,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,18.94,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,STOCKSFIELD AVENUE,JR HOLLAND FOODSERVICE,38.59,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,BROADWOOD PRIMARY,BRAKE BROS LTD,209.77,School meals,CATERERS
09.09.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,15.5,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,ST MARKS RC,JR HOLLAND FOODSERVICE,63.16,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,CENTRAL WALKER,JR HOLLAND FOODSERVICE,28.25,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,SACRED HEART HIGH,FREEMAN CATERING BUTCH,58.29,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,CIVIC BANQUETING,BRAKE BROS LTD,110.79,School meals,CATERERS
09.09.2015,BYKER LODGE,BRAKE BROS LTD,79.69,School meals,CATERERS
09.09.2015,WALKERGATE PRIMARY,FREEMAN CATERING BUTCH,112.72,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,ST MARYS CATHOLIC,JR HOLLAND FOODSERVICE,36.93,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,ST VINCENTS RC,BRAKE BROS LTD,285.96,School meals,CATERERS
09.09.2015,ST CUTHBERTS HIGH,FREEMAN CATERING BUTCH,76.47,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
09.09.2015,CHEVIOT PRIMARY,JR HOLLAND FOODSERVICE,20.04,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.09.2015,BEECH HILL,BRAKE BROS LTD,239.63,School meals,CATERERS
08.09.2015,ST JOHNS PRIMARY,BRAKE BROS LTD,234.93,School meals,CATERERS
08.09.2015,CONNIE LEWCOCK,BRAKE BROS LTD,204.12,School meals,CATERERS
08.09.2015,ST MICHAELS RC,BRAKE BROS LTD,86.02,School meals,CATERERS
08.09.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,12.36,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.09.2015,GOSFORTH ACADEMY,BRAKE BROS LTD,199.03,School meals,CATERERS
08.09.2015,ARCHBISHOP RUNCIE,BRAKE BROS LTD,213.65,School meals,CATERERS
08.09.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,120.08,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.09.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,38.33,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.09.2015,HOTSPUR PRIMARY,BRAKE BROS LTD,285.46,School meals,CATERERS
08.09.2015,WEST DENTON PRIMARY,BRAKE BROS LTD,171.83,School meals,CATERERS
08.09.2015,KENTON BAR,BRAKE BROS LTD,182.39,School meals,CATERERS
08.09.2015,ST PAULS CE,BRAKE BROS LTD,106.56,School meals,CATERERS
08.09.2015,SOUTH GOSFORTH,BRAKE BROS LTD,145.36,School meals,CATERERS
08.09.2015,RAVENSWOOD PRIMARY,BRAKE BROS LTD,135.73,School meals,CATERERS
08.09.2015,CHRIST CHURCH,BRAKE BROS LTD,290.2,School meals,CATERERS
08.09.2015,ST CHARLES' RC,BRAKE BROS LTD,172.59,School meals,CATERERS
08.09.2015,GRANGE FIRST SCHOOL,BRAKE BROS LTD,191.61,School meals,CATERERS
08.09.2015,ST BEDES RC,BRAKE BROS LTD,146.2,School meals,CATERERS
08.09.2015,WAVERLEY PRIMARY,BRAKE BROS LTD,155.99,School meals,CATERERS
08.09.2015,LEMINGTON RIVERSIDE,BRAKE BROS LTD,91.08,School meals,CATERERS
08.09.2015,GOSFORTH JUNIOR,BRAKE BROS LTD,374.05,School meals,CATERERS
08.09.2015,WALBOTTLE VILLAGE,BRAKE BROS LTD,266.24,School meals,CATERERS
08.09.2015,NEWBURN MANOR,BRAKE BROS LTD,117.43,School meals,CATERERS
08.09.2015,REGENT FARM FIRST,BRAKE BROS LTD,225.04,School meals,CATERERS
08.09.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,10.4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.09.2015,ST CUTHBERTS KENT,BRAKE BROS LTD,272.89,School meals,CATERERS
08.09.2015,WELFORD DAY CENTRE,BRAKE BROS LTD,178.41,School meals,CATERERS
08.09.2015,ST CUTHBERTS WALB,BRAKE BROS LTD,144.93,School meals,CATERERS
07.09.2015,ST JOHN VIANNEY,BRAKE BROS LTD,134.91,School meals,CATERERS
07.09.2015,BYKER PRIMARY,BRAKE BROS LTD,337.26,School meals,CATERERS
07.09.2015,WAVERLEY PRIMARY,BRAKE BROS LTD,75.69,School meals,CATERERS
07.09.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,18.4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
07.09.2015,KINGSTON PARK,BRAKE BROS LTD,237.01,School meals,CATERERS
07.09.2015,WALBOTTLE CAMPUS,BRAKE BROS LTD,"1,163.27",School meals,CATERERS
07.09.2015,ARTHURS MOORSIDE,BRAKE BROS LTD,109.13,School meals,CATERERS
07.09.2015,WEST JESMOND,BRAKE BROS LTD,376.28,School meals,CATERERS
07.09.2015,WESTGATE VICTORIA,BRAKE BROS LTD,310.94,School meals,CATERERS
07.09.2015,ST CUTHBERTS HIGH,BRAKE BROS LTD,605.09,School meals,CATERERS
07.09.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,91.3,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
07.09.2015, BRIDGEWATER,BRAKE BROS LTD,205.78,School meals,CATERERS
07.09.2015,GOSFORTH PARK,BRAKE BROS LTD,587.47,School meals,CATERERS
07.09.2015,DINNINGTON FIRST,BRAKE BROS LTD,222.83,School meals,CATERERS
07.09.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,59.43,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
07.09.2015,ST JOSEPHS RC,BRAKE BROS LTD,178.73,School meals,CATERERS
07.09.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,39.75,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
07.09.2015,ST GEORGES RC,BRAKE BROS LTD,42.23,School meals,CATERERS
07.09.2015,STOCKSFIELD AVENUE,BRAKE BROS LTD,191.34,School meals,CATERERS
07.09.2015,CHEVIOT PRIMARY,BRAKE BROS LTD,238.85,School meals,CATERERS
07.09.2015,SACRED HEART PRI,BRAKE BROS LTD,190.81,School meals,CATERERS
07.09.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,18.94,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
07.09.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,2.04,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
07.09.2015,HADRIAN SCHOOL,BRAKE BROS LTD,219.34,School meals,CATERERS
04.09.2015,WELFORD DAY CENTRE,BRAKE BROS LTD,73.4,School meals,CATERERS
04.09.2015,CIVIC BANQUETING,BRAKE BROS LTD,142.01,School meals,CATERERS
04.09.2015,NORTH FAWDON,BRAKE BROS LTD,213.09,School meals,CATERERS
04.09.2015,CENTRAL WALKER,BRAKE BROS LTD,289.74,School meals,CATERERS
04.09.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,25.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
04.09.2015,HILTON PRIMARY,BRAKE BROS LTD,70.67,School meals,CATERERS
04.09.2015,ARTHURS WESTAGE,BRAKE BROS LTD,440.02,School meals,CATERERS
04.09.2015,GOSFORTH ACADEMY,JR HOLLAND FOODSERVICE,27.33,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
04.09.2015,ST MARYS CATHOLIC,BRAKE BROS LTD,92.67,School meals,CATERERS
04.09.2015,WALKER TECHNOLOGY,BRAKE BROS LTD,159.5,School meals,CATERERS
04.09.2015,WEST WALKER,BRAKE BROS LTD,412.67,School meals,CATERERS
04.09.2015,BENFIELD SCHOOL,BRAKE BROS LTD,750.33,School meals,CATERERS
04.09.2015,CHEVIOT PRIMARY,BRAKE BROS LTD,238.85,School meals,CATERERS
04.09.2015,CHEVIOT PRIMARY,BRAKE BROS LTD,304.06,School meals,CATERERS
04.09.2015,FARNE PRIMARY,BRAKE BROS LTD,146.49,School meals,CATERERS
04.09.2015,KENTON SCHOOL,JR HOLLAND FOODSERVICE,29.54,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
04.09.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,55.91,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
04.09.2015,OUR LADY & ST ANNES,BRAKE BROS LTD,53.66,School meals,CATERERS
04.09.2015,WELBECK PRIMARY,BRAKE BROS LTD,192.11,School meals,CATERERS
04.09.2015,WALKERGATE PRIMARY,BRAKE BROS LTD,103.89,School meals,CATERERS
04.09.2015,BENTON PARK,BRAKE BROS LTD,430.46,School meals,CATERERS
04.09.2015,ENGLISH MARTYRS,BRAKE BROS LTD,195.36,School meals,CATERERS
04.09.2015,TYNEVIEW PRIMARY,BRAKE BROS LTD,377.34,School meals,CATERERS
04.09.2015,ST ALBANS RC,BRAKE BROS LTD,359.41,School meals,CATERERS
04.09.2015,ST MARYS CATHOLIC,BRAKE BROS LTD,165.92,School meals,CATERERS
04.09.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,12.36,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
04.09.2015,KNOPLAW PRIMARY,BRAKE BROS LTD,206.85,School meals,CATERERS
04.09.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,48.28,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
04.09.2015,SACRED HEART HIGH,BRAKE BROS LTD,908.26,School meals,CATERERS
04.09.2015,CRUDDAS PARK,BRAKE BROS LTD,185.84,School meals,CATERERS
04.09.2015,HAWTHORN PRIMARY,BRAKE BROS LTD,219.9,School meals,CATERERS
04.09.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,38.08,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
04.09.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,75.43,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
04.09.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,10.24,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
04.09.2015,WYNDHAM PRIMARY,BRAKE BROS LTD,318.76,School meals,CATERERS
04.09.2015,CANNING STREET,BRAKE BROS LTD,547.02,School meals,CATERERS
04.09.2015,GOSFORTH JUNIOR,BRAKE BROS LTD,109.53,School meals,CATERERS
04.09.2015,KENTON SCHOOL,JR HOLLAND FOODSERVICE,38.06,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
04.09.2015,LINHOPE PRU,BRAKE BROS LTD,78.66,School meals,CATERERS
04.09.2015,CRAGSIDE PRIMARY,BRAKE BROS LTD,280.21,School meals,CATERERS
04.09.2015,ST MARKS RC,BRAKE BROS LTD,262.91,School meals,CATERERS
04.09.2015,GOSFORTH ACADEMY,BRAKE BROS LTD,33.17,School meals,CATERERS
04.09.2015,SIMONSIDE COMMUNITY,BRAKE BROS LTD,174.78,School meals,CATERERS
04.09.2015,ST CATHERINES,BRAKE BROS LTD,423.02,School meals,CATERERS
03.09.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,9.34,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.09.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,16.96,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.09.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,86.91,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.09.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,19.43,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.09.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,20.4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.09.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,18.94,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.09.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,60.78,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
