Department family,Entity,Date,Supplier,Amount,Description,
HM Revenue & Customs,HM Revenue & Customs,18/05/2015,MAILGUN.COM,655.13,Computer Software Stores,IT  fees for  services  provided  to  support  HMRC’s  move  to  providing  a  digital  email  service  to  its  customers
