OrganisationLabel,OrganisationURI,Account Name 1,Account Name 2,Name1,Name2,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Postcode,BA Reference,Account Address 1,Account Address 2,Account Address 3,Account Address 4,Account Postcode,Liability Start,Empty Prop,Empty From,Account Exemption,Property Exemption,2010 RV,2005 RV,VOA Description,Rv Chargeable,Charge 16/17,MIN Date SBRR,MAX Date SBDR,SBRR Relief,Lower Multiplier,Trans Relief,Mandatory%,Mand Relief,Discretionary%,Disc Relief,Retail Relief 15/16,ReOcc Relief,MIN Date From Relief,MAX Date To Relief
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BARCLAYS BANK PLC,,,,2 LISCARD VILLAGE,WALLASEY,MERSEYSIDE,,CH45 4JS,000424700002C7,C/O CBRE LTD,55 TEMPLE ROW,BIRMINGHAM,,B2 5LS,01/04/2000,,,,,82000,73000,BANK AND PREMISES,40754,40754,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,AGE UK ,,,,5 - 7 LISCARD VILLAGE,WALLASEY,MERSEYSIDE,,CH45 4JR,000424700005A9,DEVONSHIRE RESOURCE CENTRE,141 PARK ROAD NORTH,BIRKENHEAD,,CH41 0DD,01/10/2011,,,,,18000,,SHOP AND PREMISES,8946,0,,,0,,0,0.8,-6940.8,0.2,-1735.2,,,01/10/2011,01/04/2017
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,GREENE KING PLC,,,,THE SEAHORSE,"MARINE POINT, KINGS PARADE",WALLASEY,WIRRAL,CH45 2HZ,0004247000090A,C/O GERALD EVE LLP,35 KINGS HILL AVENUE,WEST MALLING,KENT,ME19 4DN,04/07/2012,,,,,135000,,Public House and Premises,67095,67095,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,TESCO STORES LTD,,,,15-17 LISCARD VILLAGE,WALLASEY,MERSEYSIDE,,CH45 4JG,000424700015B6,C/O G L HEARN MANAGEMENT LTD,PO BOX 1610,SOUTHAMPTON,,SO15 3WX,01/04/2010,Y,01/04/2010,,,17750,,SHOP AND PREMISES,8821,8821.75,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,TESCO STORES LTD,,,,23 LISCARD VILLAGE,WALLASEY,MERSEYSIDE,,CH45 4JG,000424700015EA,C/O G L HEARN MANAGEMENT LTD,PO BOX 1610,SOUTHAMPTON,,SO15 3WX,01/04/2010,,,,,43250,,SHOP AND PREMISES,21495,21495.25,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,TESCO PERSONAL FINANCE PLC,,,,ATM SITE AT 23 LISCARD VILLAGE,WALLASEY,MERSEYSIDE,,CH45 4JG,000424700015F4,C/O GL HEARN MANAGEMENT PLC,PO BOX 1610,SOUTHAMPTON,,SO15 3WX,01/04/2010,,,,,5900,,SITE OF ATM,2855,2855.6,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SANTANDER UK PLC,C/O RATE ACCOUNT MANAGEMENT,,,14-16 LISCARD VILLAGE,WALLASEY,MERSEYSIDE,,CH45 4JW,0004247000160B,COLLIERS INT RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE BRINDLEYPLACE,BIRMINGHAM,B1 2LP,01/04/2000,,,,,11750,10750,SHOP AND PREMISES,5687,5687,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WALLASEY CARS LTD,,,,20 LISCARD VILLAGE,WALLASEY,MERSEYSIDE,,CH45 4JR,000424700020DA,,,,,,01/04/2013,,,,,5300,,SHOP AND PREMISES,2565,0,01/04/2013,,-2496.3,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,EXCEL PROPERTY SOLUTIONS LTD,,,,25 LISCARD VILLAGE,WALLASEY,MERSEYSIDE,,CH45 4JG,000424700025B9,,,,,,24/02/2014,,,,,5400,,SHOP AND PREMISES,2613,0,24/02/2014,,-2543.4,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ARQIVA,,,,MM02 SITE ON ROOF OF,TELEPHONE EXCHANGE,LISCARD VILLAGE,WALLASEY MERSEYSIDE,CH45 4JR,000424700056C5,GVA-RATING.FID1601337,PO BOX 6079,WOLVERHAMPTON,,WV1 9RA,01/04/2010,,,,,12500,4750,COMMUNICATION STATION AND PREMISES,6050,5563.61,,,0,SBRR Multiplier Used in Calculation,-1787.57,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MOBILE BROADBAND NETWORK LTD,,,,ROOFTOP TELEPHONE EXCHANGE,LISCARD VILLAGE,WALLASEY,MERSEYSIDE,CH45 4JR,000424700056D7,GVA-RATING.FID1601337,PO BOX 6079,WOLVERHAMPTON,,WV1 9RA,30/06/2009,,,,,12000,4300,COMMUNICATION STATION AND PREMISES,5808,5257.9,,,0,SBRR Multiplier Used in Calculation,-1777.36,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ROYAL MAIL PROPERTY HOLDINGS,,,,WALLASEY DELIVERY OFFICE,LISCARD VILLAGE,WALLASEY,MERSEYSIDE,CH45 4JR,000424700056F1,C/O CUSHMAN & WAKEFIELD,ST PAULS HOUSE,23 PARK SQUARE SOUTH,LEEDS,LS1 2ND,01/04/2010,,,,,59000,,OFFICES AND PREMISES,29323,29323,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CAPITAL NETWORKS LTD,,,,63-65 LISCARD VILLAGE,WALLASEY,MERSEYSIDE,,CH45 4JL,0004247000650B,,,,,,10/03/2014,,,,,4150,3750,OFFICES AND PREMISES,2008,0,10/03/2014,,-1954.65,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,RELAY PRINT SERVICES LTD,,,,38A MAGAZINE LANE,WALLASEY,MERSEYSIDE,,CH45 1LU,000425800038C6,38A MAGAZINE LANE,WALLASEY,MERSEYSIDE,,CH45 1LU,01/04/2008,,,,,12750,11250,WORKSHOP AND PREMISES,6171,6171,01/04/2008,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ORANGE PCS LTD,,,,ORANGE (MER 208) ROOFTOP AT,MANOR CHURCH CENTRE,SEABANK ROAD,WALLASEY,CH44 0EE,0004263000208A,C/O GVA (BUSINESS RATES TM),PO BOX 16097,3 BRINDLEY PLACE,BIRMINGHAM,B2 2UY,01/04/2010,Y,17/05/2012,,Telecommunication Masts,8600,,Communication Station and Premises,4274,0,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,RIGHT DOWN THE MIDDLE LTD,,,,2 MARTINS LANE,WALLASEY,WIRRAL,,CH44 1BA,000426500002A6,MARA,1 THORSWAY,CALDY,,CH48 2JJ,17/09/2015,Y,17/09/2015,,,10250,8400,SURGERY AND PREMISES,5094,5094.25,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WEPRE DEVELOPMENTS LTD,,,,62 MARTINS LANE,WALLASEY,WIRRAL,,CH44 1BN,000426500062B7,WEPRE HOUSE,LON PARCWR BUSINESS PARK,RUTHIN,DENBIGHSHIRE,LL15 1NJ,07/04/2015,,,,,3550,,OFFICES AND PREMISES,1718,1718.2,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MARTINS LANE FISH & CHIP SHOP,LTD,,,90 MARTINS LANE,WALLASEY,WIRRAL,,CH44 1BW,000426500090A3,,,,,,04/06/2012,,,,,2375,2175,SHOP AND PREMISES,1149,0,04/06/2012,,-1118.63,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,LOUNGERS LIMITED,T/A MARINO LOUNGE,,,UNIT 5 MARINE POINT,KINGS PARADE,WALLASEY,MERSEYSIDE,CH45 2PB,0004267000050A,15-16 LOWER PARK ROW,BRISTOL,,,BS1 5BN,06/11/2012,,,,,52000,,SHOP AND PREMISES,25844,25844,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,AIRWAVE SOLUTIONS LTD,,,,AIRWAVE (MSY 050) AT ROOFTOP,"THE NEW PALACE, MARINE PROMENADE",WALLASEY,MERSEYSIDE,CH45 2JX,0004267000050D,GVA-RATING.FID1601337,PO BOX 6079,WOLVERHAMPTON,,WV1 9RA,01/04/2010,,,,,8600,,Communication Station and Premises,4162,4162.4,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,TRAVELODGE HOTELS LTD,C/O RATE ACCOUNT MANAGEMENT,,,8 MARINE POINT,KINGS PARADE,WALLASEY,MERSEYSIDE,CH45 2PB,000426700008A1,COLLIERS INT RATING UK LLP,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE BRINDLEYPLACE,BIRMINGHAM,B1 2LP,08/07/2011,,,,,90500,,Hotel and Premises,38766,38766,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,EURO GARAGES  LTD, ,,,"STARBUCKS, UNIT 12 MARINE POINT",KINGS PARADE,WALLASEY,MERSEYSIDE,CH45 2HZ,0004267000120B,C/O TURNER MORUM,32-33 COWCROSS STREET,LONDON,,EC1M 6DF,19/01/2012,,,,,45750,,SHOP AND PREMISES,19134,19134.5,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,COSTA COFFEE LTD,,,,COSTA COFFEE 17 MARINE POINT,KINGS PARADE,WALLASEY,MERSEYSIDE,CH45 2PB,0004267000170B,C/O GERALD EVE,35 KINGS HILL AVENUE,WEST MALLING,KENT,ME19 4DN,20/06/2014,,,,,44250,,SHOP AND PREMISES,18513,18513.25,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,GLOPLAY LTD,T/A BUBBLES WORLD OF PLAY,,,"THE LIDO BUILDING, UNIT 20",MARINE POINT,KINGS PARADE,WALLASEY,CH45 2HZ,0004267000200A,THE LIDO BUILDING,20 MARINE POINT,KINGS PARADE,WALLASEY,CH45 2PB,20/03/2013,,,,,117000,,PLAY CENTRE AND PREMISES,58149,58149,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WM. MORRISON SUPERMARKETS PLC,,,,MORRISONS MARINE POINT,KINGS PARADE,WALLASEY,MERSEYSIDE,CH45 2PB,000426700022A1,ACCOUNTS PAYABLE DEPT - DEPT 2,HILMORE HOUSE ,GAIN LANE,BRADFORD,BD3 7DL,10/10/2011,,,,,1330000,,SUPERSTORE AND PREIMSES,661010,661010,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BARCLAYS BANK PLC,,,,ATM SITE AT MORRISONS,"MARINE POINT, KINKS PARADE",WALLASEY,MERSEYSIDE,CH45 2PB,000426700022B7,C/O CBRE LTD,55 TEMPLE ROW,BIRMINGHAM,,B2 5LS,10/10/2011,,,,,11750,,SITE OF ATM,5687,5687,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,TECHNICAL SERVICES,,,,MARINE LAKE,KINGS PARADE,WALLASEY,MERSEYSIDE,CH45 2JU,000426700065A7,C/O THE ACCOUNTANCY DIVISION,CLEVELAND STREET,BIRKENHEAD MERSEYSIDE,,CH41 6BU,14/02/2011,,,,,3100,,LAKES WITH WATER SPORTS FACILITIES,1500,1500.4,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,R M DEFRETAS (NEW BRIGHTON) LTD,,,,PORTOFINO,"1 UNION TERRACE, MARINE PROMENADE",WALLASEY,MERSEYSIDE,CH45 2JT,0004267000670B,38 MARSH STREET SOUTH,HANLEY,STOKE ON TRENT,,ST1 1JD,12/07/2013,,,,,28750,36600,PUBLIC HOUSE AND PREMISES,14288,14288.75,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,J D WETHERSPOON PLC,,,,PLAYAS LOUNGE,3-5 UNION TERRACE,WALLASEY,WIRRAL,CH45 2JT,000426700070A2,C/O BNP PARIBAS REAL ESTATE,9 COLMORE ROW,BIRMINGHAM,,B3 2BJ,24/04/2013,,,,,23000,18750,CAFE BAR AND PREMISES,11431,11431,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,J D WETHERSPOON PLC,,,,RJ'S NIGHTCLUB,3-5 UNION TERRACE,WALLASEY,MERSEYSIDE,CH45 2JT,000426700070B7,C/O BNP PARIBAS REAL ESTATE,9 COLMORE WAY,BIRMINGHAM,,B3 2BJ,12/04/2012,,,,,25250,22000,NIGHTCLUB AND PREMISES,12549,12549.25,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,RIVERSIDE BOWL LIMITED,,,,RIVERSIDE BOWL AND LAZER QUEST,MARINE PROMENADE,WALLASEY,MERSEYSIDE,CH45 2JS,000426700080A4,BIG APPLE,CROWN SQUARE,WOKING,SURREY,GU21 6HR,01/04/2009,,,,,167000,180000,BOWLING ALLEY AND PREMISES,82999,82999,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CHAMPIONSHIP MINIATURE GOLF LTD,,,,MINIATURE GOLF COURSE,KINGS PARADE,WALLASEY,MERSEYSIDE,CH45 2HZ,000426700100A1,ENTERPRISE HOUSE,OLD COURTHOUSE ROAD,BROMBOROUGH,WIRRAL,CH62 4HE,12/04/2013,,,,,17750,,MINIATURE GOLF COURSE AN PREMISES,8591,8591,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ORANGE PCS LTD,,RADIO MAST (ORANGE) &STORE ON,11TH FLOOR,LISCARD HOUSE MILL LANE,WALLASEY,MERSEYSIDE,,CH44 5UD,000428100001A6,C/O GVA (BUSINESS RATES TM),PO BOX 6079,WOLVERHAMPTON,,WV1 9RA,01/04/2000,,,,,10750,6800,RELAY STATION,5203,5203,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SABAB HOLDINGS,,,,GROUND FLOOR RIGHT 40,MILL LANE,WALLASEY,MERSEYSIDE,CH44 5UG,000428100040B2,PANDY MILL LANE,PENMACHNO,BETSW Y COED,,LL24 0PP,06/05/2016,Y,06/05/2016,,,6100,,OFFICES AND PREMISES,2740,2740.99,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SABAB HOLDINGS,,,,FIRST FLOOR 40,MILL LANE,WALLASEY,MERSEYSIDE,CH44 5UG,000428100040C7,PANDY MILL LANE,PENMACHNO,BETSW Y COED,,LL24 0PP,06/05/2016,,,,,16000,,OFFICES AND PREMISES,7001,7001.42,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SABAB HOLDINGS,,,,GROUND FLOOR LEFT 40,MILL LANE,WALLASEY,MERSEYSIDE,CH44 5UE,000428100040D1,PANDY MILL LANE,PENMACHNO,BETSW Y COED,,LL24 0PP,06/05/2016,,,,,6100,,OFFICES AND PREMISES,3675,3675.75,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THE OWNER,,,,69 MILL LANE,WALLASEY,MERSEYSIDE,,CH44 5UB,000428100069A1,61 MILL LANE,WALLASEY,WIRRAL,,CH44 5UB,01/04/2012,Y,01/04/2012,,,1775,1775,SHOP AND PREMISES,882,0,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MERSEYSIDE FIRE & CIVIL DEFENCE,AUTHORITY,,,MERSEYSIDE COUNTY FIRE BRIGADE,MILL LANE,WALLASEY,MERSEYSIDE,CH44 5UE,0004281000950B,"BOB HARRISON, FINANCE DEPARTMENT",M/SIDE FIRE SERVICE HQ,BRIDLE ROAD,BOOTLE MERSEYSIDE,L30 4YD,01/04/2004,,,,,54500,48000,FIRE STATION AND PREMISES,27086,27086.5,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WEST WALLASEY CAR HIRE LTD,,,,WEST WALLASEY VAN HIRE,ADJ FIRE STATION MILL LANE,WALLASEY,MERSEYSIDE,CH44 5UE,000428100095A5,40,CROSS LANE ,WALLASEY,MERSEYSIDE,CH45 8RH,01/04/2003,,,,,11250,9400,LAND USED FOR STORAGE AND PREMISES,5445,5445,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THE WOOD COMPANY WALLASEY LTD,,,,WORKSHOP R/O,149 MILL LANE,WALLASEY,MERSEYSIDE,CH44 3BJ,000428100149V1,,,,,,01/04/2010,,,,,11750,,WORKSHOP AND PREMISES,5687,5452.54,01/04/2010,,-228.16,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,DAYLOCAL DEVELOPMENTS LIMITED,,,,WORKSHOP R/O,149 MILL LANE,WALLASEY,MERSEYSIDE,CH44 3BJ,000428100149W6,C/O PHILIP GRIFFITHS,3 SOUTH BANK,PRENTON,WIRRAL,CH43 5UV,27/04/2011,Y,27/04/2011,,Industrial Premises,6200,,WORKSHOP AND PREMISES,3081,3081.4,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,TOM CARROLL ASSOCIATES LTD,,,,152-154 MILL LANE,WALLASEY,MERSEYSIDE,,CH44 3BN,000428100152BA,,,,,,01/04/2010,,,,,3100,3100,OFFICES AND PREMISES,1500,1500.4,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,VODAFONE LTD,C/O RATE ACCOUNT MANAGEMENT,,,VODAFONE TELECOMS SITE 416D,AT ROOF OF LISCARD HOUSE,MILL LANE,WALLASEY MERSEYSIDE,CH44 5UD,00042810V416DA,COLLIERS INTERNATIONAL PLC,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP,01/04/2002,,,,,11000,7000,COMMUNICATION STATION AND PREMISES,5324,5324,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,AIRWAVE SOLUTIONS LTD,,,,MM02 SITE ROOF LISCARD HOUSE,MILL LANE,WALLASEY,MERSEYSIDE,CH44 5UD,00042810V416E4,GVA-RATING.FID1601337,PO BOX 6079,WOLVERHAMPTON,,WV1 9RA,03/08/2004,,,,,11000,6900,COMMUNICATION STATION AND PREMISES,5324,5324,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MERSEYSIDE PASSENGER TRANSPORT,EXECUTIVE,,,TUNNEL ADMINISTRATION,OAKDALE ROAD,WALLASEY,MERSEYSIDE,CH44 7HW,000430300002A9,ASSET MANAGEMENT,PO BOX 1976,LIVERPOOL,,L69 3HN,01/04/2001,,,,,2325,1900,OFFICES AND PREMISES,1125,1125.3,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,C & R HUMPHRIES CLEANING,SERVICES LTD,,,OAKDALE HOUSE,125 OAKDALE ROAD,WALLASEY,MERSEYSIDE,CH44 7HS,000430300125A7,OAKDALE HOUSE,125 OAKDALE ROAD,WALLASEY,MERSEYSIDE,CH44 7HS,13/01/2012,,,,,9900,6600,"STORE, OFFICE AND PREMISES",4791,3115.47,06/02/2012,,-1631.11,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CDC HEAVY TEXTILES LTD,,,,UNIT 1 NEW WAY BUSINESS CENTRE,OAKDALE ROAD,WALLASEY,MERSEYSIDE,CH44 7HT,0004303A000109,UNIT 1 NEW WAY BUSINESS CENTRE,OAKDALE ROAD,WALLASEY,MERSEYSIDE,CH44 7HT,01/04/2000,,,,,23250,23750,FACTORY AND PREMISES,11555,11555.25,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,LOWRY & WILLIAMS GARAGE SERVICES,,,,UNIT 3 NEW WAY BUSINESS CENTRE,OAKDALE ROAD,WALLASEY,MERSEYSIDE,CH44 7HT,0004303A000306,UNIT 3 NEW WAY BUSINESS CENTRE,OAKDALE ROAD,WALLASEY,MERSEYSIDE,CH44 7HT,07/04/2003,,,,,10750,8700,WORKSHOP AND PREMISES,5203,4119.56,01/04/2005,,-1054.34,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ORGANICA UK LTD,,,,UNIT 4 NEW WAY BUSINESS CENTRE,OAKDALE ROAD,WALLASEY,MERSEYSIDE,CH44 7HT,0004303A00040A,4 SOVEREIGN WAY ,DOCK ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1DL,01/04/2010,,,,,14500,11500,WORKSHOP AND PREMISES,7018,7018,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,T SULLIVAN ENGINEERING LTD,,,,UNIT 5 NEW WAY BUSINESS CENTRE,OAKDALE ROAD,WALLASEY,MERSEYSIDE,CH44 7HT,0004303A000503,UNIT 6 NEW WAY BUSINESS CENTRE,OAKDALE ROAD,WALLASEY MERSEYSIDE,,CH44 7HT,01/05/2016,Y,01/05/2016,,Industrial Premises,21750,19000,WORKSHOP AND PREMISES,5449,0,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,T SULLIVAN ENGINEERING LTD,,,,UNIT 6 NEW WAY BUSINESS CENTRE,OAKDALE ROAD,WALLASEY,MERSEYSIDE,CH44 7HT,0004303A000607,UNIT 6 NEW WAY BUSINESS CENTRE,OAKDALE ROAD,WALLASEY,MERSEYSIDE,CH44 7HT,01/01/2007,,,,,31750,35000,WAREHOUSE AND PREMISES,15779,15779.75,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,TRACKWORK LTD,,,,1 OLD GORSEY LANE,WALLASEY,WIRRAL,,CH44 4AH,0004305A0001B2,PO BOX 139,SANDALL LANE,KIRK SANDALL IND ESTATE,DONCASTER,DN3 1WZ,01/04/2000,,,,,77000,78500,FACTORY AND PREMISES,38269,38269,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,TELEFONICA UK LTD,,,,TELEFONICA O2 (18044 ) AT,OLD GORSEY LANE,WALLASEY,WIRRAL,CH44 4AS,0004305A0001C1,C/O CLUTTONS LLP ,PORTMAN HOUSE,2 PORTMAN STREET,LONDON,W1H 6DU,01/04/2010,,,,,4700,,Communication Station and Premises,2274,2274.8,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,AUTOMOTIVE MACHINE TOOL LTD,,,,LUNA HOUSE,OLD GORSEY LANE,WALLASEY,,CH44 4AH,0004305A0006DA,LUNA HOUSE,OLD GORSEY LANE,WALLASEY,,CH44 4AH,01/04/2012,,,,,11750,8800,WAREHOUSE AND PREMISES,5687,5452.54,01/07/2012,,-228.16,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,GEMCLIFF LTD,T/A WEST CHESHIRE CLEANING SERV,,,OFFICE & W/HSE 1 ARRON HOUSE,OLD GORSEY LANE,WALLASEY,WIRRAL,CH44 4AH,0004305A0006E4,ARRON HOUSE 1 OLD GORSEY LANE,WALLASEY,MERSEYSIDE,,CH44 4AH,01/04/2004,,,,,23250,19750,"OFFICE, WORKSHOP AND PREMISES",11555,11555.25,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BESTCO LTD,,,,UNITS 1&2 FALCONGATE IND. CENTRE,OLD GORSEY LANE,WALLASEY,,CH44 4AH,0004305A0021C2,"FALCONGATE IND CENTRE, UNITS 1 & 2",OLD GORSEY LANE,WALLASEY,MERSEYSIDE,CH44 4AH,01/04/2000,,,,,13500,7700,WORKSHOP & PREMISES,6534,6534,01/04/2005,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,OLD GORSEY TECH CENTRE LTD,,,,UNIT 4 FALCONGATE IND CENTRE,OLD GORSEY LANE,WALLASEY,WIRRAL,CH44 4HD,0004305A00240A,,,,,,01/06/2011,,,,,6400,3900,WORKSHOP AND PREMISES,3097,206.51,01/06/2011,,-2813.44,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,FLUID ENGINEERING UK LTD,,,,UNIT 6 FALCONGATE IND CENTRE,OLD GORSEY LANE,WALLASEY,WIRRAL,CH44 4HD,0004305A0026A1,,,,,,01/05/2015,,,,,12000,8700,OFFICES AND PREMISES,5808,5808,,,,,,,,,,,,,
