Body,Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
Rochdale BC,24/01/2014,ST PAULS CE PRIMARY SCHOOL,Education,EARLY HELP AND SCHOOLS,LOOKED AFTER CHILDREN PUPIL PREMIUM,"£5,800.00"
Rochdale BC,28/01/2014,ST PETERS C E PRIMARY SCHOOL,Public Bodies,EARLY HELP AND SCHOOLS,LITTLEBOROUGH REWIRE,"£1,761.75"
Rochdale BC,20/01/2014,ST PETERS C E PRIMARY SCHOOL,Public Bodies,EARLY HELP AND SCHOOLS,SCHOOLS ACCESS -EQUIPMENT-PRIMARY,"£18,976.50"
Rochdale BC,06/01/2014,ST THOMAS MORE PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£2,293.43"
Rochdale BC,06/01/2014,ST VINCENT`S PRE SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£7,235.32"
Rochdale BC,09/01/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£2,719.00"
Rochdale BC,16/01/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£2,519.00"
Rochdale BC,21/01/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£4,317.00"
Rochdale BC,21/01/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£13,886.00"
Rochdale BC,28/01/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£3,947.00"
Rochdale BC,28/01/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£1,669.00"
Rochdale BC,28/01/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£2,341.00"
Rochdale BC,30/01/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£1,728.00"
Rochdale BC,31/01/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£2,041.00"
Rochdale BC,31/01/2014,STANNAH LIFT SERVICES LTD,Facilities & Management Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£2,066.00"
Rochdale BC,21/01/2014,STOCKPORT METROPOLITAN BOROUGH COUNCIL,Public Bodies,EARLY HELP AND SCHOOLS,PRE 16 RDALE PUPILS  IN OLA MAINSTREAM,"£1,485.00"
Rochdale BC,02/01/2014,STOCKPORT PSYCHOLOGY SERVICES LIMITED,Legal Services,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,£725.40
Rochdale BC,08/01/2014,STORM TECHNOLOGIES LIMITED,Information Communication Technology,CORPORATE SERVICES,REFRESH PROGRAMME,"£3,757.91"
Rochdale BC,16/01/2014,STORM TECHNOLOGIES LIMITED,Information Communication Technology,CORPORATE SERVICES,REFRESH PROGRAMME,"£1,421.20"
Rochdale BC,01/01/2014,SUDDEN & BRIMROD COMMUNITY CENTRE,Financial Services,CORPORATE SERVICES,SUDDEN & BRIMROD CC,"£7,325.00"
Rochdale BC,27/01/2014,SUNFLOWER NURSERIES LIMITED,Financial Services,EARLY HELP AND SCHOOLS,2 YEAR OLD TARGETED FREE ENTITLEMENT,"£11,733.00"
Rochdale BC,06/01/2014,SUNFLOWER NURSERIES LIMITED,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£9,310.95"
Rochdale BC,06/01/2014,SUNFLOWER NURSERIES LIMITED,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£9,875.97"
Rochdale BC,06/01/2014,SUNSHINE PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£3,430.35"
Rochdale BC,06/01/2014,SUNSHINE PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£4,310.46"
Rochdale BC,06/01/2014,SUPERTOTS DAY NURSERY,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£5,880.60"
Rochdale BC,06/01/2014,SUPERTOTS DAY NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£16,452.61"
Rochdale BC,08/01/2014,SUPPLIES TEAM LIMITED,Information Communication Technology,CORPORATE SERVICES,ICT PRINTING,£573.60
Rochdale BC,20/01/2014,SUPPLIES TEAM LIMITED,Information Communication Technology,CORPORATE SERVICES,ICT PRINTING,£573.60
Rochdale BC,31/01/2014,SUPPLIES TEAM LIMITED,Information Communication Technology,CORPORATE SERVICES,ICT PRINTING,£573.60
Rochdale BC,10/01/2014,SWALEC,Utilities,ECONOMY AND ENVIRONMENT,TOWN CENTRE DEMOLITIONS,£775.65
Rochdale BC,20/01/2014,SWALEC,Utilities,ECONOMY AND ENVIRONMENT,TOWN CENTRE DEMOLITIONS,"£3,755.55"
Rochdale BC,09/01/2014,SWIFT SECURITY PRODUCTS LTD,Facilities & Management Services,ECONOMY AND ENVIRONMENT,LANDSCAPE SERVICES,"£2,994.80"
Rochdale BC,24/01/2014,SWINDON BOROUGH COUNCIL,Public Bodies,CHILDREN’S SOCIAL CARE,INTER AGENCY ADOPTION,"£18,000.00"
Rochdale BC,20/01/2014,SYKE BOXING CLUB,Arts & Leisure Services,CORPORATE SERVICES,TOWNSHIP 10/11 ALLOCATED FUNDS,£500.00
Rochdale BC,13/01/2014,SYNTAX CONTROLS LIMITED,Unclassifiable,EARLY HELP AND SCHOOLS,HARWOOD PARK,£922.00
Rochdale BC,28/01/2014,T CUBED LTD,Consultancy,PHYSICAL DIS & OLDER PEOPLE,CARELINE,£849.00
Rochdale BC,29/01/2014,T HAYNES CHORLEY & CO,Facilities & Management Services,CORPORATE SERVICES,BIBS UNIT,"£1,656.40"
Rochdale BC,03/01/2014,TARIQ CHOHAN,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,830.00"
Rochdale BC,07/01/2014,TARMAC LIMITED,Highway Equipment & Materials ,PROPERTY AND HIGHWAYS,BWIDE VAR STREETS CW PATCHING,"£30,119.53"
Rochdale BC,07/01/2014,TARMAC LIMITED,Highway Equipment & Materials ,PROPERTY AND HIGHWAYS,STAKEHILL DFT SCHEMES,"£41,884.83"
Rochdale BC,07/01/2014,TARMAC LIMITED,Highway Equipment & Materials ,PROPERTY AND HIGHWAYS,STAKEHILL DFT SCHEMES,"£52,812.67"
Rochdale BC,23/01/2014,TEAM TEACH LIMITED,Human Resources,EARLY HELP AND SCHOOLS,FAIR ACCESS RESOURCES,"£1,575.00"
Rochdale BC,06/01/2014,TEDDY BEAR NURSERY LTD,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£3,920.40"
Rochdale BC,06/01/2014,TEDDY BEAR NURSERY LTD,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£14,054.04"
Rochdale BC,16/01/2014,TERRY GROUP LTD                      (S),Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£8,208.65"
Rochdale BC,30/01/2014,TERRY GROUP LTD                      (S),Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£10,774.00"
Rochdale BC,06/01/2014,THE APPLE TREE PRIVATE DAY NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£9,033.75"
Rochdale BC,15/01/2014,THE BOND BOARD LIMITED,Housing Management,ECONOMY AND ENVIRONMENT,BOND BOARD,"£12,500.00"
Rochdale BC,15/01/2014,THE BOND BOARD LIMITED,Housing Management,ECONOMY AND ENVIRONMENT,RENT GUARANTEE SCHEME,"£17,500.00"
Rochdale BC,29/01/2014,THE CHILDREN`S SOCIETY,Financial Services,CHILDREN’S SOCIAL CARE,SPURGEONS CHILDRENS RIGHTS,"£24,466.25"
Rochdale BC,14/01/2014,THE DEPAUL TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,YOT MANAGEMENT,£960.00
Rochdale BC,24/01/2014,THE FOUNDATION STAGE FORUM LTD,Financial Services,EARLY HELP AND SCHOOLS,CHILDCARE DEVELOPMENT TEAM,"£2,000.00"
Rochdale BC,29/01/2014,THE KAYE PARTNERSHIP,Healthcare,PHYSICAL DIS & OLDER PEOPLE,TRAINING COMMISSIONING,£900.00
Rochdale BC,29/01/2014,THE LEAVING CARE COMPANY LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,YOUNG PEOPLES SUPPORT TEAM,"£3,050.40"
Rochdale BC,10/01/2014,THE LESBIAN & GAY FOUNDATION,Financial Services,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,"£6,120.00"
Rochdale BC,14/01/2014,THE MAGIC TOUCH GB LIMITED,Facilities & Management Services,EARLY HELP AND SCHOOLS,CLC RUNNING COSTS 2011/12,"£1,159.00"
Rochdale BC,03/01/2014,THE MEARS GROUP,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,061.65"
Rochdale BC,10/01/2014,THE MEARS GROUP,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,541.15"
Rochdale BC,16/01/2014,THE MEARS GROUP,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,648.75"
Rochdale BC,24/01/2014,THE MEARS GROUP,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,088.65"
Rochdale BC,31/01/2014,THE MEARS GROUP,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,113.21"
Rochdale BC,01/01/2014,THE NATIONAL AUTISTIC SOCIETY,Human Resources,EARLY HELP AND SCHOOLS,HEALTH RELATED SHORT BREAKS,"£3,186.67"
Rochdale BC,06/01/2014,THE OLD LIBRARY PDN,Unclassifiable,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£5,390.55"
Rochdale BC,06/01/2014,THE OLD LIBRARY PDN,Unclassifiable,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£7,406.52"
Rochdale BC,02/01/2014,THE PARAMOUNT GROUP,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£8,000.00"
Rochdale BC,29/01/2014,THE PARAMOUNT GROUP,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£8,000.00"
Rochdale BC,29/01/2014,THE PENNINE ACUTE HOSPITALS NHS TRUST,Healthcare,CORPORATE SERVICES,CORONERS SERVICE GENERAL,"£13,749.36"
Rochdale BC,08/01/2014,THE PENNINE ACUTE HOSPITALS NHS TRUST,Healthcare,CORPORATE SERVICES,DRUGS & ALCOHOL - SPECIALIST D&A SRVC,"£3,355.07"
Rochdale BC,10/01/2014,THE PENNINE ACUTE HOSPITALS NHS TRUST,Healthcare,CORPORATE SERVICES,MANAGEMENT ADMIN,"£16,900.00"
Rochdale BC,02/01/2014,THE PENNINE ACUTE HOSPITALS NHS TRUST,Healthcare,PUBLIC HEALTH,OBESITY COMMISSIONING,"£140,043.00"
Rochdale BC,14/01/2014,THE PRIORY GROUP,Healthcare,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£13,751.42"
Rochdale BC,14/01/2014,THE PRIORY GROUP,Healthcare,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£41,254.25"
Rochdale BC,10/01/2014,THE PROTON GROUP LIMITED,Cleaning & Janitorial,ECONOMY AND ENVIRONMENT,FM PRIMARY CATERING OVERH,"£12,175.12"
Rochdale BC,02/01/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£3,303.30"
Rochdale BC,02/01/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£3,350.49"
Rochdale BC,02/01/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£3,256.11"
Rochdale BC,02/01/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£3,303.30"
Rochdale BC,02/01/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£3,350.49"
Rochdale BC,02/01/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£3,256.11"
Rochdale BC,13/01/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£2,265.12"
Rochdale BC,13/01/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£3,303.30"
Rochdale BC,13/01/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£3,303.30"
Rochdale BC,13/01/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£11,067.00"
Rochdale BC,13/01/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£10,185.67"
Rochdale BC,13/01/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£10,402.67"
Rochdale BC,13/01/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£10,181.02"
Rochdale BC,13/01/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£15,742.73"
Rochdale BC,21/01/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NON MAINTAINED POST 16,"£11,433.57"
Rochdale BC,21/01/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NON MAINTAINED POST 16,"£12,831.04"
Rochdale BC,21/01/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NON MAINTAINED POST 16,"£12,209.76"
Rochdale BC,21/01/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NON MAINTAINED POST 16,"£2,000.00"
Rochdale BC,21/01/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NON MAINTAINED POST 16,"£2,000.00"
Rochdale BC,21/01/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NON MAINTAINED POST 16,"£2,000.00"
Rochdale BC,21/01/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NON MAINTAINED POST 16,"£2,000.00"
Rochdale BC,21/01/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NON MAINTAINED POST 16,"£2,000.00"
Rochdale BC,21/01/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NON MAINTAINED POST 16,"£2,000.00"
Rochdale BC,22/01/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,PRE 16 RDALE PUPILS IN NON MAINTAINED,"£9,729.13"
Rochdale BC,22/01/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,PRE 16 RDALE PUPILS IN NON MAINTAINED,"£8,202.10"
Rochdale BC,22/01/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,PRE 16 RDALE PUPILS IN NON MAINTAINED,"£8,202.10"
Rochdale BC,22/01/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,PRE 16 RDALE PUPILS IN NON MAINTAINED,"£9,854.11"
Rochdale BC,01/01/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£2,458.33"
Rochdale BC,15/01/2014,THE TRAFFIC ENFORCEMENT CENTRE,Street & Traffic Management,PROPERTY AND HIGHWAYS,DECRIMINALISATION OF CAR PARKING,"£10,000.00"
Rochdale BC,30/01/2014,THE UNIVERSITY OF MANCHESTER,Human Resources,PHYSICAL DIS & OLDER PEOPLE,MENTAL HEALTH CAPACITY ACT GRANT,£665.00
Rochdale BC,27/01/2014,THE UNIVERSITY OF SALFORD,Human Resources,CHILDREN’S SOCIAL CARE,ASYE - DFE,£550.00
Rochdale BC,27/01/2014,THE UNIVERSITY OF SALFORD,Human Resources,CHILDREN’S SOCIAL CARE,ASYE - DFE,£550.00
Rochdale BC,27/01/2014,THE UNIVERSITY OF SALFORD,Human Resources,CHILDREN’S SOCIAL CARE,ASYE - DFE,£550.00
Rochdale BC,31/12/2013,THE UNIVERSITY OF SALFORD,Human Resources,CHILDREN’S SOCIAL CARE,CWDC EXISTING SCHEMES,£550.00
Rochdale BC,28/01/2014,THE WATERWAYS TRUST,Arts & Leisure Services,ECONOMY AND ENVIRONMENT,ROCHDALE CANAL,"£132,904.83"
Rochdale BC,28/01/2014,THE WATERWAYS TRUST,Arts & Leisure Services,ECONOMY AND ENVIRONMENT,ROCHDALE CANAL,"£132,904.83"
Rochdale BC,06/01/2014,THE WILLOWS PRIVATE DAY NURSERY,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£3,430.35"
Rochdale BC,06/01/2014,THE WILLOWS PRIVATE DAY NURSERY,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£2,940.30"
Rochdale BC,06/01/2014,THE WILLOWS PRIVATE DAY NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£15,530.34"
Rochdale BC,29/01/2014,THE WOODSIDE MEDICAL CENTRE,Healthcare,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,£871.23
Rochdale BC,28/01/2014,THOMAS KERSHAW BUILDERS LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BRIMROD TOILET REFURBISHMENT & SECURITY,£586.15
Rochdale BC,16/01/2014,THUS,Information Communication Technology,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£2,428.52"
Rochdale BC,16/01/2014,TICKETS.COM LTD,Arts & Leisure Services,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£1,423.18"
Rochdale BC,07/01/2014,TIMOTHY JAMES CONSULTANCY LTD,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£1,800.00"
Rochdale BC,07/01/2014,TIMOTHY JAMES CONSULTANCY LTD,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,£800.00
Rochdale BC,07/01/2014,TIMOTHY JAMES CONSULTANCY LTD,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£2,000.00"
Rochdale BC,16/01/2014,TIMOTHY JAMES CONSULTANCY LTD,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£2,000.00"
Rochdale BC,17/01/2014,TIMOTHY JAMES CONSULTANCY LTD,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£1,600.00"
Rochdale BC,28/01/2014,TIMOTHY JAMES CONSULTANCY LTD,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£2,000.00"
Rochdale BC,28/01/2014,TIMOTHY JAMES CONSULTANCY LTD,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£1,600.00"
Rochdale BC,28/01/2014,TIMOTHY JAMES CONSULTANCY LTD,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,£800.00
Rochdale BC,06/01/2014,TINKERBELL CHILDRENS DAY NURSERY,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£4,900.50"
Rochdale BC,06/01/2014,TINKERBELL CHILDRENS DAY NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£5,670.72"
Rochdale BC,01/01/2014,TOGETHER WORKING FOR WELLBEING,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,EXTERNALLY COMMISSIONED SERVICES,"£13,539.00"
Rochdale BC,13/01/2014,TOGETHER WORKING FOR WELLBEING,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,GENERAL,"£1,019.76"
Rochdale BC,13/01/2014,TOGETHER WORKING FOR WELLBEING,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,GENERAL,"£1,019.76"
Rochdale BC,06/01/2014,TOGETHER WORKING FOR WELLBEING,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£17,650.00"
Rochdale BC,06/01/2014,TOMAX BUILDING SERVICES LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,LOCK 50 (55K PA),"£1,361.00"
Rochdale BC,09/01/2014,TOTAL PHYSIOTHERAPY LIMITED,Healthcare,FINANCE SERVICES,BLUE BADGES,£750.00
Rochdale BC,06/01/2014,TOTS JUNCTION,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£1,960.20"
Rochdale BC,06/01/2014,TOTS JUNCTION,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£5,991.48"
Rochdale BC,07/01/2014,TRAFFORD MBC,Social Community Care Supplies & Services,FINANCE SERVICES,CORPORATE PROCUREMENT,"£11,359.00"
Rochdale BC,08/01/2014,TRAKM8 LIMITED,Vehicle Management,ECONOMY AND ENVIRONMENT,EMS TRANSFORMATION PROJECT PHASE 1 REV,"£1,836.00"
Rochdale BC,16/01/2014,TRANSITIONAL PLUS CARE COMM INT CO LTD,Financial Services,CHILDREN’S SOCIAL CARE,YOUNG PEOPLES SUPPORT TEAM,"£25,287.14"
Rochdale BC,30/01/2014,TRANSPORT FOR GREATER MANCHESTER,Financial Services,PROPERTY AND HIGHWAYS,HIP BRIDGE STREET/PILSWORTH ROAD JUNCTIO,"£1,350.00"
Rochdale BC,30/01/2014,TRANSPORT FOR GREATER MANCHESTER,Financial Services,PROPERTY AND HIGHWAYS,HIP MANCHESTER ROAD,£780.00
Rochdale BC,06/01/2014,TREETOPS NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£4,816.68"
Rochdale BC,07/01/2014,TRICHO TECH LTD,Healthcare,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,£600.00
Rochdale BC,01/01/2014,TRINITY METHODIST CHURCH,Financial Services,LEARNING DIS & MENTAL HEALTH,DAY SERVICES MANAGEMENT/ADMIN,"£1,000.00"
Rochdale BC,22/01/2014,TRINITY MIRROR NORTH WEST & NORTH WALES LTD,Education,FINANCE SERVICES,PR MEDIA AND MARKETING,£525.69
Rochdale BC,23/01/2014,TRINITY MIRROR NORTH WEST & NORTH WALES LTD,Education,FINANCE SERVICES,PR MEDIA AND MARKETING,£721.99
Rochdale BC,09/01/2014,TRINITY MIRROR NORTH WEST & NORTH WALES LTD,Education,ECONOMY AND ENVIRONMENT,RETROFIT,"£1,985.64"
Rochdale BC,31/01/2014,TRIX CHILDCARE LTD,Financial Services,CHILDREN’S SOCIAL CARE,HEAD OF SERVICE,"£1,150.00"
Rochdale BC,27/01/2014,TSL EDUCATION LIMITED,Human Resources,EARLY HELP AND SCHOOLS,PERSONNEL,£699.12
Rochdale BC,27/01/2014,TSL EDUCATION LIMITED,Human Resources,EARLY HELP AND SCHOOLS,PERSONNEL,"£1,041.25"
Rochdale BC,17/01/2014,TUNSTALL HEALTHCARE (UK) LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,CARELINE,"£1,280.00"
Rochdale BC,21/01/2014,TUNSTALL HEALTHCARE (UK) LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,CARELINE,"£1,980.00"
Rochdale BC,21/01/2014,TUNSTALL HEALTHCARE (UK) LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,CARELINE,"£2,062.10"
Rochdale BC,01/01/2014,TURF HILL INITIATIVE CENTRE,Financial Services,CORPORATE SERVICES,TURF HILL COMMUNITY CENTRE,"£2,800.00"
Rochdale BC,01/01/2014,TURNING POINT SERVICES LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,AGENCY PLACEMENTS,"£7,125.00"
Rochdale BC,01/01/2014,TURNING POINT SERVICES LIMITED,Social Community Care Supplies & Services,CORPORATE SERVICES,DRUGS & ALCOHOL - SPECIALIST D&A SRVC,"£23,191.25"
Rochdale BC,17/01/2014,TYNETEC LTD,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,CARELINE,£600.94
Rochdale BC,31/01/2014,TYNETEC LTD,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,CARELINE,"£6,472.06"
Rochdale BC,20/01/2014,ULVERSCROFT LARGE PRINT BOOKS LTD,Education,CORPORATE SERVICES,BIBS UNIT,£536.00
Rochdale BC,08/01/2014,UNITED UTILITIES ELECTRICITY SERVICES,Utilities,ECONOMY AND ENVIRONMENT,NEW CEMETERY (ROCHDALE),"£1,780.97"
Rochdale BC,16/01/2014,UNITED UTILITIES PLC,Highway Equipment & Materials ,ECONOMY AND ENVIRONMENT,RIVER ST WIDENING,"£26,720.18"
Rochdale BC,09/01/2014,UNITED UTILITIES WATER LIMITED,Utilities,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,£890.20
Rochdale BC,09/01/2014,UNITED UTILITIES WATER LIMITED,Utilities,ECONOMY AND ENVIRONMENT,ALLOTMENTS,£698.17
