Pakistan floods response: UKaid by allocation to partners (NGO breakdown) - 20 Sept 2010 (source: DFID),
Partner,Amount in millions £GBP
Consortium of British Humanitarian Agencies,1.75
InfoAsAid,0.045
Save the Children,4.5
Oxfam,3
Concern,3
Rural Support Programmes Network,3
International Medical Corps,3
TOTAL,18.295
