Department Family                                 ,Entity                                            ,Date                   ,Expense Type                                      ,Expense Area                                      ,Supplier                                          ,Transaction Number                                ,Amount               ,VAT Registration Number                           
DCMS                                              ,NHM                                               ,2012-07-04 00:00:00.000,P/L - Events Costs                                ,VE Production Display & Conservation              ,Hide and Seek Productions Limited                 ,PINV      169016                                  ,            4000.0000,                                                  
DCMS                                              ,NHM                                               ,2012-07-04 00:00:00.000,P/L - Furniture & Fittings <£5K                   ,Sci L&A Collections&Reader Services               ,Mansfield Wahl                                    ,PINV      169136                                  ,              36.8800,                                                  
DCMS                                              ,NHM                                               ,2012-07-04 00:00:00.000,P/L - Furniture & Fittings <£5K                   ,Sci L&A Collections&Reader Services               ,Mansfield Wahl                                    ,PINV      169136                                  ,             450.0000,                                                  
DCMS                                              ,NHM                                               ,2012-07-04 00:00:00.000,P/L - General Running Costs                       ,Botany Research                                   ,Emcor Facility Services Ltd                       ,PINV      169127                                  ,             436.4200,                                                  
DCMS                                              ,NHM                                               ,2012-07-04 00:00:00.000,P/L - General Running Costs                       ,Botany Research                                   ,Emcor Facility Services Ltd                       ,PINV      169127                                  ,            2182.1100,                                                  
DCMS                                              ,NHM                                               ,2012-07-04 00:00:00.000,P/L - Hospitality                                 ,Mineralogy Research                               ,Benugo                                            ,PINV      169111                                  ,             686.0000,                                                  
DCMS                                              ,NHM                                               ,2012-07-04 00:00:00.000,P/L - Irrecoverable VAT (UK)                      ,Mineralogy Research                               ,Benugo                                            ,PINV      169111                                  ,             137.2000,                                                  
DCMS                                              ,NHM                                               ,2012-07-04 00:00:00.000,P/L - Irrecoverable VAT (UK)                      ,Zoology Research CLSD                             ,Genome Enterprise                                 ,PINV      169120                                  ,             310.1000,                                                  
DCMS                                              ,NHM                                               ,2012-07-04 00:00:00.000,P/L - Members Events Costs                        ,Commerce Visitor Events                           ,Benugo                                            ,PINV      169122                                  ,            2696.4000,                                                  
DCMS                                              ,NHM                                               ,2012-07-04 00:00:00.000,P/L - Members Magazine Costs                      ,Commerce Memberships                              ,Xanthe Littledale                                 ,PINV      169141                                  ,             412.5000,                                                  
DCMS                                              ,NHM                                               ,2012-07-04 00:00:00.000,P/L - Security                                    ,Tring Administration                              ,G4S Cash Services (UK) Ltd                        ,PINV      169125                                  ,             212.3100,                                                  
DCMS                                              ,NHM                                               ,2012-07-04 00:00:00.000,P/L - Security                                    ,VE VLE Welcome&Information                        ,G4S Cash Services (UK) Ltd                        ,PINV      169125                                  ,            1322.5200,                                                  
DCMS                                              ,NHM                                               ,2012-07-04 00:00:00.000,Professional Services/Fees                        ,Estates Buildings                                 ,Drivers Jonas Deloitte                            ,PINV      169115                                  ,             186.0000,                                                  
DCMS                                              ,NHM                                               ,2012-07-04 00:00:00.000,Professional Services/Fees                        ,Estates Buildings                                 ,Drivers Jonas Deloitte                            ,PINV      169115                                  ,            5802.3000,                                                  
DCMS                                              ,NHM                                               ,2012-07-04 00:00:00.000,Professional Services/Fees                        ,Estates Buildings                                 ,Drivers Jonas Deloitte                            ,PINV      169116                                  ,            2871.3000,                                                  
DCMS                                              ,NHM                                               ,2012-07-04 00:00:00.000,Professional Services/Fees                        ,PEG Vis Serv Temporary Exhibitions                ,Muse                                              ,PINV      169017                                  ,            6300.0000,                                                  
DCMS                                              ,NHM                                               ,2012-07-04 00:00:00.000,Professional Services/Fees                        ,PEG Vis Serv Temporary Exhibitions                ,The Susie Fisher Group Ltd                        ,PINV      168818                                  ,            2370.0000,                                                  
DCMS                                              ,NHM                                               ,2012-07-04 00:00:00.000,Publications & Newspaper Costs                    ,PEG Innovations / Art Science                     ,Total Media Limited                               ,PINV      169034                                  ,               1.6000,                                                  
DCMS                                              ,NHM                                               ,2012-07-04 00:00:00.000,Publications & Newspaper Costs                    ,PEG Innovations / Art Science                     ,Total Media Limited                               ,PINV      169034                                  ,            1601.3200,                                                  
DCMS                                              ,NHM                                               ,2012-07-04 00:00:00.000,Sequencing Costs (non-NHM)                        ,Zoology Research CLSD                             ,Genome Enterprise                                 ,PINV      169120                                  ,            1550.4600,                                                  
DCMS                                              ,NHM                                               ,2012-07-04 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Conservation by Design Ltd                        ,PINV      169059                                  ,            8610.1400,                                                  
DCMS                                              ,NHM                                               ,2012-07-04 00:00:00.000,SS Agency Temp Staff Costs                        ,S/S - Telephones                                  ,Real Staffing Group Ltd                           ,PINV      169028                                  ,            1905.9800,                                                  
DCMS                                              ,NHM                                               ,2012-07-05 00:00:00.000,Equipment < £5k                                   ,Zoology Facility                                  ,Key Industrial Equipment Ltd                      ,PINV      169119                                  ,           10110.8700,                                                  
DCMS                                              ,NHM                                               ,2012-07-05 00:00:00.000,Equipment < £5k                                   ,Zoology Facility                                  ,Life Technologies Ltd(Invitrogen Div              ,PINV      169126                                  ,            4567.4000,                                                  
DCMS                                              ,NHM                                               ,2012-07-05 00:00:00.000,Irrecoverable VAT                                 ,Zoology Admin                                     ,Key Industrial Equipment Ltd                      ,PINV      169119                                  ,             828.6900,                                                  
DCMS                                              ,NHM                                               ,2012-07-05 00:00:00.000,Irrecoverable VAT                                 ,Zoology Admin                                     ,Life Technologies Ltd(Invitrogen Div              ,PINV      169126                                  ,             374.3400,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L -Training Costs                               ,DCS HR Organisational Development                 ,NATURAL HISTORY MUSEUM                            ,PGPC        5323                                  ,              36.8000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L -Training Costs                               ,DCS HR Organisational Development                 ,NATURAL HISTORY MUSEUM                            ,PGPC        5323                                  ,              72.0000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L -Training Costs                               ,DCS HR Organisational Development                 ,NATURAL HISTORY MUSEUM                            ,PGPC        5323                                  ,             146.7000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L -Training Costs                               ,DCS HR Organisational Development                 ,NATURAL HISTORY MUSEUM                            ,PGPC        5323                                  ,             164.0000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L -Training Costs                               ,DCS HR Organisational Development                 ,NATURAL HISTORY MUSEUM                            ,PGPC        5323                                  ,             187.8000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L -Training Costs                               ,DCS HR Organisational Development                 ,NATURAL HISTORY MUSEUM                            ,PGPC        5323                                  ,              12.4000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L -Training Costs                               ,DCS HR Organisational Development                 ,NATURAL HISTORY MUSEUM                            ,PGPC        5323                                  ,              18.6000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L -Training Costs                               ,DCS HR Organisational Development                 ,NATURAL HISTORY MUSEUM                            ,PGPC        5323                                  ,              21.7000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L -Training Costs                               ,DCS HR Organisational Development                 ,NATURAL HISTORY MUSEUM                            ,PGPC        5323                                  ,              31.0000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L -Training Costs                               ,DCS HR Organisational Development                 ,NATURAL HISTORY MUSEUM                            ,PGPC        5323                                  ,              31.0000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L -Training Costs                               ,DCS HR Organisational Development                 ,NATURAL HISTORY MUSEUM                            ,PGPC        5323                                  ,              31.0000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L -Training Costs                               ,DCS HR Organisational Development                 ,NATURAL HISTORY MUSEUM                            ,PGPC        5323                                  ,            -236.9200,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L -Training Costs                               ,DCS HR Organisational Development                 ,NATURAL HISTORY MUSEUM                            ,PGPC        5323                                  ,               1.6800,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L -Training Costs                               ,DCS HR Organisational Development                 ,NATURAL HISTORY MUSEUM                            ,PGPC        5323                                  ,               2.6000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L -Training Costs                               ,DCS HR Organisational Development                 ,NATURAL HISTORY MUSEUM                            ,PGPC        5323                                  ,               6.2000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L -Training Costs                               ,DCS HR Organisational Development                 ,NATURAL HISTORY MUSEUM                            ,PGPC        5323                                  ,               7.5600,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L -Training Costs                               ,DCS HR Organisational Development                 ,NATURAL HISTORY MUSEUM                            ,PGPC        5323                                  ,              11.1000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Training Costs                              ,Palaeontology Research                            ,HOGARTH HOTEL                                     ,PGPC        5316                                  ,             438.4000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L -Training Costs                               ,DCS HR Organisational Development                 ,ACT SPNHC 2012                                    ,PGPC        5358                                  ,             255.9600,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L -Training Costs                               ,DCS HR Organisational Development                 ,Amazon  Mktplce EU-UK                             ,PGPC        5323                                  ,               2.8100,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L -Training Costs                               ,DCS HR Organisational Development                 ,Amazon  Mktplce EU-UK                             ,PGPC        5323                                  ,               5.4000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L -Training Costs                               ,DCS HR Organisational Development                 ,D & A D                                           ,PGPC        5419                                  ,            3500.0000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L -Training Costs                               ,DCS HR Organisational Development                 ,DV TALENT LIMITED                                 ,PGPC        5323                                  ,             852.0000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Members Events Costs                        ,Commerce Visitor Events                           ,WWW.ADDISONLEE.COM                                ,PGPC        5427                                  ,              58.2500,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Members Events Costs                        ,Commerce Visitor Events                           ,WWW.ADDISONLEE.COM                                ,PGPC        5427                                  ,              62.4000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Members Magazine Costs                      ,Commerce Memberships                              ,ISTOCK  INTERNATIONAL                             ,PGPC        5427                                  ,              58.0000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Members Magazine Costs                      ,Commerce Memberships                              ,NATURAL HISTORY MSM SH                            ,PGPC        5427                                  ,              12.0000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Security                                    ,Sci L&A Collections&Reader Services               ,MARKET LOCK & SAFE                                ,PGPC        5347                                  ,              57.3300,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Training Costs                              ,Palaeontology Research                            ,HOGARTH HOTEL                                     ,PGPC        5315                                  ,            -438.4000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Members Events Costs                        ,Commerce Visitor Events                           ,WWW.ADDISONLEE.COM                                ,PGPC        5427                                  ,              42.4500,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Members Events Costs                        ,Commerce Visitor Events                           ,WWW.ADDISONLEE.COM                                ,PGPC        5427                                  ,              48.5000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Health & Safety                             ,Palaeontology Curation                            ,POLYMAX LTD                                       ,PGPC        5315                                  ,             -29.7900,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Health & Safety                             ,Palaeontology Curation                            ,POLYMAX LTD                                       ,PGPC        5316                                  ,              29.7900,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Hospitality                                 ,Science Research & Consulting Office              ,NATURAL HISTORY MUSEUM                            ,PGPC        5426                                  ,              25.9000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Courier Costs                               ,Zoology Curation                                  ,DHL INTERNATIONAL (UK)                            ,PGPC        5389                                  ,              43.4500,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Courier Costs                               ,Zoology Curation                                  ,DHL INTERNATIONAL (UK)                            ,PGPC        5389                                  ,              43.7300,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Courier Costs                               ,Zoology Curation                                  ,DHL INTERNATIONAL (UK)                            ,PGPC        5389                                  ,             104.3500,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Barclay Card                                      ,PGPC        5347                                  ,               6.0100,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - General Running Costs                       ,Entomology Research                               ,AMAZON MKTPLCE EU-UK                              ,PGPC        5426                                  ,              17.1800,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - General Running Costs                       ,Palaeontology Research                            ,NATURAL HISTORY MUSEUM                            ,PGPC        5315                                  ,            -180.0000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Courier Costs                               ,Zoology Curation                                  ,DHL INTERNATIONAL (UK)                            ,PGPC        5389                                  ,              22.4500,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Courier Costs                               ,Zoology Curation                                  ,DHL INTERNATIONAL (UK)                            ,PGPC        5389                                  ,              22.7500,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Courier Costs                               ,Zoology Curation                                  ,DHL INTERNATIONAL (UK)                            ,PGPC        5389                                  ,              26.1600,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Courier Costs                               ,Zoology Curation                                  ,DHL INTERNATIONAL (UK)                            ,PGPC        5389                                  ,              33.6200,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Courier Costs                               ,Zoology Curation                                  ,DHL INTERNATIONAL (UK)                            ,PGPC        5389                                  ,              37.3500,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Courier Costs                               ,Zoology Curation                                  ,DHL INTERNATIONAL (UK)                            ,PGPC        5389                                  ,              41.6700,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Courier Costs                               ,Zoology Curation                                  ,DHL INTERNATIONAL (UK)                            ,PGPC        5389                                  ,              12.0000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Courier Costs                               ,Zoology Curation                                  ,DHL INTERNATIONAL (UK)                            ,PGPC        5389                                  ,              12.0200,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Courier Costs                               ,Zoology Curation                                  ,DHL INTERNATIONAL (UK)                            ,PGPC        5389                                  ,              12.0300,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Courier Costs                               ,Zoology Curation                                  ,DHL INTERNATIONAL (UK)                            ,PGPC        5389                                  ,              16.0200,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Courier Costs                               ,Zoology Research CLSD                             ,DHL INTERNATIONAL (UK)                            ,PGPC        5389                                  ,              17.5600,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Courier Costs                               ,Zoology Curation                                  ,DHL INTERNATIONAL (UK)                            ,PGPC        5389                                  ,              20.8000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Courier Costs                               ,Zoology Curation                                  ,DHL INTERNATIONAL (UK)                            ,PGPC        5389                                  ,               9.4500,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Courier Costs                               ,Zoology Curation                                  ,DHL INTERNATIONAL (UK)                            ,PGPC        5389                                  ,              10.1000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Courier Costs                               ,Zoology Curation                                  ,DHL INTERNATIONAL (UK)                            ,PGPC        5389                                  ,              11.1500,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Courier Costs                               ,Zoology Curation                                  ,DHL INTERNATIONAL (UK)                            ,PGPC        5389                                  ,              11.9600,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Courier Costs                               ,Zoology Curation                                  ,DHL INTERNATIONAL (UK)                            ,PGPC        5389                                  ,              11.9700,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Courier Costs                               ,Zoology Curation                                  ,DHL INTERNATIONAL (UK)                            ,PGPC        5389                                  ,              11.9900,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,MF - Travel Costs                                 ,VE Production Display & Conservation              ,WWW.WESTMINSTER.PIER.C                            ,PGPC        5423                                  ,              40.0000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Courier Costs                               ,Entomology Curation                               ,DHL EXPRESS (UK) LIMIT                            ,PGPC        5358                                  ,              41.0700,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Courier Costs                               ,Entomology Curation                               ,DHL EXPRESS (UK) LIMIT                            ,PGPC        5358                                  ,             114.2000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Courier Costs                               ,Entomology Curation                               ,DHL EXPRESS (UK) LIMIT                            ,PGPC        5358                                  ,             332.4600,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Courier Costs                               ,Mineralogy Research                               ,DHL INTERNATIONAL (UK)                            ,PGPC        5389                                  ,               6.5700,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,P/L - Courier Costs                               ,Zoology Curation                                  ,DHL INTERNATIONAL (UK)                            ,PGPC        5389                                  ,               6.5700,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,MF - Travel Costs                                 ,Science Research & Consulting Office              ,THETRAINLINE.COM                                  ,PGPC        5349                                  ,              56.5000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,MF - Travel Costs                                 ,PEG Directorate & Resources                       ,TRAVELEX GAT NTH                                  ,PGPC        5340                                  ,             304.0800,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,MF - IT Equipment < £5k                           ,Sci L&A Digital & Data Services                   ,Barclay Card                                      ,PGPC        5417                                  ,              10.2400,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,MF - Travel Costs                                 ,Zoology Curation                                  ,ACT SPNHC 2012                                    ,PGPC        5396                                  ,             183.8000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,MF - Travel Costs                                 ,Zoology Curation                                  ,ACT SPNHC 2012                                    ,PGPC        5396                                  ,             296.6500,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,MF - Travel Costs                                 ,Palaeontology Research                            ,AGENCIA ABREU                                     ,PGPC        5315                                  ,            -210.2500,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,MF - General Running Costs                        ,Science Directorate                               ,NATURAL HISTORY MUSEUM                            ,PGPC        5399                                  ,             165.9000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,MF - General Running Costs                        ,Science Directorate                               ,NATURAL HISTORY MUSEUM                            ,PGPC        5426                                  ,              65.7500,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,MF - General Running Costs                        ,Science Directorate                               ,NATURAL HISTORY MUSEUM                            ,PGPC        5426                                  ,             102.6200,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,MF - General Running Costs                        ,Est Security SK                                   ,ROYAL MAIL GROUP                                  ,PGPC        5347                                  ,              39.9000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,MF - General Running Costs                        ,Est Security SK                                   ,ROYAL MAIL GROUP                                  ,PGPC        5347                                  ,              86.5500,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,MF - General Running Costs                        ,Est Security SK                                   ,SELECTADNA.CO.UK                                  ,PGPC        5347                                  ,             310.9500,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,MF - General Running Costs                        ,Botany Administration                             ,NATURAL HISTORY MUSEUM                            ,PGPC        5358                                  ,              79.3300,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,MF - General Running Costs                        ,Entomology Admin                                  ,NATURAL HISTORY MUSEUM                            ,PGPC        5358                                  ,              79.3300,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,MF - General Running Costs                        ,Zoology Admin                                     ,NATURAL HISTORY MUSEUM                            ,PGPC        5358                                  ,              79.3300,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,MF - General Running Costs                        ,Science Directorate                               ,NATURAL HISTORY MUSEUM                            ,PGPC        5399                                  ,              18.6000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,MF - General Running Costs                        ,Science Directorate                               ,NATURAL HISTORY MUSEUM                            ,PGPC        5399                                  ,              36.5000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,MF - General Running Costs                        ,Science Directorate                               ,NATURAL HISTORY MUSEUM                            ,PGPC        5399                                  ,              99.6000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,MF - General Running Costs                        ,Est Security SK                                   ,DHL EXPRESS (UK) LIMIT                            ,PGPC        5347                                  ,              78.4000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,MF - General Running Costs                        ,Est Security SK                                   ,DHL EXPRESS (UK) LTD                              ,PGPC        5347                                  ,              77.0000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,MF - General Running Costs                        ,Estates Management                                ,ENVIRONMENT-AGENCY                                ,PGPC        5347                                  ,              18.0000,                                                  
DCMS                                              ,NHM                                               ,2012-07-03 00:00:00.000,MF - General Running Costs                        ,Botany Administration                             ,NATURAL HISTORY MUSEUM                            ,PGPC        5358                                  ,              34.0000,                                                  
