"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Communities and Local Government","The Queen Elizabeth II Conference Centre","The Queen Elizabeth II Conference Centre","nan","N/A","0","0","Account Manager","3.00","Operational Delivery"
"Department for Communities and Local Government","The Queen Elizabeth II Conference Centre","The Queen Elizabeth II Conference Centre","nan","N/A","0","0","Senior Account Manger","1.00","Operational Delivery"
"Department for Communities and Local Government","The Queen Elizabeth II Conference Centre","The Queen Elizabeth II Conference Centre","nan","N/A","0","0","Commercial Director","1.00","Operational Delivery"
"Department for Communities and Local Government","The Queen Elizabeth II Conference Centre","The Queen Elizabeth II Conference Centre","nan","N/A","0","0","Assistant Accountant","1.00","Operational Delivery"
"Department for Communities and Local Government","The Queen Elizabeth II Conference Centre","The Queen Elizabeth II Conference Centre","nan","N/A","0","0","AV Administrator","1.00","Operational Delivery"
"Department for Communities and Local Government","The Queen Elizabeth II Conference Centre","The Queen Elizabeth II Conference Centre","nan","N/A","0","0","AVPM","5.00","Operational Delivery"
"Department for Communities and Local Government","The Queen Elizabeth II Conference Centre","The Queen Elizabeth II Conference Centre","nan","N/A","0","0","AV Sales Manager","1.00","Operational Delivery"
"Department for Communities and Local Government","The Queen Elizabeth II Conference Centre","The Queen Elizabeth II Conference Centre","nan","N/A","0","0","AV Technician","3.00","Operational Delivery"
"Department for Communities and Local Government","The Queen Elizabeth II Conference Centre","The Queen Elizabeth II Conference Centre","nan","N/A","0","0","Senior AV Technician","1.00","Operational Delivery"
"Department for Communities and Local Government","The Queen Elizabeth II Conference Centre","The Queen Elizabeth II Conference Centre","nan","N/A","0","0","Business Centre Manager","1.00","Operational Delivery"
"Department for Communities and Local Government","The Queen Elizabeth II Conference Centre","The Queen Elizabeth II Conference Centre","nan","N/A","0","0","Revenue & Commercial Manager","1.00","Operational Delivery"
"Department for Communities and Local Government","The Queen Elizabeth II Conference Centre","The Queen Elizabeth II Conference Centre","nan","N/A","0","0","Credit Control Clerk","1.00","Operational Delivery"
"Department for Communities and Local Government","The Queen Elizabeth II Conference Centre","The Queen Elizabeth II Conference Centre","nan","N/A","0","0","Event Manager","6.00","Operational Delivery"
"Department for Communities and Local Government","The Queen Elizabeth II Conference Centre","The Queen Elizabeth II Conference Centre","nan","N/A","0","0","Event Operations Manager","1.00","Operational Delivery"
"Department for Communities and Local Government","The Queen Elizabeth II Conference Centre","The Queen Elizabeth II Conference Centre","nan","N/A","0","0","Finance Director","1.00","Operational Delivery"
"Department for Communities and Local Government","The Queen Elizabeth II Conference Centre","The Queen Elizabeth II Conference Centre","nan","N/A","0","0","HR Director","1.00","Operational Delivery"
"Department for Communities and Local Government","The Queen Elizabeth II Conference Centre","The Queen Elizabeth II Conference Centre","nan","N/A","0","0","HR Executive","1.00","Operational Delivery"
"Department for Communities and Local Government","The Queen Elizabeth II Conference Centre","The Queen Elizabeth II Conference Centre","nan","N/A","0","0","ICT Support Engineer","1.00","Operational Delivery"
"Department for Communities and Local Government","The Queen Elizabeth II Conference Centre","The Queen Elizabeth II Conference Centre","nan","N/A","0","0","Senior ICT Engineer","1.00","Operational Delivery"
"Department for Communities and Local Government","The Queen Elizabeth II Conference Centre","The Queen Elizabeth II Conference Centre","nan","N/A","0","0","Head of Dept AV Tech","3.00","Operational Delivery"
"Department for Communities and Local Government","The Queen Elizabeth II Conference Centre","The Queen Elizabeth II Conference Centre","nan","N/A","0","0","Marketing Communications Manager","1.00","Operational Delivery"
"Department for Communities and Local Government","The Queen Elizabeth II Conference Centre","The Queen Elizabeth II Conference Centre","nan","N/A","0","0","Operations Executive","1.00","Operational Delivery"
"Department for Communities and Local Government","The Queen Elizabeth II Conference Centre","The Queen Elizabeth II Conference Centre","nan","N/A","0","0","PA to Chief Executive","1.00","Operational Delivery"
"Department for Communities and Local Government","The Queen Elizabeth II Conference Centre","The Queen Elizabeth II Conference Centre","nan","N/A","0","0","Production Manager","1.00","Operational Delivery"
"Department for Communities and Local Government","The Queen Elizabeth II Conference Centre","The Queen Elizabeth II Conference Centre","nan","N/A","0","0","Purchase Ledger","1.00","Operational Delivery"
"Department for Communities and Local Government","The Queen Elizabeth II Conference Centre","The Queen Elizabeth II Conference Centre","nan","N/A","0","0","Sales & Marketing Administrator","1.00","Operational Delivery"
"Department for Communities and Local Government","The Queen Elizabeth II Conference Centre","The Queen Elizabeth II Conference Centre","nan","N/A","0","0","Security Inspector","1.00","Operational Delivery"
"Department for Communities and Local Government","The Queen Elizabeth II Conference Centre","The Queen Elizabeth II Conference Centre","nan","N/A","0","0","ICT Operations Manager","1.00","Operational Delivery"
