Body,Body Name,Transaction No,Invoice Ref.,Vendor Name,Expense Code,Expense Type,Date,Amount,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14000859,149363,A & E Fire Equipment Limited,R2083-REC101,R&M of Build - Routine,29 May 2012,£563.04,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14000611,2010100,Activist Group Limited (Formerly Eightytwenty Insight LG),R4424-SUP017,Hire of Outside Services,29 May 2012,"£1,578.00",
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14001288,25373,Allhands Limited T/A Harrold Jones Services,R2045-HRA100,R & M of Build Door Entry,29 May 2012,"£3,155.58",
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14000074,53904,Alpha Colour Printers Limited,R4317-RYC006,Non Staff Advertising,08 May 2012,"£1,689.00",
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14001229,54108,Alpha Colour Printers Limited,R4317-CUL102,Non Staff Advertising,29 May 2012,"£8,780.00",
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14001229,54108,Alpha Colour Printers Limited,R4317-CUL102,Non Staff Advertising,29 May 2012,£142.00,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14000046,25777,Alpha Response Print & Mail Limited,R4300-ELE002,Printing - Services,01 May 2012,"£1,829.00",
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14000045,25778,Alpha Response Print & Mail Limited,R4300-ELE002,Printing - Services,01 May 2012,"£1,072.00",
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14000379,25842,Alpha Response Print & Mail Limited,R4300-ELE002,Printing - Services,29 May 2012,"£3,421.00",
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14000380,25843,Alpha Response Print & Mail Limited,R4300-ELE002,Printing - Services,29 May 2012,"£3,930.00",
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14000681,964,Andy Clay,R4401-REC007,Services - Fees and Charges,18 May 2012,£530.00,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14001180,14789,AON Limited - Tenant Insurance,R2800-CUL107,Insurances - Premises,29 May 2012,£750.00,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14001194,541793,Art Shape Limited (Create Gloucestershire Ltd),R6280-CUL001,Grants,29 May 2012,"£1,000.00",
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14000995,10841,Artful Limited,R4317-DEV001,Non Staff Advertising,24 May 2012,"£1,998.88",
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14000194,10878,Artful Limited,R4317-DEV001,Non Staff Advertising,11 May 2012,"£2,127.84",
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14000068,13504,Artworks Design Consultants (Cheltenham) Limited,R4318-CUL110,Photography & Promotional Materials/Design,01 May 2012,£533.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14000753,2297,Balcarras School,R4401-REC007,Services - Fees and Charges,24 May 2012,£760.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14000452,cl93150,Big Yellow Self Storage Company,R6280-HOM001,Grants,18 May 2012,"£3,106.35"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14000705,5859,Bound & Gagged Limited,R9225-HLD140,Ticket Sales/Commission,18 May 2012,-£96.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14000705,5859,Bound & Gagged Limited,R4322-CUL110,Artists Fees,18 May 2012,"£1,538.26"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14000094,47SI 632998,Brenntag UK Limited,R4407-REC101,Cleaning Contracts,01 May 2012,£822.36
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14000107,10742,BSPS Training Consultancy Limited,R1650-REG001,Training Expenses,01 May 2012,"£2,104.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14000108,20015947,BT Redcare,R4436-CCT001,CCTV Line Rental,11 May 2012,"£34,883.10"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14000487,5035029,BTCV,R4400-OPS001,Services - Professional Fees,24 May 2012,£450.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14000027,195,Carbrey Housing Limited,R4971-HOM001,Bed & Breakfast payments,01 May 2012,£625.75
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14000992,40412,Caudle Roofing Limited,R2008-HRA100,R & M of Build - Reactive Repairs,29 May 2012,£200.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14000992,40412,Caudle Roofing Limited,R2008-HRA100,R & M of Build - Reactive Repairs,29 May 2012,£600.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14000076,Grant 2012/13,Cheltenham Arts Council,R6280-CUL001,Grants,11 May 2012,"£5,000.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14000517,cbc250412,Cheltenham Housing Aid Centre,R6280-HOM001,Grants,18 May 2012,"£10,000.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14000418,PROMOTING CHELTENHAM FUND,Cheltenham Poetry Festival C.I.C.,R6280-ECD001,Grants,18 May 2012,"£3,750.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14000783,TA 0020,Christian Knowles Productions Limited,R4322-CUL110,Artists Fees,24 May 2012,£905.84
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14000030,230312,"Citizens Advice Bureau (CAB Cheltenham, Cirencester & Tewkesbury)",R6280-GBD104,Grants,18 May 2012,"£15,000.00"
