Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
BIS,NMO,02/11/2010,NMS Science Programmes,Programmes,LGC Ltd,50042617,96521
BIS,NMO,02/11/2010,NMS Science Programmes,Programmes,LGC Ltd,50042665,415930
BIS,NMO,02/11/2010,NMS Science Programmes,Programmes,LGC Ltd,50042666,117932
BIS,NMO,05/11/2010,NMS Science Programmes,Programmes,LGC Ltd,50042730,94404
BIS,NMO,16/11/2010,NMS Science Programmes,Programmes,LGC Ltd,50045407,229000
BIS,NMO,05/11/2010,NMS Science Programmes,Programmes,NPL Management Ltd,52674,492000
BIS,NMO,05/11/2010,NMS Science Programmes,Programmes,NPL Management Ltd,C1908,364337.88
BIS,NMO,05/11/2010,NMS Science Programmes,Programmes,NPL Management Ltd,C1909,361619.03
BIS,NMO,05/11/2010,NMS Science Programmes,Programmes,NPL Management Ltd,C1910,535746.13
BIS,NMO,05/11/2010,NMS Science Programmes,Programmes,NPL Management Ltd,C1911,31268.91
BIS,NMO,05/11/2010,NMS Science Programmes,Programmes,NPL Management Ltd,C1913,639345.44
BIS,NMO,05/11/2010,NMS Science Programmes,Programmes,NPL Management Ltd,C1914,565916.55
BIS,NMO,05/11/2010,NMS Science Programmes,Programmes,NPL Management Ltd,C1917,424728.86
BIS,NMO,05/11/2010,NMS Science Programmes,Programmes,NPL Management Ltd,C1918,89873.94
BIS,NMO,05/11/2010,NMS Science Programmes,Programmes,NPL Management Ltd,C1919,384166.03
BIS,NMO,05/11/2010,NMS Science Programmes,Programmes,NPL Management Ltd,C1924,107361.44
BIS,NMO,18/11/2010,Building Construction,Estates,NPL Management Ltd,105440 a,34256.19
BIS,NMO,12/11/2010,NMS Science Programmes,Programmes,TUV NEL Ltd,1790007913,284000
BIS,NMO,26/11/2010,Building Construction,Estates,Willerby Landscapes Ltd,10591,77492.91
