"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Culture, Media and Sport","The Natural History Museum","Finance & Corporate Services","470","Band 3","39200","58921","Senior Finance  Manager","1.00","Finance"
"Department for Culture, Media and Sport","The Natural History Museum","Finance & Corporate Services","470","Band 3","39200","58921","Senior Procurement Officer","0.80","Finance"
"Department for Culture, Media and Sport","The Natural History Museum","Finance & Corporate Services","470","Technical & Professional 4 (TP4)","35754","44002","Senior Finance  Manager","2.58","Finance"
"Department for Culture, Media and Sport","The Natural History Museum","Finance & Corporate Services","470","Technical & Professional 3 (TP3)","30805","36986","Procurement Officer","1.00","Finance"
"Department for Culture, Media and Sport","The Natural History Museum","Finance & Corporate Services","470","Technical & Professional 3 (TP3)","30805","36986","Senior Finance  Manager","1.00","Finance"
"Department for Culture, Media and Sport","The Natural History Museum","Finance & Corporate Services","470","Technical & Professional 2 (TP2)","26260","31529","Finance Support Officer","4.00","Finance"
"Department for Culture, Media and Sport","The Natural History Museum","Finance & Corporate Services","470","Technical & Professional 2 (TP2)","26260","31529","Operations Support Officer","1.00","Finance"
"Department for Culture, Media and Sport","The Natural History Museum","Finance & Corporate Services","470","Administrative B (Admin B)","20471","23118","Finance Support Officer","2.80","Finance"
"Department for Culture, Media and Sport","The Natural History Museum","Finance & Corporate Services","470","Band 2","50776","70395","Senior Operational Manager","1.00","Property and asset management"
"Department for Culture, Media and Sport","The Natural History Museum","Finance & Corporate Services","470","Band 3","39200","58921","Senior Operational Manager","2.00","Property and asset management"
"Department for Culture, Media and Sport","The Natural History Museum","Finance & Corporate Services","470","Technical & Professional 2 (TP2)","26260","31529","Operations Support Officer","1.00","Property and asset management"
"Department for Culture, Media and Sport","The Natural History Museum","Finance & Corporate Services","470","Technical & Professional 2 (TP2)","26260","31529","Technical Support Officer","1.00","Property and asset management"
"Department for Culture, Media and Sport","The Natural History Museum","Finance & Corporate Services","470","Technical & Professional 3 (TP3)","30805","36986","Technical Adviser","4.00","Property and asset management"
"Department for Culture, Media and Sport","The Natural History Museum","Finance & Corporate Services","470","Technical & Professional 3 (TP3)","30805","36986","Operational Manager","1.00","Property and asset management"
"Department for Culture, Media and Sport","The Natural History Museum","Finance & Corporate Services","470","Band 1","65251","84735","Director","1.00","Human Resources"
"Department for Culture, Media and Sport","The Natural History Museum","Finance & Corporate Services","470","Band 3","39200","58921","Senior HR Manager","3.53","Human Resources"
