Summary of Natwest ePC Travel Expenditure for Period (January-18),
,
Row Labels,Sum of Transaction - Billing Amount
DSCOM Fees,"£30,277.45"
Hotels,"£84,632.39"
Low Cost Carrier,"£885,382.39"
Overseas Car Hire,"£349,084.87"
Rail,"£1,709,185.75"
Scheduled Air,"£4,791,525.29"
,
,
,
Summary of Natwest ePC Stationery Expenditure for Period (January-18),
,
Row Labels,Sum of Transaction - Billing Amount
Banner Group Ltd,"£407,512.47"
Xma Ltd,"£499,204.41"
