"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Culture, Media and Sport","The British Library","Chief Executive's Office","1","SB4","45000","58500","Executive Assistant","1.00","Operational Delivery"
"Department for Culture, Media and Sport","The British Library","Chief Executive's Office","1","B","29000","36800","Executive Assistant","1.00","Operational Delivery"
"Department for Culture, Media and Sport","The British Library","Chief Executive's Office","1","D","19500","24000","Secretary","1.00","Operational Delivery"
"Department for Culture, Media and Sport","The British Library","Collections","3","SB4","45000","58500","Senior Curator","3.00","Knowledge and Information Management (KIM)"
"Department for Culture, Media and Sport","The British Library","Collections","3","A","35750","46020","Senior Curator","1.00","Knowledge and Information Management (KIM)"
"Department for Culture, Media and Sport","The British Library","Collections","3","B","29000","36800","Curator","2.00","Knowledge and Information Management (KIM)"
"Department for Culture, Media and Sport","The British Library","Collections","3","C","23250","29996","Secretary","1.00","Knowledge and Information Management (KIM)"
"Department for Culture, Media and Sport","The British Library","Collections","3","D","19500","24000","Secretary","2.00","Knowledge and Information Management (KIM)"
"Department for Culture, Media and Sport","The British Library","Operations","9","SB3","56000","73200","Senior Operational Manager","1.00","Operational Delivery"
"Department for Culture, Media and Sport","The British Library","Operations","9","A","35750","46020","Senior Operational Manager","1.00","Operational Delivery"
"Department for Culture, Media and Sport","The British Library","Operations","9","B","29000","36800","Operations Officer","0.40","Operational Delivery"
"Department for Culture, Media and Sport","The British Library","Operations","9","C","23250","29996","Operations Officer","1.00","Operational Delivery"
"Department for Culture, Media and Sport","The British Library","Digital Scholarship","22","SB4","45000","58500","Senior Curator","2.00","Knowledge and Information Management (KIM)"
"Department for Culture, Media and Sport","The British Library","Digital Scholarship","22","A","35750","46020","Senior Curator","8.00","Knowledge and Information Management (KIM)"
"Department for Culture, Media and Sport","The British Library","Digital Scholarship","22","B","29000","36800","Curator","3.00","Knowledge and Information Management (KIM)"
"Department for Culture, Media and Sport","The British Library","Digital Scholarship","22","C","23250","29996","Curator","1.00","Knowledge and Information Management (KIM)"
"Department for Culture, Media and Sport","The British Library","Business & Research","34","A","35750","46020","Senior Communications Manager","3.80","Communications"
"Department for Culture, Media and Sport","The British Library","Business & Research","34","B","29000","36800","Communications Manager","2.00","Communications"
"Department for Culture, Media and Sport","The British Library","Business & Research","34","C","23250","29996","Communications Manager","3.00","Communications"
"Department for Culture, Media and Sport","The British Library","Business & Research","34","D","19500","24000","Communications Support Officer","1.00","Communications"
"Department for Culture, Media and Sport","The British Library","Sales & Marketing","36","SB4","45000","58500","Senior Communications Manager","2.00","Communications"
"Department for Culture, Media and Sport","The British Library","Sales & Marketing","36","A","35750","46020","Senior Communications Manager","1.00","Communications"
"Department for Culture, Media and Sport","The British Library","Sales & Marketing","36","B","29000","36800","Communications Manager","5.00","Communications"
"Department for Culture, Media and Sport","The British Library","Sales & Marketing","36","C","23250","29996","Communications Manager","22.00","Communications"
"Department for Culture, Media and Sport","The British Library","Sales & Marketing","36","D","19500","24000","Communications Support Officer","12.00","Communications"
"Department for Culture, Media and Sport","The British Library","Communications","37","SB3","56000","73200","Senior Communications Manager","1.00","Communications"
"Department for Culture, Media and Sport","The British Library","Communications","37","SB4","45000","58500","Senior Communications Manager","5.00","Communications"
"Department for Culture, Media and Sport","The British Library","Communications","37","A","35750","46020","Senior Communications Manager","5.40","Communications"
"Department for Culture, Media and Sport","The British Library","Communications","37","B","29000","36800","Communications Manager","6.80","Communications"
"Department for Culture, Media and Sport","The British Library","Communications","37","C","23250","29996","Communications Manager","2.60","Communications"
"Department for Culture, Media and Sport","The British Library","Communications","37","D","19500","24000","Communications Support Officer","2.00","Communications"
"Department for Culture, Media and Sport","The British Library","Integrated Risk Management","40","SB4","45000","58500","Senior Security Manager","1.00","Operational Delivery"
"Department for Culture, Media and Sport","The British Library","Integrated Risk Management","40","A","35750","46020","Senior Security Manager","2.00","Operational Delivery"
"Department for Culture, Media and Sport","The British Library","Integrated Risk Management","40","B","29000","36800","Security Manager","3.00","Operational Delivery"
"Department for Culture, Media and Sport","The British Library","Integrated Risk Management","40","C","23250","29996","Security Guard","9.00","Operational Delivery"
"Department for Culture, Media and Sport","The British Library","Integrated Risk Management","40","D","19500","24000","Security Guard","54.00","Operational Delivery"
"Department for Culture, Media and Sport","The British Library","Human Resources","41","SB3","56000","73200","Senior HR Manager","1.00","Human Resources"
"Department for Culture, Media and Sport","The British Library","Human Resources","41","SB4","45000","58500","Senior HR Manager","2.80","Human Resources"
"Department for Culture, Media and Sport","The British Library","Human Resources","41","B","29000","36800","HR Officer","9.40","Human Resources"
"Department for Culture, Media and Sport","The British Library","Human Resources","41","C","23250","29996","HR Support Officer","1.00","Human Resources"
"Department for Culture, Media and Sport","The British Library","Human Resources","41","D","19500","24000","HR Support Officer","4.00","Human Resources"
"Department for Culture, Media and Sport","The British Library","Collection Acquisition & Description","43","SB4","45000","58500","Senior Operational Manager","11.00","Operational Delivery"
"Department for Culture, Media and Sport","The British Library","Collection Acquisition & Description","43","A","35750","46020","Senior Operational Manager","15.50","Operational Delivery"
"Department for Culture, Media and Sport","The British Library","Collection Acquisition & Description","43","B","29000","36800","Operations Officer","45.40","Operational Delivery"
