Department,Entity,Transaction Date,Expense Type,Expense Area,PES Category,Supplier,Transaction No.,Amount
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,IT-APPLICATIONS MANAGEMENT,ICT-TECH SUPPORT&SYSTM DVLPMNT,ICT-SOFTWARE,COMPANY BARCLAYCARD,0000199117,431.34
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,IT-APPLICATIONS MANAGEMENT,ICT-TECH SUPPORT&SYSTM DVLPMNT,OFFICE SOLUTIONS-OFFICE CNSMBL,COMPANY BARCLAYCARD,0000199117,990.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,IT-APPLICATIONS MANAGEMENT,ICT-TECH SUPPORT&SYSTM DVLPMNT,OFFICE SOLUTIONS-OFFICE MACHNE,COMPANY BARCLAYCARD,0000199117,426.37
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/03/2013,IT-APPLICATIONS MANAGEMENT,ICT-TECH SUPPORT&SYSTM DVLPMNT,ICT-SOFTWARE,SOFTWARE BOX LIMITED,0000199206,1840.92
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2013,IT-INFRASTRUCTURE MANAGEMENT,ICT-TECH SUPPORT&SYSTM DVLPMNT,ICT-MANAGED O/SRCE SERVICES,CAPGEMINI UK PLC,0000198463,21181.66
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/03/2013,IT-INFRASTRUCTURE MANAGEMENT,ICT-TECH SUPPORT&SYSTM DVLPMNT,ICT-MAINTENANCE & SUPPORT,SPECIALIST COMPUTER CENTR,0000198579,2970.32
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,IT-INFRASTRUCTURE MANAGEMENT,ICT-TECH SUPPORT&SYSTM DVLPMNT,ICT-HARDWARE,SPECIALIST COMPUTER CENTR,0000198719,8383.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/03/2013,IT-INFRASTRUCTURE MANAGEMENT,ICT-TECH SUPPORT&SYSTM DVLPMNT,ICT-SOFTWARE,SPECIALIST COMPUTER CENTR,0000199214,9898.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/03/2013,IT-INFRASTRUCTURE MANAGEMENT,ICT-TECH SUPPORT&SYSTM DVLPMNT,ICT-HARDWARE,SPECIALIST COMPUTER CENTR,0000199281,2916.64
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,LINE RENTAL,ICT-TECH SUPPORT&SYSTM DVLPMNT,ICT-TELECOMS,SKY BROADBAND & LINE RENT,0000198492,125.28
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,LINE RENTAL,ICT-TECH SUPPORT&SYSTM DVLPMNT,ICT-TELECOMS,COMPANY BARCLAYCARD,0000199035,92.06
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/03/2013,LINE RENTAL,ICT-TECH SUPPORT&SYSTM DVLPMNT,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000199154,6298.43
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2013,MILEAGE PAYMENTS,ICT-TECH SUPPORT&SYSTM DVLPMNT,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000199174,55.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2013,MILEAGE PAYMENTS,ICT-TECH SUPPORT&SYSTM DVLPMNT,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000199175,21.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2013,MILEAGE PAYMENTS,ICT-TECH SUPPORT&SYSTM DVLPMNT,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000199192,17.10
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2013,MILEAGE PAYMENTS,ICT-TECH SUPPORT&SYSTM DVLPMNT,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000199193,17.10
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/03/2013,PAYMENTS TO AGENCIES - INTROS,ICT-TECH SUPPORT&SYSTM DVLPMNT,PROF SER TMP STFF-SPCLST CNTRT,BADENOCH & CLARK,0000198826,1426.71
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/02/2013,PAYMENTS TO AGENCIES FOR TEMPS,ICT-TECH SUPPORT&SYSTM DVLPMNT,PROF SER TMP STFF-SPCLST CNTRT,COMPUTER PEOPLE,0000198258,666.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/02/2013,PAYMENTS TO AGENCIES FOR TEMPS,ICT-TECH SUPPORT&SYSTM DVLPMNT,PROF SER TMP STFF-SPCLST CNTRT,COMPUTER PEOPLE,0000198259,666.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/02/2013,PAYMENTS TO AGENCIES FOR TEMPS,ICT-TECH SUPPORT&SYSTM DVLPMNT,PROF SER TMP STFF-SPCLST CNTRT,COMPUTER PEOPLE,0000198260,666.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/02/2013,PAYMENTS TO AGENCIES FOR TEMPS,ICT-TECH SUPPORT&SYSTM DVLPMNT,PROF SER TMP STFF-TEMP WRKERS,COMPUTER PEOPLE,0000198261,666.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/02/2013,PAYMENTS TO AGENCIES FOR TEMPS,ICT-TECH SUPPORT&SYSTM DVLPMNT,PROF SER TMP STFF-SPCLST CNTRT,SPRING TECHNOLOGY,0000198347,1812.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/02/2013,PAYMENTS TO AGENCIES FOR TEMPS,ICT-TECH SUPPORT&SYSTM DVLPMNT,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000198349,237.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/03/2013,PAYMENTS TO AGENCIES FOR TEMPS,ICT-TECH SUPPORT&SYSTM DVLPMNT,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000198474,207.55
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/02/2013,PAYMENTS TO AGENCIES FOR TEMPS,ICT-TECH SUPPORT&SYSTM DVLPMNT,PROF SER TMP STFF-SPCLST CNTRT,SPRING TECHNOLOGY,0000198475,2000.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/02/2013,PAYMENTS TO AGENCIES FOR TEMPS,ICT-TECH SUPPORT&SYSTM DVLPMNT,PROF SER TMP STFF-SPCLST CNTRT,BADENOCH & CLARK,0000198486,1601.92
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/02/2013,PAYMENTS TO AGENCIES FOR TEMPS,ICT-TECH SUPPORT&SYSTM DVLPMNT,PROF SER TMP STFF-SPCLST CNTRT,BADENOCH & CLARK,0000198487,1589.41
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/03/2013,PAYMENTS TO AGENCIES FOR TEMPS,ICT-TECH SUPPORT&SYSTM DVLPMNT,PERSONNEL RLTD-STAFF SUBSCRPTN,COMPUTER PEOPLE,0000198580,730.79
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/03/2013,PAYMENTS TO AGENCIES FOR TEMPS,ICT-TECH SUPPORT&SYSTM DVLPMNT,PROF SER TMP STFF-SPCLST CNTRT,SPRING TECHNOLOGY,0000198581,1812.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/02/2013,PAYMENTS TO AGENCIES FOR TEMPS,ICT-TECH SUPPORT&SYSTM DVLPMNT,PROF SER TMP STFF-SPCLST CNTRT,COMPUTER PEOPLE,0000198584,441.87
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,PAYMENTS TO AGENCIES FOR TEMPS,ICT-TECH SUPPORT&SYSTM DVLPMNT,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000198626,225.34
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/03/2013,PAYMENTS TO AGENCIES FOR TEMPS,ICT-TECH SUPPORT&SYSTM DVLPMNT,PROF SER TMP STFF-SPCLST CNTRT,SPRING TECHNOLOGY,0000198808,1812.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/03/2013,PAYMENTS TO AGENCIES FOR TEMPS,ICT-TECH SUPPORT&SYSTM DVLPMNT,PROF SER TMP STFF-SPCLST CNTRT,BADENOCH & CLARK,0000198825,1752.10
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/03/2013,PAYMENTS TO AGENCIES FOR TEMPS,ICT-TECH SUPPORT&SYSTM DVLPMNT,PROF SER TMP STFF-SPCLST CNTRT,COMPUTER PEOPLE,0000199063,702.46
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/03/2013,PAYMENTS TO AGENCIES FOR TEMPS,ICT-TECH SUPPORT&SYSTM DVLPMNT,PROF SER TMP STFF-SPCLST CNTRT,COMPUTER PEOPLE,0000199064,634.48
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,PAYMENTS TO AGENCIES FOR TEMPS,ICT-TECH SUPPORT&SYSTM DVLPMNT,PROF SER TMP STFF-SPCLST CNTRT,SPRING TECHNOLOGY,0000199065,1087.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/03/2013,PAYMENTS TO AGENCIES FOR TEMPS,ICT-TECH SUPPORT&SYSTM DVLPMNT,PROF SER TMP STFF-SPCLST CNTRT,COMPUTER PEOPLE,0000199212,270.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/03/2013,PAYMENTS TO AGENCIES FOR TEMPS,ICT-TECH SUPPORT&SYSTM DVLPMNT,PROF SER TMP STFF-SPCLST CNTRT,COMPUTER PEOPLE,0000199213,600.49
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2013,PAYMENTS TO AGENCIES FOR TEMPS,ICT-TECH SUPPORT&SYSTM DVLPMNT,PROF SER TMP STFF-SPCLST CNTRT,SPRING TECHNOLOGY,0000199273,1812.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/03/2013,PAYMENTS TO AGENCIES FOR TEMPS,ICT-TECH SUPPORT&SYSTM DVLPMNT,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000199285,130.46
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,PRINTING,ICT-TECH SUPPORT&SYSTM DVLPMNT,OFFICE SOLUTIONS-OFFICE MACHNE,COMPANY BARCLAYCARD,0000199041,48.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,STAFF EVENTS,ICT-TECH SUPPORT&SYSTM DVLPMNT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000199041,895.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/03/2013,TELEPHONE - OTHER,ICT-TECH SUPPORT&SYSTM DVLPMNT,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000199154,99.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,TRAINING AND EDUCATION,ICT-TECH SUPPORT&SYSTM DVLPMNT,PROF SER LRNG&DEV-STAFF TRNING,COMPANY BARCLAYCARD,0000199058,1600.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/03/2013,TRAINING AND EDUCATION,ICT-TECH SUPPORT&SYSTM DVLPMNT,PROF SER LRNG&DEV-STAFF TRNING,QA LIMITED,0000199100,648.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/03/2013,TRAINING AND EDUCATION,ICT-TECH SUPPORT&SYSTM DVLPMNT,PROF SER LRNG&DEV-STAFF TRNING,QA LIMITED,0000199101,648.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/03/2013,TRAINING AND EDUCATION,ICT-TECH SUPPORT&SYSTM DVLPMNT,PROF SER LRNG&DEV-STAFF TRNING,QA LIMITED,0000199102,900.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/03/2013,TRAINING AND EDUCATION,ICT-TECH SUPPORT&SYSTM DVLPMNT,PROF SER LRNG&DEV-STAFF TRNING,QA LIMITED,0000199103,900.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/03/2013,TRAINING AND EDUCATION,ICT-TECH SUPPORT&SYSTM DVLPMNT,PROF SER LRNG&DEV-STAFF TRNING,QA LIMITED,0000199104,965.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/03/2013,TRAINING AND EDUCATION,ICT-TECH SUPPORT&SYSTM DVLPMNT,PROF SER LRNG&DEV-STAFF TRNING,QA LIMITED,0000199122,369.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2013,FARES - RAIL,LEGAL & COMMERCIAL,TRAVEL&EVENTS-RAIL,REDFERN TRAVEL LTD,0000198601,177.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/02/2013,LEGAL COSTS,LEGAL & COMMERCIAL,PROF SER-OPERATIONAL SERVICES,LAND REGISTRY,0000198345,24.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/02/2013,LEGAL COSTS,LEGAL & COMMERCIAL,PROF SER-OPERATIONAL SERVICES,MDA SEARCHFLOW LTD,0000198356,4.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2013,LEGAL COSTS,LEGAL & COMMERCIAL,PROF SER-OPERATIONAL SERVICES,MDA SEARCHFLOW LTD,0000198458,4.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/03/2013,LEGAL COSTS,LEGAL & COMMERCIAL,PROF SER-OPERATIONAL SERVICES,LAND REGISTRY,0000198459,1.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/03/2013,LEGAL COSTS,LEGAL & COMMERCIAL,PROF SER-OPERATIONAL SERVICES,MDA SEARCHFLOW LTD,0000198476,22.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,LEGAL COSTS,LEGAL & COMMERCIAL,PROF SER-OPERATIONAL SERVICES,MDA SEARCHFLOW LTD,0000198501,4.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/03/2013,LEGAL COSTS,LEGAL & COMMERCIAL,PROF SER-OPERATIONAL SERVICES,LAND REGISTRY,0000198582,52.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,LEGAL COSTS,LEGAL & COMMERCIAL,PROF SER-OPERATIONAL SERVICES,LAND REGISTRY,0000198583,6.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/03/2013,LEGAL COSTS,LEGAL & COMMERCIAL,PROF SER-OPERATIONAL SERVICES,LAND REGISTRY,0000198660,3.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/03/2013,LEGAL COSTS,LEGAL & COMMERCIAL,PROF SER-OPERATIONAL SERVICES,MDA SEARCHFLOW LTD,0000198739,8.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,LEGAL COSTS,LEGAL & COMMERCIAL,PROF SER-OPERATIONAL SERVICES,LAND REGISTRY,0000198817,50.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/03/2013,LEGAL COSTS,LEGAL & COMMERCIAL,PROF SER-OPERATIONAL SERVICES,LAND REGISTRY,0000199116,9.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/03/2013,LEGAL COSTS,LEGAL & COMMERCIAL,PROF SER-OPERATIONAL SERVICES,MDA SEARCHFLOW LTD,0000199156,4.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/03/2013,LEGAL COSTS,LEGAL & COMMERCIAL,PROF SER-OPERATIONAL SERVICES,LAND REGISTRY,0000199319,23.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/03/2013,PAYMENTS TO AGENCIES FOR TEMPS,LEGAL & COMMERCIAL,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000198474,564.62
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,PAYMENTS TO AGENCIES FOR TEMPS,LEGAL & COMMERCIAL,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000198626,564.62
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,PAYMENTS TO AGENCIES FOR TEMPS,LEGAL & COMMERCIAL,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000198957,564.62
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/03/2013,PAYMENTS TO AGENCIES FOR TEMPS,LEGAL & COMMERCIAL,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000199285,564.62
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,LEGAL COSTS,LICENSING,PROF SER-LEGAL SERVICES,DLA PIPER UK LLP,0000198520,1348.16
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/02/2013,PUBLICATIONS,LICENSING,PERSONNEL RLTD-STAFF SUBSCRPTN,DAWSON BOOKS,0000198518,275.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,10 HRS + SUBSISTENCE-CLOSED,MINE ENTRY INSPECTIONS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000199030,28.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2013,10 HRS + SUBSISTENCE-CLOSED,MINE ENTRY INSPECTIONS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000199179,26.24
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2013,10 HRS + SUBSISTENCE-CLOSED,MINE ENTRY INSPECTIONS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000199190,25.12
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,10 HRS + SUBSISTENCE-CLOSED,MINE ENTRY INSPECTIONS,FACILITIES - FOOD,GPC OVERSPEND,33002498,-2.76
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,24 HOUR SUBSISTENCE ALLOWANCE,MINE ENTRY INSPECTIONS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000199038,25.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2013,5 HRS + SUBSISTENCE-CLOSED,MINE ENTRY INSPECTIONS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000199179,13.32
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2013,5 HRS + SUBSISTENCE-CLOSED,MINE ENTRY INSPECTIONS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000199190,21.55
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/03/2013,CONTRACTORS AND CLAIM COSTS,MINE ENTRY INSPECTIONS,CONSTRUCTION-CNSTRN SER PROVDR,WEBB AVIATION,0000198499,500.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/03/2013,CONTRACTORS AND CLAIM COSTS,MINE ENTRY INSPECTIONS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000198648,104.53
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,16/03/2013,CONTRACTORS AND CLAIM COSTS,MINE ENTRY INSPECTIONS,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000198833,1671.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,16/03/2013,CONTRACTORS AND CLAIM COSTS,MINE ENTRY INSPECTIONS,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000198834,1215.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,CONTRACTORS AND CLAIM COSTS,MINE ENTRY INSPECTIONS,CONSTRUCTION-CNSTRN SER PROVDR,SUBSURFACE LASER SCANNING,0000198869,4850.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/02/2013,CONTRACTORS AND CLAIM COSTS,MINE ENTRY INSPECTIONS,CONSTRUCTION-MAIN CONTRACTORS,R & K CONTRACTORS & CONSU,0000198895,1064.29
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/10/2012,CURR YR ADD-INTNGBLE INFO TECH,MINE ENTRY INSPECTIONS,ICT-SYSTEMS DELIVERY,SCISYS UK LTD,0000195309,40547.02
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/03/2013,CURR YR ADD-INTNGBLE INFO TECH,MINE ENTRY INSPECTIONS,ICT-SYSTEMS DELIVERY,SCISYS UK LTD,0000199118,13515.67
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/03/2013,CURR YR ADD-INTNGBLE INFO TECH,MINE ENTRY INSPECTIONS,ICT-SYSTEMS DELIVERY,SCISYS UK LTD,0000199119,13515.67
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/03/2013,HOTEL ACCOMMODATION,MINE ENTRY INSPECTIONS,TRAVEL&EVENTS-HOTELS,ADV REPYMNT,33002597,250.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/02/2013,IT-APPLICATIONS MANAGEMENT,MINE ENTRY INSPECTIONS,ICT-SYSTEMS DELIVERY,SCISYS UK LTD,0000198346,142.94
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/03/2013,IT-APPLICATIONS MANAGEMENT,MINE ENTRY INSPECTIONS,ICT-SYSTEMS DELIVERY,SCISYS UK LTD,0000198857,-153.68
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/03/2013,IT-APPLICATIONS MANAGEMENT,MINE ENTRY INSPECTIONS,ICT-SYSTEMS DELIVERY,SCISYS UK LTD,0000198858,127.16
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/02/2013,LEGAL COSTS,MINE ENTRY INSPECTIONS,PROF SER-OPERATIONAL SERVICES,LAND REGISTRY,0000198345,6.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/03/2013,LEGAL COSTS,MINE ENTRY INSPECTIONS,PROF SER-OPERATIONAL SERVICES,LAND REGISTRY,0000198660,90.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2013,MILEAGE PAYMENTS,MINE ENTRY INSPECTIONS,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000199190,67.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,OFFICE MACHINERY PURCHASED,MINE ENTRY INSPECTIONS,OFFICE SOLUTIONS-OFFICE MACHNE,COMPANY BARCLAYCARD,0000199031,3.21
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/03/2013,OFFICE MACHINERY PURCHASED,MINE ENTRY INSPECTIONS,OPRTNL GOODS&SERV-ELEC MNTRING,P/C NEEDLELESS SYRINGE,33002494,-1.64
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2013,OFFICE MACHINERY PURCHASED,MINE ENTRY INSPECTIONS,OPRTNL GOODS&SERV-ELEC MNTRING,AMEND JOURNAL 33002499,33002499,3.28
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/03/2013,OUTSOURCED MANAGEMENT-PS&S,MINE ENTRY INSPECTIONS,SOCIAL CARE-EMERGENCY SERVICES,JMC ENGINEERING (UK) LTD,0000198399,3684.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/03/2013,OUTSOURCED MANAGEMENT-PS&S,MINE ENTRY INSPECTIONS,SOCIAL CARE-EMERGENCY SERVICES,JMC ENGINEERING (UK) LTD,0000198400,3876.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/03/2013,OUTSOURCED MANAGEMENT-PS&S,MINE ENTRY INSPECTIONS,SOCIAL CARE-EMERGENCY SERVICES,JMC ENGINEERING (UK) LTD,0000198401,4092.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/03/2013,OUTSOURCED MANAGEMENT-PS&S,MINE ENTRY INSPECTIONS,SOCIAL CARE-EMERGENCY SERVICES,MINES RESCUE SERVICE LIMI,0000198594,17100.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,PAYMENTS TO AGENCIES FOR TEMPS,MINE ENTRY INSPECTIONS,PROF SER TMP STFF-SPCLST CNTRT,PROF SER TMP STFF-SPCLST CNTRT,0000198864,315.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2013,12 HOUR ALLOWANCE-CLOSED,MINING INFORMATION COMMERCIAL,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000199167,12.34
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2013,5 HRS + SUBSISTENCE-CLOSED,MINING INFORMATION COMMERCIAL,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000199167,4.07
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/03/2013,COMMISSION CHARGES-E-COMMERCE,MINING INFORMATION COMMERCIAL,PROF SER FNCL-BANKING&INVSTMNT,STREAMLINE,0000198592,1166.30
