"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","4.00","17427","21138","Adminstrator","4.14","Operational Delivery"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","5.00","19546","23725","Adminstrator","0.43","Operational Delivery"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","7.00","26062","31633","Analyst","16.35","Operational Delivery"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","8.00","31984","38821","Analyst","8.26","Operational Delivery"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","4.00","17427","21138","Assistant Analyst","5.00","Operational Delivery"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","8.00","31984","38821","Assurance Advisor","4.81","Finance"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","10.00","50936","61824","Assurance Consultant","6.00","Finance"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","6.00","22507","27318","Corporate Services Support Manager","2.00","Operational Delivery"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","7.00","26062","31633","Executive Assistant","0.90","Operational Delivery"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","7.00","26062","31633","Finance Officer","1.00","Finance"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","8.00","31984","38821","Finance Officer","1.00","Finance"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","4.00","17427","21138","Finance Support Officer","0.45","Operational Delivery"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","5.00","19546","23725","Finance Support Officer","1.54","Operational Delivery"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","6.00","22507","27318","Finance Support Officer","2.40","Operational Delivery"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","11.00","61598","70838","Head of Corporate Service Team","2.00","Finance"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","10.00","50936","61824","Head of Corporate Service Team","0.92","Human Resources"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","11.00","61598","70838","Head of Corporate Service Team","1.00","Information Technology"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","11.00","61598","70838","Head of Corporate Service Team","1.00","Internal Audit"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","10.00","50936","61824","Head of Corporate Service Team","3.00","Policy"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","11.00","61598","70838","Head of Corporate Service Team","2.00","Policy"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","12.00","77959","85792","Head of Group","1.00","Finance"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","12.00","77959","85792","Head of Group","1.00","Policy"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","11.00","61598","70838","Head of Policy","2.00","Policy"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","8.00","31984","38821","HR Manager","0.61","Human Resources"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","9.00","41461","50324","HR Manager","1.76","Human Resources"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","5.00","19546","23725","HR Support Officer","0.50","Operational Delivery"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","6.00","22507","27318","HR Support Officer","2.00","Operational Delivery"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","9.00","41461","50324","Internal Auditor","2.50","Finance"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","9.00","41461","50324","IT Manager","4.78","Information Technology"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","5.00","19546","23725","IT support Officer","1.00","Information Technology"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","6.00","22507","27318","IT support Officer","1.00","Information Technology"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","7.00","26062","31633","IT support Officer","2.50","Information Technology"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","8.00","31984","38821","IT support Officer","8.31","Information Technology"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","5.00","19546","23725","IT support Officer","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","6.00","22507","27318","Knowledge Information Management Support","1.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","8.00","31984","38821","Knowledge Information Management Support","1.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","7.00","26062","31633","Knowledge Information Management Support","1.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","9.00","41461","50324","Knowledge Information Manager","1.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","2.00","13625","16537","Office Assistant/receptionist","3.38","Operational Delivery"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","3.00","15399","18691","Office Assistant/receptionist","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","4.00","17427","21138","Office Assistant/receptionist","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","6.00","22507","27318","Office Manager","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Higher Education Funding Council for England","Finance and Corporate Resources","90115","9.00","41461","50324","Other Senior Adviser","1.61","Finance"
