"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Customer Communications & Products","4","AO","19240","20007","Communications Support Officer","1.37","Communications"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Customer Communications & Products","4","EO","22840","26033","Communications Manager","3.00","Communications"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Customer Communications & Products","4","HEO","27540","31390","Communications Manager","5.39","Communications"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Customer Communications & Products","4","SEO","34130","40000","Communications Manager","7.00","Communications"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Customer Communications & Products","4","G7","45350","52600","Senior Communications Manager","2.00","Communications"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Customer Communications & Products","4","G6","55290","64130","Senior Communications Manager","1.00","Communications"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Design Resources","4","AO","19240","20007","Design Support Officer","0.48","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Design Resources","4","EO","22840","26033","Designer","22.67","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Design Resources","4","HEO","27540","31390","Designer","27.53","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Design Resources","4","SEO","34130","40000","Designer","27.36","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Design Resources","4","G7","45350","52600","Senior Design Lead","10.00","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Design Resources","4","G6","55290","64130","Senior Design Lead","4.00","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Central HR","10","EO","22840","26033","HR Officer","0.65","Human Resources"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Central HR","10","HEO","27540","31390","HR Officer","1.00","Human Resources"
