"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Design Resources","4","AO","19240","20007","Design Support Officer","0.72","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Design Resources","4","EO","22840","26033","Designer","21.94","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Design Resources","4","HEO","27540","31390","Designer","25.37","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Design Resources","4","SEO","34130","40000","Designer","26.76","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Design Resources","4","G7","45350","52600","Senior Design Lead","9.00","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Design Resources","4","G6","55290","64130","Senior Design Lead","1.00","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","HR Governance and Assurance","10","EO","22840","26033","HR Officer","0.65","Human Resources"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","HR Governance and Assurance","10","HEO","27540","31390","HR Officer","0.74","Human Resources"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","HR Governance and Assurance","10","SEO","34130","40000","HR Officer","2.95","Human Resources"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","HR Governance and Assurance","10","G6","55290","64130","Senior HR Manager","1.00","Human Resources"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","HR Operations","10","AO","19240","20007","HR Support Officer","6.79","Human Resources"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","HR Operations","10","EO","22840","26033","HR Officer","6.12","Human Resources"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","HR Operations","10","HEO","27540","31390","HR Officer","6.00","Human Resources"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","HR Operations","10","SEO","34130","40000","HR Officer","6.78","Human Resources"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","HR Operations","10","G7","45350","52600","Senior HR Manager","7.65","Human Resources"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","HR Operations","10","G6","55290","64130","Senior HR Manager","1.73","Human Resources"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Payroll","10","AO","19240","20007","HR Support Officer","2.81","Human Resources"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Payroll","10","EO","22840","26033","HR Officer","1.00","Human Resources"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","Payroll","10","SEO","34130","40000","HR Officer","1.00","Human Resources"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","CAP DP","14","EO","22840","26033","Project Manager","1.00","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","CAP DP","14","HEO","27540","31390","Project Manager","5.81","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","CAP DP","14","SEO","34130","40000","Project Manager","7.60","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","CAP DP","14","G7","45350","52600","Senior Project Manager","3.00","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","CAP DP","14","G6","55290","64130","Senior Project Manager","7.00","Programme and Project Management (PPM)"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","BPS","11","AO","19240","20007","Operations Support Officer","208.95","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Rural Payments Agency","BPS","11","EO","22840","26033","Operational Manager","75.58","Operational Delivery"
