"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Chief Executive","1","AO","18398","23045","Administrative Officer","6.60","Other"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Chief Executive","1","EO","22698","29063","Executive Officer","4.50","Other"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Chief Executive","1","EO","22698","29063","Scientific Officer","0.92","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Chief Executive","1","HEO","27013","34930","Higher Executive Officer","5.00","Other"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Chief Executive","1","HEO","27013","34930","Higher Scientific Officer","1.50","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Chief Executive","1","SEO","33321","42968","Senior Executive Officer","1.00","Other"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Chief Executive","1","SEO","33321","42968","Senior Scientific Officer","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Chief Executive","1","Grade 7","43654","58007","Grade 7","1.00","Other"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Chief Executive","1","Grade 7","43654","58007","Grade 7 Scientist","1.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Chief Executive","1","Grade 6","53236","69680","Grade 6","4.00","Other"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Chief Executive","1","Grade 6","53236","69680","Grade 6 Scientist","0.72","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Chief Operating Officer","6","EO","22698","29063","Executive Officer","5.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Chief Operating Officer","6","HEO","27013","34930","Higher Executive Officer","2.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Chief Operating Officer","6","SEO","33321","42968","Senior Executive Officer","3.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Chief Operating Officer","6","SEO","33321","42968","Veterinary Officer","1.00","Vets"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Chief Operating Officer","6","Grade 7","43654","58007","Grade 7","2.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Animal Health and Veterinary Laboratories Agency","Chief Operating Officer","6","Grade 6","53236","69680","Grade 6","1.00","Operational Delivery"
