"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Home Office","Independent Safeguarding Authority","Finance & Corporate Resources","ISA001","Level 1","13685","14743","Mailroom Assistant","1.00","Finance"
"Home Office","Independent Safeguarding Authority","Finance & Corporate Resources","ISA001","Level 2","15882","17366","Procurement Administrator","1.00","Procurement"
"Home Office","Independent Safeguarding Authority","Finance & Corporate Resources","ISA001","Level 3","20154","23741","Computer Operator","5.00","Operational Delivery"
"Home Office","Independent Safeguarding Authority","Finance & Corporate Resources","ISA001","Level 4","25197","29681","IT Support Officer","2.00","Information Technology"
"Home Office","Independent Safeguarding Authority","Finance & Corporate Resources","ISA001","Level 4","25197","29681","Finance Officer","1.00","Finance"
"Home Office","Independent Safeguarding Authority","Finance & Corporate Resources","ISA001","Level 4","25197","29681","Procurement Officer","1.00","Procurement"
"Home Office","Independent Safeguarding Authority","Finance & Corporate Resources","ISA001","Level 4","25197","29681","Legal Support Officer","1.00","Law"
"Home Office","Independent Safeguarding Authority","Finance & Corporate Resources","ISA001","Level 5","32455","38230","Assistant Legal Advisor","0.60","Law"
"Home Office","Independent Safeguarding Authority","Finance & Corporate Resources","ISA001","Level 5","32455","38230","Risk Assurance and Business Continuity Manager","1.00","Internal Audit"
"Home Office","Independent Safeguarding Authority","Finance & Corporate Resources","ISA001","Level 5","32455","38230","Facilities and Procurement Manager","1.00","Procurement"
"Home Office","Independent Safeguarding Authority","Finance & Corporate Resources","ISA001","Level 5","32455","38230","Assistant IT Manager","1.00","Information Technology"
"Home Office","Independent Safeguarding Authority","Finance & Corporate Resources","ISA001","Level 6","45033","55470","IT Manager","1.00","Information Technology"
"Home Office","Independent Safeguarding Authority","Finance & Corporate Resources","ISA001","Level 6","45033","55470","Legal Advisor","1.00","Law"
"Home Office","Independent Safeguarding Authority","Finance & Corporate Resources","ISA001","Level 6","45033","55470","Finance Manager","1.00","Finance"
"Home Office","Independent Safeguarding Authority","Finance & Corporate Resources","ISA001","Level 7","55470","68325","Head of Finance and Corporate Resources","1.00","Finance"
"Home Office","Independent Safeguarding Authority","Operations","ISA002","Level 1","13685","14743","Casework Assistant","1.00","Operational Delivery"
"Home Office","Independent Safeguarding Authority","Operations","ISA002","Level 2","15882","17366","Casework Administrator","33.14","Operational Delivery"
"Home Office","Independent Safeguarding Authority","Operations","ISA002","Level 3","20154","23741","Casework Officer","20.30","Operational Delivery"
"Home Office","Independent Safeguarding Authority","Operations","ISA002","Level 4","25197","29681","Caseworker Decision Maker","107.76","Operational Delivery"
"Home Office","Independent Safeguarding Authority","Operations","ISA002","Level 5","32455","38230","Casework Team Manager","16.86","Operational Delivery"
"Home Office","Independent Safeguarding Authority","Operations","ISA002","Level 6","45033","55470","Head of Operational Unit","4.68","Operational Delivery"
"Home Office","Independent Safeguarding Authority","People & Development","ISA001","Level 2","15882","17366","People and Development Support Assistant","1.00","Human Resources"
"Home Office","Independent Safeguarding Authority","People & Development","ISA001","Level 3","20154","23741","People and Development Officer","1.00","Human Resources"
"Home Office","Independent Safeguarding Authority","People & Development","ISA001","Level 3","20154","23741","Learning and Development Officer","2.00","Human Resources"
"Home Office","Independent Safeguarding Authority","People & Development","ISA001","Level 4","25197","29681","People Consultant","2.00","Human Resources"
"Home Office","Independent Safeguarding Authority","People & Development","ISA001","Level 4","25197","29681","Learning and Development Consultant","2.00","Human Resources"
"Home Office","Independent Safeguarding Authority","People & Development","ISA001","Level 5","32455","38230","Diversity Manager","0.90","Human Resources"
"Home Office","Independent Safeguarding Authority","People & Development","ISA001","Level 6","45033","55470","Learning and Development Manager","1.00","Human Resources"
"Home Office","Independent Safeguarding Authority","People & Development","ISA001","Level 6","45033","55470","People Manager","0.92","Human Resources"
"Home Office","Independent Safeguarding Authority","People & Development","ISA001","Level 7","55470","68325","Head of People and Development","0.92","Human Resources"
"Home Office","Independent Safeguarding Authority","Performance, Partnerships & Corporate Change","ISA005","Level 2","15882","17366","Administration Assistant","2.81","Other"
"Home Office","Independent Safeguarding Authority","Performance, Partnerships & Corporate Change","ISA005","Level 3","20154","23741","Internal Communications Officer","1.00","Communications"
"Home Office","Independent Safeguarding Authority","Performance, Partnerships & Corporate Change","ISA005","Level 3","20154","23741","Secretariat Support Officer","1.00","Policy"
"Home Office","Independent Safeguarding Authority","Performance, Partnerships & Corporate Change","ISA005","Level 3","20154","23741","Personal Assistant","3.93","Policy"
"Home Office","Independent Safeguarding Authority","Performance, Partnerships & Corporate Change","ISA005","Level 4","25197","29681","Secretariat Manager","1.00","Policy"
"Home Office","Independent Safeguarding Authority","Performance, Partnerships & Corporate Change","ISA005","Level 4","25197","29681","Press Officer","1.00","Communications"
"Home Office","Independent Safeguarding Authority","Performance, Partnerships & Corporate Change","ISA005","Level 4","25197","29681","Research Officer","1.00","Policy"
