De ref,school name,address 1,town,postcode,school type,management type,constituency,council,rural     
4016401,Pond Park Primary School,63 POND PARK ROAD,LISBURN,BT283BF,Primary,Controlled,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Urban
4016417,Maghaberry Primary School,17A MAGHABERRY ROAD,CRAIGAVON,BT670JE,Primary,Controlled,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Rural
4016430,Ballymagee Primary School,77 ASHBURY AVENUE,BANGOR,BT196ZG,Primary,Controlled,NORTH DOWN,ARDS AND NORTH DOWN,Urban
4016441,Ballymacash Primary School,16 BROKERSTOWN ROAD,LISBURN,BT282EE,Primary,Controlled,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Urban
4016503,Brooklands Primary School,2A BROOKLANDS AVENUE,BELFAST,BT162PA,Primary,Controlled,BELFAST EAST,LISBURN AND CASTLEREAGH,Urban
4016615,Riverdale Primary School,288 BALLYNAHINCH ROAD,LISBURN,BT275LX,Primary,Controlled,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Rural
4016636,Meadow Bridge Primary School,3 LANY ROAD,HILLSBOROUGH,BT266JR,Primary,Controlled,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Rural
4016649,"Downshire Primary School,Hillsborough",7 BALLYNAHINCH ROAD,HILLSBOROUGH,BT266AR,Primary,Controlled,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Rural
4016650,Cumran Primary School,17 THE SQUARE,DOWNPATRICK,BT308RB,Primary,Controlled,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
4016681,Glasswater Primary School,6 JOHN STREET,DOWNPATRICK,BT309EG,Primary,Controlled,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
4030573,Ballymacward Primary School,22 ROCK ROAD,LISBURN,BT283SU,Primary,Catholic Maintained,SOUTH ANTRIM,LISBURN AND CASTLEREAGH,Rural
4030823,Ballymacrickett Primary School,41 SCROGGY ROAD,CRUMLIN,BT294NE,Primary,Catholic Maintained,SOUTH ANTRIM,LISBURN AND CASTLEREAGH,Rural
4030897,"St Joseph's Primary School, Lisburn",42 CASTLE STREET,LISBURN,BT274XE,Primary,Catholic Maintained,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Urban
4031231,"St Joseph's Primary School, Ballycruttle",45 BALLYCRUTTLE ROAD,DOWNPATRICK,BT307EL,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
4031328,"Christ The King Primary School, Ballynahinch",9 DRUMSNADE ROAD,BALLYNAHINCH,BT248NG,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
4031350,"St Malachy's Primary School, Kilclief",8 KILCLIEF ROAD,DOWNPATRICK,BT307PA,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
4031485,St Caolan's Primary School,7 DARRAGH CROSS,BALLYNAHINCH,BT247EQ,Primary,Catholic Maintained,STRANGFORD,NEWRY MOURNE AND DOWN,Rural
4031526,"St Patrick's Primary School, Saul",16 ST PATRICK'S ROAD,DOWNPATRICK,BT307JQ,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
4031531,"St Francis' Primary School, Drumaroad",18 CHAPEL LANE,CASTLEWELLAN,BT319PQ,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
4031550,"St Joseph's Primary School, Crossgar",4 BALLYNAHINCH ROAD,CROSSGAR,BT309HS,Primary,Catholic Maintained,STRANGFORD,NEWRY MOURNE AND DOWN,Rural
4031628,"St Patrick's Primary School, Holywood",CHURCH VIEW,HOLYWOOD,BT189LN,Primary,Catholic Maintained,NORTH DOWN,ARDS AND NORTH DOWN,Urban
4031660,"St Joseph's Primary School, Carryduff",8 KNOCKBRACKEN DRIVE,BELFAST,BT88EX,Primary,Catholic Maintained,BELFAST SOUTH,LISBURN AND CASTLEREAGH,Urban
4031662,"St Mary's Primary School, Comber",KILLINCHY STREET,NEWTOWNARDS,BT235AP,Primary,Catholic Maintained,STRANGFORD,ARDS AND NORTH DOWN,Urban
4031663,"St Joseph's Primary School, Carnacaville",25 CARNACAVILLE ROAD,NEWCASTLE,BT330JS,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
4031665,"St Patrick's Primary School, Ballynahinch",38A MAIN STREET,BALLYNAHINCH,BT248DN,Primary,Catholic Maintained,STRANGFORD,NEWRY MOURNE AND DOWN,Urban
4031671,"St Patrick's Primary School, Castlewellan",30 BURRENREAGH ROAD,CASTLEWELLAN,BT319HH,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
4031672,"St Mary's Primary School, Saintfield",27 OLD GRAND JURY ROAD,SAINTFIELD,BT247JD,Primary,Catholic Maintained,STRANGFORD,NEWRY MOURNE AND DOWN,Rural
4031673,"St Mary's Primary School, Ardglass",82 STRANGFORD ROAD,ARDGLASS,BT307SS,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
4031676,"St Bernard's Primary School, Belfast",46 WYNCHURCH WALK,BELFAST,BT60JS,Primary,Catholic Maintained,BELFAST SOUTH,BELFAST,Urban
4033002,"St Mary's Primary School, Aughlisnafin",5 AUGHLISNAFIN ROAD,CASTLEWELLAN,BT319JP,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
4033005,"St Joseph's Primary School, Strangford",31 DOWNPATRICK ROAD,STRANGFORD,BT307LZ,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
4033007,"St Macartan's Primary School, Downpatrick",44 LOUGHINISLAND ROAD,DOWNPATRICK,BT308PZ,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
4033008,"St Anne's Primary School, Donaghadee",9 MILLISLE ROAD,DONAGHADEE,BT210HY,Primary,Catholic Maintained,NORTH DOWN,ARDS AND NORTH DOWN,Urban
4033012,The Holy Family Primary School,1 DRUMNACONAGHER ROAD,DOWNPATRICK,BT309AN,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
4033017,St Finian's Primary School,37-39 ANN STREET,NEWTOWNARDS,BT237AD,Primary,Catholic Maintained,STRANGFORD,ARDS AND NORTH DOWN,Urban
4033028,"St Patrick's Primary School, Portaferry",10 BALLYGALGET ROAD,NEWTOWNARDS,BT221NE,Primary,Catholic Maintained,STRANGFORD,ARDS AND NORTH DOWN,Rural
4033036,"St Mary's Primary School, Killyleagh",37 SLOANE CRESCENT,DOWNPATRICK,BT309RB,Primary,Catholic Maintained,STRANGFORD,NEWRY MOURNE AND DOWN,Rural
4033037,"St Joseph's Primary School, Tyrella",24 TYRELLA ROAD,DOWNPATRICK,BT308DF,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
4033040,"St Brigid's Primary School, Downpatrick",22 RATHKELTAIR ROAD,DOWNPATRICK,BT306NL,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Urban
4033306,St Aloysius Primary School,7 BALLINDERRY ROAD,LISBURN,BT281TB,Primary,Catholic Maintained,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Urban
4033307,"St Colman's Primary School, Lisburn",109 QUEENSWAY,LISBURN,BT274QS,Primary,Catholic Maintained,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Urban
4036016,"St Joseph's Primary School, Killough",58-62 MAIN STREET,KILLOUGH,BT307QD,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
4036036,"St Malachy's Primary School, Kilcoo",4 BALLYMONEY ROAD,NEWRY,BT345HU,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
4036113,"St Nicholas' Primary School, Ardglass",21 DOWNPATRICK ROAD,ARDGLASS,BT307SF,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
4036133,"Sacred Heart Primary School, Dundrum",27 MAIN STREET,NEWCASTLE,BT330LU,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
4036146,"St Comgall's Primary School, Bangor",25 BRUNSWICK ROAD,BANGOR,BT203DS,Primary,Catholic Maintained,NORTH DOWN,ARDS AND NORTH DOWN,Urban
4036148,"St Malachy's Primary School, Bangor",197 CLANDEBOYE ROAD,BANGOR,BT191AA,Primary,Catholic Maintained,NORTH DOWN,ARDS AND NORTH DOWN,Urban
4036182,"St Colmcille's Primary School, Downpatrick",68A GLEBETOWN DRIVE,DOWNPATRICK,BT306PZ,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Urban
4036285,The Good Shepherd Primary School,9 GOOD SHEPHERD ROAD,BELFAST,BT170PJ,Primary,Catholic Maintained,BELFAST WEST,BELFAST,Urban
4036428,"St Mary's Primary School, Kircubbin",3 CHURCH GROVE,NEWTOWNARDS,BT222SU,Primary,Catholic Maintained,STRANGFORD,ARDS AND NORTH DOWN,Rural
4036454,"St Malachy's Primary School, Castlewellan",33 LOWER SQUARE,CASTLEWELLAN,BT319DN,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
4036455,"St Patrick's Primary School, Legamaddy",LEGAMADDY,DOWNPATRICK,BT308AR,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
4036480,St Kieran's Primary School,9 BELL STEEL ROAD,BELFAST,BT170PB,Primary,Catholic Maintained,BELFAST WEST,BELFAST,Urban
4036530,"St Mary's Primary School, Portaferry",58 WINDMILL HILL,NEWTOWNARDS,BT221RH,Primary,Catholic Maintained,STRANGFORD,ARDS AND NORTH DOWN,Rural
4036591,Our Lady Queen of Peace Primary School,1 CHERRY ROAD,BELFAST,BT170RW,Primary,Catholic Maintained,BELFAST WEST,BELFAST,Urban
4036618,Christ the Redeemer Primary School,LAGMORE DRIVE,BELFAST,BT170TG,Primary,Catholic Maintained,BELFAST WEST,BELFAST,Urban
4036635,"St Mary's Primary School, Newcastle",BEECHFIELD PARK,NEWCASTLE,BT330BD,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Urban
4036642,St Ita's Primary School,4 ALDERWOOD HILL,BELFAST,BT86YY,Primary,Catholic Maintained,BELFAST SOUTH,LISBURN AND CASTLEREAGH,Urban
4036693,Our Lady and St Patrick Primary School,EDWARD STREET,DOWNPATRICK,BT306JD,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Urban
4036702,Holy Evangelist Primary School,GLASVEY DRIVE,BELFAST,BT179PA,Primary,Catholic Maintained,BELFAST WEST,BELFAST,Urban
4046600,Scoil na Fuiseoige,40 GARDENMORE ROAD,BELFAST,BT170DF,Primary,Other Maintained,BELFAST WEST,BELFAST,Urban
4046648,Bunscoil Bheanna Boirche,27 BUNKER'S HILL,CASTLEWELLAN,BT319EB,Primary,Other Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
4051569,Kircubbin Integrated Primary School,22 COOKS BRAE,NEWTOWNARDS,BT222SQ,Primary,Controlled Integrated,STRANGFORD,ARDS AND NORTH DOWN,Rural
4051601,Portaferry Integrated Primary School,HIGH STREET,NEWTOWNARDS,BT221QU,Primary,Controlled Integrated,STRANGFORD,ARDS AND NORTH DOWN,Rural
4051680,Bangor Central Integrated Primary School,6 CASTLE PARK ROAD,BANGOR,BT204TF,Primary,Controlled Integrated,NORTH DOWN,ARDS AND NORTH DOWN,Urban
4053009,Annsborough Primary School,51 BALLYLOUGH ROAD,CASTLEWELLAN,BT319NN,Primary,Controlled Integrated,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
4053020,Glencraig Integrated Primary School,34 SEAHILL ROAD,HOLYWOOD,BT180DJ,Primary,Controlled Integrated,NORTH DOWN,ARDS AND NORTH DOWN,Rural
4053308,Fort Hill Integrated Primary School,LOW ROAD,LISBURN,BT274TJ,Primary,Controlled Integrated,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Urban
4056541,All Childrens Integrated Primary School,3A KING STREET,NEWCASTLE,BT330HD,Primary,Controlled Integrated,SOUTH DOWN,NEWRY MOURNE AND DOWN,Urban
4056709,Killyleagh Primary School,12 SHRIGLEY ROAD,DOWNPATRICK,BT309SR,Primary,Controlled Integrated,STRANGFORD,NEWRY MOURNE AND DOWN,Rural
4056710,Loughries Primary School,2 BALLYBLACK ROAD,NEWTOWNARDS,BT238SR,Primary,Controlled Integrated,STRANGFORD,ARDS AND NORTH DOWN,Rural
4066579,Loughview Integrated Primary School,63 CHURCH ROAD,BELFAST,BT69SA,Primary,GMI,BELFAST SOUTH,BELFAST,Rural
4066588,Cedar Integrated Primary School,29 KILMORE ROAD,CROSSGAR,BT309HJ,Primary,GMI,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
4066611,Oakwood Integrated Primary School,48 THE CUTTS,BELFAST,BT179HN,Primary,GMI,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Urban
4066644,Millennium Integrated Primary School,139A BELFAST ROAD,SAINTFIELD,BT247HF,Primary,GMI,STRANGFORD,LISBURN AND CASTLEREAGH,Rural
4066668,Drumlins Integrated Primary School,43 LISBURN ROAD,BALLYNAHINCH,BT248TT,Primary,GMI,STRANGFORD,NEWRY MOURNE AND DOWN,Urban
4066682,Rowandale Integrated Primary School,18 CLAREHILL ROAD,MOIRA,BT670PB,Primary,GMI,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Rural
4610063,Regent House Prep Dept,CIRCULAR ROAD,NEWTOWNARDS,BT234QA,prep dept,Controlled,STRANGFORD,ARDS AND NORTH DOWN,Urban
4620044,"Sullivan Upper School, Prep Dept",1 ALEXANDRA PARK,HOLYWOOD,BT189ET,prep dept,Voluntary,NORTH DOWN,ARDS AND NORTH DOWN,Urban
4620050,Friend's School Prep Dept,6 MAGHERALAVE ROAD,LISBURN,BT283BH,prep dept,Voluntary,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Urban
4620051,"Wallace High School, Prep Dept",12A CLONEVIN PARK,LISBURN,BT283AD,prep dept,Voluntary,LAGAN VALLEY,LISBURN AND CASTLEREAGH,Urban
5010909,Foley County Primary School,60 BALLYMACNAB ROAD,ARMAGH,BT602QS,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5010992,Lurgan Model Primary School,BROWNLOW TERRACE,LURGAN,BT679AT,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5011019,Mullaglass Primary School,8 GORAGH ROAD,NEWRY,BT356PZ,Primary,Controlled,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural
5011095,Mullavilly Primary School,46 MULLAVILLY ROAD,TANDRAGEE,BT622LX,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5011112,Hardy Memorial Primary School,22 THE NEW LINE,ARMAGH,BT619QR,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5011115,Armstrong Primary School,6 COLLEGE HILL,ARMAGH,BT619DF,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5011116,Tandragee Primary School,7 PORTADOWN ROAD,TANDRAGEE,BT622BB,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5011117,Drumsallen Primary School,1 DERNASIGH ROAD,ARMAGH,BT604PA,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5011119,Darkley Primary School,71 MOSS ROW,ARMAGH,BT603BG,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5011124,"Kings Park Primary School, Lurgan",24A AVENUE ROAD,LURGAN,BT667BB,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5011127,"Carrick Primary School, Lurgan",SLOAN AVENUE,LURGAN,BT668NY,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5011129,Hart Memorial Primary School,CHARLES STREET,CRAIGAVON,BT624BD,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5011132,Killylea Primary School,150 KILLYLEA ROAD,ARMAGH,BT604LN,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5011137,Newtownhamilton Primary School,8 SCHOOL ROAD,NEWRY,BT350DQ,Primary,Controlled,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural
5011142,Clare Primary School,58 CLOGHOGE ROAD,TANDRAGEE,BT622HB,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5011152,Kingsmills Primary School,63 DRUMNAHUNSHIN ROAD,ARMAGH,BT602TA,Primary,Controlled,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural
5011153,Lisnadill Primary School,7 DRUMCONWELL ROAD,ARMAGH,BT602PS,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5011157,Derryhale Primary School,116 DERRYHALE ROAD,PORTADOWN,BT623SR,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5011161,Mountnorris Primary School,7 MAIN STREET,ARMAGH,BT602TR,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5011165,Rich Mount Primary School,105 MOY ROAD,PORTADOWN,BT621QP,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5011174,Birches Primary School,14 CLONMAKATE ROAD,CRAIGAVON,BT621LR,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5011175,Cortamlet Primary School,19 CORTAMLET ROAD,NEWRY,BT350EE,Primary,Controlled,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural
5011179,Bessbrook Primary School,14 CHURCH ROAD,NEWRY,BT357AQ,Primary,Controlled,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural
5011189,"Edenderry Primary School, Portadown",PRINCESS WAY,PORTADOWN,BT635EP,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5011190,Tullygally Primary School,21 MEADOWBROOK ROAD,LURGAN,BT655AA,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5011520,Dromore Road Primary School,UPPER DROMORE ROAD,WARRENPOINT,BT343JH,Primary,Controlled,SOUTH DOWN,NEWRY MOURNE AND DOWN,Urban
5011575,Dromore Central Primary School,2 BANBRIDGE ROAD,DROMORE,BT251AD,Primary,Controlled,LAGAN VALLEY,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5011594,Abercorn Primary School,NEWRY ROAD,BANBRIDGE,BT323HR,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5011596,Gilford Primary School,CASTLE HILL,CRAIGAVON,BT636HH,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5011598,Waringstown Primary School,1 BANBRIDGE ROAD,CRAIGAVON,BT667QH,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5011602,Bleary Primary School,6 DEAN'S ROAD,CRAIGAVON,BT668TD,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5011611,Iveagh Primary School,17 CASTLE HILL,NEWRY,BT345NH,Primary,Controlled,SOUTH DOWN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5011617,Ballydown Primary School,64 LISNAREE ROAD,BANBRIDGE,BT324JN,Primary,Controlled,SOUTH DOWN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5011649,Kilkeel Primary School,130 HARBOUR ROAD,KILKEEL,BT344AT,Primary,Controlled,SOUTH DOWN,NEWRY MOURNE AND DOWN,Urban
5011651,Milltown Primary School,167 LURGAN ROAD,BANBRIDGE,BT324NR,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5011664,Scarva Primary School,80 MAIN STREET,CRAIGAVON,BT636NS,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5011684,Annalong Primary School,31 KILKEEL ROAD,NEWRY,BT344TH,Primary,Controlled,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
5011687,Maralin Village Primary School,2 STEPS ROAD,CRAIGAVON,BT670QZ,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5012280,Moneymore Primary School,2A NORTHLAND DRIVE,MAGHERAFELT,BT457QT,Primary,Controlled,MID ULSTER,MID ULSTER,Rural
5012538,Churchill Primary School,4 CHURCH HILL ROAD,CALEDON,BT684UY,Primary,Controlled,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural
5012611,Lisfearty Primary School,64 FARRITER ROAD,DUNGANNON,BT701SH,Primary,Controlled,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural
5012615,Ballytrea Primary School,52 GORTNASKEA ROAD,DUNGANNON,BT715NY,Primary,Controlled,MID ULSTER,MID ULSTER,Rural
5012621,Aughnacloy Primary School,1 CARNTEEL ROAD,AUGHNACLOY,BT696DU,Primary,Controlled,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural
5012632,Donaghmore Primary School,35 MAIN STREET,DUNGANNON,BT703EZ,Primary,Controlled,MID ULSTER,MID ULSTER,Rural
5012635,Augher Central Primary,17 KNOCKMANY ROAD,AUGHER,BT770BE,Primary,Controlled,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural
5012636,Moy Regional Primary School,12 DUNGANNON ROAD,DUNGANNON,BT717SN,Primary,Controlled,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural
5012643,Stewartstown Primary School,33 HILLHEAD,STEWARTSTOWN,BT715HY,Primary,Controlled,MID ULSTER,MID ULSTER,Rural
5012646,Howard Primary School,2 MAIN ROAD,DUNGANNON,BT717QR,Primary,Controlled,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Urban
5012649,Coagh Primary School,31 URBAL ROAD,COOKSTOWN,BT800DW,Primary,Controlled,MID ULSTER,MID ULSTER,Rural
5012657,Walker Memorial Primary School,19 ANNAGHMAKEOWN ROAD,DUNGANNON,BT703DQ,Primary,Controlled,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural
5012696,Carntall Primary School,5 AGHINTAIN ROAD,CLOGHER,BT760UY,Primary,Controlled,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural
5012719,Newmills Primary School,96 FARLOUGH ROAD,DUNGANNON,BT714DX,Primary,Controlled,MID ULSTER,MID ULSTER,Rural
5012720,Dungannon Primary School,CIRCULAR ROAD,DUNGANNON,BT716BE,Primary,Controlled,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Urban
5012726,Cookstown Primary School,COOLNAFRANKY DEMESNE,COOKSTOWN,BT808PF,Primary,Controlled,MID ULSTER,MID ULSTER,Urban
5013019,"Edenderry Primary School, Banbridge",1A LURGAN ROAD,BANBRIDGE,BT324AF,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5013702,Woods Primary School,38 OAKLEA ROAD,MAGHERAFELT,BT456HX,Primary,Controlled,MID ULSTER,MID ULSTER,Rural
5016007,Millington Primary School,CRAIGAVON AVENUE,CRAIGAVON,BT623HQ,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5016027,Drumhillery Primary School,58 DRUMHILLERY ROAD,ARMAGH,BT603QB,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5016065,Dickson Primary School,POLLOCK DRIVE,LURGAN,BT668LJ,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5016078,Poyntzpass Primary School,1 TANDRAGEE ROAD,POYNTZPASS,BT356SL,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5016079,The Cope Primary School,12 BALLYGASSEY ROAD,ARMAGH,BT618HY,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5016080,Drumgor Primary School,DRUMGOR ROAD,CRAIGAVON,BT655BP,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5016088,Fivemiletown Primary School,166 BALLAGH ROAD,FIVEMILETOWN,BT750QP,Primary,Controlled,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural
5016098,Brackenagh West Primary School,22 CHURCH ROAD,KILKEEL,BT344QB,Primary,Controlled,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
5016117,Ballyoran Primary School,BALLYORAN PARK,PORTADOWN,BT621JY,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5016138,Bocombra Primary School,1 OLD LURGAN ROAD,PORTADOWN,BT635SG,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5016141,Churchtown Primary School,36 MUFF ROAD,COOKSTOWN,BT809XA,Primary,Controlled,MID ULSTER,MID ULSTER,Rural
5016178,Donacloney Primary School,BAIRD AVENUE,CRAIGAVON,BT667LP,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5016179,Hamiltonsbawn Primary School,113 ANNAREAGH ROAD,ARMAGH,BT619SA,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5016200,"Queen Elizabeth II Primary School, Pomeroy",3 EDENDOIT ROAD,DUNGANNON,BT702RW,Primary,Controlled,MID ULSTER,MID ULSTER,Rural
5016221,Orritor Primary School,249 ORRITOR ROAD,COOKSTOWN,BT809NE,Primary,Controlled,MID ULSTER,MID ULSTER,Rural
5016224,Donaghey Primary School,28 KILLYGARVIN ROAD,DUNGANNON,BT714DA,Primary,Controlled,MID ULSTER,MID ULSTER,Rural
5016391,Bush Primary School,31 MULLAGHTEIGE ROAD,DUNGANNON,BT716QU,Primary,Controlled,MID ULSTER,MID ULSTER,Rural
5016436,Markethill Primary School,14 MOWHAN ROAD,ARMAGH,BT601RQ,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5016451,Windsor Hill Primary School,CHURCH AVENUE,NEWRY,BT341DY,Primary,Controlled,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Urban
5016543,Moyallon Primary School,103 MOYALLON ROAD,CRAIGAVON,BT635JY,Primary,Controlled,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5016599,Fair Hill Primary School,4 TULLYNISKEY ROAD,DROMORE,BT252PJ,Primary,Controlled,LAGAN VALLEY,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
