De ref,school name,address 1,town,postcode,school type,management type,constituency,council,rural     
2032682,"St Eugene's Primary School, Victoria Bridge",58 FYFIN ROAD,STRABANE,BT829JH,Primary,Catholic Maintained,WEST TYRONE,DERRY CITY AND STRABANE,Rural
2032683,"St Joseph's Primary School, Glenmornan",82 MOORLOUGH ROAD,STRABANE,BT820ER,Primary,Catholic Maintained,WEST TYRONE,DERRY CITY AND STRABANE,Rural
2032684,St Lawrence's Primary School,7 TATTYMOYLE ROAD,OMAGH,BT782NR,Primary,Catholic Maintained,WEST TYRONE,FERMANAGH AND OMAGH,Rural
2032685,"St Brigid's Primary School, Cranagh",223 GLENELLY ROAD,OMAGH,BT798LR,Primary,Catholic Maintained,WEST TYRONE,DERRY CITY AND STRABANE,Rural
2032688,"St Eugene's Primary School, Tyrcur",40 DUNBREEN VIEW ROAD,OMAGH,BT797SN,Primary,Catholic Maintained,WEST TYRONE,FERMANAGH AND OMAGH,Rural
2032694,St Caireall's Primary School,36 TRIENAMONGAN ROAD,CASTLEDERG,BT817XF,Primary,Catholic Maintained,WEST TYRONE,DERRY CITY AND STRABANE,Rural
2032700,"St Joseph's Primary School, Drumquin",32 OMAGH ROAD,OMAGH,BT784QY,Primary,Catholic Maintained,WEST TYRONE,FERMANAGH AND OMAGH,Rural
2032704,Recarson Primary School,68 ARVALEE ROAD,OMAGH,BT790NE,Primary,Catholic Maintained,WEST TYRONE,FERMANAGH AND OMAGH,Rural
2032705,"St Patrick's Primary School, Eskra",171 NEWTOWNSAVILLE ROAD,OMAGH,BT782RJ,Primary,Catholic Maintained,WEST TYRONE,FERMANAGH AND OMAGH,Rural
2032721,"Sacred Heart Primary School, Tattyreagh",6 LETFERN AVENUE,OMAGH,BT781LA,Primary,Catholic Maintained,WEST TYRONE,FERMANAGH AND OMAGH,Rural
2032722,Altishane Primary School,139 DUNNYBOE ROAD,STRABANE,BT820RE,Primary,Catholic Maintained,WEST TYRONE,DERRY CITY AND STRABANE,Rural
2032723,Roscavey Primary School,136 CLOGHERNY ROAD,OMAGH,BT790RE,Primary,Catholic Maintained,WEST TYRONE,FERMANAGH AND OMAGH,Rural
2032724,Loughash Primary School,53 AGHAFAD ROAD,STRABANE,BT820QG,Primary,Catholic Maintained,WEST TYRONE,DERRY CITY AND STRABANE,Rural
2032730,"St Columba's Primary School, Clady",86 BELLSPARK ROAD,STRABANE,BT829QY,Primary,Catholic Maintained,WEST TYRONE,DERRY CITY AND STRABANE,Rural
2032731,"St Teresa's Primary School, Loughmacrory",166 LOUGHMACRORY ROAD,OMAGH,BT799LG,Primary,Catholic Maintained,WEST TYRONE,FERMANAGH AND OMAGH,Rural
2032737,"St Columbkille's Primary School, Carrickmore",2 ROCKSTOWN ROAD,OMAGH,BT799BE,Primary,Catholic Maintained,WEST TYRONE,FERMANAGH AND OMAGH,Rural
2033706,Faughanvale Primary School,3 VALE ROAD,LONDONDERRY,BT473EE,Primary,Catholic Maintained,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Rural
2033707,Mullabuoy Primary School,60 LETTERSHENDONY AVENUE,LONDONDERRY,BT473HZ,Primary,Catholic Maintained,FOYLE,DERRY CITY AND STRABANE,Rural
2033708,St Aidan's Primary School Magilligan,552 SEACOAST ROAD,LIMAVADY,BT490LL,Primary,Catholic Maintained,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Rural
2036008,"St Patrick's Primary School, Newtownstewart",59 DUBLIN STREET,OMAGH,BT784AQ,Primary,Catholic Maintained,WEST TYRONE,DERRY CITY AND STRABANE,Rural
2036032,"St John's Primary School, Bligh's Lane",BLIGH'S LANE,LONDONDERRY,BT489PJ,Primary,Catholic Maintained,FOYLE,DERRY CITY AND STRABANE,Urban
2036045,"St Canice's Primary School, Dungiven",11 CURRAGH ROAD,LONDONDERRY,BT474SE,Primary,Catholic Maintained,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Rural
2036069,"St Anne's Primary School, Derry",32-40 UPPER NASSAU STREET,LONDONDERRY,BT480EY,Primary,Catholic Maintained,FOYLE,DERRY CITY AND STRABANE,Urban
2036070,"St Joseph's Primary School, Ederney",12 ARDVARNEY ROAD,ENNISKILLEN,BT930HA,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND OMAGH,Rural
2036082,"St Colmcilles Primary School, Claudy",23 MAIN STREET,LONDONDERRY,BT474HR,Primary,Catholic Maintained,EAST LONDONDERRY,DERRY CITY AND STRABANE,Rural
2036084,Steelstown Primary School,40 STEELSTOWN ROAD,LONDONDERRY,BT488EX,Primary,Catholic Maintained,FOYLE,DERRY CITY AND STRABANE,Urban
2036085,St Peter's & St Paul's Primary School,296 FOREGLEN ROAD,LONDONDERRY,BT474PJ,Primary,Catholic Maintained,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Rural
2036090,"St Naile's Primary School, Kinawley",5 CORRAMEEN ROAD,ENNISKILLEN,BT924FJ,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND OMAGH,Rural
2036094,"St Patrick's Primary School, Castlederg",73 CASTLEFIN ROAD,CASTLEDERG,BT817EE,Primary,Catholic Maintained,WEST TYRONE,DERRY CITY AND STRABANE,Rural
2036095,"St Mary's Primary School, Cloughcor",20 CLOUGHCOR ROAD,STRABANE,BT820BE,Primary,Catholic Maintained,WEST TYRONE,DERRY CITY AND STRABANE,Rural
2036097,"St Peter's Primary School, Plumbridge",415 LISNARAGH ROAD,OMAGH,BT798AF,Primary,Catholic Maintained,WEST TYRONE,DERRY CITY AND STRABANE,Rural
2036105,St Martin's Primary School,32 BROLLAGH ROAD,ENNISKILLEN,BT934AE,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND OMAGH,Rural
2036107,"St Joseph's Primary School, Lisnaskea",400 DERNAWILT ROAD,ENNISKILLEN,BT925BE,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND OMAGH,Rural
2036116,"St Conor's Primary School, Omagh",109 BROOKMOUNT ROAD,OMAGH,BT785JQ,Primary,Catholic Maintained,WEST TYRONE,FERMANAGH AND OMAGH,Urban
2036142,"St Brigid's Primary School, Carnhill",3 GLENGALLIAGH ROAD,LONDONDERRY,BT488BZ,Primary,Catholic Maintained,FOYLE,DERRY CITY AND STRABANE,Urban
2036143,"St Oliver Plunkett Primary School, Strathfoyle",28 PARKMORE DRIVE,LONDONDERRY,BT476XA,Primary,Catholic Maintained,FOYLE,DERRY CITY AND STRABANE,Rural
2036149,"St Finlough's Primary School, Sistrakeel",138 TARTNAKELLY ROAD,LIMAVADY,BT499JL,Primary,Catholic Maintained,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Rural
2036153,St Scire's Primary School,2 EFFERNAN ROAD,OMAGH,BT783RB,Primary,Catholic Maintained,WEST TYRONE,FERMANAGH AND OMAGH,Rural
2036181,"St Mary's Primary School, Teemore",121 TEEMORE ROAD,ENNISKILLEN,BT929QF,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND OMAGH,Rural
2036186,"St Dympna's Primary School, Dromore,",2 OLD CREAMERY ROAD,OMAGH,BT783GA,Primary,Catholic Maintained,WEST TYRONE,FERMANAGH AND OMAGH,Rural
2036187,"St John's Primary School, Dernaflaw",432 FOREGLEN ROAD,LONDONDERRY,BT474PN,Primary,Catholic Maintained,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Rural
2036213,"St Columban's Primary School, Belcoo",66 LATTONE ROAD,ENNISKILLEN,BT935DS,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND OMAGH,Rural
2036227,"St Paul's Primary School, Slievemore",7 MOSS ROAD,LONDONDERRY,BT488JZ,Primary,Catholic Maintained,FOYLE,DERRY CITY AND STRABANE,Urban
2036247,"St Columba's Primary School, Newbuildings",2 DUNCASTLE ROAD,LONDONDERRY,BT472QS,Primary,Catholic Maintained,FOYLE,DERRY CITY AND STRABANE,Rural
2036258,"St Davog's Primary School, Belleek",14 BOA ISLAND ROAD,ENNISKILLEN,BT933FJ,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND OMAGH,Rural
2036259,"Sacred Heart Primary School, Trench Road",10 TRENCH ROAD,LONDONDERRY,BT472DT,Primary,Catholic Maintained,FOYLE,DERRY CITY AND STRABANE,Urban
2036288,Good Shepherd Primary School,42 DUNGIVEN ROAD,LONDONDERRY,BT476BW,Primary,Catholic Maintained,FOYLE,DERRY CITY AND STRABANE,Urban
2036291,"St Oliver Plunkett Primary School, Beragh",9 LARAGH ROAD,OMAGH,BT790TH,Primary,Catholic Maintained,WEST TYRONE,FERMANAGH AND OMAGH,Rural
2036356,"St Mary's Primary School, Tempo",28 EDENMORE LANE,ENNISKILLEN,BT943HU,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND OMAGH,Rural
2036387,"St Patrick's Primary School, Donemana",49 LISNARAGH ROAD,STRABANE,BT820QN,Primary,Catholic Maintained,WEST TYRONE,DERRY CITY AND STRABANE,Rural
2036415,"Our Lady of Lourdes Primary School, Omagh",279 CROCKANBOY ROAD,OMAGH,BT797QP,Primary,Catholic Maintained,WEST TYRONE,FERMANAGH AND OMAGH,Rural
2036449,"Christ The King Primary School, Omagh",34 GORTIN ROAD,OMAGH,BT797HX,Primary,Catholic Maintained,WEST TYRONE,FERMANAGH AND OMAGH,Urban
2036458,"St Mary?s Primary School, Gortnaghey",85 GORTNAGHEY ROAD,LONDONDERRY,BT474PZ,Primary,Catholic Maintained,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Rural
2036459,"St Theresa's Primary School, Glebe",GARVAN ROAD,STRABANE,BT829NZ,Primary,Catholic Maintained,WEST TYRONE,DERRY CITY AND STRABANE,Rural
2036461,"St Therese's Primary School, Lenamore",1 HEATHER ROAD EAST,LONDONDERRY,BT488NX,Primary,Catholic Maintained,FOYLE,DERRY CITY AND STRABANE,Urban
2036465,Chapel Road Primary School,KNOCKDARA PARK,LONDONDERRY,BT472BD,Primary,Catholic Maintained,FOYLE,DERRY CITY AND STRABANE,Urban
2036472,"Holy Family Primary School, Ballymagroarty",3 AILEACH ROAD,LONDONDERRY,BT480AZ,Primary,Catholic Maintained,FOYLE,DERRY CITY AND STRABANE,Urban
2036473,"St Eithne's Primary School, Ballymagroarty",26 SPRINGTOWN ROAD,LONDONDERRY,BT480LT,Primary,Catholic Maintained,FOYLE,DERRY CITY AND STRABANE,Urban
2036475,Longtower Primary School,59 LONGTOWER STREET,LONDONDERRY,BT486QQ,Primary,Catholic Maintained,FOYLE,DERRY CITY AND STRABANE,Urban
2036533,Hollybush Primary School,10 ARDAN ROAD,LONDONDERRY,BT488JN,Primary,Catholic Maintained,FOYLE,DERRY CITY AND STRABANE,Rural
2036555,"St Eugene's Primary School, Londonderry",4 FRANCIS STREET,LONDONDERRY,BT487DS,Primary,Catholic Maintained,FOYLE,DERRY CITY AND STRABANE,Urban
2036557,All Saints Primary School,42 TATTYSALLAGH ROAD,OMAGH,BT785BR,Primary,Catholic Maintained,WEST TYRONE,FERMANAGH AND OMAGH,Rural
2036574,Bunscoil Cholmcille,40A STEELSTOWN ROAD,LONDONDERRY,BT488EX,Primary,Catholic Maintained,FOYLE,DERRY CITY AND STRABANE,Urban
2036581,"St Patrick's Primary School, Pennyburn",1A COLLON LANE,LONDONDERRY,BT488QG,Primary,Catholic Maintained,FOYLE,DERRY CITY AND STRABANE,Urban
2036632,"Holy Trinity Primary School, Enniskillen",39 DERRIN ROAD,ENNISKILLEN,BT746AZ,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND OMAGH,Urban
2036659,"St Macartan's Primary School, Roslea",LACKY ROAD,ROSLEA,BT927NQ,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND OMAGH,Rural
2036674,"Holy Family Primary School, Omagh",BROOKMOUNT ROAD,OMAGH,BT785HZ,Primary,Catholic Maintained,WEST TYRONE,FERMANAGH AND OMAGH,Urban
2036696,"St Mary's Primary School, Strabane",44 MELMOUNT ROAD,STRABANE,BT829EF,Primary,Catholic Maintained,WEST TYRONE,DERRY CITY AND STRABANE,Urban
2036703,St Catherine?s Primary School,C/O PAROCHIAL HOUSE,STRABANE,BT828HD,Primary,Catholic Maintained,WEST TYRONE,DERRY CITY AND STRABANE,Urban
2046638,Gaelscoil U? Dhochartaigh,115A BALLYCOLMAN ESTATE,STRABANE,BT829AQ,Primary,Other Maintained,WEST TYRONE,DERRY CITY AND STRABANE,Urban
2046646,Gaelscoil Eadain Mhoir,128 LECKY ROAD,LONDONDERRY,BT486NP,Primary,Other Maintained,FOYLE,DERRY CITY AND STRABANE,Urban
2046669,Bunscoil an Traonaigh,10A DRUMBRUGHAS NORTH ROAD,LISNASKEA,BT920PE,Primary,Other Maintained,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND OMAGH,Rural
2046677,Gaelscoil na gCrann,DUN ULADH CULTURAL HERITAGE CENTRE,OMAGH,BT790GZ,Primary,Other Maintained,WEST TYRONE,FERMANAGH AND OMAGH,Urban
2046687,Gaelscoil na Daroige,12 COSHQUIN ROAD,LONDONDERRY,BT480ND,Primary,Other Maintained,FOYLE,DERRY CITY AND STRABANE,Urban
2046689,Gaelscoil Leim an Mhadaidh,57 CHURCH STREET,LIMAVADY,BT490BX,Primary,Other Maintained,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Urban
2052035,Groarty Primary School,17 COSHQUIN ROAD,LONDONDERRY,BT480ND,Primary,Controlled Integrated,FOYLE,DERRY CITY AND STRABANE,Urban
2066549,Enniskillen Integrated Primary School,2 DERRYGORE ROAD,ENNISKILLEN,BT744FH,Primary,GMI,FERMANAGH AND SOUTH TYRONE,FERMANAGH AND OMAGH,Urban
2066552,Omagh Integrated Primary School,DERGMONEY LANE,OMAGH,BT781PN,Primary,GMI,WEST TYRONE,FERMANAGH AND OMAGH,Urban
2066558,Oakgrove Integrated Primary School,19 LIMAVADY ROAD,LONDONDERRY,BT476JY,Primary,GMI,FOYLE,DERRY CITY AND STRABANE,Urban
2066665,Roe Valley Integrated Primary School,153 ROE MILL ROAD,LIMAVADY,BT499EX,Primary,GMI,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Urban
3010404,Tildarg Primary School,6 TILDARG ROAD,BALLYCLARE,BT399JU,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Rural
3010466,Longstone Primary School,82 CARNEARNEY ROAD,BALLYMENA,BT422PN,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Rural
3010470,Carnalbanagh Primary School,1 GLENVIEW ROAD,BALLYMENA,BT440DL,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Rural
3010486,Larne and Inver Primary School,1A GLYNN ROAD,LARNE,BT403AY,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Urban
3010553,Carrickfergus Model Primary School,4 BELFAST ROAD,CARRICKFERGUS,BT388BU,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Urban
3010558,Duneane Primary School,166 CHURCH ROAD,ANTRIM,BT413RD,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Rural
3010570,Straid Primary School,3 IRISH HILL ROAD,BALLYCLARE,BT399NQ,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Rural
3010572,Carrowreagh Primary School,110B FINVOY ROAD,BALLYMONEY,BT537JL,Primary,Controlled,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural
3010594,Garryduff Primary School,133 GARRYDUFF ROAD,BALLYMONEY,BT537DR,Primary,Controlled,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural
3010631,Ballyclare Primary School,DOAGH ROAD,BALLYCLARE,BT399BG,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Urban
3010642,Parkgate Primary School,79 GRANGE ROAD,BALLYCLARE,BT390DH,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Rural
3010646,Olderfleet Primary School,116-128 CURRAN ROAD,LARNE,BT401BX,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Urban
3010696,Woodburn Primary School,114 WOODBURN ROAD,CARRICKFERGUS,BT389AB,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Urban
3010714,Buick Memorial Primary School,62 MAIN STREET,BALLYMENA,BT421BW,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Rural
3010726,Dunseverick Primary School,215 WHITEPARK ROAD,BUSHMILLS,BT578SR,Primary,Controlled,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural
3010741,Creavery Primary School,38 THORNHILL ROAD,ANTRIM,BT412LH,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Rural
3010745,Loanends Primary School,192 SEVENMILE STRAIGHT,CRUMLIN,BT294YR,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Rural
3010754,Doagh Primary School,20 MAIN STREET,BALLYCLARE,BT390QL,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Rural
3010779,Thompson Primary School,42 MOSSLEY ROAD,BALLYCLARE,BT399RX,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Rural
3010780,Kirkinriola Primary School,5 CLOGHER ROAD,BALLYMENA,BT436TB,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Rural
3010781,Harryville Primary School,CASEMENT STREET,BALLYMENA,BT424BY,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Urban
3010785,"Eden Primary School, Carrickfergus",LARNE ROAD,CARRICKFERGUS,BT387NL,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Urban
3010787,Lislagan Primary School,50 LISLAGAN ROAD,BALLYMONEY,BT537JF,Primary,Controlled,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural
3010794,Gracehill Primary School,19 CHURCH ROAD,BALLYMENA,BT422NL,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Urban
3010795,Landhead Primary School,78 KILRAUGHTS ROAD,BALLYMONEY,BT537HL,Primary,Controlled,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural
3010796,"Eden Primary School, Ballymoney",33 VOW ROAD,BALLYMONEY,BT537PB,Primary,Controlled,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural
3010802,Ballynure Primary School,2 LISMENARY ROAD,BALLYCLARE,BT399UE,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Rural
3010804,Straidbilly Primary School,85 CARNBORE ROAD,BALLYMONEY,BT538EE,Primary,Controlled,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural
3010808,Glynn Primary School,26 MAIN ROAD,LARNE,BT403HF,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Rural
3010809,Ballycarry Primary School,23 HILLHEAD ROAD,CARRICKFERGUS,BT389HE,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Rural
3010816,Randalstown Central Primary School,4 CHURCH ROAD,ANTRIM,BT413AJ,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Urban
3010817,Greenisland Primary School,UPPER STATION ROAD,CARRICKFERGUS,BT388RA,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Urban
3010818,Moorfields Primary School,180 MOORFIELDS ROAD,BALLYMENA,BT423EF,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Rural
3010822,Groggan Primary School,179 PORTGLENONE ROAD,ANTRIM,BT413EU,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Rural
3010825,Carnaghts Primary School,48 VALLEY ROAD,BALLYMENA,BT422LX,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Rural
3010826,The Diamond Primary School,107 DREEN ROAD,BALLYMENA,BT421EE,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Rural
3010827,Whitehouse Primary School,2 DOAGH ROAD,NEWTOWNABBEY,BT379NZ,Primary,Controlled,BELFAST NORTH,ANTRIM AND NEWTOWNABBEY,Urban
3010828,Kilbride Primary School,56 MOYRA ROAD,BALLYCLARE,BT390SQ,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Rural
3010829,Antrim Primary School,31 STATION ROAD,ANTRIM,BT414AB,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Urban
3010834,Clough Primary School,20 DRUMAGROVE ROAD,BALLYMENA,BT449RY,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Rural
3010835,Kells & Connor Primary School,145 LIMINARY ROAD,BALLYMENA,BT423LS,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Rural
3010841,Carrickfergus Central Primary School,THOMAS STREET,CARRICKFERGUS,BT388AL,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Urban
3010842,The William Pinkerton Memorial Primary School,182 KNOCK ROAD,BALLYMONEY,BT538BB,Primary,Controlled,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural
3010846,Whiteabbey Primary School,20-30 OLD MANSE ROAD,NEWTOWNABBEY,BT370RU,Primary,Controlled,EAST ANTRIM,ANTRIM AND NEWTOWNABBEY,Urban
3010847,Portrush Primary School,75 CROCKNAMACK ROAD,PORTRUSH,BT568JW,Primary,Controlled,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Urban
3010850,Upper Ballyboley Primary School,36 BRAEPARK ROAD,BALLYCLARE,BT399UW,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Rural
3010860,Sunnylands Primary School,SUNNYLANDS AVENUE,CARRICKFERGUS,BT388JJ,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Urban
3010862,Abbots Cross Primary School,86 DOAGH ROAD,NEWTOWNABBEY,BT379QW,Primary,Controlled,BELFAST NORTH,ANTRIM AND NEWTOWNABBEY,Urban
3010870,Moyle Primary School,18 SALLAGH PARK,LARNE,BT401NS,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Urban
3010873,Bushmills Primary School,5 PRIESTLAND ROAD,BUSHMILLS,BT578QW,Primary,Controlled,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural
3010874,Whitehead Primary School,3 ISLANDMAGEE ROAD,CARRICKFERGUS,BT389NE,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Rural
3010875,Ballymena Primary School,101 BALLYMONEY ROAD,BALLYMENA,BT435BX,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Urban
3010878,Kilmoyle Primary School,77 BENVARDIN ROAD,BALLYMONEY,BT536NS,Primary,Controlled,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural
3010879,Straidhavern Primary School,3 STRAIDHAVERN ROAD,CRUMLIN,BT294SN,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Rural
3010880,"Kings Park Primary School, Newtownabbey",KING'S DRIVE,NEWTOWNABBEY,BT370DG,Primary,Controlled,BELFAST NORTH,ANTRIM AND NEWTOWNABBEY,Urban
3010883,Linn Primary School,70-74 KILLYGLEN ROAD,LARNE,BT402HT,Primary,Controlled,EAST ANTRIM,MID AND EAST ANTRIM,Urban
3010891,Fourtowns Primary School,59 CULLYBACKEY ROAD,BALLYMENA,BT421LA,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Rural
3010892,Ballytober Primary School,60 PRIESTLAND ROAD,BUSHMILLS,BT578UR,Primary,Controlled,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Rural
3010893,Knockahollet Primary School,79 KNOCKAHOLLET ROAD,BALLYMENA,BT449BA,Primary,Controlled,NORTH ANTRIM,CAUSEWAY COAST AND GLENS,Rural
3010895,Rathcoole Primary School,DERRYCOOLE WAY,NEWTOWNABBEY,BT379EL,Primary,Controlled,BELFAST NORTH,ANTRIM AND NEWTOWNABBEY,Urban
3012049,Carnalridge Primary School,135 ATLANTIC ROAD,PORTRUSH,BT568PB,Primary,Controlled,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Rural
3012065,Culcrow Primary School,129 CURRAGH ROAD,COLERAINE,BT514BT,Primary,Controlled,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Rural
3012225,Damhead Primary School,34 DAMHEAD ROAD,COLERAINE,BT521UF,Primary,Controlled,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Rural
3012229,Hezlett Primary School,1 BALLYWOOLEN ROAD,COLERAINE,BT514TZ,Primary,Controlled,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Rural
3012233,Tobermore Primary School,6 MAGHERA ROAD,MAGHERAFELT,BT455QB,Primary,Controlled,MID ULSTER,MID ULSTER,Rural
3012234,Ampertaine Primary School,94 KILREA ROAD,MAGHERA,BT465SB,Primary,Controlled,MID ULSTER,MID ULSTER,Rural
3012237,"Killowen Primary School, Coleraine",55 SHUTTLE HILL,COLERAINE,BT513BZ,Primary,Controlled,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Urban
3012250,Portstewart Primary School,22 CENTRAL AVENUE,PORTSTEWART,BT557BT,Primary,Controlled,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Urban
3012264,Millburn Primary School,2 GREENAWAY DRIVE,COLERAINE,BT522AQ,Primary,Controlled,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Urban
3012267,Magherafelt Controlled Primary School,32 CASTLEDAWSON ROAD,MAGHERAFELT,BT456PA,Primary,Controlled,MID ULSTER,MID ULSTER,Urban
3012269,Kilrea Primary School,5 LISNAGROT ROAD,COLERAINE,BT515SE,Primary,Controlled,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Rural
3012282,Culnady Primary School,79 BALLYMACILCURR ROAD,MAGHERA,BT465TT,Primary,Controlled,MID ULSTER,MID ULSTER,Rural
3012284,D H Christie Memorial Primary School,45 BALLYCAIRN ROAD,COLERAINE,BT513HX,Primary,Controlled,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Urban
3012288,Castleroe Primary School,120 CASTLEROE ROAD,COLERAINE,BT513RN,Primary,Controlled,EAST LONDONDERRY,CAUSEWAY COAST AND GLENS,Rural
3012290,Bellaghy Primary School,79 WILLIAM STREET,MAGHERAFELT,BT458HZ,Primary,Controlled,MID ULSTER,MID ULSTER,Rural
3012291,Maghera Primary School,15 STATION ROAD,MAGHERA,BT465BS,Primary,Controlled,MID ULSTER,MID ULSTER,Rural
3013301,Carnmoney Primary School,275 CARNMONEY ROAD,NEWTOWNABBEY,BT366JS,Primary,Controlled,SOUTH ANTRIM,ANTRIM AND NEWTOWNABBEY,Urban
3013310,Broughshane Primary School,46A HOUSTON PARK,BALLYMENA,BT424LB,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Rural
3013315,Ballykeel Primary School,22 CREBILLY ROAD,BALLYMENA,BT424DN,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Urban
3013322,Camphill Primary School,65 CAROLHILL PARK,BALLYMENA,BT422DG,Primary,Controlled,NORTH ANTRIM,MID AND EAST ANTRIM,Urban
3013323,Mossgrove Primary School,29 SWANSTON ROAD,NEWTOWNABBEY,BT365DN,Primary,Controlled,BELFAST NORTH,ANTRIM AND NEWTOWNABBEY,Urban
