Organisation Name,Department where exp. Incurred,Service Category Label,Supplier (Beneficiary),Purpose of Expenditure,Procurement (Merchant) Category,Purchase Date,Settlement Date,Transaction Number,Net Amount (£)
Stockport MBC,Corporate and Support Services,Central Services to the public,MARKS & SPENCER,Staff Training,Human Resources  ,28.05.2015,16.06.2015,GPC05150000163,28.20
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,07.05.2015,16.06.2015,GPC05150000164,157.59
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,07.05.2015,16.06.2015,GPC05150000165,429.93
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,18.05.2015,16.06.2015,GPC05150000166,82.72
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Retail,Furniture and Equipment,Environmental Services Technical Equipment ,28.05.2015,16.06.2015,GPC05150000167,60.48
Stockport MBC,Services to People,Childrens & Educational Services,WWW.MAPLIN.CO.UK,Furniture and Equipment,Environmental Services Technical Equipment ,29.05.2015,16.06.2015,GPC05150000168,34.99
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Care Payments,Social Community Care Supplies & Services  ,01.05.2015,16.06.2015,GPC05150000169,38.45
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Care Payments,Social Community Care Supplies & Services  ,06.05.2015,16.06.2015,GPC05150000170,137.60
Stockport MBC,Services to People,Childrens & Educational Services,Amazon Svcs EuropeSAR,Care Payments,Social Community Care Supplies & Services  ,07.05.2015,16.06.2015,GPC05150000171,129.90
Stockport MBC,Services to People,Childrens & Educational Services,AO RETAIL LIMITED,Care Payments,Social Community Care Supplies & Services  ,07.05.2015,16.06.2015,GPC05150000172,258.99
Stockport MBC,Services to People,Childrens & Educational Services,ARGOS RETAIL GROUP,Care Payments,Social Community Care Supplies & Services  ,07.05.2015,16.06.2015,GPC05150000173,441.88
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Care Payments,Social Community Care Supplies & Services  ,07.05.2015,16.06.2015,GPC05150000174,62.32
Stockport MBC,Services to People,Childrens & Educational Services,TVLICENSING.CO.UK,Care Payments,Social Community Care Supplies & Services  ,07.05.2015,16.06.2015,GPC05150000175,145.50
Stockport MBC,Services to People,Childrens & Educational Services,WWW.STOCKPORT.GOV.UK,Care Payments,Social Community Care Supplies & Services  ,08.05.2015,16.06.2015,GPC05150000176,108.32
Stockport MBC,Services to People,Childrens & Educational Services,ARGOS DIRECT,Care Payments,Social Community Care Supplies & Services  ,11.05.2015,16.06.2015,GPC05150000177,432.92
Stockport MBC,Services to People,Childrens & Educational Services,STOCKPORT BED & SO,Care Payments,Social Community Care Supplies & Services  ,11.05.2015,16.06.2015,GPC05150000178,200.00
Stockport MBC,Services to People,Childrens & Educational Services,Amazon Svcs EuropeSAR,Care Payments,Social Community Care Supplies & Services  ,14.05.2015,16.06.2015,GPC05150000179,50.98
Stockport MBC,Services to People,Childrens & Educational Services,CARPETRIGHT PLC,Care Payments,Social Community Care Supplies & Services  ,14.05.2015,16.06.2015,GPC05150000180,177.63
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Care Payments,Social Community Care Supplies & Services  ,14.05.2015,16.06.2015,GPC05150000181,55.39
Stockport MBC,Services to People,Childrens & Educational Services,WWW.STOCKPORT.GOV.UK,Care Payments,Social Community Care Supplies & Services  ,14.05.2015,16.06.2015,GPC05150000182,64.80
Stockport MBC,Services to People,Childrens & Educational Services,KINGSTON BUSINESS CENT,Care Payments,Social Community Care Supplies & Services  ,16.05.2015,16.06.2015,GPC05150000183,210.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Care Payments,Social Community Care Supplies & Services  ,15.05.2015,16.06.2015,GPC05150000184,25.65
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Care Payments,Social Community Care Supplies & Services  ,15.05.2015,16.06.2015,GPC05150000185,18.31
Stockport MBC,Services to People,Childrens & Educational Services,ARGOS RETAIL GROUP,Care Payments,Social Community Care Supplies & Services  ,18.05.2015,16.06.2015,GPC05150000186,158.94
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Care Payments,Social Community Care Supplies & Services  ,18.05.2015,16.06.2015,GPC05150000187,65.28
Stockport MBC,Services to People,Childrens & Educational Services,ARGOS DIRECT,Care Payments,Social Community Care Supplies & Services  ,19.05.2015,16.06.2015,GPC05150000188,146.97
Stockport MBC,Services to People,Childrens & Educational Services,ARGOS DIRECT,Care Payments,Social Community Care Supplies & Services  ,19.05.2015,16.06.2015,GPC05150000189,-158.94
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44010600,Care Payments,Social Community Care Supplies & Services  ,18.05.2015,16.06.2015,GPC05150000190,113.00
Stockport MBC,Services to People,Childrens & Educational Services,STOCKPORT BED & SO,Care Payments,Social Community Care Supplies & Services  ,19.05.2015,16.06.2015,GPC05150000191,185.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Care Payments,Social Community Care Supplies & Services  ,19.05.2015,16.06.2015,GPC05150000192,14.33
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Care Payments,Social Community Care Supplies & Services  ,19.05.2015,16.06.2015,GPC05150000193,423.81
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Care Payments,Social Community Care Supplies & Services  ,19.05.2015,16.06.2015,GPC05150000194,190.43
Stockport MBC,Services to People,Childrens & Educational Services,WILKO.COM,Care Payments,Social Community Care Supplies & Services  ,19.05.2015,16.06.2015,GPC05150000195,48.50
Stockport MBC,Services to People,Childrens & Educational Services,ARGOS DIRECT,Care Payments,Social Community Care Supplies & Services  ,19.05.2015,16.06.2015,GPC05150000196,56.94
Stockport MBC,Services to People,Childrens & Educational Services,KINGSTON BUSINESS CENT,Care Payments,Social Community Care Supplies & Services  ,27.05.2015,16.06.2015,GPC05150000197,70.00
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISONS,Catering Supplies,Catering Food & Beverages ,01.05.2015,16.06.2015,GPC05150000198,79.95
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISONS,Catering Supplies,Catering Food & Beverages ,11.05.2015,16.06.2015,GPC05150000199,10.55
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,14.05.2015,16.06.2015,GPC05150000200,13.10
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISONS,Catering Supplies,Catering Food & Beverages ,15.05.2015,16.06.2015,GPC05150000201,69.50
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,20.05.2015,16.06.2015,GPC05150000202,3.34
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISONS,Catering Supplies,Catering Food & Beverages ,22.05.2015,16.06.2015,GPC05150000203,41.09
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORE 4422,Catering Supplies,Catering Food & Beverages ,01.06.2015,16.06.2015,GPC05150000204,55.44
Stockport MBC,Services to People,Childrens & Educational Services,ASDA HOME SHOPPING,Catering Supplies,Catering Food & Beverages ,01.05.2015,16.06.2015,GPC05150000205,86.04
Stockport MBC,Services to People,Childrens & Educational Services,ASDA HOME SHOPPING,Catering Supplies,Catering Food & Beverages ,08.05.2015,16.06.2015,GPC05150000206,98.05
Stockport MBC,Services to People,Childrens & Educational Services,ASDA HOME SHOPPING,Catering Supplies,Catering Food & Beverages ,15.05.2015,16.06.2015,GPC05150000207,80.38
Stockport MBC,Services to People,Childrens & Educational Services,WEST COAST TRAINS,Care Payments,Social Community Care Supplies & Services  ,22.05.2015,16.06.2015,GPC05150000208,161.20
Stockport MBC,Services to Place,Central Support Costs,STOCKPORT STN SST,Travelling Expenses,Human Resources Travel & Subsistence ,14.05.2015,16.06.2015,GPC05150000209,5.90
Stockport MBC,Services to Place,Central Support Costs,STOCKPORT STN SST,Travelling Expenses,Human Resources Travel & Subsistence ,01.06.2015,16.06.2015,GPC05150000210,11.80
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISONS,Catering Supplies,Catering Food & Beverages ,08.05.2015,16.06.2015,GPC05150000211,70.39
Stockport MBC,Services to People,Childrens & Educational Services,DABS COM PLC,Information and Communications Technology,Information Communication Technology  ,20.05.2015,16.06.2015,GPC05150000212,268.80
Stockport MBC,Services to People,Childrens & Educational Services,Amazon Svcs EuropeSAR,Furniture and Equipment,Furniture & Soft Furnishings  ,01.05.2015,16.06.2015,GPC05150000213,11.64
Stockport MBC,Services to People,Childrens & Educational Services,POST OFFICE COUNTER,Office Expenses,Mail Services   ,01.05.2015,16.06.2015,GPC05150000214,18.48
Stockport MBC,Services to People,Childrens & Educational Services,POST OFFICE COUNTER,Office Expenses,Mail Services   ,05.05.2015,16.06.2015,GPC05150000215,17.14
Stockport MBC,Services to People,Childrens & Educational Services,Amazon Svcs EuropeSAR,Furniture and Equipment,Environmental Services Technical Equipment ,06.05.2015,16.06.2015,GPC05150000216,12.94
Stockport MBC,Services to People,Childrens & Educational Services,WWW.CARTRIDGESAVE.CO.U,Office Expenses,Stationery    ,06.05.2015,16.06.2015,GPC05150000217,29.08
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Retail,Library Equipment,Education Library Books ,16.05.2015,16.06.2015,GPC05150000218,17.47
Stockport MBC,Services to People,Childrens & Educational Services,THE BOOK PEOPLE,Library Equipment,Education Library Books ,20.05.2015,16.06.2015,GPC05150000219,10.94
Stockport MBC,Services to People,Childrens & Educational Services,STOCKPORT M B C,Care Payments,Social Community Care Supplies & Services  ,01.05.2015,16.06.2015,GPC05150000220,10.00
Stockport MBC,Services to People,Childrens & Educational Services,GRO HM PASSPORT OFFICE,MISCLASSIFIED? CHECK BEFORE PUBLICATION,UNCLASSIFIED  ,06.05.2015,16.06.2015,GPC05150000221,18.50
Stockport MBC,Services to People,Childrens & Educational Services,STOCKPORT M B C,MISCLASSIFIED? CHECK BEFORE PUBLICATION,UNCLASSIFIED  ,06.05.2015,16.06.2015,GPC05150000222,20.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,MISCLASSIFIED? CHECK BEFORE PUBLICATION,UNCLASSIFIED  ,27.05.2015,16.06.2015,GPC05150000223,378.78
Stockport MBC,Services to People,Childrens & Educational Services,WWW.STOCKPORT.GOV.UK,Care Payments,Social Community Care Supplies & Services  ,27.05.2015,16.06.2015,GPC05150000224,778.56
Stockport MBC,Services to People,Childrens & Educational Services,WWW.STOCKPORT.GOV.UK,Care Payments,Social Community Care Supplies & Services  ,27.05.2015,16.06.2015,GPC05150000225,125.47
Stockport MBC,Services to People,Childrens & Educational Services,STOCKPORT M B C,Care Payments,Social Community Care Supplies & Services  ,28.05.2015,16.06.2015,GPC05150000226,10.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Care Payments,Social Community Care Supplies & Services  ,28.05.2015,16.06.2015,GPC05150000227,27.49
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Care Payments,Social Community Care Supplies & Services  ,28.05.2015,16.06.2015,GPC05150000228,141.27
Stockport MBC,Services to People,Childrens & Educational Services,MENZIES HOTELS,Care Payments,Social Community Care Supplies & Services  ,31.05.2015,16.06.2015,GPC05150000229,157.00
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44521725,Expenses and Allowances,Human Resources Travel & Subsistence ,28.05.2015,16.06.2015,GPC05150000230,95.75
Stockport MBC,Services to People,Childrens & Educational Services,WWW.TROPHYSTORE.CO.UK,Publicity and Promotion,Arts & Leisure Services  ,19.05.2015,16.06.2015,GPC05150000231,162.30
Stockport MBC,Services to People,Adult Social Care,STOCKPORT STN SST,Travelling Expenses,Human Resources Travel & Subsistence ,18.05.2015,16.06.2015,GPC05150000232,3.40
Stockport MBC,Services to People,Adult Social Care,WWW.FLYBE.COE5N6RJ,Travelling Expenses,Human Resources Travel & Subsistence ,05.05.2015,16.06.2015,GPC05150000233,137.96
Stockport MBC,Services to People,Adult Social Care,JURYS INN,Expenses and Allowances,Human Resources Training & Conferences ,08.05.2015,16.06.2015,GPC05150000234,96.50
Stockport MBC,Services to People,Adult Social Care,VIRGINTRAINS.CO.UK,Travelling Expenses,Human Resources Travel & Subsistence ,17.05.2015,16.06.2015,GPC05150000235,340.00
Stockport MBC,Services to People,Adult Social Care,WWW.FLYBE.CODBFCES,Travelling Expenses,Human Resources Travel & Subsistence ,22.05.2015,16.06.2015,GPC05150000236,140.99
Stockport MBC,Services to People,Adult Social Care,NORTHERN RAIL LTD,Travelling Expenses,Human Resources Travel & Subsistence ,26.05.2015,16.06.2015,GPC05150000237,3.40
Stockport MBC,Services to People,Adult Social Care,VIRGINTRAINS.CO.UK,Travelling Expenses,Human Resources Travel & Subsistence ,28.05.2015,16.06.2015,GPC05150000238,130.00
Stockport MBC,Services to Place,Childrens & Educational Services,THE TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,06.05.2015,16.06.2015,GPC05150000239,288.66
Stockport MBC,Services to Place,Highways & Transport Services,THE TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,06.05.2015,16.06.2015,GPC05150000240,192.83
Stockport MBC,Services to Place,Childrens & Educational Services,THE TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,06.05.2015,16.06.2015,GPC05150000241,288.66
Stockport MBC,Services to Place,Childrens & Educational Services,THE TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,06.05.2015,16.06.2015,GPC05150000242,258.57
Stockport MBC,Services to Place,Childrens & Educational Services,THE TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,06.05.2015,16.06.2015,GPC05150000243,258.57
Stockport MBC,Services to Place,Highways & Transport Services,WWW.TRANSPORTXTRA.COM,Expenses and Allowances,Human Resources Training & Conferences ,07.05.2015,16.06.2015,GPC05150000244,277.00
Stockport MBC,Services to Place,Highways & Transport Services,WWW.TRANSPORTXTRA.COM,Expenses and Allowances,Human Resources Training & Conferences ,07.05.2015,16.06.2015,GPC05150000245,435.60
Stockport MBC,Corporate and Support Services,Central Support Costs,TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,14.05.2015,16.06.2015,GPC05150000246,157.64
Stockport MBC,Corporate and Support Services,Central Support Costs,BILLETTO UK,Expenses and Allowances,Human Resources Travel & Subsistence ,27.05.2015,16.06.2015,GPC05150000247,261.73
Stockport MBC,Corporate and Support Services,Central Support Costs,TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,27.05.2015,16.06.2015,GPC05150000248,331.81
Stockport MBC,Corporate and Support Services,Central Support Costs,TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,27.05.2015,16.06.2015,GPC05150000249,51.82
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,NCP LIMITED - MJV,Travelling Expenses,Human Resources Travel & Subsistence ,01.05.2015,16.06.2015,GPC05150000250,14.50
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,NCP LIMITED - MJV,Travelling Expenses,Human Resources Travel & Subsistence ,05.05.2015,16.06.2015,GPC05150000251,9.50
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,NCP LIMITED - MJV,Travelling Expenses,Human Resources Travel & Subsistence ,11.05.2015,16.06.2015,GPC05150000252,9.50
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,NCP LIMITED - MJV,Travelling Expenses,Human Resources Travel & Subsistence ,26.05.2015,16.06.2015,GPC05150000253,9.50
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,PICADILLY PLACE MAN LT,Travelling Expenses,Human Resources Travel & Subsistence ,28.05.2015,16.06.2015,GPC05150000254,4.00
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,29.05.2015,16.06.2015,GPC05150000255,292.23
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,XC TRAINS LTD,Travelling Expenses,Human Resources Travel & Subsistence ,01.06.2015,16.06.2015,GPC05150000256,55.40
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,HTTP://WWW.DOLCE-GUSTO,Expenses and Allowances,Human Resources Travel & Subsistence ,13.05.2015,16.06.2015,GPC05150000257,39.90
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,28.05.2015,16.06.2015,GPC05150000258,82.72
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,28.05.2015,16.06.2015,GPC05150000259,246.33
