Transaction Date,Transaction Reference,Merchant,Total
22/10/2015,626277678,Hogg Robinson Group Limited,"3,688.26"
22/10/2015,626277679,Hogg Robinson Group Limited,"3,688.26"
23/10/2015,626587291,Hogg Robinson Group Limited,998.26
23/10/2015,UKA64420,SHERATON CHICAGO HOTEL   CHICAGO      ,812.01
23/10/2015,UKA64420,SHERATON CHICAGO HOTEL   CHICAGO      ,812.01
26/10/2015,627163758,Hogg Robinson Group Limited,"1,065.90"
26/10/2015,,THE PLAZA HOTEL    ,915.03
26/10/2015,,FREEMAN  CHICAGO         ,"1,369.91"
27/10/2015,626851010,Hogg Robinson Group Limited,645.00
27/10/2015,626851011,Hogg Robinson Group Limited,645.00
27/10/2015,627161242,Hogg Robinson Group Limited,"3,943.86"
27/10/2015,627161244,Hogg Robinson Group Limited,"1,878.26"
27/10/2015,627163769,Hogg Robinson Group Limited,"3,748.54"
27/10/2015,627168627,Hogg Robinson Group Limited,563.80
27/10/2015,628027252,Hogg Robinson Group Limited,"3,667.39"
27/10/2015,628027253,Hogg Robinson Group Limited,"3,670.46"
27/10/2015,,FREEMAN  CHICAGO     ,"-1,362.69"
28/10/2015,627507952,Hogg Robinson Group Limited,"-1,392.10"
28/10/2015,627509378,Hogg Robinson Group Limited,"1,157.36"
29/10/2015,627509229,Hogg Robinson Group Limited,"-2,720.96"
29/10/2015,628024264,Hogg Robinson Group Limited,"4,414.56"
29/10/2015,628027359,Hogg Robinson Group Limited,"1,416.51"
29/10/2015,,FINANCIAL TIMES LTD      LONDON       ,624.00
29/10/2015,,AL BUSTAN ROTANA HOTEL   DUBAI        ,556.01
29/10/2015,,SHERATON CHICAGO HOTEL   CHICAGO      ,"2,001.41"
29/10/2015,,SHERATON CHICAGO HOTEL   CHICAGO      ,"2,116.78"
30/10/2015,628024273,Hogg Robinson Group Limited,"3,273.96"
30/10/2015,628271809,Hogg Robinson Group Limited,"1,683.36"
30/10/2015,629001279,Hogg Robinson Group Limited,680.25
30/10/2015,,THAI AIRWAYS             LONDON       ,719.00
