Wakefield Council Purchase Card Spend for Quarter 1st January 2017 to 31st March 2017,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),SERCOP URI,Supplier Name,Purpose of Spend,Type,Transaction No.,Seq No.,Payment Date,Net Amount,Irrecoverable VAT,Merchant Category,P-Card Tran,Contract
Wakefield MDC,E08000036,31/03/2017,REGENCULT,L,Cultural and Related Services,MUSEUMS ASSOCIATION,Training Expenses,Revenue,160890,213,26/01/2017,125.00,Nil,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,L,Cultural and Related Services,MUSEUMS ASSOCIATION,Training Expenses,Revenue,160902,257,10/03/2017,125.00,Nil,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,PAYPAL,Training Expenses,Revenue,160910,142,31/03/2017,46.50,Nil,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,M,Environmental and Regulatory Services,PMG LTD,Training Expenses,Revenue,160886,399,13/01/2017,346.50,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,M,Environmental and Regulatory Services,PMG LTD,Training Expenses,Revenue,160902,128,10/03/2017,385.00,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,P,Public Health,PREMIER INN,Training Expenses,Revenue,160912,116,04/04/2017,126.65,Nil,HOTELS & ACCOMMODATION,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,L,Cultural and Related Services,PREMIER INN,Training Expenses,Revenue,160886,489,13/01/2017,52.49,Nil,HOTELS & ACCOMMODATION,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,L,Cultural and Related Services,PREMIER INN,Training Expenses,Revenue,160890,154,26/01/2017,58.74,Nil,HOTELS & ACCOMMODATION,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,PREMIER INN,Training Expenses,Revenue,160901,712,07/03/2017,469.51,Nil,HOTELS & ACCOMMODATION,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,L,Cultural and Related Services,PREMIER INN,Training Expenses,Revenue,160901,272,07/03/2017,110.82,Nil,HOTELS & ACCOMMODATION,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,PREMIER INN,Training Expenses,Revenue,160909,5,30/03/2017,281.67,Nil,HOTELS & ACCOMMODATION,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,A,Net (Surplus) / Deficit of Trading Operations,QUALSAFE LTD,Training Expenses,Revenue,160907,117,28/03/2017,184.11,Nil,SCHOOLS & EDUCATIONAL SVC-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,L,Cultural and Related Services,SCL INNOVATION NET,Training Expenses,Revenue,160901,298,07/03/2017,75.00,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ST JOHN AMBULANCE,Training Expenses,Revenue,160901,44,07/03/2017,156.00,Nil,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,THE GREAT ESCAPE GAME,Training Expenses,Revenue,160894,209,10/02/2017,96.60,Nil,PROFESSIONAL SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,THE INST OF INT AUDITORS,Training Expenses,Revenue,160911,287,03/04/2017,1.11,Nil,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,THE INST OF INT AUDITORS,Training Expenses,Revenue,160911,288,03/04/2017,266.14,Nil,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,THE INST OF INT AUDITORS,Training Expenses,Revenue,160911,291,03/04/2017,40.32,Nil,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,THE INST OF INT AUDITORS,Training Expenses,Revenue,160911,300,03/04/2017,7.32,Nil,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,L,Cultural and Related Services,THE SECRET WORLD ,Training Expenses,Revenue,160893,153,07/02/2017,11.63,Nil,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,TRAINLINE,Training Expenses,Revenue,160887,209,17/01/2017,97.36,Nil,PASSENGER RAILWAYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,TRAINLINE,Training Expenses,Revenue,160907,396,28/03/2017,219.76,Nil,PASSENGER RAILWAYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,TRAINLINE,Training Expenses,Revenue,160907,398,28/03/2017,42.74,Nil,PASSENGER RAILWAYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,L,Cultural and Related Services,TRAVELODGE,Training Expenses,Revenue,160886,470,13/01/2017,8.33,Nil,HOTELS & ACCOMMODATION,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,L,Cultural and Related Services,TRAVELODGE,Training Expenses,Revenue,160886,471,13/01/2017,68.29,Nil,HOTELS & ACCOMMODATION,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,L,Cultural and Related Services,VAM,Training Expenses,Revenue,160886,345,13/01/2017,245.83,Nil,TOURIST ATTRACTIONS AND EXHIBITS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,L,Cultural and Related Services,VICTORIA & ALBERT THEATRE,Training Expenses,Revenue,160886,344,13/01/2017,162.50,Nil,MOTION PICTURE THEATERS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,L,Cultural and Related Services,VICTORIA SQUARE HOTEL,Training Expenses,Revenue,160907,236,28/03/2017,58.33,Nil,HOTELS & ACCOMMODATION,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,WAKEFIELD COLLEGE,Training Expenses,Revenue,160891,253,31/01/2017,998.00,Nil,COLLEGES UNIV PRO SCHOOLS JUNIOR COLLEGES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,L,Cultural and Related Services,ZUMBA FITNESS,Training Expenses,Revenue,160911,5,03/04/2017,229.54,Nil,CLUBS-CNTRYMBRSHIP(ATHLETRECSPRTSPRIVATE GOLF,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,L,Cultural and Related Services,ZUMBA FITNESS,Training Expenses,Revenue,160911,6,03/04/2017,229.54,Nil,CLUBS-CNTRYMBRSHIP(ATHLETRECSPRTSPRIVATE GOLF,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,L,Cultural and Related Services,ZUMBA FITNESS,Training Expenses,Revenue,160911,4,03/04/2017,229.54,Nil,CLUBS-CNTRYMBRSHIP(ATHLETRECSPRTSPRIVATE GOLF,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,P,Public Health,APCOA PARKING (UK) LTD,Travel & Public Transport Expenses,Revenue,160901,43,07/03/2017,19.00,Nil,AUTOMOBILE PARKING LOTS AND GARAGES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,APCOA PARKING (UK) LTD,Travel & Public Transport Expenses,Revenue,160910,101,31/03/2017,11.00,Nil,AUTOMOBILE PARKING LOTS AND GARAGES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,6,Housing Services,APCOA PARKING (UK) LTD,Travel & Public Transport Expenses,Revenue,160909,24,30/03/2017,5.00,Nil,AUTOMOBILE PARKING LOTS AND GARAGES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,6,Housing Services,APCOA PARKING (UK) LTD,Travel & Public Transport Expenses,Revenue,160909,33,30/03/2017,5.00,Nil,AUTOMOBILE PARKING LOTS AND GARAGES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,6,Housing Services,APCOA PARKING (UK) LTD,Travel & Public Transport Expenses,Revenue,160909,23,30/03/2017,2.50,Nil,AUTOMOBILE PARKING LOTS AND GARAGES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,N,Planning Services,APCOA PARKING (UK) LTD,Travel & Public Transport Expenses,Revenue,160906,116,24/03/2017,2.08,Nil,AUTOMOBILE PARKING LOTS AND GARAGES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,APEX CITY QUAY HOTEL ,Travel & Public Transport Expenses,Revenue,160909,234,30/03/2017,77.67,Nil,HOTELS & ACCOMMODATION,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ARRIVA,Travel & Public Transport Expenses,Revenue,160885,14,10/01/2017,9.50,Nil,BUS LINES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ARRIVA,Travel & Public Transport Expenses,Revenue,160909,358,30/03/2017,27.60,Nil,BUS LINES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ARRIVA,Travel & Public Transport Expenses,Revenue,160905,272,21/03/2017,22.60,Nil,BUS LINES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ARRIVA,Travel & Public Transport Expenses,Revenue,160907,284,28/03/2017,22.60,Nil,BUS LINES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ARRIVA,Travel & Public Transport Expenses,Revenue,160889,84,24/01/2017,70.00,Nil,BUS LINES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ARRIVA,Travel & Public Transport Expenses,Revenue,160896,220,22/02/2017,70.00,Nil,BUS LINES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,6,Housing Services,ARRIVA,Travel & Public Transport Expenses,Revenue,160908,74,29/03/2017,120.00,Nil,BUS LINES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ARRIVA,Travel & Public Transport Expenses,Revenue,160890,73,26/01/2017,72.00,Nil,BUS LINES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ARRIVA,Travel & Public Transport Expenses,Revenue,160891,48,31/01/2017,36.00,Nil,BUS LINES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ARRIVA,Travel & Public Transport Expenses,Revenue,160897,33,24/02/2017,84.00,Nil,BUS LINES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ARRIVA,Travel & Public Transport Expenses,Revenue,160910,129,31/03/2017,90.00,Nil,BUS LINES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ARRIVA,Travel & Public Transport Expenses,Revenue,160906,156,24/03/2017,90.00,Nil,BUS LINES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ARRIVA,Travel & Public Transport Expenses,Revenue,160891,29,31/01/2017,9.50,Nil,BUS LINES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ARRIVA,Travel & Public Transport Expenses,Revenue,160891,66,31/01/2017,120.00,Nil,BUS LINES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ARRIVA,Travel & Public Transport Expenses,Revenue,160897,30,24/02/2017,36.00,Nil,BUS LINES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ARRIVA,Travel & Public Transport Expenses,Revenue,160897,100,24/02/2017,120.00,Nil,BUS LINES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ARRIVA,Travel & Public Transport Expenses,Revenue,160906,207,24/03/2017,55.00,Nil,BUS LINES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ARRIVA,Travel & Public Transport Expenses,Revenue,160897,72,24/02/2017,198.00,Nil,BUS LINES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ARRIVA,Travel & Public Transport Expenses,Revenue,160906,78,24/03/2017,198.00,Nil,BUS LINES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ARRIVA,Travel & Public Transport Expenses,Revenue,160910,143,31/03/2017,36.00,Nil,BUS LINES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ARRIVA,Travel & Public Transport Expenses,Revenue,160897,157,24/02/2017,90.00,Nil,BUS LINES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ARRIVA,Travel & Public Transport Expenses,Revenue,160910,188,31/03/2017,85.50,Nil,BUS LINES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,BURNTWOOD COURT HOTEL,Travel & Public Transport Expenses,Revenue,160895,142,14/02/2017,450.00,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CASTLEFORD TRAVEL CENTRE,Travel & Public Transport Expenses,Revenue,160910,49,31/03/2017,22.60,Nil,COMMERCIAL EQUIPMENT NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CASTLEFORD TRAVEL CENTRE,Travel & Public Transport Expenses,Revenue,160906,46,24/03/2017,36.00,Nil,COMMERCIAL EQUIPMENT NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,M,Environmental and Regulatory Services,CIPS,Travel & Public Transport Expenses,Revenue,160907,197,28/03/2017,199.92,Nil,ORGANIZATIONS MEMBERSHIP-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CITIPARK,Travel & Public Transport Expenses,Revenue,160889,144,24/01/2017,2.50,Nil,AUTOMOBILE PARKING LOTS AND GARAGES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CMT (UK) LTD,Travel & Public Transport Expenses,Revenue,160887,63,17/01/2017,13.80,Nil,LIMOUSINES AND TAXICABS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,6,Housing Services,CMT (UK) LTD,Travel & Public Transport Expenses,Revenue,160909,108,30/03/2017,13.02,Nil,LIMOUSINES AND TAXICABS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CO-OP GROUP,Travel & Public Transport Expenses,Revenue,160892,42,03/02/2017,18.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CO-OP GROUP,Travel & Public Transport Expenses,Revenue,160901,55,07/03/2017,18.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CO-OP GROUP,Travel & Public Transport Expenses,Revenue,160906,380,24/03/2017,18.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CO-OP GROUP,Travel & Public Transport Expenses,Revenue,160906,382,24/03/2017,18.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CO-OP GROUP,Travel & Public Transport Expenses,Revenue,160906,557,24/03/2017,18.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CO-OP GROUP,Travel & Public Transport Expenses,Revenue,160906,558,24/03/2017,18.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CO-OP GROUP,Travel & Public Transport Expenses,Revenue,160907,397,28/03/2017,18.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CO-OP GROUP,Travel & Public Transport Expenses,Revenue,160907,404,28/03/2017,18.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CO-OP GROUP,Travel & Public Transport Expenses,Revenue,160895,0,14/02/2017,18.00,Nil,SERVICE STATIONS WITH OR WITHOUT ANCILLARY SERVICE,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,8,Corporate and Democratic Core,CROSS COUNTRY TRAINS,Travel & Public Transport Expenses,Revenue,160900,142,28/02/2017,99.10,Nil,PASSENGER RAILWAYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,M,Environmental and Regulatory Services,CROSS COUNTRY TRAINS,Travel & Public Transport Expenses,Revenue,160895,150,14/02/2017,173.00,Nil,PASSENGER RAILWAYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,M,Environmental and Regulatory Services,CROSS COUNTRY TRAINS,Travel & Public Transport Expenses,Revenue,160892,137,03/02/2017,67.58,Nil,PASSENGER RAILWAYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,M,Environmental and Regulatory Services,CROSS COUNTRY TRAINS,Travel & Public Transport Expenses,Revenue,160885,275,10/01/2017,276.30,Nil,PASSENGER RAILWAYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,8,Corporate and Democratic Core,EAST MIDLAND TRAINS,Travel & Public Transport Expenses,Revenue,160892,465,03/02/2017,86.80,Nil,PASSENGER RAILWAYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,EMT WIFI,Travel & Public Transport Expenses,Revenue,160902,156,10/03/2017,21.50,Nil,BUS LINES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,6,Housing Services,EXPEDIA,Travel & Public Transport Expenses,Revenue,160897,160,24/02/2017,374.24,Nil,TRAVEL AGENCIES AND TOUR OPERATORS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,6,Housing Services,EXPEDIA,Travel & Public Transport Expenses,Revenue,160904,118,15/03/2017,-311.87,Nil,TRAVEL AGENCIES AND TOUR OPERATORS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,P,Public Health,FIRST/KEOLIS TRANSPORT,Travel & Public Transport Expenses,Revenue,160901,376,07/03/2017,17.10,Nil,PASSENGER RAILWAYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,FLYBE,Travel & Public Transport Expenses,Revenue,160894,273,10/02/2017,212.76,Nil,AIR CARRIERS AIRLINES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,8,Corporate and Democratic Core,FTPE WEBTIS 1,Travel & Public Transport Expenses,Revenue,160892,102,03/02/2017,27.70,Nil,PASSENGER RAILWAYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,8,Corporate and Democratic Core,FTPE WEBTIS 1,Travel & Public Transport Expenses,Revenue,160892,103,03/02/2017,16.20,Nil,PASSENGER RAILWAYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,8,Corporate and Democratic Core,FTPE WEBTIS 1,Travel & Public Transport Expenses,Revenue,160892,104,03/02/2017,4.00,Nil,PASSENGER RAILWAYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,8,Corporate and Democratic Core,FTPE WEBTIS 1,Travel & Public Transport Expenses,Revenue,160892,234,03/02/2017,39.90,Nil,PASSENGER RAILWAYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,8,Corporate and Democratic Core,FTPE WEBTIS 1,Travel & Public Transport Expenses,Revenue,160900,192,28/02/2017,19.30,Nil,PASSENGER RAILWAYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,FTPE WEBTIS 1,Travel & Public Transport Expenses,Revenue,160901,624,07/03/2017,22.00,Nil,PASSENGER RAILWAYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,FTPE WEBTIS 1,Travel & Public Transport Expenses,Revenue,160901,701,07/03/2017,29.00,Nil,PASSENGER RAILWAYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,FTPE WEBTIS 1,Travel & Public Transport Expenses,Revenue,160904,69,15/03/2017,24.80,Nil,PASSENGER RAILWAYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,FTPE WEBTIS 1,Travel & Public Transport Expenses,Revenue,160885,35,10/01/2017,62.20,Nil,PASSENGER RAILWAYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,M,Environmental and Regulatory Services,GRAND CENTRAL,Travel & Public Transport Expenses,Revenue,160889,268,24/01/2017,79.60,Nil,PASSENGER RAILWAYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,GREATER ANGLIA T/O,Travel & Public Transport Expenses,Revenue,160889,181,24/01/2017,15.40,Nil,PASSENGER RAILWAYS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,8,Corporate and Democratic Core,HAMPTON BY HILTON,Travel & Public Transport Expenses,Revenue,160906,60,24/03/2017,10.00,Nil,HOTELS & ACCOMMODATION,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,8,Corporate and Democratic Core,HAMPTON BY HILTON,Travel & Public Transport Expenses,Revenue,160906,61,24/03/2017,74.17,Nil,HOTELS & ACCOMMODATION,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,HI,Travel & Public Transport Expenses,Revenue,160895,66,14/02/2017,79.00,Nil,HOTELS & ACCOMMODATION,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,HOME BARGAINS,Travel & Public Transport Expenses,Revenue,160900,60,28/02/2017,16.20,Nil,HARDWARE STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,8,Corporate and Democratic Core,HOTEL UNIVERSE,Travel & Public Transport Expenses,Revenue,160900,57,28/02/2017,65.92,Nil,HOTELS & ACCOMMODATION,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,8,Corporate and Democratic Core,HOTEL UNIVERSE,Travel & Public Transport Expenses,Revenue,160900,58,28/02/2017,2397.17,Nil,HOTELS & ACCOMMODATION,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,8,Corporate and Democratic Core,JET2,Travel & Public Transport Expenses,Revenue,160892,577,03/02/2017,325.02,Nil,AIR CARRIERS AIRLINES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,8,Corporate and Democratic Core,JET2,Travel & Public Transport Expenses,Revenue,160892,443,03/02/2017,164.80,Nil,AIR CARRIERS AIRLINES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,N,Planning Services,KIRKLEES COUNCIL,Travel & Public Transport Expenses,Revenue,160886,197,13/01/2017,2.70,Nil,AUTOMOBILE PARKING LOTS AND GARAGES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,LALS,Travel & Public Transport Expenses,Revenue,160895,2,14/02/2017,18.50,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,LALS,Travel & Public Transport Expenses,Revenue,160892,541,03/02/2017,18.50,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,LALS,Travel & Public Transport Expenses,Revenue,160894,132,10/02/2017,18.50,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,LALS,Travel & Public Transport Expenses,Revenue,160885,12,10/01/2017,18.50,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,LALS,Travel & Public Transport Expenses,Revenue,160906,1,24/03/2017,18.50,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,LALS,Travel & Public Transport Expenses,Revenue,160906,38,24/03/2017,18.50,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,LALS,Travel & Public Transport Expenses,Revenue,160910,15,31/03/2017,19.19,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,LALS,Travel & Public Transport Expenses,Revenue,160886,215,13/01/2017,18.50,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
