Post Date,Publishable Label, Transaction Amount,"Publishable Label is provided by Bank and is industry standard.  May not, however, give true indication of purchase - additional comment as necessary"
03/10/12,Travel Agencies,1300.78,
03/10/12,Travel Agencies,1646.28,
03/10/12,Travel Agencies,2584.02,
03/10/12,Travel Agencies,822.21,
03/10/12,Travel Agencies,1093.55,
03/10/12,Travel Agencies,4297.53,
03/10/12,Travel Agencies,4200.80,
03/10/12,Travel Agencies,2793.03,
03/10/12,Travel Agencies,2155.13,
03/10/12,Travel Agencies,818.17,
03/10/12,Travel Agencies,1091.08,
03/10/12,Travel Agencies,856.69,
03/10/12,Travel Agencies,2125.26,
03/10/12,Travel Agencies,3270.94,
03/10/12,Travel Agencies,-1646.28,
04/10/12,Travel Agencies,2283.67,
04/10/12,Travel Agencies,3724.96,
04/10/12,Travel Agencies,2236.54,
04/10/12,Travel Agencies,2197.24,
05/10/12,Travel Agencies,2824.98,
05/10/12,Travel Agencies,1704.04,
05/10/12,Travel Agencies,990.96,
05/10/12,Travel Agencies,2878.11,
05/10/12,Travel Agencies,960.60,
05/10/12,Travel Agencies,3863.62,
09/10/12,Travel Agencies,3004.57,
09/10/12,Travel Agencies,3004.57,
09/10/12,Travel Agencies,3018.29,
10/10/12,Travel Agencies,2197.29,
10/10/12,Travel Agencies,3100.09,
10/10/12,Travel Agencies,605.17,
10/10/12,Travel Agencies,4199.23,
10/10/12,Travel Agencies,-1145.50,
10/10/12,Travel Agencies,1738.69,
10/10/12,Travel Agencies,1738.69,
10/10/12,Travel Agencies,-2512.71,
11/10/12,Travel Agencies,1070.89,
11/10/12,Travel Agencies,2150.31,
11/10/12,Travel Agencies,5106.32,
11/10/12,Travel Agencies,5513.16,
12/10/12,Travel Agencies,1126.96,
12/10/12,Travel Agencies,957.56,
12/10/12,Travel Agencies,3014.39,
12/10/12,Travel Agencies,1920.14,
12/10/12,Travel Agencies,1920.14,
12/10/12,Travel Agencies,3242.89,
15/10/12,Travel Agencies,534.55,
15/10/12,Travel Agencies,534.55,
15/10/12,Travel Agencies,890.49,
15/10/12,Travel Agencies,788.82,
15/10/12,Travel Agencies,-760.71,
15/10/12,Travel Agencies,-774.51,
15/10/12,Travel Agencies,-760.71,
15/10/12,Travel Agencies,949.56,
15/10/12,Travel Agencies,949.56,
15/10/12,Travel Agencies,949.56,
15/10/12,Travel Agencies,1996.52,
15/10/12,Travel Agencies,3355.69,
15/10/12,Travel Agencies,1329.30,
15/10/12,Travel Agencies,1350.21,
15/10/12,Travel Agencies,2443.72,
15/10/12,Travel Agencies,949.56,
15/10/12,Travel Agencies,949.56,
15/10/12,Travel Agencies,949.56,
15/10/12,Travel Agencies,949.56,
16/10/12,Travel Agencies,2994.20,
16/10/12,Travel Agencies,597.15,
16/10/12,Travel Agencies,3940.90,
16/10/12,Travel Agencies,1961.14,
17/10/12,Travel Agencies,776.22,
17/10/12,Travel Agencies,1016.47,
17/10/12,Travel Agencies,1617.40,
17/10/12,Travel Agencies,3118.99,
17/10/12,Travel Agencies,2040.01,
17/10/12,Travel Agencies,2040.01,
17/10/12,Travel Agencies,1454.68,
17/10/12,Travel Agencies,2466.21,
17/10/12,Travel Agencies,504.16,
18/10/12,Travel Agencies,1352.40,
18/10/12,Travel Agencies,3899.90,
18/10/12,Travel Agencies,689.62,
18/10/12,Travel Agencies,1548.29,
18/10/12,Travel Agencies,1548.29,
18/10/12,Travel Agencies,1548.29,
18/10/12,Travel Agencies,3004.36,
18/10/12,Travel Agencies,3118.99,
18/10/12,Travel Agencies,874.28,
18/10/12,Travel Agencies,960.60,
18/10/12,Travel Agencies,1025.09,
19/10/12,Travel Agencies,2954.83,
19/10/12,Travel Agencies,719.07,
19/10/12,Travel Agencies,719.07,
19/10/12,Travel Agencies,-719.07,
19/10/12,Travel Agencies,2181.00,
19/10/12,Travel Agencies,982.55,
19/10/12,Travel Agencies,1034.86,
19/10/12,Travel Agencies,635.11,
22/10/12,Travel Agencies,635.11,
22/10/12,Travel Agencies,4725.88,Return flight to Malawi for member of Internal Audit
22/10/12,Travel Agencies,4725.88,Return flight to Malwi for member of Internal Audit
22/10/12,Travel Agencies,2760.01,
22/10/12,Travel Agencies,638.30,
23/10/12,Travel Agencies,974.83,
24/10/12,Travel Agencies,1789.83,
24/10/12,Travel Agencies,790.31,
24/10/12,Travel Agencies,942.21,
24/10/12,Travel Agencies,1124.90,
24/10/12,Travel Agencies,585.13,
24/10/12,Travel Agencies,5154.43,
24/10/12,Travel Agencies,1516.44,
24/10/12,Travel Agencies,2898.18,
24/10/12,Travel Agencies,2084.37,
24/10/12,Travel Agencies,1960.13,
25/10/12,Travel Agencies,1307.04,
25/10/12,Travel Agencies,2878.08,
25/10/12,Travel Agencies,1470.71,
25/10/12,Travel Agencies,1214.05,
25/10/12,Travel Agencies,1470.71,
25/10/12,Travel Agencies,1470.71,
25/10/12,Travel Agencies,1497.15,
26/10/12,Travel Agencies,880.93,
29/10/12,Travel Agencies,1345.47,
29/10/12,Travel Agencies,676.22,
29/10/12,Travel Agencies,2322.14,
29/10/12,Travel Agencies,3782.65,
29/10/12,Travel Agencies,3389.57,
29/10/12,Travel Agencies,774.81,
29/10/12,Travel Agencies,2495.98,
29/10/12,Travel Agencies,3038.56,
29/10/12,Travel Agencies,3038.56,
29/10/12,Travel Agencies,808.41,
29/10/12,Travel Agencies,808.41,
29/10/12,Travel Agencies,689.71,
29/10/12,Travel Agencies,808.41,
29/10/12,Travel Agencies,2305.80,
29/10/12,Travel Agencies,2788.32,
29/10/12,Travel Agencies,2502.22,
29/10/12,Travel Agencies,1339.49,
31/10/12,Travel Agencies,1283.60,
31/10/12,Travel Agencies,557.40,
31/10/12,Travel Agencies,602.08,
31/10/12,Travel Agencies,1156.22,
31/10/12,Travel Agencies,602.08,
31/10/12,Travel Agencies,1724.76,
31/10/12,Travel Agencies,-4572.64,
31/10/12,Travel Agencies,1419.56,
31/10/12,Travel Agencies,990.39,
31/10/12,Travel Agencies,4733.33,
31/10/12,Travel Agencies,4724.95,
31/10/12,Travel Agencies,4724.95,
31/10/12,Travel Agencies,2873.29,
31/10/12,Travel Agencies,2133.21,
31/10/12,Travel Agencies,2879.66,
31/10/12,Travel Agencies,2717.30,
25/10/12,Utilities,524.57,Water and electricity costs at post overseas
