"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Business Innovation and Skills","Student Loans Company","Accounting Systems & Operations","SLC7","Business Support 2","15142","18941","Finance Support Officer","4.50","Finance"
"Department for Business Innovation and Skills","Student Loans Company","Accounting Systems & Operations","SLC7","Business Adviser","21300","37991","Finance Officer","2.00","Finance"
"Department for Business Innovation and Skills","Student Loans Company","Accounting Systems & Operations","SLC7","Business Adviser","21300","37991","Finance Officer","2.00","Finance"
"Department for Business Innovation and Skills","Student Loans Company","Accounting Systems & Operations","SLC7","Business Adviser","21300","37991","Finance Officer","0.80","Finance"
"Department for Business Innovation and Skills","Student Loans Company","Accounting Systems & Operations","SLC7","Professional","29500","50005","Finance Officer","1.00","Finance"
"Department for Business Innovation and Skills","Student Loans Company","Accounting Systems & Operations","SLC7","Business Support Manager","38380","57346","Senior Finance  Manager","1.00","Finance"
"Department for Business Innovation and Skills","Student Loans Company","Business Development","SLC2","Business Support Manager","38380","57346","Business Manager","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Business Development","SLC2","Business Support Manager","38380","57346","Business Manager","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Business Development","SLC2","Professional","29500","50005","Business Manager","4.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Business Development","SLC2","Professional","29500","50005","Policy Adviser","1.00","Policy"
"Department for Business Innovation and Skills","Student Loans Company","Business Development","SLC2","Business Support 2","15142","18941","Operations Support Officer","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Business Development","SLC2","Business Support Manager","38380","57346","Business Manager","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Business Development","SLC2","Professional","29500","50005","Business Manager","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Business Development","SLC2","Senior Manager","47203","67709","Senior Operational Manager","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Business Development","SLC2","Professional","29500","50005","Business Manager","1.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Student Loans Company","Business Development","SLC2","Professional","29500","50005","Policy Adviser","1.00","Policy"
"Department for Business Innovation and Skills","Student Loans Company","Business Development","SLC2","Business Support Manager","38380","57346","Business Manager","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Business Development","SLC2","Business Support Manager","38380","57346","Business Manager","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Central Document Services","SLC4","People Manager 2","29500","50005","Operations Support Officer","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Central Document Services","SLC4","Business Support 2","15142","18941","Operations Support Officer","2.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Central Document Services","SLC4","Business Support 2","15142","18941","Operations Support Officer","8.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Central Document Services","SLC4","Business Support 2","15142","18941","Operations Support Officer","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Central Document Services","SLC4","Business Adviser","21300","37991","Operations Support Officer","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Central Document Services","SLC4","People Manager 2","29500","50005","Operational Manager","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Central Document Services","SLC4","Business Support 2","15142","18941","Operations Support Officer","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Central Document Services","SLC4","Business Support 1","13678","18028","Communications Support Officer","1.00","Communications"
"Department for Business Innovation and Skills","Student Loans Company","Central Document Services","SLC4","People Manager 1","21300","37991","Review Team Leader","5.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Central Document Services","SLC4","Senior Manager","47203","67709","Senior Operational Manager","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Central Document Services","SLC4","Business Support 1","13678","18028","Operations Support Officer","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Central Document Services","SLC4","Customer Support 1","13678","18028","Operations Support Officer","3.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Central Document Services","SLC4","Business Support 1","13678","18028","Operations Support Officer","20.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Central Document Services","SLC4","Business Support 1","13678","18028","Operations Support Officer","5.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Central Document Services","SLC4","Business Support 2","15142","18941","Operations Support Officer","10.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Change Management","SLC2","Business Adviser","21300","37991","Analyst","4.00","Programme and Project Management (PPM)"
"Department for Business Innovation and Skills","Student Loans Company","Change Management","SLC2","Professional","29500","50005","Senior Analyst","6.00","Programme and Project Management (PPM)"
"Department for Business Innovation and Skills","Student Loans Company","Change Management","SLC2","Business Adviser","21300","37991","Technical Adviser","1.00","Information Technology"
"Department for Business Innovation and Skills","Student Loans Company","Change Management","SLC2","Professional","29500","50005","Business Manager","1.00","Programme and Project Management (PPM)"
"Department for Business Innovation and Skills","Student Loans Company","Change Management","SLC2","Business Support Manager","38380","57346","Project Manager","1.00","Programme and Project Management (PPM)"
"Department for Business Innovation and Skills","Student Loans Company","Change Management","SLC2","Business Support Manager","38380","57346","Analyst","1.00","Programme and Project Management (PPM)"
"Department for Business Innovation and Skills","Student Loans Company","Change Management","SLC2","Professional","29500","50005","Analyst","3.00","Programme and Project Management (PPM)"
"Department for Business Innovation and Skills","Student Loans Company","Change Management","SLC2","Business Adviser","21300","37991","Technical Adviser","4.00","Programme and Project Management (PPM)"
"Department for Business Innovation and Skills","Student Loans Company","Change Management Division","SLC2","Head of Service","61913","83612","Senior Project Manager","1.00","Programme and Project Management (PPM)"
"Department for Business Innovation and Skills","Student Loans Company","Collections","SLC6","People Manager 1","21300","37991","Operational Manager","0.53","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Collections","SLC6","Technology Adviser","21300","37991","Senior Analyst","1.00","Information Technology"
"Department for Business Innovation and Skills","Student Loans Company","Collections","SLC6","People Manager 1","21300","37991","Review Team Leader","9.40","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Collections","SLC6","Business Adviser","21300","37991","Analyst","1.00","Information Technology"
"Department for Business Innovation and Skills","Student Loans Company","Collections","SLC6","Technology Adviser","21300","37991","Analyst","2.00","Information Technology"
"Department for Business Innovation and Skills","Student Loans Company","Collections","SLC6","Business Adviser","21300","37991","Operations Support Officer","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Collections","SLC6","Professional","29500","50005","Operational Manager","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Collections","SLC6","Technology Adviser","21300","37991","Review Team Leader","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Collections","SLC6","People Manager 2","29500","50005","Operational Manager","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Collections","SLC6","Customer Manager","38380","57346","Operational Manager","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Collections","SLC6","Business Adviser","21300","37991","Analyst","1.00","Information Technology"
"Department for Business Innovation and Skills","Student Loans Company","Collections","SLC6","Customer Support 2","15142","18941","Operations Support Officer","92.25","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Collections","SLC6","Business Support 2","15142","18941","Operations Support Officer","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Collections","SLC6","Business Support 2","15142","18941","Statistical Support Officer","1.00","Knowledge and Information Management (KIM)"
"Department for Business Innovation and Skills","Student Loans Company","Core Processing/EU","SLC6","Business Support Manager","38380","57346","Knowledge Information Management Manager","1.00","Information Technology"
"Department for Business Innovation and Skills","Student Loans Company","Core Processing/EU","SLC6","Customer Manager","38380","57346","Operational Manager","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Core Processing/EU","SLC6","People Manager 2","29500","50005","Operational Manager","4.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Core Processing/EU","SLC6","People Manager 1","21300","37991","Review Team Leader","27.00","Operational Delivery"
"Department for Business Innovation and Skills","Student Loans Company","Core Processing/EU","SLC6","Customer Support 2","15142","18941","Operations Support Officer","282.40","Operational Delivery"
