Supplier,Payment Date,Amount
MORGAN LAW PARTNERS LLP,04/09/2012,1200
MORGAN LAW PARTNERS LLP,04/09/2012,960
MORGAN LAW PARTNERS LLP,04/09/2012,1200
MORGAN LAW PARTNERS LLP,04/09/2012,1200
MORRIS UK LTD,06/09/2012,852
MR OLADIPO FAMOJURO,27/09/2012,1600.04
MUSIC ROOM SOLUTIONS LTD,06/09/2012,2466
MY CONSULTANT LIMITED,14/09/2012,960
NATIONAL EXPRESS LTD,19/09/2012,575.68
NATIONAL MARITIME ENTERPRISES LTD,06/09/2012,3018
NATIONAL MARITIME ENTERPRISES LTD,06/09/2012,2728.37
NATIONAL MARITIME ENTERPRISES LTD,06/09/2012,2365.8
NEOPOST FINANCE LTD,07/09/2012,24000
NEW CENTURY CARE (WESTBANK CARE HOME),18/09/2012,2109.42
NEW CENTURY CARE (WESTBANK CARE HOME),26/09/2012,2041.37
NEW HORIZONS BROAD OAK LIMITED,28/09/2012,600
NEW HORIZONS BROAD OAK LIMITED,28/09/2012,600
NEW RICOH UK,07/09/2012,2082.67
NEW RICOH UK,13/09/2012,3398.8
NEW RICOH UK,17/09/2012,1464.59
NEW RICOH UK,24/09/2012,1113.84
NEWCOM (UK) LTD,04/09/2012,780.97
NICO OFFICE LTD,04/09/2012,2118
NICO OFFICE LTD,05/09/2012,579.6
NICO OFFICE LTD,05/09/2012,593.57
NICO OFFICE LTD,05/09/2012,587.98
NICO OFFICE LTD,05/09/2012,965.95
NICO OFFICE LTD,05/09/2012,581.63
NICO OFFICE LTD,05/09/2012,737.15
NOMIX ENVIRO,06/09/2012,1070.4
NOMIX ENVIRO,21/09/2012,5178
NORTHGATE INFORMATION SOLUTIONS UK LTD,07/09/2012,2213.4
NORTHGATE INFORMATION SOLUTIONS UK LTD,07/09/2012,120000
NORTHGATE INFORMATION SOLUTIONS UK LTD,07/09/2012,5400
NORTHGATE INFORMATION SOLUTIONS UK LTD,07/09/2012,24158.53
NORTHGATE INFORMATION SOLUTIONS UK LTD,07/09/2012,113513.03
NORTHGATE INFORMATION SOLUTIONS UK LTD,07/09/2012,3500
NORTHGATE INFORMATION SOLUTIONS UK LTD,17/09/2012,632.4
NORTHGATE INFORMATION SOLUTIONS UK LTD,19/09/2012,1264.8
NORTHGATE INFORMATION SOLUTIONS UK LTD,24/09/2012,21206.1
NORTHGATE INFORMATION SOLUTIONS UK LTD,26/09/2012,1506
NORTHGATE INFORMATION SOLUTIONS UK LTD,28/09/2012,110553.6
NORTHGATE INFORMATION SOLUTIONS UK LTD,27/09/2012,3500
NORTHGATE INFORMATION SOLUTIONS UK LTD,28/09/2012,5400
NOWMEDICAL,24/09/2012,702
NPOWER LTD,04/09/2012,1372.17
NRAM,04/09/2012,2653.33
NUTTEN STOVEN RESIDENTIAL HOME,24/09/2012,1928.57
OAKHURST COURT LTD,25/09/2012,2319.86
OCE FINANCE,14/09/2012,1558.92
OCE FINANCE,14/09/2012,9465.88
OFFICE DEPOT UK LIMITED,05/09/2012,625.44
OFFICE DEPOT UK LIMITED,07/09/2012,532.51
OFFICE DEPOT UK LIMITED,07/09/2012,832.14
OFFICE DEPOT UK LIMITED,14/09/2012,546.2
OFFICE DEPOT UK LIMITED,13/09/2012,663.3
OFFICE DEPOT UK LIMITED,13/09/2012,566.82
OFFICE DEPOT UK LIMITED,17/09/2012,1224
OFFICE DEPOT UK LIMITED,18/09/2012,1053.35
OFFICE DEPOT UK LIMITED,19/09/2012,980.96
OFFICE DEPOT UK LIMITED,19/09/2012,518.58
OFFICE DEPOT UK LIMITED,24/09/2012,579.12
OFFICE DEPOT UK LIMITED,25/09/2012,1089.96
OFFICE DEPOT UK LIMITED,27/09/2012,792.74
OMEGA RED GROUP LTD,07/09/2012,3499.01
OPEN BLUE THEATRE LTD,07/09/2012,4500
OPEN BLUE THEATRE LTD,26/09/2012,1500
OPUS CARE LTD T/A ASHFORD NURSING HOME,04/09/2012,3713.44
ORACLE CORP UK LIMITED,07/09/2012,9493.71
ORACLE SOLUTIONS LTD,05/09/2012,672
ORANGE,14/09/2012,24554.28
ORANGE,14/09/2012,11366.62
ORANGE,14/09/2012,24694.26
ORANGE PCS,07/09/2012,4332
ORANGE PCS,14/09/2012,828
ORCHARD FENCING,14/09/2012,672
ORCHARD FENCING,18/09/2012,827.58
OUTCOMES UK LTD,04/09/2012,2016
OXLEAS NHS FOUNDATION TRUST,03/09/2012,220666.67
OXLEAS NHS FOUNDATION TRUST,04/09/2012,18607.97
OXLEAS NHS FOUNDATION TRUST,17/09/2012,55166.67
OXLEAS NHS FOUNDATION TRUST,17/09/2012,4212.39
OXLEAS NHS FOUNDATION TRUST,18/09/2012,5657.76
OXLEAS NHS FOUNDATION TRUST,18/09/2012,2622.36
OXLEAS NHS FOUNDATION TRUST,18/09/2012,3027.99
OXLEAS NHS FOUNDATION TRUST,18/09/2012,3650.18
OXLEAS NHS FOUNDATION TRUST,18/09/2012,266222
OXLEAS NHS FOUNDATION TRUST,20/09/2012,55166.67
OXLEAS NHS FOUNDATION TRUST,20/09/2012,3886.61
P & R INSTALLATION CO LTD,24/09/2012,88813.02
P A CONSULTING GROUP,17/09/2012,6318
PACE FUELCARE LTD,24/09/2012,2394
PAGESUITE LIMITED,14/09/2012,7200
PC WORLD BUSINESS,14/09/2012,817.99
PEL SERVICES LIMITED,07/09/2012,975.38
PELLINGS LLP,04/09/2012,1260
PELLINGS LLP,04/09/2012,1449
PELLINGS LLP,04/09/2012,1845.9
PELLINGS LLP,04/09/2012,1200
PELLINGS LLP,05/09/2012,7411.04
PELLINGS LLP,05/09/2012,7706.77
PELLINGS LLP,07/09/2012,673.42
PELLINGS LLP,07/09/2012,1260
PELLINGS LLP,07/09/2012,50602.8
PELLINGS LLP,14/09/2012,38812.5
PELLINGS LLP,17/09/2012,5077.8
PELLINGS LLP,17/09/2012,2274
PELLINGS LLP,19/09/2012,4398.34
PELLINGS LLP,24/09/2012,4071.42
PELLINGS LLP,25/09/2012,10780.93
PELLINGS LLP,25/09/2012,7224
PELLINGS LLP,25/09/2012,1950
PENNINGTON CHOICES LTD,06/09/2012,4752
PENNINGTON CHOICES LTD,24/09/2012,3009
PERFECT ASSOCIATES LTD,04/09/2012,4944
PERFECT ASSOCIATES LTD,24/09/2012,27516
PERSONAL SECURITY SERVICES LTD,04/09/2012,759.84
PERSONAL SECURITY SERVICES LTD,10/09/2012,716.64
PFL ELECTRICAL LIMITED,12/09/2012,42876.62
PHB CONSTRUCTION LTD,04/09/2012,28638.82
PHB CONSTRUCTION LTD,26/09/2012,7297.86
PHOENIX SOFTWARE LTD,10/09/2012,5700
PIPER ASSESSMENT LTD,10/09/2012,908.4
PITNEY BOWES FINANCE PLC,25/09/2012,538.96
PJ ASSOCIATES,05/09/2012,865.2
PLANSHORE LTD T/A PARKVIEW NURSING HOME,26/09/2012,2148.43
PLANTIRE,07/09/2012,1995.84
PLEXUS LAW,26/09/2012,6500
PLUMSTEAD CLINIC LTD,05/09/2012,1387
PLUMSTEAD MAKE MERRY,24/09/2012,950
PORTAL UK SERVICE LTD,12/09/2012,2820
POST OFFICE LTD,18/09/2012,834.53
POTS OF FUN MOBILE CRECHE LTD,13/09/2012,837
POTS OF FUN MOBILE CRECHE LTD,13/09/2012,669.6
PRESS ASSOCIATION,06/09/2012,2211
PRICEWATERHOUSECOOPERS,05/09/2012,4440.36
PRIMARY TIMES,26/09/2012,4324.8
PRISM MEDICAL UK T/A TEST VALLEY MOBILITY & LIFTEC,05/09/2012,2346.84
PRISM MEDICAL UK T/A TEST VALLEY MOBILITY & LIFTEC,10/09/2012,9435.46
PROJECT CENTRE LIMITED,05/09/2012,21683.11
PROJECT CENTRE LIMITED,05/09/2012,24060.65
PROJECT CENTRE LIMITED,06/09/2012,19800
PROJECT CENTRE LIMITED,06/09/2012,35877.74
PROSPECTS SERVICES LTD,13/09/2012,51600
PUBLIC SELECT,17/09/2012,8400
PULSE HEALTHCARE LTD,06/09/2012,1428.76
PURKELLY BROS LIMITED,12/09/2012,6191.41
QEF INDEPENDENT LIVING SERVICES,04/09/2012,7052
QUAGGY COMMUNITY CENTRE & NURSERY,10/09/2012,3071.25
QUAGGY COMMUNITY CENTRE & NURSERY,10/09/2012,3412.5
QUAGGY COMMUNITY CENTRE & NURSERY,10/09/2012,3071.25
QUAGGY COMMUNITY CENTRE & NURSERY,13/09/2012,9558
QUAGGY COMMUNITY CENTRE & NURSERY,13/09/2012,35000
QUAGGY COMMUNITY CENTRE & NURSERY,13/09/2012,9558
QUAGGY COMMUNITY CENTRE & NURSERY,13/09/2012,35000
R C CUTTING & CO LTD,10/09/2012,3131.82
R C CUTTING & CO LTD,10/09/2012,3051.74
RACHEL BRICKS PROPERTIES,25/09/2012,1023
RANDSTAD EDUCATION LIMITED,13/09/2012,606
RANDSTAD EDUCATION LIMITED,18/09/2012,600
RANDSTAD EDUCATION LIMITED,18/09/2012,606
RANDSTAD EDUCATION LIMITED,25/09/2012,756.29
RANDSTAD EDUCATION LIMITED,25/09/2012,606
RANDSTAD EDUCATION LIMITED,25/09/2012,606
RANDSTAD EDUCATION LIMITED,25/09/2012,606
RANDSTAD EDUCATION LIMITED,28/09/2012,519.95
RANDSTAD EDUCATION LIMITED,28/09/2012,519.95
RANDSTAD EDUCATION LIMITED,28/09/2012,693.26
RAVI PATEL T/A ELTHAM PHARMACY,04/09/2012,521.02
REAMCARE LTD,10/09/2012,2544
REDACT PERSONAL INFORMATION,13/09/2012,3315.45
REDACT PERSONAL INFORMATION,13/09/2012,3315.45
REDACT PERSONAL INFORMATION,03/09/2012,11221.56
REDACT PERSONAL INFORMATION,03/09/2012,584
REDACT PERSONAL INFORMATION,03/09/2012,7691.18
REDACT PERSONAL INFORMATION,03/09/2012,7691.18
REDACT PERSONAL INFORMATION,03/09/2012,2778.44
REDACT PERSONAL INFORMATION,03/09/2012,9087.92
REDACT PERSONAL INFORMATION,03/09/2012,9087.92
REDACT PERSONAL INFORMATION,03/09/2012,565
REDACT PERSONAL INFORMATION,03/09/2012,563
REDACT PERSONAL INFORMATION,03/09/2012,874.2
REDACT PERSONAL INFORMATION,03/09/2012,2894.24
REDACT PERSONAL INFORMATION,03/09/2012,846
REDACT PERSONAL INFORMATION,03/09/2012,2894.24
REDACT PERSONAL INFORMATION,03/09/2012,1331.5
REDACT PERSONAL INFORMATION,03/09/2012,874.2
REDACT PERSONAL INFORMATION,03/09/2012,2533
REDACT PERSONAL INFORMATION,03/09/2012,3511.99
REDACT PERSONAL INFORMATION,03/09/2012,543
REDACT PERSONAL INFORMATION,03/09/2012,3439.98
REDACT PERSONAL INFORMATION,03/09/2012,3439.98
REDACT PERSONAL INFORMATION,03/09/2012,3439.98
REDACT PERSONAL INFORMATION,03/09/2012,3439.98
REDACT PERSONAL INFORMATION,03/09/2012,766
REDACT PERSONAL INFORMATION,03/09/2012,3439.98
REDACT PERSONAL INFORMATION,03/09/2012,3792.16
REDACT PERSONAL INFORMATION,03/09/2012,3267.98
REDACT PERSONAL INFORMATION,03/09/2012,2149.2
REDACT PERSONAL INFORMATION,03/09/2012,3439.99
REDACT PERSONAL INFORMATION,03/09/2012,3439.98
REDACT PERSONAL INFORMATION,03/09/2012,2192.14
REDACT PERSONAL INFORMATION,03/09/2012,3439.98
REDACT PERSONAL INFORMATION,03/09/2012,3439.98
REDACT PERSONAL INFORMATION,03/09/2012,3439.98
REDACT PERSONAL INFORMATION,03/09/2012,3439.98
REDACT PERSONAL INFORMATION,03/09/2012,535.8
REDACT PERSONAL INFORMATION,03/09/2012,874.2
REDACT PERSONAL INFORMATION,03/09/2012,846
REDACT PERSONAL INFORMATION,03/09/2012,874.2
REDACT PERSONAL INFORMATION,03/09/2012,3439.98
REDACT PERSONAL INFORMATION,03/09/2012,3095.57
REDACT PERSONAL INFORMATION,03/09/2012,3439.98
REDACT PERSONAL INFORMATION,03/09/2012,3439.99
REDACT PERSONAL INFORMATION,03/09/2012,3439.98
REDACT PERSONAL INFORMATION,03/09/2012,4643.98
REDACT PERSONAL INFORMATION,03/09/2012,3439.98
REDACT PERSONAL INFORMATION,03/09/2012,3439.98
REDACT PERSONAL INFORMATION,03/09/2012,3439.98
REDACT PERSONAL INFORMATION,03/09/2012,3439.98
REDACT PERSONAL INFORMATION,03/09/2012,2920
REDACT PERSONAL INFORMATION,03/09/2012,561
REDACT PERSONAL INFORMATION,03/09/2012,650.75
REDACT PERSONAL INFORMATION,03/09/2012,835
REDACT PERSONAL INFORMATION,03/09/2012,4299.98
REDACT PERSONAL INFORMATION,03/09/2012,1199
REDACT PERSONAL INFORMATION,03/09/2012,4299.98
REDACT PERSONAL INFORMATION,03/09/2012,3095.57
REDACT PERSONAL INFORMATION,03/09/2012,2052.95
REDACT PERSONAL INFORMATION,03/09/2012,933
REDACT PERSONAL INFORMATION,03/09/2012,1336
REDACT PERSONAL INFORMATION,03/09/2012,3373.4
REDACT PERSONAL INFORMATION,03/09/2012,3439.98
REDACT PERSONAL INFORMATION,03/09/2012,1700
REDACT PERSONAL INFORMATION,03/09/2012,3373.4
REDACT PERSONAL INFORMATION,04/09/2012,829.8
REDACT PERSONAL INFORMATION,04/09/2012,19144
REDACT PERSONAL INFORMATION,04/09/2012,2600
REDACT PERSONAL INFORMATION,04/09/2012,5312.1
REDACT PERSONAL INFORMATION,04/09/2012,998.71
REDACT PERSONAL INFORMATION,04/09/2012,998.71
REDACT PERSONAL INFORMATION,04/09/2012,998.71
REDACT PERSONAL INFORMATION,04/09/2012,4499.2
REDACT PERSONAL INFORMATION,04/09/2012,3881.32
REDACT PERSONAL INFORMATION,04/09/2012,776.77
REDACT PERSONAL INFORMATION,04/09/2012,3881.32
REDACT PERSONAL INFORMATION,04/09/2012,2156
REDACT PERSONAL INFORMATION,04/09/2012,584
REDACT PERSONAL INFORMATION,04/09/2012,3202.21
REDACT PERSONAL INFORMATION,04/09/2012,2275.4
REDACT PERSONAL INFORMATION,04/09/2012,516
REDACT PERSONAL INFORMATION,04/09/2012,850
REDACT PERSONAL INFORMATION,04/09/2012,850
REDACT PERSONAL INFORMATION,04/09/2012,4362.94
REDACT PERSONAL INFORMATION,04/09/2012,783
REDACT PERSONAL INFORMATION,04/09/2012,759
REDACT PERSONAL INFORMATION,04/09/2012,1200
REDACT PERSONAL INFORMATION,04/09/2012,1200
REDACT PERSONAL INFORMATION,04/09/2012,1200
REDACT PERSONAL INFORMATION,04/09/2012,5483.9
REDACT PERSONAL INFORMATION,04/09/2012,4832.5
REDACT PERSONAL INFORMATION,04/09/2012,1901.57
REDACT PERSONAL INFORMATION,04/09/2012,2497
REDACT PERSONAL INFORMATION,04/09/2012,585
REDACT PERSONAL INFORMATION,04/09/2012,554
REDACT PERSONAL INFORMATION,04/09/2012,551
REDACT PERSONAL INFORMATION,04/09/2012,850
REDACT PERSONAL INFORMATION,04/09/2012,1818
REDACT PERSONAL INFORMATION,04/09/2012,637
REDACT PERSONAL INFORMATION,04/09/2012,524.4
REDACT PERSONAL INFORMATION,04/09/2012,862
REDACT PERSONAL INFORMATION,04/09/2012,842
REDACT PERSONAL INFORMATION,04/09/2012,766
REDACT PERSONAL INFORMATION,04/09/2012,1426
REDACT PERSONAL INFORMATION,04/09/2012,789.12
REDACT PERSONAL INFORMATION,04/09/2012,8136.25
REDACT PERSONAL INFORMATION,04/09/2012,1234
REDACT PERSONAL INFORMATION,04/09/2012,8393.62
REDACT PERSONAL INFORMATION,04/09/2012,599
REDACT PERSONAL INFORMATION,04/09/2012,682.25
REDACT PERSONAL INFORMATION,04/09/2012,1730.19
REDACT PERSONAL INFORMATION,04/09/2012,4469.67
REDACT PERSONAL INFORMATION,04/09/2012,4469.67
REDACT PERSONAL INFORMATION,04/09/2012,507.6
REDACT PERSONAL INFORMATION,04/09/2012,10714.28
REDACT PERSONAL INFORMATION,04/09/2012,11071.42
REDACT PERSONAL INFORMATION,04/09/2012,520.96
REDACT PERSONAL INFORMATION,04/09/2012,11071.42
REDACT PERSONAL INFORMATION,04/09/2012,2550
REDACT PERSONAL INFORMATION,04/09/2012,2550
REDACT PERSONAL INFORMATION,04/09/2012,2550
REDACT PERSONAL INFORMATION,04/09/2012,672.56
REDACT PERSONAL INFORMATION,04/09/2012,2550
REDACT PERSONAL INFORMATION,04/09/2012,2550
REDACT PERSONAL INFORMATION,04/09/2012,2550
REDACT PERSONAL INFORMATION,04/09/2012,2975
REDACT PERSONAL INFORMATION,04/09/2012,704.29
REDACT PERSONAL INFORMATION,04/09/2012,1700
REDACT PERSONAL INFORMATION,04/09/2012,1747.72
REDACT PERSONAL INFORMATION,04/09/2012,552.03
REDACT PERSONAL INFORMATION,04/09/2012,2550
REDACT PERSONAL INFORMATION,04/09/2012,2550
REDACT PERSONAL INFORMATION,04/09/2012,2550
REDACT PERSONAL INFORMATION,04/09/2012,983.47
REDACT PERSONAL INFORMATION,04/09/2012,2550
REDACT PERSONAL INFORMATION,04/09/2012,634.48
REDACT PERSONAL INFORMATION,04/09/2012,2550
REDACT PERSONAL INFORMATION,04/09/2012,2281.16
REDACT PERSONAL INFORMATION,04/09/2012,2550
REDACT PERSONAL INFORMATION,04/09/2012,2975
REDACT PERSONAL INFORMATION,04/09/2012,1700
REDACT PERSONAL INFORMATION,04/09/2012,795.03
REDACT PERSONAL INFORMATION,04/09/2012,516.5
REDACT PERSONAL INFORMATION,04/09/2012,938.17
REDACT PERSONAL INFORMATION,04/09/2012,665
REDACT PERSONAL INFORMATION,04/09/2012,1085
REDACT PERSONAL INFORMATION,04/09/2012,1050
REDACT PERSONAL INFORMATION,04/09/2012,1860
REDACT PERSONAL INFORMATION,04/09/2012,1240
REDACT PERSONAL INFORMATION,04/09/2012,560
REDACT PERSONAL INFORMATION,04/09/2012,1395
REDACT PERSONAL INFORMATION,04/09/2012,1110.85
REDACT PERSONAL INFORMATION,04/09/2012,2190.51
REDACT PERSONAL INFORMATION,04/09/2012,1752.41
REDACT PERSONAL INFORMATION,04/09/2012,600
REDACT PERSONAL INFORMATION,04/09/2012,760
REDACT PERSONAL INFORMATION,04/09/2012,600
REDACT PERSONAL INFORMATION,04/09/2012,4325.49
REDACT PERSONAL INFORMATION,04/09/2012,728
REDACT PERSONAL INFORMATION,04/09/2012,1966.95
REDACT PERSONAL INFORMATION,04/09/2012,10628.57
REDACT PERSONAL INFORMATION,04/09/2012,3142.16
REDACT PERSONAL INFORMATION,04/09/2012,563.15
REDACT PERSONAL INFORMATION,04/09/2012,3307.39
REDACT PERSONAL INFORMATION,04/09/2012,2028
REDACT PERSONAL INFORMATION,04/09/2012,877.16
REDACT PERSONAL INFORMATION,04/09/2012,541.13
REDACT PERSONAL INFORMATION,04/09/2012,3107.13
REDACT PERSONAL INFORMATION,04/09/2012,3307.39
REDACT PERSONAL INFORMATION,04/09/2012,6724.32
REDACT PERSONAL INFORMATION,04/09/2012,5748.33
REDACT PERSONAL INFORMATION,04/09/2012,5748.33
REDACT PERSONAL INFORMATION,04/09/2012,1719.99
REDACT PERSONAL INFORMATION,04/09/2012,5748.33
REDACT PERSONAL INFORMATION,04/09/2012,5460.96
REDACT PERSONAL INFORMATION,04/09/2012,5535.71
REDACT PERSONAL INFORMATION,04/09/2012,3439.98
REDACT PERSONAL INFORMATION,04/09/2012,3439.98
REDACT PERSONAL INFORMATION,04/09/2012,3439.98
REDACT PERSONAL INFORMATION,04/09/2012,1963.93
REDACT PERSONAL INFORMATION,04/09/2012,14437.2
REDACT PERSONAL INFORMATION,05/09/2012,897.48
REDACT PERSONAL INFORMATION,05/09/2012,864.69
REDACT PERSONAL INFORMATION,05/09/2012,1274.28
REDACT PERSONAL INFORMATION,05/09/2012,5200
REDACT PERSONAL INFORMATION,05/09/2012,6660.4
REDACT PERSONAL INFORMATION,05/09/2012,3489.71
REDACT PERSONAL INFORMATION,05/09/2012,3676.91
REDACT PERSONAL INFORMATION,05/09/2012,3929.78
REDACT PERSONAL INFORMATION,05/09/2012,3593.25
REDACT PERSONAL INFORMATION,05/09/2012,6642.68
REDACT PERSONAL INFORMATION,05/09/2012,3607.47
REDACT PERSONAL INFORMATION,05/09/2012,3385.82
REDACT PERSONAL INFORMATION,05/09/2012,3844.62
REDACT PERSONAL INFORMATION,05/09/2012,12484.01
REDACT PERSONAL INFORMATION,05/09/2012,3560.57
REDACT PERSONAL INFORMATION,05/09/2012,3573.37
REDACT PERSONAL INFORMATION,05/09/2012,3587.14
REDACT PERSONAL INFORMATION,05/09/2012,7209.67
REDACT PERSONAL INFORMATION,05/09/2012,3804.01
REDACT PERSONAL INFORMATION,05/09/2012,3804.01
REDACT PERSONAL INFORMATION,05/09/2012,3804.01
REDACT PERSONAL INFORMATION,05/09/2012,3448
REDACT PERSONAL INFORMATION,05/09/2012,6776.42
REDACT PERSONAL INFORMATION,05/09/2012,3448
REDACT PERSONAL INFORMATION,05/09/2012,3041.1
REDACT PERSONAL INFORMATION,05/09/2012,3543.3
REDACT PERSONAL INFORMATION,05/09/2012,3804.01
REDACT PERSONAL INFORMATION,05/09/2012,3628.55
REDACT PERSONAL INFORMATION,05/09/2012,3232.99
REDACT PERSONAL INFORMATION,05/09/2012,3454.33
REDACT PERSONAL INFORMATION,05/09/2012,3454.33
REDACT PERSONAL INFORMATION,05/09/2012,3132.2
REDACT PERSONAL INFORMATION,05/09/2012,3132.2
REDACT PERSONAL INFORMATION,05/09/2012,2796.59
REDACT PERSONAL INFORMATION,05/09/2012,3132.2
REDACT PERSONAL INFORMATION,05/09/2012,3132.2
REDACT PERSONAL INFORMATION,05/09/2012,3132.2
REDACT PERSONAL INFORMATION,05/09/2012,610
REDACT PERSONAL INFORMATION,06/09/2012,850
REDACT PERSONAL INFORMATION,06/09/2012,3132.2
REDACT PERSONAL INFORMATION,06/09/2012,3132.2
REDACT PERSONAL INFORMATION,06/09/2012,3132.2
REDACT PERSONAL INFORMATION,06/09/2012,3132.2
REDACT PERSONAL INFORMATION,06/09/2012,3132.2
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,1471.5
REDACT PERSONAL INFORMATION,06/09/2012,686.7
REDACT PERSONAL INFORMATION,06/09/2012,2876.48
REDACT PERSONAL INFORMATION,06/09/2012,2876.48
REDACT PERSONAL INFORMATION,06/09/2012,3321.42
REDACT PERSONAL INFORMATION,06/09/2012,3520.71
REDACT PERSONAL INFORMATION,06/09/2012,3387.87
REDACT PERSONAL INFORMATION,06/09/2012,3387.87
REDACT PERSONAL INFORMATION,06/09/2012,3132.2
REDACT PERSONAL INFORMATION,06/09/2012,3132.2
REDACT PERSONAL INFORMATION,06/09/2012,842.23
REDACT PERSONAL INFORMATION,06/09/2012,3454.33
REDACT PERSONAL INFORMATION,06/09/2012,3232.99
REDACT PERSONAL INFORMATION,06/09/2012,712.89
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3454.33
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3232.99
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3454.33
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,6082.2
REDACT PERSONAL INFORMATION,06/09/2012,3454.33
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3232.99
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3132.2
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,1275.32
REDACT PERSONAL INFORMATION,06/09/2012,1765.78
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,761.88
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,1425.07
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,2401.84
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,2252.65
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,3041.1
REDACT PERSONAL INFORMATION,06/09/2012,5234.57
REDACT PERSONAL INFORMATION,06/09/2012,6314.29
REDACT PERSONAL INFORMATION,06/09/2012,5200.04
REDACT PERSONAL INFORMATION,06/09/2012,5231.43
REDACT PERSONAL INFORMATION,06/09/2012,3270.72
REDACT PERSONAL INFORMATION,06/09/2012,2214.29
REDACT PERSONAL INFORMATION,06/09/2012,3165.21
REDACT PERSONAL INFORMATION,06/09/2012,4406.34
REDACT PERSONAL INFORMATION,06/09/2012,1044.4
REDACT PERSONAL INFORMATION,07/09/2012,680
REDACT PERSONAL INFORMATION,07/09/2012,702
REDACT PERSONAL INFORMATION,07/09/2012,1398
REDACT PERSONAL INFORMATION,07/09/2012,1572
REDACT PERSONAL INFORMATION,07/09/2012,2442
REDACT PERSONAL INFORMATION,07/09/2012,2493.29
REDACT PERSONAL INFORMATION,07/09/2012,1239.52
REDACT PERSONAL INFORMATION,07/09/2012,2500
