"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Aquatic Health & Hygiene","3","PB2","13652","15769","Administrative Officer","7.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Aquatic Health & Hygiene","3","PB3","15804","19007","Administrative Officer","25.17","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Aquatic Health & Hygiene","3","PB4","19505","24049","Scientist","30.97","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Aquatic Health & Hygiene","3","PB5","24036","29300","Scientist","22.33","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Aquatic Health & Hygiene","3","PB6","30403","37727","Scientist","15.50","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Aquatic Health & Hygiene","3","PB7","40831","50882","Senior Operational Researcher","14.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Aquatic Health & Hygiene","3","PB8","51320","61066","Senior Project Manager","3.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Corporate","2","PB2","13652","15769","Administrative Officer","1.81","Operational delivery"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Corporate","2","PB3","15804","19007","Operations Support Officer","10.81","Operational delivery"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Corporate","2","PB4","19505","24049","Executive Officer","11.35","Operational delivery"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Corporate","2","PB5","24036","29300","Business Manager","5.21","Operational delivery"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Corporate","2","PB6","30403","37727","Senior Operational Manager","12.81","Operational delivery"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Corporate","2","PB7","40831","50882","Senior Operational Manager","4.00","Operational delivery"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Corporate","2","PB8","51320","61066","Senior Operational Manager","1.00","Operational delivery"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Environment & Ecosystems","3","PB2","13652","15769","Operations Support Officer","1.81","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Environment & Ecosystems","3","PB3","15804","19007","Scientist","14.49","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Environment & Ecosystems","3","PB4","19505","24049","Executive Officer","25.99","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Environment & Ecosystems","3","PB5","24036","29300","Scientist","38.48","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Environment & Ecosystems","3","PB6","30403","37727","Scientist","39.91","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Environment & Ecosystems","3","PB7","40831","50882","Senior Operational Researcher","16.90","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Environment & Ecosystems","3","PB8","51320","61066","Scientist","5.00","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Fisheries","4","PB2","13652","15769","Administrative Officer","2.43","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Fisheries","4","PB3","15804","19007","Operations Support Officer","8.06","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Fisheries","4","PB4","19505","24049","Scientist","29.37","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Fisheries","4","PB5","24036","29300","Scientist","17.50","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Fisheries","4","PB6","30403","37727","Scientist","14.21","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Fisheries","4","PB7","40831","50882","Scientist","7.33","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Fisheries","4","PB8","51320","61066","Scientist","4.46","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Monitoring & Programme Management","3","PB2","13652","15769","Operations Support Officer","3.87","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Monitoring & Programme Management","3","PB3","15804","19007","Project Support Officer","16.03","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Monitoring & Programme Management","3","PB4","19505","24049","Project Support Officer","25.81","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Monitoring & Programme Management","3","PB5","24036","29300","Project Support Officer","21.87","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Monitoring & Programme Management","3","PB6","30403","37727","Senior policy adviser","21.16","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Monitoring & Programme Management","3","PB7","40831","50882","Senior Operational Researcher","8.81","Science and Engineering"
"Department for Environment, Food and Rural Affairs","Centre for Environment, Fisheries & Aquaculture Science","Monitoring & Programme Management","3","PB8","51320","61066","Senior Project Manager","4.80","Science and Engineering"
