Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Transaction Number,Amount,Description,Expenditure Type
Land Registry,Land Registry,22/07/2013,Independent Complaints Reviewer,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,119.48,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Corporate Legal Services,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,132.8,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Guarantee & Litigation,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,273.04,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Registration Legal Services Group,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,102.49,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Learning and Development,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,320.4,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Governance & Policy,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,154.46,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Finance Group,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,585.65,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Business Development,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,731.09,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Capability,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,118.27,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Internal Solutions Group,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,1552.36,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Internal Audit,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,60.44,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Customer Services,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,291.74,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,International Unit,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,265.41,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Projects and Programme Centre,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,101.44,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Corp Procurement,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,536.35,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Commercial Director,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,399.51,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Product Development & Management,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,522.61,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Marketing Services Team,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,50.12,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,HR,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,3038.68,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Research & Data Mining,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,-132.68,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Commercial & Customer Strategy & Performance,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,60.95,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Central Operations Group,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,917.99,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Chief Executives Office,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,5889.49,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Dir: HR,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,1547.89,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Dir: Operations,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,458.32,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Dir: Legal Services,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,485.51,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Dir: (Statutory) Commercial & Customer,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,5491.07,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Dir: Finance,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,10.11,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Strategy Team,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,474.46,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Guarantee & Litigation,Ind Legal Costs,Treasury Solicitors,Large,959800,24980.59,Indemnity Legal Costs,Administration
Land Registry,Land Registry,23/07/2013,Governance & Policy,Rent Payable,GBR Phoenix Beard Property Consultants,SME,472492,6141.95,Rent Payable,Administration
Land Registry,Land Registry,24/07/2013,Leicester Office,Stationery National Contracts,Banner Business Services Ltd,Large,960083,1345.69,Stationery National Contracts,Administration
Land Registry,Land Registry,24/07/2013,Durham Office,Stationery National Contracts,Banner Business Services Ltd,Large,960083,2960.73,Stationery National Contracts,Administration
Land Registry,Land Registry,24/07/2013,Fylde Office,Stationery National Contracts,Banner Business Services Ltd,Large,960083,2446.64,Stationery National Contracts,Administration
Land Registry,Land Registry,24/07/2013,Croydon Office,Stationery National Contracts,Banner Business Services Ltd,Large,960083,1812.69,Stationery National Contracts,Administration
Land Registry,Land Registry,24/07/2013,Gloucester Office,Stationery National Contracts,Banner Business Services Ltd,Large,960083,3270.78,Stationery National Contracts,Administration
Land Registry,Land Registry,24/07/2013,Nottingham Office,Stationery National Contracts,Banner Business Services Ltd,Large,960083,3601.82,Stationery National Contracts,Administration
Land Registry,Land Registry,24/07/2013,Central Facilities Management Team,Stationery National Contracts,Banner Business Services Ltd,Large,960083,69.27,Stationery National Contracts,Administration
Land Registry,Land Registry,24/07/2013,Birkenhead Office,Stationery National Contracts,Banner Business Services Ltd,Large,960083,4153.21,Stationery National Contracts,Administration
Land Registry,Land Registry,24/07/2013,Plymouth Office,Stationery National Contracts,Banner Business Services Ltd,Large,960083,2643.61,Stationery National Contracts,Administration
Land Registry,Land Registry,24/07/2013,Weymouth Office,Stationery National Contracts,Banner Business Services Ltd,Large,960083,1889.36,Stationery National Contracts,Administration
Land Registry,Land Registry,24/07/2013,Peterborough Office,Stationery National Contracts,Banner Business Services Ltd,Large,960083,2016.03,Stationery National Contracts,Administration
Land Registry,Land Registry,24/07/2013,Telford Office,Stationery National Contracts,Banner Business Services Ltd,Large,960083,1838.8,Stationery National Contracts,Administration
Land Registry,Land Registry,24/07/2013,Coventry Office,Stationery National Contracts,Banner Business Services Ltd,Large,960083,5153.45,Stationery National Contracts,Administration
Land Registry,Land Registry,24/07/2013,Hull Office,Stationery National Contracts,Banner Business Services Ltd,Large,960083,2223.14,Stationery National Contracts,Administration
Land Registry,Land Registry,24/07/2013,Wales Office,Stationery National Contracts,Banner Business Services Ltd,Large,960083,2337.11,Stationery National Contracts,Administration
Land Registry,Land Registry,24/07/2013,Land Charges,Stationery National Contracts,Banner Business Services Ltd,Large,960083,570.89,Stationery National Contracts,Administration
Land Registry,Land Registry,24/07/2013,Central Facilities Management Team,Waste Disposal,Banner Business Services Ltd,Large,960083,12274.65,Waste Disposal,Administration
Land Registry,Land Registry,24/07/2013,IS Service Delivery,Stationery National Contracts,Banner Business Services Ltd,Large,960083,2679.22,Stationery National Contracts,Administration
Land Registry,Land Registry,24/07/2013,Governance & Policy,Stationery National Contracts,Banner Business Services Ltd,Large,960083,117.07,Stationery National Contracts,Administration
Land Registry,Land Registry,24/07/2013,Finance Group,Stationery National Contracts,Banner Business Services Ltd,Large,960083,172.68,Stationery National Contracts,Administration
Land Registry,Land Registry,24/07/2013,Projects and Programme Centre,Stationery National Contracts,Banner Business Services Ltd,Large,960083,68.7,Stationery National Contracts,Administration
Land Registry,Land Registry,24/07/2013,Marketing Services Team,Stationery National Contracts,Banner Business Services Ltd,Large,960083,132.77,Stationery National Contracts,Administration
Land Registry,Land Registry,24/07/2013,Business Development,Stationery National Contracts,Banner Business Services Ltd,Large,960083,13.08,Stationery National Contracts,Administration
Land Registry,Land Registry,24/07/2013,HR,Stationery National Contracts,Banner Business Services Ltd,Large,960083,95.14,Stationery National Contracts,Administration
Land Registry,Land Registry,24/07/2013,Strategy Team,Stationery National Contracts,Banner Business Services Ltd,Large,960083,60.98,Stationery National Contracts,Administration
Land Registry,Land Registry,24/07/2013,Chief Executives Office,Stationery National Contracts,Banner Business Services Ltd,Large,960083,81.92,Stationery National Contracts,Administration
Land Registry,Land Registry,24/07/2013,Capability,Stationery National Contracts,Banner Business Services Ltd,Large,960083,122.85,Stationery National Contracts,Administration
Land Registry,Land Registry,24/07/2013,Internal Solutions Group,Stationery National Contracts,Banner Business Services Ltd,Large,960083,116.15,Stationery National Contracts,Administration
Land Registry,Land Registry,24/07/2013,Central RFS,Stationery National Contracts,Banner Business Services Ltd,Large,960083,828.52,Stationery National Contracts,Administration
Land Registry,Land Registry,24/07/2013,Research & Data Mining,Stationery National Contracts,Banner Business Services Ltd,Large,960083,13.6,Stationery National Contracts,Administration
Land Registry,Land Registry,24/07/2013,External Solutions Group,Stationery National Contracts,Banner Business Services Ltd,Large,960083,43.88,Stationery National Contracts,Administration
Land Registry,Land Registry,24/07/2013,International Unit,Stationery National Contracts,Banner Business Services Ltd,Large,960083,44.45,Stationery National Contracts,Administration
Land Registry,Land Registry,24/07/2013,IS Service Delivery,Computer Equipment Maintenance,CGI IT UK Limited,Large,960324,86872,Computer Equipment Maintenance,Administration
Land Registry,Land Registry,24/07/2013,Plymouth Office,Reprographic Copy Costs,Steria Limited,Large,960336,362.11,Reprographic Copy Costs,Administration
Land Registry,Land Registry,24/07/2013,Telford Office,Reprographic Copy Costs,Steria Limited,Large,960336,107.98,Reprographic Copy Costs,Administration
Land Registry,Land Registry,24/07/2013,Wales Office,Reprographic Copy Costs,Steria Limited,Large,960336,359.15,Reprographic Copy Costs,Administration
Land Registry,Land Registry,24/07/2013,Durham Office,Reprographic Copy Costs,Steria Limited,Large,960336,195.05,Reprographic Copy Costs,Administration
Land Registry,Land Registry,24/07/2013,IS Service Delivery,"Computer Equipment Purchases <£1,000",Steria Limited,Large,960336,1010.09,"Computer Equipment Purchases <£1,000",Administration
Land Registry,Land Registry,24/07/2013,Fylde Office,Reprographic Copy Costs,Steria Limited,Large,960336,246.43,Reprographic Copy Costs,Administration
Land Registry,Land Registry,24/07/2013,Peterborough Office,Reprographic Copy Costs,Steria Limited,Large,960336,85.04,Reprographic Copy Costs,Administration
Land Registry,Land Registry,24/07/2013,Croydon Office,Reprographic Copy Costs,Steria Limited,Large,960336,748.38,Reprographic Copy Costs,Administration
Land Registry,Land Registry,24/07/2013,Gloucester Office,Reprographic Copy Costs,Steria Limited,Large,960336,384.14,Reprographic Copy Costs,Administration
Land Registry,Land Registry,24/07/2013,Leicester Office,Reprographic Copy Costs,Steria Limited,Large,960336,158.22,Reprographic Copy Costs,Administration
Land Registry,Land Registry,24/07/2013,Weymouth Office,Reprographic Copy Costs,Steria Limited,Large,960336,234.52,Reprographic Copy Costs,Administration
Land Registry,Land Registry,24/07/2013,Hull Office,Reprographic Copy Costs,Steria Limited,Large,960336,259.06,Reprographic Copy Costs,Administration
Land Registry,Land Registry,24/07/2013,Nottingham Office,Reprographic Copy Costs,Steria Limited,Large,960336,415.61,Reprographic Copy Costs,Administration
Land Registry,Land Registry,24/07/2013,Birkenhead Office,Reprographic Copy Costs,Steria Limited,Large,960336,263.63,Reprographic Copy Costs,Administration
Land Registry,Land Registry,24/07/2013,IS Service Delivery,FF&F:Removals,Steria Limited,Large,960336,2456.06,FF&F:Removals,Administration
Land Registry,Land Registry,24/07/2013,IS Service Delivery,DITI Printer Managed Service,Steria Limited,Large,960336,72790.95,IT Printer Managed Service,Administration
Land Registry,Land Registry,24/07/2013,Governance & Policy,Reprographic Copy Costs,Steria Limited,Large,960336,8.41,Reprographic Copy Costs,Administration
Land Registry,Land Registry,25/07/2013,Nottingham Office,Rent Payable,Dtz Debenham Tie Leung Ltd,SME,472545,8591.96,Rent Payable,Administration
Land Registry,Land Registry,26/07/2013,Nottingham Office,Rent Payable,Dtz Debenham Tie Leung Ltd,SME,212898,120708.49,Rent Payable,Administration
Land Registry,Land Registry,29/07/2013,IS Service Delivery,Data Network Lines,British Telecommunications Plc,Large,960859,1983.46,Data Network Lines,Administration
Land Registry,Land Registry,29/07/2013,Central Facilities Management Team,Telephone Costs,British Telecommunications Plc,Large,960859,5284.86,Telephone Costs,Administration
Land Registry,Land Registry,29/07/2013,RFS4 - Coventry,Telephone Costs,British Telecommunications Plc,Large,960859,37.87,Telephone Costs,Administration
Land Registry,Land Registry,29/07/2013,Independent Complaints Reviewer,Telephone Costs,British Telecommunications Plc,Large,960859,718.25,Telephone Costs,Administration
Land Registry,Land Registry,29/07/2013,Governance & Policy,Telephone Costs,British Telecommunications Plc,Large,960859,7030.37,Telephone Costs,Administration
Land Registry,Land Registry,29/07/2013,Birkenhead Office,Telephone Costs,British Telecommunications Plc,Large,960859,2665.39,Telephone Costs,Administration
Land Registry,Land Registry,29/07/2013,Coventry Office,Telephone Costs,British Telecommunications Plc,Large,960859,1881.97,Telephone Costs,Administration
Land Registry,Land Registry,29/07/2013,Croydon Office,Telephone Costs,British Telecommunications Plc,Large,960859,4725.81,Telephone Costs,Administration
Land Registry,Land Registry,29/07/2013,Durham Office,Telephone Costs,British Telecommunications Plc,Large,960859,4188.98,Telephone Costs,Administration
Land Registry,Land Registry,29/07/2013,Gloucester Office,Telephone Costs,British Telecommunications Plc,Large,960859,4984.42,Telephone Costs,Administration
Land Registry,Land Registry,29/07/2013,Hull Office,Telephone Costs,British Telecommunications Plc,Large,960859,113.61,Telephone Costs,Administration
Land Registry,Land Registry,29/07/2013,Fylde Office,Telephone Costs,British Telecommunications Plc,Large,960859,5810.64,Telephone Costs,Administration
Land Registry,Land Registry,29/07/2013,Leicester Office,Telephone Costs,British Telecommunications Plc,Large,960859,1991.03,Telephone Costs,Administration
Land Registry,Land Registry,29/07/2013,Nottingham Office,Telephone Costs,British Telecommunications Plc,Large,960859,5622.98,Telephone Costs,Administration
Land Registry,Land Registry,29/07/2013,Peterborough Office,Telephone Costs,British Telecommunications Plc,Large,960859,2262.6,Telephone Costs,Administration
Land Registry,Land Registry,29/07/2013,Plymouth Office,Telephone Costs,British Telecommunications Plc,Large,960859,3164.13,Telephone Costs,Administration
Land Registry,Land Registry,29/07/2013,Telford Office,Telephone Costs,British Telecommunications Plc,Large,960859,2202.71,Telephone Costs,Administration
Land Registry,Land Registry,29/07/2013,Wales Office,Telephone Costs,British Telecommunications Plc,Large,960859,5314.59,Telephone Costs,Administration
Land Registry,Land Registry,29/07/2013,Weymouth Office,Telephone Costs,British Telecommunications Plc,Large,960859,3371.55,Telephone Costs,Administration
Land Registry,Land Registry,29/07/2013,IS Service Delivery,Telephone Costs,British Telecommunications Plc,Large,960859,12935.96,Telephone Costs,Administration
Land Registry,Land Registry,29/07/2013,Croydon Office,Data Network Lines,British Telecommunications Plc,Large,960859,57,Data Network Lines,Administration
Land Registry,Land Registry,29/07/2013,Gloucester Office,Data Network Lines,British Telecommunications Plc,Large,960859,84,Data Network Lines,Administration
Land Registry,Land Registry,29/07/2013,Coventry Office,Data Network Lines,British Telecommunications Plc,Large,960859,175.14,Data Network Lines,Administration
Land Registry,Land Registry,29/07/2013,Fylde Office,Data Network Lines,British Telecommunications Plc,Large,960859,195,Data Network Lines,Administration
Land Registry,Land Registry,29/07/2013,Nottingham Office,Data Network Lines,British Telecommunications Plc,Large,960859,635.37,Data Network Lines,Administration
Land Registry,Land Registry,29/07/2013,Wales Office,Data Network Lines,British Telecommunications Plc,Large,960859,195,Data Network Lines,Administration
Land Registry,Land Registry,29/07/2013,Central Operations Group,Data Network Lines,British Telecommunications Plc,Large,960859,83.25,Data Network Lines,Administration
Land Registry,Land Registry,29/07/2013,Professional Library,Online Law Updated,Treasury Solicitors,Large,961122,86592,Online Law Updated,Administration
Land Registry,Land Registry,29/07/2013,Property Asset Management Group,Rates Payable,Stevenage Borough Council,Large,472636,3956,Rates Payable,Administration
Land Registry,Land Registry,29/07/2013,Property Asset Management Group,Rates Payable,Stevenage Borough Council,Large,472636,26376,Rates Payable,Administration
Land Registry,Land Registry,29/07/2013,Gloucester Office,Rates Payable,Gloucester City Council,Large,472628,23432,Rates Payable,Administration
Land Registry,Land Registry,29/07/2013,Governance & Policy,Rates Payable,City of Plymouth,Large,472622,35325,Rates Payable,Administration
Land Registry,Land Registry,29/07/2013,Durham Office,Rates Payable,Durham County Council,Large,472626,1225,Rates Payable,Administration
Land Registry,Land Registry,29/07/2013,Durham Office,Rates Payable,Durham County Council,Large,472626,22878,Rates Payable,Administration
Land Registry,Land Registry,29/07/2013,Property Asset Management Group,Rates Payable,City of York Council,Large,472623,20724,Rates Payable,Administration
Land Registry,Land Registry,29/07/2013,Coventry Office,Rates Payable,Coventry City Council,Large,472624,43568,Rates Payable,Administration
Land Registry,Land Registry,29/07/2013,Peterborough Office,Rates Payable,Peterborough City Council,Large,472634,2661,Rates Payable,Administration
Land Registry,Land Registry,29/07/2013,Peterborough Office,Rates Payable,Peterborough City Council,Large,472634,2496,Rates Payable,Administration
Land Registry,Land Registry,29/07/2013,Peterborough Office,Rates Payable,Peterborough City Council,Large,472634,2732,Rates Payable,Administration
Land Registry,Land Registry,29/07/2013,Leicester Office,Rates Payable,Leicester City Council,Large,472630,17663,Rates Payable,Administration
Land Registry,Land Registry,29/07/2013,Fylde Office,Rates Payable,Fylde Borough Council,Large,472627,17545,Rates Payable,Administration
Land Registry,Land Registry,29/07/2013,Nottingham Office,Rates Payable,Nottingham City Council,Large,472633,6076,Rates Payable,Administration
Land Registry,Land Registry,29/07/2013,Governance & Policy,Rates Payable,South Hams District Council,Large,472635,4616,Rates Payable,Administration
Land Registry,Land Registry,29/07/2013,Nottingham Office,Rates Payable,Nottingham City Council,Large,472633,1943,Rates Payable,Administration
Land Registry,Land Registry,29/07/2013,Nottingham Office,Rates Payable,Nottingham City Council,Large,472633,13188,Rates Payable,Administration
Land Registry,Land Registry,29/07/2013,Nottingham Office,Rates Payable,Nottingham City Council,Large,472633,3344,Rates Payable,Administration
Land Registry,Land Registry,29/07/2013,Wales Office,Rates Payable,City & County of Swansea,Large,472621,2100,Rates Payable,Administration
Land Registry,Land Registry,29/07/2013,Wales Office,Rates Payable,City & County of Swansea,Large,472621,16936,Rates Payable,Administration
Land Registry,Land Registry,29/07/2013,Gloucester Computer Centre,Rates Payable,Tewkesbury Borough Council,Large,472638,11257,Rates Payable,Administration
Land Registry,Land Registry,29/07/2013,Telford Office,Rates Payable,Telford & Wrekin Council,Large,472637,22654,Rates Payable,Administration
Land Registry,Land Registry,29/07/2013,Peterborough Office,Rates Payable,Peterborough City Council,Large,472634,2591,Rates Payable,Administration
Land Registry,Land Registry,31/07/2013,Croydon Office,Rates Payable,Croydon Council,Large,472719,27987,Rates Payable,Administration
Land Registry,Land Registry,31/07/2013,Nottingham Office,Rates Payable,Nottingham City Council,Large,801275,968.6,Rates Payable,Administration
