Year,MthAndYrCode,Trust,New_Hospital,Type,FourAndUnder_sum,FiveToTwelve_sum,OverTwelve_sum,Total_sum
2010/11,August 2010,Belfast,Mater,Type 1,"2,652.00",884.00,95.00,"3,631.00"
2010/11,August 2010,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"5,054.00","1,217.00",9.00,"6,280.00"
2010/11,August 2010,Belfast,RBHSC,Type 1,"1,943.00",361.00,1.00,"2,305.00"
2010/11,August 2010,Northern,Antrim Area,Type 1,"4,650.00","1,505.00",12.00,"6,167.00"
2010/11,August 2010,Northern,Causeway,Type 1,"3,596.00",499.00,14.00,"4,109.00"
2010/11,August 2010,Northern,Mid-Ulster,Type 3,496.00,0.00,0.00,496.00
2010/11,August 2010,Northern,Whiteabbey,Type 3,676.00,0.00,0.00,676.00
2010/11,August 2010,South Eastern,Ards MIU,Type 3,848.00,0.00,0.00,848.00
2010/11,August 2010,South Eastern,Bangor MIU,Type 3,"1,124.00",0.00,0.00,"1,124.00"
2010/11,August 2010,South Eastern,Downe,Type 2,"1,968.00",81.00,0.00,"2,049.00"
2010/11,August 2010,South Eastern,Lagan Valley,Type 2,"2,604.00",200.00,0.00,"2,804.00"
2010/11,August 2010,South Eastern,Ulster,Type 1,"4,973.00","1,255.00",14.00,"6,242.00"
2010/11,August 2010,Southern,Armagh Community,Type 3,685.00,0.00,0.00,685.00
2010/11,August 2010,Southern,Craigavon Area,Type 1,"5,196.00",811.00,0.00,"6,007.00"
2010/11,August 2010,Southern,Daisy Hill,Type 1,"3,027.00",161.00,0.00,"3,188.00"
2010/11,August 2010,Southern,South Tyrone,Type 3,"1,558.00",0.00,0.00,"1,558.00"
2010/11,August 2010,Western,Altnagelvin Area,Type 1,"3,548.00","1,109.00",1.00,"4,658.00"
2010/11,August 2010,Western,South West Acute,Type 1,"2,308.00",205.00,1.00,"2,514.00"
2010/11,August 2010,Western,Tyrone County,Type 3,"1,254.00",0.00,0.00,"1,254.00"
2010/11,September 2010,Belfast,Belfast City,Type 1,"2,746.00",805.00,24.00,"3,575.00"
2010/11,September 2010,Belfast,Mater,Type 1,"2,411.00",889.00,124.00,"3,424.00"
2010/11,September 2010,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"5,166.00","1,223.00",20.00,"6,409.00"
2010/11,September 2010,Belfast,RBHSC,Type 1,"2,009.00",423.00,0.00,"2,432.00"
2010/11,September 2010,Northern,Antrim Area,Type 1,"4,216.00","1,832.00",56.00,"6,104.00"
2010/11,September 2010,Northern,Causeway,Type 1,"3,145.00",457.00,10.00,"3,612.00"
2010/11,September 2010,Northern,Mid-Ulster,Type 3,554.00,0.00,0.00,554.00
2010/11,September 2010,Northern,Whiteabbey,Type 3,772.00,1.00,0.00,773.00
2010/11,September 2010,South Eastern,Ards MIU,Type 3,778.00,0.00,0.00,778.00
2010/11,September 2010,South Eastern,Bangor MIU,Type 3,"1,151.00",0.00,0.00,"1,151.00"
2010/11,September 2010,South Eastern,Downe,Type 2,"1,635.00",166.00,25.00,"1,826.00"
2010/11,September 2010,South Eastern,Lagan Valley,Type 2,"2,451.00",224.00,6.00,"2,681.00"
2010/11,September 2010,South Eastern,Ulster,Type 1,"4,896.00","1,225.00",48.00,"6,169.00"
2010/11,September 2010,Southern,Armagh Community,Type 3,688.00,0.00,0.00,688.00
2010/11,September 2010,Southern,Craigavon Area,Type 1,"4,994.00",904.00,0.00,"5,898.00"
2010/11,September 2010,Southern,Daisy Hill,Type 1,"2,788.00",137.00,0.00,"2,925.00"
2010/11,September 2010,Southern,South Tyrone,Type 3,"1,445.00",0.00,0.00,"1,445.00"
2010/11,September 2010,Western,Altnagelvin Area,Type 1,"3,272.00","1,133.00",6.00,"4,411.00"
2010/11,September 2010,Western,South West Acute,Type 1,"2,040.00",84.00,1.00,"2,125.00"
2010/11,September 2010,Western,Tyrone County,Type 3,"1,246.00",0.00,0.00,"1,246.00"
2010/11,October 2010,Belfast,Belfast City,Type 1,"2,693.00","1,122.00",44.00,"3,859.00"
2010/11,October 2010,Belfast,Mater,Type 1,"2,594.00",874.00,83.00,"3,551.00"
2010/11,October 2010,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,620.00","1,322.00",62.00,"6,004.00"
2010/11,October 2010,Belfast,RBHSC,Type 1,"2,085.00",369.00,0.00,"2,454.00"
2010/11,October 2010,Northern,Antrim Area,Type 1,"4,108.00","1,960.00",92.00,"6,160.00"
2010/11,October 2010,Northern,Causeway,Type 1,"3,098.00",465.00,24.00,"3,587.00"
2010/11,October 2010,Northern,Mid-Ulster,Type 3,506.00,0.00,0.00,506.00
2010/11,October 2010,Northern,Whiteabbey,Type 3,707.00,0.00,0.00,707.00
2010/11,October 2010,South Eastern,Ards MIU,Type 3,679.00,0.00,0.00,679.00
2010/11,October 2010,South Eastern,Bangor MIU,Type 3,997.00,0.00,0.00,997.00
2010/11,October 2010,South Eastern,Downe,Type 2,"1,639.00",120.00,5.00,"1,764.00"
2010/11,October 2010,South Eastern,Lagan Valley,Type 2,"2,500.00",302.00,3.00,"2,805.00"
2010/11,October 2010,South Eastern,Ulster,Type 1,"4,895.00","1,216.00",69.00,"6,180.00"
2010/11,October 2010,Southern,Armagh Community,Type 3,613.00,0.00,0.00,613.00
2010/11,October 2010,Southern,Craigavon Area,Type 1,"5,000.00",949.00,0.00,"5,949.00"
2010/11,October 2010,Southern,Daisy Hill,Type 1,"2,883.00",86.00,0.00,"2,969.00"
2010/11,October 2010,Southern,South Tyrone,Type 3,"1,387.00",0.00,0.00,"1,387.00"
2010/11,October 2010,Western,Altnagelvin Area,Type 1,"3,472.00","1,001.00",3.00,"4,476.00"
2010/11,October 2010,Western,South West Acute,Type 1,"2,113.00",90.00,0.00,"2,203.00"
2010/11,October 2010,Western,Tyrone County,Type 3,"1,150.00",0.00,0.00,"1,150.00"
2010/11,November 2010,Belfast,Belfast City,Type 1,"2,414.00","1,032.00",91.00,"3,537.00"
2010/11,November 2010,Belfast,Mater,Type 1,"2,249.00",864.00,160.00,"3,273.00"
2010/11,November 2010,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,591.00","1,073.00",147.00,"5,811.00"
2010/11,November 2010,Belfast,RBHSC,Type 1,"1,957.00",384.00,0.00,"2,341.00"
2010/11,November 2010,Northern,Antrim Area,Type 1,"4,012.00","1,484.00",100.00,"5,596.00"
2010/11,November 2010,Northern,Causeway,Type 1,"2,633.00",639.00,43.00,"3,315.00"
2010/11,November 2010,Northern,Mid-Ulster,Type 3,460.00,0.00,0.00,460.00
2010/11,November 2010,Northern,Whiteabbey,Type 3,677.00,0.00,0.00,677.00
2010/11,November 2010,South Eastern,Ards MIU,Type 3,732.00,0.00,0.00,732.00
2010/11,November 2010,South Eastern,Bangor MIU,Type 3,907.00,0.00,0.00,907.00
2010/11,November 2010,South Eastern,Downe,Type 2,"1,527.00",156.00,26.00,"1,709.00"
2010/11,November 2010,South Eastern,Lagan Valley,Type 2,"2,334.00",214.00,26.00,"2,574.00"
2010/11,November 2010,South Eastern,Ulster,Type 1,"4,668.00",969.00,169.00,"5,806.00"
2010/11,November 2010,Southern,Armagh Community,Type 3,565.00,0.00,0.00,565.00
2010/11,November 2010,Southern,Craigavon Area,Type 1,"4,634.00","1,023.00",0.00,"5,657.00"
2010/11,November 2010,Southern,Daisy Hill,Type 1,"2,604.00",42.00,0.00,"2,646.00"
2010/11,November 2010,Southern,South Tyrone,Type 3,"1,311.00",0.00,0.00,"1,311.00"
2010/11,November 2010,Western,Altnagelvin Area,Type 1,"3,307.00",816.00,12.00,"4,135.00"
2010/11,November 2010,Western,South West Acute,Type 1,"1,863.00",73.00,0.00,"1,936.00"
2010/11,November 2010,Western,Tyrone County,Type 3,987.00,0.00,0.00,987.00
2010/11,December 2010,Belfast,Belfast City,Type 1,"2,443.00","1,185.00",83.00,"3,711.00"
2010/11,December 2010,Belfast,Mater,Type 1,"1,867.00","1,340.00",153.00,"3,360.00"
2010/11,December 2010,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,305.00","1,559.00",40.00,"5,904.00"
2010/11,December 2010,Belfast,RBHSC,Type 1,"2,088.00",724.00,0.00,"2,812.00"
2010/11,December 2010,Northern,Antrim Area,Type 1,"3,553.00","1,824.00",164.00,"5,541.00"
2010/11,December 2010,Northern,Causeway,Type 1,"2,466.00",660.00,43.00,"3,169.00"
2010/11,December 2010,Northern,Mid-Ulster,Type 3,383.00,0.00,0.00,383.00
2010/11,December 2010,Northern,Whiteabbey,Type 3,615.00,0.00,0.00,615.00
2010/11,December 2010,South Eastern,Ards MIU,Type 3,638.00,0.00,0.00,638.00
2010/11,December 2010,South Eastern,Bangor MIU,Type 3,974.00,0.00,0.00,974.00
2010/11,December 2010,South Eastern,Downe,Type 2,"1,384.00",152.00,16.00,"1,552.00"
2010/11,December 2010,South Eastern,Lagan Valley,Type 2,"2,095.00",353.00,22.00,"2,470.00"
2010/11,December 2010,South Eastern,Ulster,Type 1,"4,801.00","1,101.00",174.00,"6,076.00"
2010/11,December 2010,Southern,Armagh Community,Type 3,496.00,0.00,0.00,496.00
2010/11,December 2010,Southern,Craigavon Area,Type 1,"4,622.00","1,275.00",1.00,"5,898.00"
2010/11,December 2010,Southern,Daisy Hill,Type 1,"2,676.00",133.00,0.00,"2,809.00"
2010/11,December 2010,Southern,South Tyrone,Type 3,"1,088.00",0.00,0.00,"1,088.00"
2010/11,December 2010,Western,Altnagelvin Area,Type 1,"3,133.00",987.00,3.00,"4,123.00"
2010/11,December 2010,Western,South West Acute,Type 1,"1,916.00",149.00,3.00,"2,068.00"
2010/11,December 2010,Western,Tyrone County,Type 3,918.00,0.00,0.00,918.00
2010/11,January 2011,Belfast,Belfast City,Type 1,"2,487.00","1,091.00",80.00,"3,658.00"
2010/11,January 2011,Belfast,Mater,Type 1,"1,996.00","1,083.00",177.00,"3,256.00"
2010/11,January 2011,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,414.00","1,496.00",142.00,"6,052.00"
2010/11,January 2011,Belfast,RBHSC,Type 1,"2,150.00",714.00,1.00,"2,865.00"
2010/11,January 2011,Northern,Antrim Area,Type 1,"3,360.00","1,952.00",561.00,"5,873.00"
2010/11,January 2011,Northern,Causeway,Type 1,"2,612.00",727.00,59.00,"3,398.00"
2010/11,January 2011,Northern,Mid-Ulster,Type 3,447.00,0.00,0.00,447.00
2010/11,January 2011,Northern,Whiteabbey,Type 3,687.00,0.00,0.00,687.00
2010/11,January 2011,South Eastern,Ards MIU,Type 3,681.00,0.00,0.00,681.00
2010/11,January 2011,South Eastern,Bangor MIU,Type 3,886.00,0.00,0.00,886.00
2010/11,January 2011,South Eastern,Downe,Type 2,"1,461.00",164.00,18.00,"1,643.00"
2010/11,January 2011,South Eastern,Lagan Valley,Type 2,"2,211.00",451.00,37.00,"2,699.00"
2010/11,January 2011,South Eastern,Ulster,Type 1,"4,723.00","1,307.00",153.00,"6,183.00"
2010/11,January 2011,Southern,Armagh Community,Type 3,542.00,0.00,0.00,542.00
2010/11,January 2011,Southern,Craigavon Area,Type 1,"4,570.00","1,332.00",5.00,"5,907.00"
2010/11,January 2011,Southern,Daisy Hill,Type 1,"2,822.00",122.00,0.00,"2,944.00"
2010/11,January 2011,Southern,South Tyrone,Type 3,"1,284.00",0.00,0.00,"1,284.00"
2010/11,January 2011,Western,Altnagelvin Area,Type 1,"3,341.00",887.00,2.00,"4,230.00"
2010/11,January 2011,Western,South West Acute,Type 1,"2,034.00",149.00,0.00,"2,183.00"
2010/11,January 2011,Western,Tyrone County,Type 3,"1,057.00",0.00,0.00,"1,057.00"
2010/11,February 2011,Belfast,Belfast City,Type 1,"2,246.00","1,057.00",115.00,"3,418.00"
2010/11,February 2011,Belfast,Mater,Type 1,"1,806.00","1,108.00",175.00,"3,089.00"
2010/11,February 2011,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,192.00","1,337.00",186.00,"5,715.00"
2010/11,February 2011,Belfast,RBHSC,Type 1,"1,918.00",926.00,6.00,"2,850.00"
2010/11,February 2011,Northern,Antrim Area,Type 1,"2,858.00","1,868.00",547.00,"5,273.00"
2010/11,February 2011,Northern,Causeway,Type 1,"2,480.00",725.00,53.00,"3,258.00"
2010/11,February 2011,Northern,Mid-Ulster,Type 3,493.00,0.00,0.00,493.00
2010/11,February 2011,Northern,Whiteabbey,Type 3,629.00,0.00,0.00,629.00
2010/11,February 2011,South Eastern,Ards MIU,Type 3,647.00,0.00,0.00,647.00
2010/11,February 2011,South Eastern,Bangor MIU,Type 3,876.00,0.00,0.00,876.00
2010/11,February 2011,South Eastern,Downe,Type 2,"1,303.00",184.00,32.00,"1,519.00"
2010/11,February 2011,South Eastern,Lagan Valley,Type 2,"1,813.00",508.00,110.00,"2,431.00"
2010/11,February 2011,South Eastern,Ulster,Type 1,"4,421.00","1,064.00",111.00,"5,596.00"
2010/11,February 2011,Southern,Armagh Community,Type 3,619.00,0.00,0.00,619.00
2010/11,February 2011,Southern,Craigavon Area,Type 1,"4,239.00","1,246.00",0.00,"5,485.00"
2010/11,February 2011,Southern,Daisy Hill,Type 1,"2,666.00",104.00,0.00,"2,770.00"
2010/11,February 2011,Southern,South Tyrone,Type 3,"1,196.00",0.00,0.00,"1,196.00"
2010/11,February 2011,Western,Altnagelvin Area,Type 1,"3,241.00",865.00,3.00,"4,109.00"
2010/11,February 2011,Western,South West Acute,Type 1,"1,807.00",181.00,0.00,"1,988.00"
2010/11,February 2011,Western,Tyrone County,Type 3,960.00,0.00,0.00,960.00
2010/11,March 2011,Belfast,Belfast City,Type 1,"2,852.00",947.00,32.00,"3,831.00"
2010/11,March 2011,Belfast,Mater,Type 1,"2,531.00",816.00,100.00,"3,447.00"
2010/11,March 2011,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,734.00","1,527.00",252.00,"6,513.00"
2010/11,March 2011,Belfast,RBHSC,Type 1,"2,411.00",679.00,5.00,"3,095.00"
2010/11,March 2011,Northern,Antrim Area,Type 1,"4,281.00","1,545.00",343.00,"6,169.00"
2010/11,March 2011,Northern,Causeway,Type 1,"3,080.00",598.00,23.00,"3,701.00"
2010/11,March 2011,Northern,Mid-Ulster,Type 3,608.00,0.00,0.00,608.00
2010/11,March 2011,Northern,Whiteabbey,Type 3,855.00,0.00,0.00,855.00
2010/11,March 2011,South Eastern,Ards MIU,Type 3,857.00,0.00,0.00,857.00
2010/11,March 2011,South Eastern,Bangor MIU,Type 3,"1,114.00",0.00,0.00,"1,114.00"
2010/11,March 2011,South Eastern,Downe,Type 2,"1,688.00",206.00,16.00,"1,910.00"
2010/11,March 2011,South Eastern,Lagan Valley,Type 2,"2,353.00",461.00,61.00,"2,875.00"
2010/11,March 2011,South Eastern,Ulster,Type 1,"5,386.00","1,087.00",14.00,"6,487.00"
2010/11,March 2011,Southern,Armagh Community,Type 3,707.00,0.00,0.00,707.00
2010/11,March 2011,Southern,Craigavon Area,Type 1,"5,022.00","1,042.00",0.00,"6,064.00"
2010/11,March 2011,Southern,Daisy Hill,Type 1,"3,036.00",147.00,0.00,"3,183.00"
2010/11,March 2011,Southern,South Tyrone,Type 3,"1,536.00",0.00,0.00,"1,536.00"
2010/11,March 2011,Western,Altnagelvin Area,Type 1,"3,629.00",926.00,3.00,"4,558.00"
2010/11,March 2011,Western,South West Acute,Type 1,"2,249.00",149.00,0.00,"2,398.00"
2010/11,March 2011,Western,Tyrone County,Type 3,"1,219.00",0.00,0.00,"1,219.00"
2011/12,April 2011,Belfast,Belfast City,Type 1,"2,734.00",930.00,18.00,"3,682.00"
2011/12,April 2011,Belfast,Mater,Type 1,"2,680.00",853.00,96.00,"3,629.00"
2011/12,April 2011,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,214.00","1,464.00",185.00,"5,863.00"
2011/12,April 2011,Belfast,RBHSC,Type 1,"2,300.00",851.00,2.00,"3,153.00"
2011/12,April 2011,Northern,Antrim Area,Type 1,"4,758.00","1,147.00",209.00,"6,114.00"
2011/12,April 2011,Northern,Causeway,Type 1,"3,378.00",624.00,16.00,"4,018.00"
2011/12,April 2011,Northern,Mid-Ulster,Type 3,461.00,0.00,0.00,461.00
2011/12,April 2011,Northern,Whiteabbey,Type 3,731.00,0.00,0.00,731.00
2011/12,April 2011,South Eastern,Ards MIU,Type 3,745.00,0.00,0.00,745.00
2011/12,April 2011,South Eastern,Bangor MIU,Type 3,"1,125.00",0.00,0.00,"1,125.00"
2011/12,April 2011,South Eastern,Downe,Type 2,"1,751.00",100.00,3.00,"1,854.00"
2011/12,April 2011,South Eastern,Lagan Valley,Type 2,"2,629.00",320.00,11.00,"2,960.00"
2011/12,April 2011,South Eastern,Ulster,Type 1,"5,618.00","1,072.00",36.00,"6,726.00"
2011/12,April 2011,Southern,Armagh Community,Type 3,749.00,0.00,0.00,749.00
2011/12,April 2011,Southern,Craigavon Area,Type 1,"5,360.00",987.00,0.00,"6,347.00"
2011/12,April 2011,Southern,Daisy Hill,Type 1,"3,323.00",125.00,0.00,"3,448.00"
2011/12,April 2011,Southern,South Tyrone,Type 3,"1,644.00",0.00,0.00,"1,644.00"
2011/12,April 2011,Western,Altnagelvin Area,Type 1,"3,859.00",865.00,1.00,"4,725.00"
2011/12,April 2011,Western,South West Acute,Type 1,"2,335.00",219.00,0.00,"2,554.00"
2011/12,April 2011,Western,Tyrone County,Type 3,"1,376.00",3.00,0.00,"1,379.00"
2011/12,May 2011,Belfast,Belfast City,Type 1,"2,778.00",916.00,23.00,"3,717.00"
2011/12,May 2011,Belfast,Mater,Type 1,"2,568.00",868.00,131.00,"3,567.00"
2011/12,May 2011,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,570.00","1,421.00",148.00,"6,139.00"
2011/12,May 2011,Belfast,RBHSC,Type 1,"2,393.00",434.00,1.00,"2,828.00"
2011/12,May 2011,Northern,Antrim Area,Type 1,"4,447.00","1,391.00",448.00,"6,286.00"
2011/12,May 2011,Northern,Causeway,Type 1,"3,150.00",659.00,25.00,"3,834.00"
2011/12,May 2011,Northern,Mid-Ulster,Type 3,541.00,0.00,0.00,541.00
2011/12,May 2011,Northern,Whiteabbey,Type 3,778.00,0.00,0.00,778.00
2011/12,May 2011,South Eastern,Ards MIU,Type 3,729.00,0.00,0.00,729.00
2011/12,May 2011,South Eastern,Bangor MIU,Type 3,"1,040.00",0.00,0.00,"1,040.00"
2011/12,May 2011,South Eastern,Downe,Type 2,"1,690.00",82.00,1.00,"1,773.00"
2011/12,May 2011,South Eastern,Lagan Valley,Type 2,"2,403.00",483.00,35.00,"2,921.00"
2011/12,May 2011,South Eastern,Ulster,Type 1,"5,339.00","1,108.00",105.00,"6,552.00"
2011/12,May 2011,Southern,Armagh Community,Type 3,703.00,0.00,0.00,703.00
2011/12,May 2011,Southern,Craigavon Area,Type 1,"5,051.00","1,321.00",0.00,"6,372.00"
2011/12,May 2011,Southern,Daisy Hill,Type 1,"3,257.00",163.00,0.00,"3,420.00"
2011/12,May 2011,Southern,South Tyrone,Type 3,"1,719.00",1.00,0.00,"1,720.00"
2011/12,May 2011,Western,Altnagelvin Area,Type 1,"3,573.00",971.00,2.00,"4,546.00"
2011/12,May 2011,Western,South West Acute,Type 1,"2,262.00",178.00,0.00,"2,440.00"
2011/12,May 2011,Western,Tyrone County,Type 3,"1,358.00",1.00,0.00,"1,359.00"
2011/12,June 2011,Belfast,Belfast City,Type 1,"2,636.00",922.00,6.00,"3,564.00"
2011/12,June 2011,Belfast,Mater,Type 1,"2,614.00",759.00,58.00,"3,431.00"
2011/12,June 2011,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,739.00","1,362.00",56.00,"6,157.00"
2011/12,June 2011,Belfast,RBHSC,Type 1,"2,170.00",408.00,1.00,"2,579.00"
2011/12,June 2011,Northern,Antrim Area,Type 1,"4,128.00","1,431.00",539.00,"6,098.00"
2011/12,June 2011,Northern,Causeway,Type 1,"2,963.00",601.00,101.00,"3,665.00"
2011/12,June 2011,Northern,Mid-Ulster,Type 3,544.00,0.00,0.00,544.00
2011/12,June 2011,Northern,Whiteabbey,Type 3,864.00,1.00,0.00,865.00
2011/12,June 2011,South Eastern,Ards MIU,Type 3,858.00,0.00,0.00,858.00
2011/12,June 2011,South Eastern,Bangor MIU,Type 3,"1,104.00",0.00,0.00,"1,104.00"
2011/12,June 2011,South Eastern,Downe,Type 2,"1,596.00",94.00,0.00,"1,690.00"
2011/12,June 2011,South Eastern,Lagan Valley,Type 2,"2,399.00",323.00,53.00,"2,775.00"
2011/12,June 2011,South Eastern,Ulster,Type 1,"5,147.00","1,133.00",155.00,"6,435.00"
2011/12,June 2011,Southern,Armagh Community,Type 3,675.00,0.00,0.00,675.00
2011/12,June 2011,Southern,Craigavon Area,Type 1,"4,955.00","1,114.00",0.00,"6,069.00"
2011/12,June 2011,Southern,Daisy Hill,Type 1,"3,188.00",80.00,0.00,"3,268.00"
2011/12,June 2011,Southern,South Tyrone,Type 3,"1,690.00",1.00,0.00,"1,691.00"
2011/12,June 2011,Western,Altnagelvin Area,Type 1,"3,509.00","1,089.00",1.00,"4,599.00"
2011/12,June 2011,Western,South West Acute,Type 1,"2,319.00",186.00,0.00,"2,505.00"
2011/12,June 2011,Western,Tyrone County,Type 3,"1,352.00",3.00,0.00,"1,355.00"
2011/12,July 2011,Belfast,Belfast City,Type 1,"2,865.00",618.00,1.00,"3,484.00"
2011/12,July 2011,Belfast,Mater,Type 1,"2,818.00",665.00,15.00,"3,498.00"
2011/12,July 2011,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,527.00","1,234.00",25.00,"5,786.00"
2011/12,July 2011,Belfast,RBHSC,Type 1,"2,054.00",158.00,0.00,"2,212.00"
2011/12,July 2011,Northern,Antrim Area,Type 1,"4,357.00","1,612.00",94.00,"6,063.00"
2011/12,July 2011,Northern,Causeway,Type 1,"3,277.00",722.00,46.00,"4,045.00"
2011/12,July 2011,Northern,Mid-Ulster,Type 3,486.00,0.00,0.00,486.00
2011/12,July 2011,Northern,Whiteabbey,Type 3,684.00,0.00,0.00,684.00
2011/12,July 2011,South Eastern,Ards MIU,Type 3,754.00,0.00,0.00,754.00
2011/12,July 2011,South Eastern,Bangor MIU,Type 3,"1,014.00",0.00,0.00,"1,014.00"
2011/12,July 2011,South Eastern,Downe,Type 2,"1,533.00",206.00,1.00,"1,740.00"
2011/12,July 2011,South Eastern,Lagan Valley,Type 2,"2,409.00",206.00,1.00,"2,616.00"
2011/12,July 2011,South Eastern,Ulster,Type 1,"4,880.00","1,279.00",162.00,"6,321.00"
2011/12,July 2011,Southern,Armagh Community,Type 3,655.00,0.00,0.00,655.00
2011/12,July 2011,Southern,Craigavon Area,Type 1,"4,609.00","1,200.00",0.00,"5,809.00"
2011/12,July 2011,Southern,Daisy Hill,Type 1,"3,211.00",172.00,0.00,"3,383.00"
2011/12,July 2011,Southern,South Tyrone,Type 3,"1,628.00",0.00,0.00,"1,628.00"
2011/12,July 2011,Western,Altnagelvin Area,Type 1,"3,432.00","1,200.00",1.00,"4,633.00"
2011/12,July 2011,Western,South West Acute,Type 1,"2,411.00",68.00,0.00,"2,479.00"
2011/12,July 2011,Western,Tyrone County,Type 3,"1,378.00",1.00,0.00,"1,379.00"
2011/12,August 2011,Belfast,Belfast City,Type 1,"2,881.00",596.00,1.00,"3,478.00"
2011/12,August 2011,Belfast,Mater,Type 1,"2,912.00",560.00,8.00,"3,480.00"
2011/12,August 2011,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"5,043.00","1,487.00",26.00,"6,556.00"
2011/12,August 2011,Belfast,RBHSC,Type 1,"2,055.00",236.00,0.00,"2,291.00"
2011/12,August 2011,Northern,Antrim Area,Type 1,"4,453.00","1,498.00",108.00,"6,059.00"
2011/12,August 2011,Northern,Causeway,Type 1,"3,178.00",775.00,31.00,"3,984.00"
2011/12,August 2011,Northern,Mid-Ulster,Type 3,556.00,0.00,0.00,556.00
2011/12,August 2011,Northern,Whiteabbey,Type 3,725.00,0.00,0.00,725.00
2011/12,August 2011,South Eastern,Ards MIU,Type 3,920.00,0.00,0.00,920.00
2011/12,August 2011,South Eastern,Bangor MIU,Type 3,"1,092.00",0.00,0.00,"1,092.00"
2011/12,August 2011,South Eastern,Downe,Type 2,"1,609.00",209.00,12.00,"1,830.00"
2011/12,August 2011,South Eastern,Lagan Valley,Type 2,"1,909.00",87.00,2.00,"1,998.00"
2011/12,August 2011,South Eastern,Ulster,Type 1,"4,638.00","1,355.00",263.00,"6,256.00"
2011/12,August 2011,Southern,Armagh Community,Type 3,698.00,0.00,0.00,698.00
2011/12,August 2011,Southern,Craigavon Area,Type 1,"4,436.00","1,502.00",0.00,"5,938.00"
2011/12,August 2011,Southern,Daisy Hill,Type 1,"3,248.00",171.00,0.00,"3,419.00"
2011/12,August 2011,Southern,South Tyrone,Type 3,"1,688.00",0.00,0.00,"1,688.00"
2011/12,August 2011,Western,Altnagelvin Area,Type 1,"3,284.00","1,244.00",2.00,"4,530.00"
2011/12,August 2011,Western,South West Acute,Type 1,"2,363.00",102.00,0.00,"2,465.00"
2011/12,August 2011,Western,Tyrone County,Type 3,"1,315.00",0.00,0.00,"1,315.00"
2011/12,September 2011,Belfast,Belfast City,Type 1,"2,693.00",657.00,27.00,"3,377.00"
2011/12,September 2011,Belfast,Mater,Type 1,"2,390.00","1,142.00",43.00,"3,575.00"
2011/12,September 2011,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,598.00","1,571.00",95.00,"6,264.00"
2011/12,September 2011,Belfast,RBHSC,Type 1,"2,254.00",210.00,0.00,"2,464.00"
2011/12,September 2011,Northern,Antrim Area,Type 1,"4,343.00","1,532.00",97.00,"5,972.00"
2011/12,September 2011,Northern,Causeway,Type 1,"2,697.00",645.00,84.00,"3,426.00"
2011/12,September 2011,Northern,Mid-Ulster,Type 3,558.00,0.00,0.00,558.00
2011/12,September 2011,Northern,Whiteabbey,Type 3,764.00,0.00,0.00,764.00
2011/12,September 2011,South Eastern,Ards MIU,Type 3,821.00,0.00,0.00,821.00
2011/12,September 2011,South Eastern,Bangor MIU,Type 3,"1,067.00",0.00,0.00,"1,067.00"
2011/12,September 2011,South Eastern,Downe,Type 2,"1,574.00",108.00,0.00,"1,682.00"
2011/12,September 2011,South Eastern,Lagan Valley,Type 2,"1,955.00",111.00,0.00,"2,066.00"
2011/12,September 2011,South Eastern,Ulster,Type 1,"4,884.00","1,403.00",193.00,"6,480.00"
2011/12,September 2011,Southern,Armagh Community,Type 3,668.00,0.00,0.00,668.00
2011/12,September 2011,Southern,Craigavon Area,Type 1,"4,350.00","1,489.00",0.00,"5,839.00"
2011/12,September 2011,Southern,Daisy Hill,Type 1,"2,928.00",62.00,0.00,"2,990.00"
2011/12,September 2011,Southern,South Tyrone,Type 3,"1,559.00",0.00,0.00,"1,559.00"
2011/12,September 2011,Western,Altnagelvin Area,Type 1,"3,084.00","1,074.00",0.00,"4,158.00"
2011/12,September 2011,Western,South West Acute,Type 1,"2,005.00",100.00,0.00,"2,105.00"
2011/12,September 2011,Western,Tyrone County,Type 3,"1,221.00",0.00,0.00,"1,221.00"
2011/12,October 2011,Belfast,Belfast City,Type 1,"2,474.00",818.00,29.00,"3,321.00"
2011/12,October 2011,Belfast,Mater,Type 1,"2,180.00","1,183.00",77.00,"3,440.00"
2011/12,October 2011,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,614.00","1,520.00",31.00,"6,165.00"
2011/12,October 2011,Belfast,RBHSC,Type 1,"2,351.00",235.00,0.00,"2,586.00"
