Transaction Date,Department,Merchant (Beneficiary),Transaction Value (£),Purpose of expenditure,Merchant Category/Summary
03.06.2015,GOSFORTH ACADEMY,ON A ROLL SANDWICH COM,31.81,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
03.06.2015,OUR LADY & ST ANNES,BRAKE BROS LTD,59.15,School meals,CATERERS
03.06.2015,WEST WALKER,BRAKE BROS LTD,268.62,School meals,CATERERS
03.06.2015,FARNE PRIMARY,BRAKE BROS LTD,121.69,School meals,CATERERS
03.06.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,8.48,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.06.2015,CIVIC BANQUETING,FREEMAN CATERING BUTCH,12.64,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.06.2015,ST PAULS CE,BRAKE BROS LTD,126.1,School meals,CATERERS
03.06.2015,ST OSWALDS,BRAKE BROS LTD,39.88,School meals,CATERERS
03.06.2015,MILECASTLE PRIMARY,BRAKE BROS LTD,83.58,School meals,CATERERS
03.06.2015, BRIDGEWATER,JR HOLLAND FOODSERVICE,44.27,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.06.2015,CONNIE LEWCOCK,FREEMAN CATERING BUTCH,60.44,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.06.2015,WELFORD DAY CENTRE,FREEMAN CATERING BUTCH,25.92,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.06.2015,WYNDHAM PRIMARY,JR HOLLAND FOODSERVICE,18.75,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.06.2015,"Wellbeing, Care and Learning",AMAZON UK MARKETPLACE,198.49,MEMBRANE - BLACK WALLET CASE FOR SAMSUNG GALAXY,BOOK STORES
03.06.2015,"Wellbeing, Care and Learning","AMAZON SVCS EUROPE,SAR",119.1,LEATHER WALLET SAMSUNG COVERS FOR GALAXY,BOOK STORES
02.06.2015,SACRED HEART HIGH,BRAKE BROS LTD,427.18,School meals,CATERERS
02.06.2015,ST CHARLES' RC,BRAKE BROS LTD,104.67,School meals,CATERERS
02.06.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,54.15,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.06.2015,WALBOTTLE CAMPUS,ON A ROLL SANDWICH COM,509.68,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
02.06.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,12.36,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.06.2015,BENFIELD SCHOOL,ON A ROLL SANDWICH COM,341.02,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
02.06.2015,ST GEORGES RC,BLAKEMORE FOODSERVICE,139.5,School meals,CATERERS
02.06.2015,CIVIC BANQUETING,ON A ROLL SANDWICH COM,97.55,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
02.06.2015,GOSFORTH JUNIOR,ON A ROLL SANDWICH COM,273.35,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
02.06.2015,ST MARYS CATHOLIC,SMART FOOD UK LIMITED,221,School meals,CATERERS
02.06.2015,HOTSPUR PRIMARY,BRAKE BROS LTD,219.78,School meals,CATERERS
02.06.2015,WALBOTTLE VILLAGE,BLAKEMORE FOODSERVICE,126.83,School meals,CATERERS
02.06.2015,ST JOHNS PRIMARY,BRAKE BROS LTD,244.13,School meals,CATERERS
02.06.2015,KENTON SCHOOL,SMART FOOD UK LIMITED,233.14,School meals,CATERERS
02.06.2015,SACRED HEART HIGH,ON A ROLL SANDWICH COM,427.94,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
02.06.2015,ST JOHN VIANNEY,BRAKE BROS LTD,104.56,School meals,CATERERS
02.06.2015,CIVIC BANQUETING,BLAKEMORE FOODSERVICE,382.38,School meals,CATERERS
02.06.2015,WELFORD DAY CENTRE,BLAKEMORE FOODSERVICE,465.34,School meals,CATERERS
02.06.2015,WAVERLEY PRIMARY,BLAKEMORE FOODSERVICE,325.43,School meals,CATERERS
02.06.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,27.45,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.06.2015,KENTON SCHOOL,BLAKEMORE FOODSERVICE,1967.34,School meals,CATERERS
02.06.2015,WALBOTTLE VILLAGE,BRAKE BROS LTD,99.08,School meals,CATERERS
02.06.2015,ST CUTHBERTS HIGH,ON A ROLL SANDWICH COM,122.08,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
02.06.2015,CHRIST CHURCH,BRAKE BROS LTD,234.87,School meals,CATERERS
02.06.2015,KENTON SCHOOL,ON A ROLL SANDWICH COM,165,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
02.06.2015,LINHOPE PRU,BLAKEMORE FOODSERVICE,147.5,School meals,CATERERS
02.06.2015,GRANGE FIRST SCHOOL,BLAKEMORE FOODSERVICE,30.27,School meals,CATERERS
02.06.2015,WALBOTTLE CAMPUS,SMART FOOD UK LIMITED,762.4,School meals,CATERERS
02.06.2015,ST JOHN VIANNEY,BLAKEMORE FOODSERVICE,197.87,School meals,CATERERS
02.06.2015,ST MICHAELS RC,BRAKE BROS LTD,88.2,School meals,CATERERS
02.06.2015,ST MARYS CATHOLIC,ON A ROLL SANDWICH COM,410,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
02.06.2015,GOSFORTH ACADEMY,BRAKE BROS LTD,134.47,School meals,CATERERS
02.06.2015,LEMINGTON RIVERSIDE,BRAKE BROS LTD,86.12,School meals,CATERERS
02.06.2015,WEST DENTON PRIMARY,BRAKE BROS LTD,121.71,School meals,CATERERS
02.06.2015,TRINITY OAKFIELD,ON A ROLL SANDWICH COM,80.4,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
02.06.2015,BEECH HILL,BRAKE BROS LTD,112.93,School meals,CATERERS
02.06.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,8.4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.06.2015,WALKER TECHNOLOGY,ON A ROLL SANDWICH COM,464.64,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
02.06.2015,BYKER LODGE,BLAKEMORE FOODSERVICE,14.38,School meals,CATERERS
02.06.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,40.37,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.06.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,18.94,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.06.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,61.95,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.06.2015,WELFORD DAY CENTRE,BLAKEMORE FOODSERVICE,204.28,School meals,CATERERS
02.06.2015,LEMINGTON RIVERSIDE,BLAKEMORE FOODSERVICE,134.6,School meals,CATERERS
02.06.2015,ST GEORGES RC,BRAKE BROS LTD,67.05,School meals,CATERERS
02.06.2015,REGENT FARM FIRST,BRAKE BROS LTD,185.75,School meals,CATERERS
02.06.2015,KNOPLAW PRIMARY,BLAKEMORE FOODSERVICE,212.72,School meals,CATERERS
02.06.2015,MILECASTLE PRIMARY,BLAKEMORE FOODSERVICE,372.11,School meals,CATERERS
02.06.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,46.78,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.06.2015,RAVENSWOOD PRIMARY,BRAKE BROS LTD,269.19,School meals,CATERERS
02.06.2015,ST CUTHBERTS WALB,BLAKEMORE FOODSERVICE,142.84,School meals,CATERERS
02.06.2015,ST CUTHBERTS KENT,BRAKE BROS LTD,274.69,School meals,CATERERS
02.06.2015,NEWBURN MANOR,BLAKEMORE FOODSERVICE,196.06,School meals,CATERERS
02.06.2015,ST CUTHBERTS WALB,BRAKE BROS LTD,80.77,School meals,CATERERS
02.06.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,97.6,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.06.2015,SOUTH GOSFORTH,BRAKE BROS LTD,74.74,School meals,CATERERS
02.06.2015,BYKER PRIMARY,ON A ROLL SANDWICH COM,91.3,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
02.06.2015,KNOPLAW PRIMARY,BLAKEMORE FOODSERVICE,5.32,School meals,CATERERS
02.06.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,56.22,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.06.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,12.6,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.06.2015,GOSFORTH JUNIOR,BRAKE BROS LTD,400.97,School meals,CATERERS
02.06.2015,BEECH HILL,BLAKEMORE FOODSERVICE,260.71,School meals,CATERERS
02.06.2015,NEWBURN MANOR,BRAKE BROS LTD,91.5,School meals,CATERERS
02.06.2015,GRANGE FIRST SCHOOL,BRAKE BROS LTD,119.65,School meals,CATERERS
02.06.2015,WAVERLEY PRIMARY,BRAKE BROS LTD,149.73,School meals,CATERERS
02.06.2015,GOSFORTH ACADEMY,ON A ROLL SANDWICH COM,752.71,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
02.06.2015,BYKER LODGE,BLAKEMORE FOODSERVICE,330.62,School meals,CATERERS
02.06.2015,WEST DENTON PRIMARY,BLAKEMORE FOODSERVICE,195.76,School meals,CATERERS
02.06.2015,KINGSTON PARK,BRAKE BROS LTD,270.71,School meals,CATERERS
02.06.2015,THOMAS BEWICK,BLAKEMORE FOODSERVICE,143.98,School meals,CATERERS
02.06.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,54.7,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.06.2015,THOMAS BEWICK,BLAKEMORE FOODSERVICE,16.7,School meals,CATERERS
02.06.2015,CONNIE LEWCOCK,BRAKE BROS LTD,84.16,School meals,CATERERS
02.06.2015,CONNIE LEWCOCK,BLAKEMORE FOODSERVICE,396.36,School meals,CATERERS
02.06.2015,ARCHBISHOP RUNCIE,BRAKE BROS LTD,212.99,School meals,CATERERS
02.06.2015,ARCHIBOLD FIRST,BRAKE BROS LTD,164.04,School meals,CATERERS
02.06.2015,WALBOTTLE CAMPUS,BLAKEMORE FOODSERVICE,1070.79,School meals,CATERERS
02.06.2015,GOSFORTH ACADEMY,SMART FOOD UK LIMITED,463.4,School meals,CATERERS
02.06.2015,WELFORD DAY CENTRE,BRAKE BROS LTD,95.93,School meals,CATERERS
02.06.2015,ARTHURS MOORSIDE,BRAKE BROS LTD,60.07,School meals,CATERERS
02.06.2015,ST TERESAS,BRAKE BROS LTD,38.78,School meals,CATERERS
02.06.2015,WEST JESMOND,BRAKE BROS LTD,209.09,School meals,CATERERS
02.06.2015,KENTON BAR,BRAKE BROS LTD,421.87,School meals,CATERERS
02.06.2015,ST CUTHBERTS HIGH,SMART FOOD UK LIMITED,340.14,School meals,CATERERS
01.06.2015,ST CATHERINES,JR HOLLAND FOODSERVICE,92.7,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
01.06.2015,NEWBURN MANOR,JR HOLLAND FOODSERVICE,42.35,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
01.06.2015,FARNE PRIMARY,JR HOLLAND FOODSERVICE,39.72,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
01.06.2015,WALKERGATE PRIMARY,JR HOLLAND FOODSERVICE,249.82,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
01.06.2015,KNOPLAW PRIMARY,JR HOLLAND FOODSERVICE,29.6,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
01.06.2015,CIVIC BANQUETING,BRAKE BROS LTD,362.71,School meals,CATERERS
01.06.2015,WAVERLEY PRIMARY,JR HOLLAND FOODSERVICE,25.59,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
01.06.2015,WELFORD DAY CENTRE,BRAKE BROS LTD,55.78,School meals,CATERERS
01.06.2015,MILECASTLE PRIMARY,JR HOLLAND FOODSERVICE,52.45,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
01.06.2015,ARTHURS MOORSIDE,JR HOLLAND FOODSERVICE,43.97,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
01.06.2015,WELFORD DAY CENTRE,BRAKE BROS LTD,100.66,School meals,CATERERS
01.06.2015,ST MICHAELS RC,JR HOLLAND FOODSERVICE,13.85,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
01.06.2015,BROADWOOD PRIMARY,JR HOLLAND FOODSERVICE,44.76,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
01.06.2015,ST GEORGES RC,JR HOLLAND FOODSERVICE,22.04,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
01.06.2015,ARTHURS WESTAGE,JR HOLLAND FOODSERVICE,38.67,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
01.06.2015,SIMONSIDE COMMUNITY,JR HOLLAND FOODSERVICE,44.47,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
01.06.2015,OUR LADY & ST ANNES,JR HOLLAND FOODSERVICE,3,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
01.06.2015,ST PAULS CE,JR HOLLAND FOODSERVICE,52.04,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
01.06.2015,OUR LADY & ST ANNES,JR HOLLAND FOODSERVICE,59.16,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
01.06.2015,ARTHURS MOORSIDE,JR HOLLAND FOODSERVICE,3.5,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
01.06.2015,CRUDDAS PARK,JR HOLLAND FOODSERVICE,7.77,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
01.06.2015,CRAGSIDE PRIMARY,JR HOLLAND FOODSERVICE,46.3,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
01.06.2015,ST CUTHBERTS KENT,JR HOLLAND FOODSERVICE,45.32,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
01.06.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,58.24,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
01.06.2015,CIVIC CANTEEN,JR HOLLAND FOODSERVICE,36.19,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
01.06.2015,GOSFORTH PARK,JR HOLLAND FOODSERVICE,72.45,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
01.06.2015,ST BEDES RC,JR HOLLAND FOODSERVICE,38.57,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
01.06.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,94.4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
01.06.2015, BRIDGEWATER,JR HOLLAND FOODSERVICE,80.53,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
01.06.2015,WEST JESMOND,JR HOLLAND FOODSERVICE,45.19,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
01.06.2015,BEECH HILL,JR HOLLAND FOODSERVICE,42.96,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,ST CUTHBERTS WALB,JR HOLLAND FOODSERVICE,2.46,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,25.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,LEMINGTON RIVERSIDE,JR HOLLAND FOODSERVICE,15.24,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,18.35,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,WALBOTTLE VILLAGE,JR HOLLAND FOODSERVICE,10.4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,THOMAS BEWICK,JR HOLLAND FOODSERVICE,2.96,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,CENTRAL WALKER,JR HOLLAND FOODSERVICE,7.92,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,58.82,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,LEMINGTON RIVERSIDE,JR HOLLAND FOODSERVICE,57.46,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,HADRIAN SCHOOL,JR HOLLAND FOODSERVICE,1.44,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,ARTHURS MOORSIDE,JR HOLLAND FOODSERVICE,2.95,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,SIMONSIDE COMMUNITY,JR HOLLAND FOODSERVICE,4.16,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,ARCHIBOLD FIRST,JR HOLLAND FOODSERVICE,1.05,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,HADRIAN SCHOOL,JR HOLLAND FOODSERVICE,8.76,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,35.8,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,SIMONSIDE COMMUNITY,JR HOLLAND FOODSERVICE,8.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,KNOPLAW PRIMARY,JR HOLLAND FOODSERVICE,8.88,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,ST JOHNS PRIMARY,JR HOLLAND FOODSERVICE,1.48,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,ST CUTHBERTS KENT,JR HOLLAND FOODSERVICE,3.24,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,29.86,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,KENTON BAR,JR HOLLAND FOODSERVICE,1.29,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,STOCKSFIELD AVENUE,JR HOLLAND FOODSERVICE,8.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,SACRED HEART HIGH,JR HOLLAND FOODSERVICE,5.16,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,WELBECK PRIMARY,JR HOLLAND FOODSERVICE,8.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,GOSFORTH ACADEMY,JR HOLLAND FOODSERVICE,34.24,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,ST TERESAS,JR HOLLAND FOODSERVICE,8.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,ST TERESAS,JR HOLLAND FOODSERVICE,17.74,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,62.46,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,12.36,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,11.1,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,ARTHURS MOORSIDE,JR HOLLAND FOODSERVICE,3.5,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,CHEVIOT PRIMARY,JR HOLLAND FOODSERVICE,5.65,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,GOSFORTH PARK,JR HOLLAND FOODSERVICE,1.59,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
29.05.2015,KENTON SCHOOL,JR HOLLAND FOODSERVICE,24.04,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,29.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,ST ALBANS RC,JR HOLLAND FOODSERVICE,7.19,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,WALBOTTLE VILLAGE,JR HOLLAND FOODSERVICE,7.51,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,GOSFORTH ACADEMY,JR HOLLAND FOODSERVICE,65.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,30.53,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,ST MARYS CATHOLIC,JR HOLLAND FOODSERVICE,42.4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,4.94,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,ARCHIBOLD FIRST,JR HOLLAND FOODSERVICE,49.78,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,126.86,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,CANNING STREET,JR HOLLAND FOODSERVICE,54.28,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,49.04,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,BYKER PRIMARY,JR HOLLAND FOODSERVICE,33.37,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,ST JOSEPHS RC,JR HOLLAND FOODSERVICE,32.42,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,GOSFORTH JUNIOR,JR HOLLAND FOODSERVICE,32.09,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,KENTON SCHOOL,JR HOLLAND FOODSERVICE,42.83,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,77.48,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,BENFIELD SCHOOL,JR HOLLAND FOODSERVICE,47.11,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,21.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,WALBOTTLE CAMPUS,JR HOLLAND FOODSERVICE,103.8,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,69.13,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,SACRED HEART HIGH,JR HOLLAND FOODSERVICE,43.27,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,ST JOHN VIANNEY,JR HOLLAND FOODSERVICE,27.17,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,GOSFORTH JUNIOR,JR HOLLAND FOODSERVICE,18.05,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,WELBECK PRIMARY,JR HOLLAND FOODSERVICE,80.67,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,21,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,59.05,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,KENTON SCHOOL,JR HOLLAND FOODSERVICE,18.83,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,CRAGSIDE PRIMARY,JR HOLLAND FOODSERVICE,46.42,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,18.94,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,ST LAWRENCES RC,JR HOLLAND FOODSERVICE,1.77,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,18.94,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,55.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,SOUTH GOSFORTH,JR HOLLAND FOODSERVICE,91.17,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,CIVIC CANTEEN,JR HOLLAND FOODSERVICE,20.08,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,BENFIELD SCHOOL,JR HOLLAND FOODSERVICE,44.72,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,12.36,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,ST LAWRENCES RC,JR HOLLAND FOODSERVICE,10.73,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,12.6,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,TYNEVIEW PRIMARY,JR HOLLAND FOODSERVICE,39.32,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,CANNING STREET,JR HOLLAND FOODSERVICE,29.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,59.43,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,140.3,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,CHRIST CHURCH,JR HOLLAND FOODSERVICE,15.99,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,WALBOTTLE CAMPUS,JR HOLLAND FOODSERVICE,43.54,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,OUR LADY & ST ANNES,JR HOLLAND FOODSERVICE,16.08,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,82.63,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,104.54,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,ST CUTHBERTS HIGH,JR HOLLAND FOODSERVICE,94.54,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,CIVIC CANTEEN,JR HOLLAND FOODSERVICE,47.54,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,TYNEVIEW PRIMARY,JR HOLLAND FOODSERVICE,3.64,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,BENTON PARK,JR HOLLAND FOODSERVICE,37.22,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,WAVERLEY PRIMARY,JR HOLLAND FOODSERVICE,18.52,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.05.2015,ST MARYS CATHOLIC,JR HOLLAND FOODSERVICE,1.36,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
