Supplier,Amount,Payment Date
EDI SURVEYS LTD,584.4,25/02/2014
EDMUNDSON ELECTRICAL LTD,651.92,27/02/2014
EDWARD SENIOR ASSOCIATES LTD,2160,12/02/2014
EGBERT H TAYLOR & COMPANY,17436.84,03/02/2014
EGBERT H TAYLOR & COMPANY,17336.93,03/02/2014
EGBERT H TAYLOR & COMPANY,1463.72,03/02/2014
EGBERT H TAYLOR & COMPANY,5193,03/02/2014
EGBERT H TAYLOR & COMPANY,1462.54,03/02/2014
EIGHT ASSOCIATES LTD,600,25/02/2014
ELLERN MEDE SCHOOL,11160,06/02/2014
ELLIOTT GROUP LTD,934.56,11/02/2014
ELLIOTT GROUP LTD,934.56,21/02/2014
ELTHAM MEDICAL PRACTICE,3648.38,26/02/2014
ELTHAM NEWS,563.33,04/02/2014
ELTHAM NEWS,563.33,04/02/2014
ELTHAM NEWS,563.33,19/02/2014
ELTHAM PALACE SURGERY,836.89,26/02/2014
ELVEDEN FARMS LIMITED,3890.52,20/02/2014
EMAP PUBLIC SECTOR MANAGEMENT,2400,05/02/2014
EMERALD ELEVATORS,14745,14/02/2014
EMERALD ELEVATORS,48735,21/02/2014
EMJ MANAGEMENT LTD,653.99,21/02/2014
EMMAUS GREENWICH,4596.5,28/02/2014
EMPOWERING LIVES LTD,2773.17,07/02/2014
EMPOWERING LIVES LTD,4594.64,07/02/2014
EMQC LIMITED,2186.4,25/02/2014
ENVIRONMENT AGENCY,800,14/02/2014
ENVOPAK GROUP LTD.,749.82,11/02/2014
EQUINOX CARE LTD,2898,25/02/2014
EQUINOX CARE LTD,2969.6,25/02/2014
EQUINOX CARE LTD,2787.6,25/02/2014
EQUINOX CARE LTD,2250,27/02/2014
EQUINOX CARE LTD,3150,27/02/2014
ERITH CONTRACTORS LTD,8576.62,03/02/2014
ERITH CONTRACTORS LTD,111267.98,06/02/2014
ERITH CONTRACTORS LTD,510,06/02/2014
ERITH CONTRACTORS LTD,912,07/02/2014
ERITH CONTRACTORS LTD,1260,19/02/2014
ERITH CONTRACTORS LTD,1944,24/02/2014
ERITH CONTRACTORS LTD,900,28/02/2014
ERITH CONTRACTORS LTD,900,28/02/2014
ESSENTIAL GUIDES UK LIMITED,1980,04/02/2014
ESSENTIAL SOCIAL CARE LTD,3588.2,12/02/2014
ESSENTIAL SOCIAL CARE LTD,3232,12/02/2014
ESSENTIAL SOCIAL CARE LTD,3232,12/02/2014
ESSENTIAL SOCIAL CARE LTD,3085.95,12/02/2014
ESSENTIAL SOCIAL CARE LTD,4168.07,12/02/2014
ESSENTIAL SOCIAL CARE LTD,4019.8,12/02/2014
ESSENTIAL SOCIAL CARE LTD,4146,12/02/2014
ESSENTIAL SOCIAL CARE LTD,510.66,12/02/2014
ESSEX COUNTY COUNCIL,10351.95,17/02/2014
ESSEX COUNTY COUNCIL,22740.98,18/02/2014
ETRE CONSULTING LTD,3300,05/02/2014
EUROPLANT RENTALS LTD,1050,06/02/2014
EUROPLANT RENTALS LTD,1932,21/02/2014
EUROVIA INFRASTRUCTURE LTD,77954.28,10/02/2014
EUROVIA INFRASTRUCTURE LTD,44237.87,10/02/2014
EUROVIA INFRASTRUCTURE LTD,35809.84,10/02/2014
EUROVIA INFRASTRUCTURE LTD,1392.36,24/02/2014
EVERYTHING EVERYWHERE LIMITED,515.9,05/02/2014
EVERYTHING EVERYWHERE LIMITED,520.07,25/02/2014
EVOLVE PARTNERSHIP LTD,5014.68,14/02/2014
EVOLVE PARTNERSHIP LTD,1238.11,14/02/2014
EXPERT RETURN LIMITED,731.93,04/02/2014
F R JONES & SON,1204.2,18/02/2014
F R JONES & SON,598.74,18/02/2014
F R JONES & SON,583.52,18/02/2014
FACE RECORDING AND MEASUREMENT SYSTEMS LTD,11176.8,25/02/2014
FACULTATIEVE TECHNOLOGIES LTD,1971.36,13/02/2014
FACULTATIEVE TECHNOLOGIES LTD,1070.52,13/02/2014
FACULTATIEVE TECHNOLOGIES LTD,42670.8,21/02/2014
FAIRDEAL WINDOWS LTD,10057.2,12/02/2014
FAITHORN FARRELL TIMMS,703.39,03/02/2014
FAITHORN FARRELL TIMMS,720,21/02/2014
FALON NAMEPLATES LTD,1026.84,07/02/2014
FALON NAMEPLATES LTD,871.68,21/02/2014
FAMILY MOSAIC HOUSING,1828.75,11/02/2014
FAMILY MOSAIC HOUSING,1828.75,14/02/2014
FAMILY MOSAIC HOUSING,11341.8,25/02/2014
FASTLANE COURIERS,985.16,13/02/2014
FEATHERBY JUNIOR SCHOOL,600,26/02/2014
FENSCAPES,2296.27,12/02/2014
FENSCAPES,1226.64,14/02/2014
FENSCAPES,825.59,14/02/2014
FENSCAPES,2577.07,18/02/2014
FENSCAPES,605.38,18/02/2014
FENSCAPES,2779.97,24/02/2014
FENSCAPES,970.56,24/02/2014
FENSCAPES,1449.29,27/02/2014
FENSCAPES,1601.18,28/02/2014
FIELDSIDE CARE LTD,1954.76,25/02/2014
FIRST ABOUT PLUMBING & CARPENTRY LTD,583.2,18/02/2014
FIRST ABOUT PLUMBING & CARPENTRY LTD,712.8,18/02/2014
FIRST ABOUT PLUMBING & CARPENTRY LTD,710.4,18/02/2014
FIRST ABOUT PLUMBING & CARPENTRY LTD,501.6,18/02/2014
FIRST ABOUT PLUMBING & CARPENTRY LTD,562.8,21/02/2014
FIRST STEP TRUST,5000,17/02/2014
FLOWER SKILLS & TRAINING LTD,1425.6,12/02/2014
FLOWER SKILLS & TRAINING LTD,1584,12/02/2014
FLOWER SKILLS & TRAINING LTD,4284,25/02/2014
FM CONWAY LTD,1920,24/02/2014
FOCAL POINT TRAINING AND CONSULTANCY LIMITED,540,25/02/2014
FOLLOWING WHISPERS FAMILY SERVICE CONSULTANCY LTD,3884.3,07/02/2014
FOSTER WILSON ARCHITECTS LLP,2206.8,28/02/2014
FOUR GRAPHICS LTD,3240,19/02/2014
FOUR SEASONS HEALTHCARE (CEDAR COURT),2160,26/02/2014
FOUR SEASONS HEALTHCARE (CEDAR COURT),2000,26/02/2014
FOUR SEASONS HEALTHCARE (CEDAR COURT),1817.28,26/02/2014
FOUR SEASONS HEALTHCARE (CEDAR COURT),2000,26/02/2014
FOUR SEASONS HEALTHCARE (CEDAR COURT),2515.36,26/02/2014
FOUR SEASONS HEALTHCARE (CEDAR COURT),2422.56,26/02/2014
FOUR SEASONS HEALTHCARE (CEDAR COURT),2000,26/02/2014
FOUR SEASONS HEALTHCARE (CEDAR COURT),2120,26/02/2014
FOUR SEASONS HEALTHCARE (CEDAR COURT),2080,26/02/2014
FOUR SEASONS HEALTHCARE (CEDAR COURT),2080,26/02/2014
FOUR SEASONS HEALTHCARE (CEDAR COURT),2000,26/02/2014
FOUR SEASONS HEALTHCARE (CEDAR COURT),2160,26/02/2014
FOUR SEASONS HEALTHCARE (GALGORM),2200,26/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2056.81,24/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2036.43,24/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1880.15,24/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1898.97,24/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1898.97,24/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2056.81,24/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2056.81,24/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1898.97,24/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2197.5,24/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1898.97,24/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1898.97,24/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2056.81,24/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1898.97,24/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1898.97,24/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1857.76,26/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1984.84,26/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1857.76,26/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1839.36,26/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1839.36,26/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1698.2,26/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1715.2,26/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1698.2,26/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1878.2,26/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1857.76,26/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1698.2,26/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1857.76,26/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1857.76,26/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1664.92,26/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1857.76,26/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1984.84,26/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1698.2,26/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1857.76,26/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1857.76,26/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1857.76,26/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),2075.44,26/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1857.76,26/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1698.2,26/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),1839.36,26/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),3649.17,27/02/2014
FOUR SEASONS HEALTHCARE (MARLBOROUGH COURT),8081.14,27/02/2014
FOUR SEASONS HEALTHCARE(BARLEYCOMBE),1540.17,07/02/2014
FOUR SEASONS HEALTHCARE(BARLEYCOMBE),1540.17,19/02/2014
FOUR SEASONS HEALTHCARE(BARLEYCOMBE),1391.12,28/02/2014
FOXCOTE JOINERY LTD,3510,21/02/2014
FOXES ACADEMY LTD,12572.67,19/02/2014
FOXES ACADEMY LTD,12572.67,19/02/2014
FREEMAN OLIVER LTD,3596.11,14/02/2014
FULL CIRCLE EDUCATION,14700,07/02/2014
FULL CIRCLE EDUCATION,10115,17/02/2014
GAD PA AGENCY,1012.65,05/02/2014
GAD PA AGENCY,4431.25,05/02/2014
GAD PA AGENCY,542.07,05/02/2014
GAD PA AGENCY,1305.35,05/02/2014
GAD PA AGENCY,1055.2,05/02/2014
GAD PA AGENCY,1103.9,05/02/2014
GAD PA AGENCY,522.9,05/02/2014
GAD PA AGENCY,1794.8,05/02/2014
GAD PA AGENCY,1705.06,05/02/2014
GAD PA AGENCY,923.04,05/02/2014
GAD PA AGENCY,4285.28,05/02/2014
GAD PA AGENCY,3169.75,05/02/2014
GAD PA AGENCY,1076.88,05/02/2014
GAD PA AGENCY,743.56,05/02/2014
GAD PA AGENCY,717.92,05/02/2014
GAD PA AGENCY,929.45,05/02/2014
GAD PA AGENCY,1118.54,05/02/2014
GAD PA AGENCY,3435.76,17/02/2014
GAD PA AGENCY,920.9,17/02/2014
GAD PA AGENCY,899.45,17/02/2014
GAD PA AGENCY,3438.56,28/02/2014
GAD PA AGENCY,856.6,28/02/2014
GALLIONS HOUSING ASSOCIATION,787.2,12/02/2014
GALLIONS HOUSING ASSOCIATION,589.11,14/02/2014
GALLIONS HOUSING ASSOCIATION,589.11,14/02/2014
GALLIONS HOUSING ASSOCIATION,589.11,14/02/2014
GALLIONS HOUSING ASSOCIATION,885.6,18/02/2014
GAMMA BUSINESS COMMUNICATIONS LTD,12717.07,24/02/2014
GASP SMOKE FREE SERVICES LTD,726.2,12/02/2014
GATENBYSANDERSON,13020,21/02/2014
GCH (KENT) LTD,2236.43,07/02/2014
GCH (KENT) LTD,2020,25/02/2014
GILDEA CLOSE HOME (SSAFA),1081.04,19/02/2014
GLASDON UK LTD,560.12,06/02/2014
GLEEDS HEALTH AND SAFETY LTD,1200,21/02/2014
GLENNY LLP,750,28/02/2014
GLIX CATERING,690.5,12/02/2014
GLIX CATERING,928.5,12/02/2014
GLOBAL SOLUTION SERVICES (UK) LTD,2083.33,25/02/2014
GLYNDON COMMUNITY GROUP,625,28/02/2014
GO MANAGEMENT LTD T/AS GO UMBRELLA,842.4,12/02/2014
GO MANAGEMENT LTD T/AS GO UMBRELLA,982.8,20/02/2014
GO MANAGEMENT LTD T/AS GO UMBRELLA,1029.6,27/02/2014
GO MANAGEMENT LTD T/AS GO UMBRELLA,982.8,27/02/2014
GOODWILLIE & CORCORAN,1312.81,20/02/2014
GOODWILLIE & CORCORAN,885.66,20/02/2014
GOWER CONSULTANTS LTD,4260,14/02/2014
GRACE EDUCATION LTD,2520,24/02/2014
GRAHAM HOLMES ASTRASEAL LIMITED,1044,11/02/2014
GRAHAM HOLMES ASTRASEAL LIMITED,63858.6,11/02/2014
GRAHAM HOLMES ASTRASEAL LIMITED,924,21/02/2014
GREAT OAKS SMALL SCHOOL,560,10/02/2014
GREAT OAKS SMALL SCHOOL,7718,10/02/2014
GREAT OAKS SMALL SCHOOL,7075,10/02/2014
GREATBATCH LIMITED,540,21/02/2014
GREATBATCH LIMITED,1620,27/02/2014
GREEN LEANING LIMITED,3628,17/02/2014
GREENWICH ASSOCIATION OF DISABLED PEOPLE,508,19/02/2014
GREENWICH BSF SPV LIMITED,745948.79,28/02/2014
GREENWICH CARERS CENTRE,7800,19/02/2014
GREENWICH CARERS CENTRE,7800,19/02/2014
GREENWICH CARERS CENTRE,7800,19/02/2014
GREENWICH CARERS CENTRE,5000,21/02/2014
GREENWICH CITIZENS ADVICE BUREAU LTD,1219.2,19/02/2014
GREENWICH CO-OPERATIVE DEVELOPMENT AGENCY,3709.32,28/02/2014
GREENWICH HOUSING RIGHTS,880.54,13/02/2014
GREENWICH LEISURE LIMITED,1575,03/02/2014
GREENWICH LEISURE LIMITED,1274,03/02/2014
GREENWICH LEISURE LIMITED,34335.41,03/02/2014
GREENWICH LEISURE LIMITED,866.4,04/02/2014
GREENWICH LEISURE LIMITED,577.8,05/02/2014
GREENWICH LEISURE LIMITED,778.57,05/02/2014
GREENWICH LEISURE LIMITED,718.68,05/02/2014
GREENWICH LEISURE LIMITED,1238.4,05/02/2014
GREENWICH LEISURE LIMITED,2156.04,05/02/2014
GREENWICH LEISURE LIMITED,41007,06/02/2014
GREENWICH LEISURE LIMITED,6030,11/02/2014
GREENWICH MIND,45000,17/02/2014
GREENWICH SERVICE PLUS LIMITED,800,04/02/2014
GREENWICH SERVICE PLUS LIMITED,640.12,04/02/2014
GREENWICH SERVICE PLUS LIMITED,1761,04/02/2014
GREENWICH SERVICE PLUS LIMITED,1440,04/02/2014
GREENWICH SERVICE PLUS LIMITED,800,04/02/2014
GREENWICH SERVICE PLUS LIMITED,16390,05/02/2014
GREENWICH SERVICE PLUS LIMITED,16390,05/02/2014
GREENWICH SERVICE PLUS LIMITED,1003.28,10/02/2014
GREENWICH SERVICE PLUS LIMITED,1537,06/02/2014
GREENWICH SERVICE PLUS LIMITED,1280.24,10/02/2014
GREENWICH SERVICE PLUS LIMITED,6625,06/02/2014
GREENWICH SERVICE PLUS LIMITED,960,10/02/2014
GREENWICH SERVICE PLUS LIMITED,5680,10/02/2014
GREENWICH SERVICE PLUS LIMITED,26018.48,10/02/2014
GREENWICH SERVICE PLUS LIMITED,75310,10/02/2014
GREENWICH SERVICE PLUS LIMITED,5635.4,10/02/2014
GREENWICH SERVICE PLUS LIMITED,710.32,10/02/2014
GREENWICH SERVICE PLUS LIMITED,658.2,11/02/2014
GREENWICH SERVICE PLUS LIMITED,1297.87,11/02/2014
GREENWICH SERVICE PLUS LIMITED,1921,11/02/2014
GREENWICH SERVICE PLUS LIMITED,2268,11/02/2014
GREENWICH SERVICE PLUS LIMITED,537.62,11/02/2014
GREENWICH SERVICE PLUS LIMITED,1536.29,11/02/2014
GREENWICH SERVICE PLUS LIMITED,802.58,11/02/2014
GREENWICH SERVICE PLUS LIMITED,4319.77,11/02/2014
GREENWICH SERVICE PLUS LIMITED,810,11/02/2014
GREENWICH SERVICE PLUS LIMITED,1058.9,12/02/2014
GREENWICH SERVICE PLUS LIMITED,41503.86,06/02/2014
GREENWICH SERVICE PLUS LIMITED,960,13/02/2014
GREENWICH SERVICE PLUS LIMITED,2881,13/02/2014
GREENWICH SERVICE PLUS LIMITED,2097.43,18/02/2014
GREENWICH SERVICE PLUS LIMITED,1385.47,18/02/2014
GREENWICH SERVICE PLUS LIMITED,3795.61,18/02/2014
GREENWICH SERVICE PLUS LIMITED,866.02,18/02/2014
GREENWICH SERVICE PLUS LIMITED,782.4,17/02/2014
GREENWICH SERVICE PLUS LIMITED,9942.96,17/02/2014
GREENWICH SERVICE PLUS LIMITED,34043.84,17/02/2014
GREENWICH SERVICE PLUS LIMITED,2033.5,17/02/2014
GREENWICH SERVICE PLUS LIMITED,19414.91,17/02/2014
GREENWICH SERVICE PLUS LIMITED,102158.72,17/02/2014
GREENWICH SERVICE PLUS LIMITED,5276.59,17/02/2014
GREENWICH SERVICE PLUS LIMITED,44249.24,17/02/2014
GREENWICH SERVICE PLUS LIMITED,176655.4,17/02/2014
GREENWICH SERVICE PLUS LIMITED,1280.24,19/02/2014
GREENWICH SERVICE PLUS LIMITED,12406.44,19/02/2014
GREENWICH SERVICE PLUS LIMITED,671768.43,20/02/2014
GREENWICH SERVICE PLUS LIMITED,1280.24,24/02/2014
GREENWICH SERVICE PLUS LIMITED,3664.55,24/02/2014
GREENWICH SERVICE PLUS LIMITED,83576.7,28/02/2014
GREENWICH SERVICE PLUS LIMITED,6483.74,28/02/2014
GREENWICH TOY & LEISURE LIBRARY ASSOCIATION,35553,17/02/2014
GREENWICH TOY & LEISURE LIBRARY ASSOCIATION,511.2,19/02/2014
GREENWICH TOY & LEISURE LIBRARY ASSOCIATION,511.2,19/02/2014
GREENWICH UNIVERSITY ENTERPRISES LIMITED,11952,21/02/2014
GREENWICH UTC,72000,07/02/2014
GREIG HOUSE ADDICTION SERVICES,1952,25/02/2014
GRIFFIN ELEVATORS LTD,1293.6,27/02/2014
GRIFFIN ELEVATORS LTD,1881,27/02/2014
GT LAW SOLICITORS,11500,19/02/2014
GUARDIAN NEWS & MEDIA LTD,1764,07/02/2014
GUNITE (EASTERN) LTD,26046.1,11/02/2014
GUY HOLLAWAY ARCHITECTS,45000,25/02/2014
H E THOMAS & CO,3234.46,20/02/2014
HADLEY MACE LTD,400544.4,25/02/2014
HADLOW COLLEGE,42000,06/02/2014
HAGS- SMP LIMITED,1104,25/02/2014
HALLIWELL HOMES LTD,16673.57,27/02/2014
HAMTON CREST LTD T/A MAYFLOWER CARE CENTRE,3639.16,17/02/2014
HAMTON CREST LTD T/A MAYFLOWER CARE CENTRE,2852,17/02/2014
HANDICARE ACCESSIBILITY  LIMITED,2568,19/02/2014
HARMONY CHILDRENS SERVICES LTD,11999.99,20/02/2014
HARMONY HOME AID SERVICES,827.93,05/02/2014
HARMONY HOME AID SERVICES,662.76,05/02/2014
HARMONY HOME AID SERVICES,1025.94,05/02/2014
HARMONY HOME AID SERVICES,1212.26,05/02/2014
HARMONY HOME AID SERVICES,3302.7,05/02/2014
HARMONY HOME AID SERVICES,1919.48,05/02/2014
HARMONY HOME AID SERVICES,2420.23,05/02/2014
HARMONY HOME AID SERVICES,884.96,05/02/2014
HARMONY HOME AID SERVICES,655.96,21/02/2014
HARMONY HOME AID SERVICES,866.84,21/02/2014
HARMONY HOME AID SERVICES,820.4,21/02/2014
HARMONY HOME AID SERVICES,674.88,21/02/2014
HARMONY HOME AID SERVICES,1115.34,21/02/2014
HARMONY HOME AID SERVICES,1717.88,21/02/2014
HARMONY HOME AID SERVICES,2038.4,21/02/2014
HARMONY HOME AID SERVICES,1256.36,21/02/2014
HARMONY HOME AID SERVICES,923.04,21/02/2014
HARMONY HOME AID SERVICES,820.48,21/02/2014
HARMONY HOME AID SERVICES,1256.4,21/02/2014
HARMONY HOME AID SERVICES,628.32,21/02/2014
HARMONY HOME AID SERVICES,1974.28,21/02/2014
HARMONY HOME AID SERVICES,999.96,21/02/2014
HARMONY HOME AID SERVICES,756.38,21/02/2014
HARMONY HOME AID SERVICES,700,21/02/2014
HARMONY HOME AID SERVICES,1727.7,24/02/2014
HARMONY HOME AID SERVICES,1293.44,24/02/2014
HARMONY HOME AID SERVICES,1196.36,24/02/2014
HARMONY HOME AID SERVICES,953.76,24/02/2014
HARMONY HOME AID SERVICES,1062.28,24/02/2014
HARMONY HOME AID SERVICES,1793.42,24/02/2014
HARMONY HOME AID SERVICES,1901.36,24/02/2014
HARMONY HOME AID SERVICES,2390.92,24/02/2014
HARMONY HOME AID SERVICES,2070.12,24/02/2014
HARMONY HOME AID SERVICES,517.92,24/02/2014
HARMONY HOME AID SERVICES,605.92,24/02/2014
HARMONY HOME AID SERVICES,943.36,24/02/2014
HARMONY HOME AID SERVICES,2614.76,24/02/2014
HARRIS CUFFARO & NICHOLS,1980.69,03/02/2014
HARRIS CUFFARO & NICHOLS,3030.35,03/02/2014
HARRIS CUFFARO & NICHOLS,4247.64,03/02/2014
HARRIS CUFFARO & NICHOLS,5560.09,14/02/2014
HARRIS CUFFARO & NICHOLS,7343.64,21/02/2014
HASTINGS PRINTING COMPANY LTD,1051.2,07/02/2014
HAYS SPECIALIST RECRUITMENT LTD,4700,06/02/2014
HAYS SPECIALIST RECRUITMENT LTD,1500,18/02/2014
HAYS SPECIALIST RECRUITMENT LTD,4162.43,18/02/2014
HC-ONE LTD (ADELAIDE CARE CENTRE),2120,25/02/2014
HC-ONE LTD (ADELAIDE CARE CENTRE),2160,25/02/2014
HC-ONE LTD (ADELAIDE CARE CENTRE),2269.2,25/02/2014
HC-ONE LTD (ADELAIDE CARE CENTRE),2160,25/02/2014
HEALTH MANAGEMENT  LTD,504,25/02/2014
HEALTHY DIALOGUES LTD,1000,03/02/2014
HEALTHY DIALOGUES LTD,874.99,07/02/2014
HEALTHY DIALOGUES LTD,1750,19/02/2014
HEALTHY DIALOGUES LTD,1000,24/02/2014
HEALTHY DIALOGUES LTD,875,25/02/2014
HEIDELBERG GRAPHIC EQUIPMENT LIMITED,573.26,24/02/2014
HENNESSEY LTD,14400,05/02/2014
HENNESSEY LTD,6240,11/02/2014
HENNESSEY LTD,7293.26,17/02/2014
HENNESSEY LTD,36000,21/02/2014
HER MAJESTY`S COURTS SERVICE,3904,04/02/2014
HER MAJESTY`S COURTS SERVICE,7497,04/02/2014
HER MAJESTY`S COURTS SERVICE,750,07/02/2014
HERITAGE OF LONDON TRUST OPERATION LTD,75000,06/02/2014
HEXAGON HOUSING ASSOCIATION LIMITED,1785.75,07/02/2014
HEYWOOD LIMITED,74459.28,19/02/2014
HIGH Q TRAINING SERVICES LTD,550,12/02/2014
HILLCREST AUTISM SERVICES LIMITED,17120.4,19/02/2014
HITACHI CAPITAL INVOICE FINANCE LTD,2400,11/02/2014
HITACHI CAPITAL INVOICE FINANCE LTD,2600,11/02/2014
HITACHI CAPITAL INVOICE FINANCE LTD,4000,11/02/2014
HMCTS,2155,20/02/2014
HMCTS,2155,20/02/2014
HMCTS,2155,20/02/2014
HMCTS,2155,20/02/2014
HMCTS,2155,20/02/2014
HMCTS,3320,20/02/2014
HMCTS,3320,20/02/2014
HMCTS,3320,20/02/2014
HMCTS,3320,20/02/2014
HMCTS,3320,20/02/2014
HMCTS,3320,20/02/2014
HMCTS,3320,20/02/2014
HMCTS,3320,20/02/2014
HMCTS,3320,20/02/2014
HMCTS,3320,20/02/2014
HMCTS,3320,20/02/2014
HMCTS,3320,20/02/2014
HMCTS,3320,20/02/2014
HMCTS,3320,20/02/2014
HMCTS,3320,20/02/2014
HMCTS(SUMMONS),740,20/02/2014
HOLIBROOK HOUSE LTD,4164.21,25/02/2014
HOME-START GREENWICH,32923,17/02/2014
HONEYWELL T/A NOVAR SYSTEMS LTD,576.14,06/02/2014
HOW SCAFFOLDING,56920.56,19/02/2014
HOWDENS JOINERY LTD,561.67,24/02/2014
HQN LTD,1200,04/02/2014
HSBC INVOICE FINANCE,4243.96,21/02/2014
HSBC INVOICE FINANCE,4490.04,21/02/2014
HSBC INVOICE FINANCE,4055.52,21/02/2014
HSBC INVOICE FINANCE,3427.5,27/02/2014
HSBC INVOICE FINANCE,3427.5,27/02/2014
HUMANWARE EUROPE LIMITED,5874,10/02/2014
HUMANWARE EUROPE LIMITED,502.8,14/02/2014
HUMMERSTONE & HAWKINS,540,03/02/2014
HUNTERS HEALTHCARE LTD,1868,12/02/2014
HURSTMERE SCHOOL,600,03/02/2014
HURSTMERE SCHOOL,600,03/02/2014
HURSTMERE SCHOOL,600,03/02/2014
HYDE HOUSING ASSOCIATION,28116.66,13/02/2014
HYDE HOUSING ASSOCIATION LTD,1429.6,27/02/2014
HYDE HOUSING ASSOCIATION LTD,1991.21,27/02/2014
HYDER CONSULTING (UK) LTD,26791.8,19/02/2014
IBM UNITED KINGDOM LIMITED,11652.05,19/02/2014
ICI DULUX DECORATOR CENTRES,12203.66,19/02/2014
I-CONNECT,1445.59,11/02/2014
I-CONNECT,889.6,11/02/2014
IDM ENTERPRISES,1000,03/02/2014
IKEN BUSINESS LTD,4500,27/02/2014
IMPACT MEDIA DESIGN,518.94,19/02/2014
IMPACT MEDIA DESIGN,1409.94,24/02/2014
IMPROVEMENT&DEVELOPMENT AGENCY FOR LOCAL GOVT,15600,27/02/2014
INCOMMUNITIES,1548.45,11/02/2014
INITIAL WASHROOM SOLUTIONS,11999.98,06/02/2014
INITIAL WASHROOM SOLUTIONS,525.02,24/02/2014
INSTITUTE OF LICENSING (EVENTS) LTD,792,11/02/2014
INSTITUTE OF REVENUES RATING & VALUATION,879,20/02/2014
INSTITUTE OF SWIMMING LTD,700,12/02/2014
INTECHNOLOGY PLC,3124.87,06/02/2014
INTEN LTD,870,07/02/2014
IN-TRAC TRAINING & CONSULTANCY,1800,14/02/2014
INTROWORLD TECHNOLOGY LTD,8580,21/02/2014
ITS DESIGNS LIMITED,756,28/02/2014
J & M RANDALL,8096.71,19/02/2014
J & U SERVICES LTD,6379.2,19/02/2014
J B INDUSTRIAL DOORS LIMITED,864,03/02/2014
J B INDUSTRIAL DOORS LIMITED,780,03/02/2014
J B RINEY & CO LTD,515589.89,25/02/2014
J B RINEY & CO LTD,402082.89,27/02/2014
J B RINEY & CO LTD,559893.2,28/02/2014
J BROWNE CONSTRUCTION CO LTD,19342.06,13/02/2014
J BROWNE CONSTRUCTION CO LTD,13143.38,20/02/2014
J N HANDLEY & SONS,540,12/02/2014
J N HANDLEY & SONS,600,12/02/2014
J N HANDLEY & SONS,660,12/02/2014
J N HANDLEY & SONS,1080,12/02/2014
J N HANDLEY & SONS,720,12/02/2014
J N HANDLEY & SONS,660,12/02/2014
J N HANDLEY & SONS,660,12/02/2014
J N HANDLEY & SONS,720,12/02/2014
J N HANDLEY & SONS,600,12/02/2014
J N HANDLEY & SONS,660,19/02/2014
J N HANDLEY & SONS,720,19/02/2014
J N HANDLEY & SONS,780,19/02/2014
J N HANDLEY & SONS,540,19/02/2014
J N HANDLEY & SONS,660,19/02/2014
J N HANDLEY & SONS,660,19/02/2014
