Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Department for Education,Ministerial Department,Department for Education,102,96.28,568,546.06,1112,1073.5,779,746.72,116,110.51,,,2677,2573.07,25,19.09,3,2.6,103,102.6,,,131,124.29,2808,2697.36,8924549.76,,56440,43822.19,1942966.62,1015358.55,11983137.12,2008953.69,33440.12,2042393.81,14025530.93,"Please note we are unable to split the contingent labour by interims or specialist contractors with regards to the departments preferred frameworks. Consultants/Consultancy cannot be measured in HC or FTE.  In previous monthly workforce MI returns, only Hays agency staff were recorded.  From April 2012 onwards, agency staff from both Reed and Hays will be recorded and from May 2014 Brook Street information will be recorded."
Education Funding Agency ,Executive Agency,Department for Education,26,24.58,153,148.19,329,315.37,412,403.64,29,28.89,,,949,920.67,21,21,0,0,214,207.6,0,0,235,228.6,1184,1149.27,2757073.26,,0,99.41,731373.82,380605.27,3869151.76,575833.9,0,575833.9,4444985.66,
National College for Teaching and Leadership,Executive Agency,Department for Education,19,19,85,81.5,137,127.07,60,56.89,8,8,,,309,292.46,9,8.6,,,,,,,9,8.6,318,301.06,884469.79,,,3232.09,184814.69,92231.95,1164748.52,15079.52,,15079.52,1179828.04,
Standards and Testing Agency,Executive Agency,Department for Education,0,0,21,20.97,70,68.05,25,24.51,2,2,,,118,115.53,0,0,0,0,11,2.55,0,0,11,2.55,129,118.08,381462.76,,,388.89,77677.83,39292.96,498822.44,2140.88,45110,47250.88,546073.32,
The Office of the Children's Commissioner,Executive Non-Departmental Public Body,Department for Education,,,1,1,15,14,6,5.8,3,2.8,,,25,23.6,2,2,,,1,1,,,3,3,28,26.6,100490.54,789.89,0,0,19329.77,11295.87,131906.07,663.6,2200,2863.6,134769.67,
Equality & Human Rights Commission,Executive Non-Departmental Public Body,Department for Education,3,2.87,16,15.48,110,105.98,46,42.9,11,10.83,0,0,186,178.06,3,3,5,5,,,,,8,8,194,186.06,595271.3,13444.94,0,749.32,126818.77,65966.42,802250.75,61214.4,,61214.4,863465.15,
