"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Defence Support Group","Human Resources","HRDIR","PB1/Band B","48500","69500","Senior HR Managers","3.65","Human Resources"
"Ministry of Defence","Defence Support Group","Human Resources","HRDIR","PB2/Band C","29400","42400","HR Managers","7.67","Human Resources"
"Ministry of Defence","Defence Support Group","Human Resources","HRDIR","PB3/Band D","20900","28200","HR Officers","5.81","Human Resources"
"Ministry of Defence","Defence Support Group","Human Resources","HRDIR","PB4/Band E and equiv","15700","20800","HR Support Officers","5.57","Human Resources"
"Ministry of Defence","Defence Support Group","Finance","FINDIR","PB1/Band B","48500","69500","Senior Finance Managers","7.00","Finance"
"Ministry of Defence","Defence Support Group","Finance","FINDIR","PB2/Band C","29400","42400","Finance Managers","9.81","Finance"
"Ministry of Defence","Defence Support Group","Finance","FINDIR","PB3/Band D","20900","28200","Finance Officers","6.00","Finance"
"Ministry of Defence","Defence Support Group","Finance","FINDIR","PB4/Band E and equiv","15700","20800","Finance Support Officers","2.61","Finance"
"Ministry of Defence","Defence Support Group","Commercial","COMDIR","PB1/Band B","48500","69500","Senior Commercial Managers","9.00","Operational Delivery"
"Ministry of Defence","Defence Support Group","Commercial","COMDIR","PB2/Band C","29400","42400","Commercial Managers","64.79","Operational Delivery"
"Ministry of Defence","Defence Support Group","Commercial","COMDIR","PB3/Band D","20900","28200","Commercial Officers","44.88","Operational Delivery"
"Ministry of Defence","Defence Support Group","Commercial","COMDIR","PB4/Band E and equiv","15700","20800","Commercial Support Officers","105.74","Operational Delivery"
"Ministry of Defence","Defence Support Group","Operations","COO","PB1/Band B","48500","69500","Senior Operational Managers","39.00","Operational Delivery"
"Ministry of Defence","Defence Support Group","Operations","COO","PB2/Band C","29400","42400","Operational Managers","180.66","Operational Delivery"
"Ministry of Defence","Defence Support Group","Operations","COO","PB3/Band D","20900","28200","Operational Officers","1872.58","Operational Delivery"
"Ministry of Defence","Defence Support Group","Operations","COO","PB4/Band E and equiv","15700","20800","Operational Support Officers","570.20","Operational Delivery"
"Ministry of Defence","Defence Support Group","Operations","COO","Apprentice Phase 1","13400","13400","Operational Support Officers","15.00","Operational Delivery"
"Ministry of Defence","Defence Support Group","Operations","COO","Apprentice Phase 2","14200","14200","Operational Support Officers","34.00","Operational Delivery"
"Ministry of Defence","Defence Support Group","Operations","COO","Apprentice Phase 3","17000","17000","Operational Support Officers","34.00","Operational Delivery"
"Ministry of Defence","Defence Support Group","Operations","COO","Adult Apprentices Phase 2","18000","18000","Operational Support Officers","2.00","Operational Delivery"
"Ministry of Defence","Defence Support Group","Operations","COO","Adult Apprentices Phase 3","18600","18600","Operational Support Officers","8.00","Operational Delivery"
"Ministry of Defence","Defence Support Group","Operations","COO","Nurse","29400","42400","Operational Managers","2.01","Operational Delivery"
"Ministry of Defence","Defence Support Group","Operations","COO","Sub Fire Officer","29873","30808","Operational Managers","1.00","Operational Delivery"
"Ministry of Defence","Defence Support Group","Operations","COO","Firefighters","21404","25661","Operational Officers","10.00","Operational Delivery"
"Ministry of Defence","Defence Support Group","Strategy","STRDIR","PB1/Band B","48500","69500","Senior Strategy Managers","4.00","Operational Delivery"
"Ministry of Defence","Defence Support Group","Strategy","STRDIR","PB3/Band D","20900","28200","Senior Strategy Managers","1.00","Operational Delivery"
