Body,Body Name,Posting Date,Transaction number,Amount,Supplier name,Supplier ID,Service Area,Expense Type,Expense Code,Type
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,16/01/2013,20086147,"1,024.39 ",A & JP Ltd,15513,Vehicles & Plant,"Vehicle Parts, Servicing & Repairs",3110,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,16/01/2013,20086150,631.90 ,A & JP Ltd,15513,Vehicles & Plant,"Vehicle Parts, Servicing & Repairs",3110,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,14/01/2013,20086105,"1,194.00 ",A.C Civil Construction,15512,Sports Development,General Expenses,4899,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,16/01/2013,20086187,"2,328.00 ",A.L.S. Scaffolding Hire Ltd,12352,Matlock Churchyard Retaining Wall,Miscellaneous Capital Expend,C007,Capital
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,15/01/2013,30005971,608.47 ,Adt Fire and Security PLC,10021,Matlock Bath Pavilion,Service Alarm System,2182,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,17/01/2013,20086203,"3,400.00 ",Airspace Solutions.com Ltd,10029,Ashbourne Leisure Centre,General Expenses,4899,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,31/01/2013,20086469,907.17 ,allpay.net Limited,12681,Council Tax Collection,Giro/Allpay Charges,4448,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,31/01/2013,20086470,"1,254.62 ",allpay.net Limited,12681,Council Tax Collection,Giro/Allpay Charges,4448,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,14/01/2013,20086077,865.60 ,Allstar Business Solutions Ltd,15191,Vehicles & Plant,Fuel Oil,3122,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,17/01/2013,20086225,"3,029.09 ",Allstar Business Solutions Ltd,15191,Vehicles & Plant,Fuel Oil,3122,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,30/01/2013,20086456,"7,049.37 ",Allstar Business Solutions Ltd,15191,Vehicles & Plant,Fuel Oil,3122,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,17/01/2013,20086206,"16,456.00 ",Anthony Gell Foundation (ATP Account),10058,Wirksworth Sports Centre,Income Reimbursement A Gell School,5204,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,16/01/2013,20086144,960.00 ,Appletree,13300,Homelessness,Bed & Breakfast,4847,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,31/01/2013,20086484,680.00 ,ASA East Midland Region,15519,Training,General Corporate Training,1411,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,10/01/2013,20085982,600.00 ,Ashbourne Tai Chi Group,11835,Community  Grants,Revenue Grants,4704,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,15/01/2013,20086109,"1,045.57 ",ATS Euromaster Ltd,10118,Vehicles & Plant,Tyres & Tubes,3124,Revenue
http://statistics.data.gov.uk/id/local-authority/17UF ,Derbyshire Dales District Council,16/01/2013,20086161,"1,422.16 ",ATS Euromaster Ltd,10118,Vehicles & Plant,Tyres & Tubes,3124,Revenue
