"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Transport","Passenger Focus","Passenger Focus","CEO","Band A","13045","17410","Passenger Focus Assistant","1.00","Operational Delivery"
"Department for Transport","Passenger Focus","Passenger Focus","CEO","Band C","22940","35024","Passenger Focus Co-ordinator","2.00","Operational Delivery"
"Department for Transport","Passenger Focus","Passenger Focus","CEO","Band D","32804","49395","Passenger Focus Policy Executive","2.00","Policy"
"Department for Transport","Passenger Focus","Passenger Focus","CEO","Band D","32804","49395","Passenger Focus Researcher","6.80","Operational Research"
"Department for Transport","Passenger Focus","Passenger Focus","CEO","Band E","47109","65924","Passenger Focus Manager","8.00","Operational Delivery"
"Department for Transport","Passenger Focus","Passenger Focus","PTD2011","Band A","13045","17410","Passenger Focus Assistant","1.00","Operational Delivery"
"Department for Transport","Passenger Focus","Passenger Focus","PTD2011","Band C","22940","35024","Passenger Focus Adviser","6.00","Operational Delivery"
"Department for Transport","Passenger Focus","Passenger Focus","PTD2011","Band C","22940","35024","Passenger Focus Co-ordinator","3.00","Programme and Project Management (PPM)"
"Department for Transport","Passenger Focus","Passenger Focus","PTD2011","Band D","32804","49395","Passenger Focus Executive","3.00","Operational Delivery"
"Department for Transport","Passenger Focus","Passenger Focus","PTD2011","Band E","47109","65924","Passenger Focus Manager","3.00","Operational Delivery"
"Department for Transport","Passenger Focus","Passenger Focus","RPCFD","Band C","22940","35024","Passenger Focus Co-ordinator","1.80","Finance"
"Department for Transport","Passenger Focus","Passenger Focus","RPCFD","Band D","32804","49395","Passenger Focus Executive","3.00","Operational Delivery"
