Organisation Name,Organisation Code,Directorate/Service,Cost Centre,Detail Code,Service Category label,Supplier Name,Payment Date,Transaction Number,Net Amount,Purpose of Spend,Procurement Classification,Card Transaction
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Democratic and Customer Services Unit,1327,30051,Clothing And Uniforms,Marks and Spencer,30/11/2017,PC 235/ 30,33,Uniform,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Financial Services,3805,30159,Magistrates Court Fees,HM Courts,30/11/2017,PC 235/ 32,795,265 CT Summons,Central Services to the Public,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Financial Services,3804,30159,Magistrates Court Fees,HM Courts,30/11/2017,PC 235/ 33,75,25 NNDR Summons,Central Services to the Public,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3300,00032,Professional Subs,TechPro,30/11/2017,PC 235/ 35,283.16,Subscription,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,Apple,30/11/2017,PC 235/ 36,915, iPad Mini plus iPad Pro KB,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3304,30418,General Hardware,Apple,30/11/2017,PC 235/ 37,91.62, iPad Mini plus iPad Pro KB,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3304,30012,Computer Consumables,Amazon,30/11/2017,PC 235/ 38,7.5,Dymo Label x1,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,Amazon,30/11/2017,PC 235/ 39,39.98,2x iPad Mini cases,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3304,30012,Computer Consumables,Amazon,30/11/2017,PC 235/ 40,16,Dymo label x3,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3300,00013,Travel & Subsistence,Amoma,30/11/2017,PC 235/ 41,411.96,Training Accomodation,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,5215,40012,Contract Costs,Hampshire County Council,30/11/2017,PC 235/ 46,317.5,Licence for hoarding,Trading Accounts,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2540,00013,Travel & Subsistence,Rail Ticket Office,30/11/2017,PC 235/ 47,440.9,Rail Ticket,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,5215,40012,Contract Costs,Wickes,30/11/2017,PC 235/ 48,53.32,Emulsion Paint,Trading Accounts,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,5215,40012,Contract Costs,Wickes,30/11/2017,PC 235/ 49,90.6,Dense Block,Trading Accounts,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,5215,40012,Contract Costs,Wickes,30/11/2017,PC 235/ 50,5.6,Red Bricks,Trading Accounts,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,5215,40012,Contract Costs,Screwfix,30/11/2017,PC 235/ 51,116.64,Worklight,Trading Accounts,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,5215,40012,Contract Costs,Screwfix,30/11/2017,PC 235/ 52,240.74,Screwfix supplies,Trading Accounts,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,5215,40012,Contract Costs,Wickes,30/11/2017,PC 235/ 53,68.01,Door Lining,Trading Accounts,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,5215,40012,Contract Costs,Screwfix,30/11/2017,PC 235/ 54,8.32,Male & Female Adapters,Trading Accounts,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,5215,40012,Contract Costs,Wickes,30/11/2017,PC 235/ 55,625.57,Chipboard Flooring,Trading Accounts,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,20006,Fuel Costs,Fuel Fixer,30/11/2017,PC 235/ 56,150,Fuel Tank Drain,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,5215,40012,Contract Costs,Screwfix,30/11/2017,PC 235/ 57,42.45,Wall Starter Kit,Trading Accounts,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,5215,40012,Contract Costs,B&Q,30/11/2017,PC 235/ 58,28.16,Freeza Pack,Trading Accounts,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,5215,40012,Contract Costs,Screwfix,30/11/2017,PC 235/ 59,42.19,PPE equipment,Trading Accounts,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30496,Skilled Up Project Costs,Currys,30/11/2017,PC 235/ 60,132.5,Training TV,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,5215,40012,Contract Costs,Screwfix,30/11/2017,PC 235/ 61,10.08,Pipe Liner,Trading Accounts,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,5215,40012,Contract Costs,Screwfix,30/11/2017,PC 235/ 62,50.93,Screw in tie,Trading Accounts,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,5215,40012,Contract Costs,Magnum Plumbing,30/11/2017,PC 235/ 63,8.02,Plumbing Supplies,Trading Accounts,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,5215,40012,Contract Costs,Screwfix,30/11/2017,PC 235/ 64,23.22,5ltr PVA,Trading Accounts,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30496,Skilled Up Project Costs,Uniqsoftware,30/11/2017,PC 235/ 65,30,Office Pro Plus,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,5215,40012,Contract Costs,Screwfix,30/11/2017,PC 235/ 66,69.15,Long leg jiffy,Trading Accounts,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,5215,40012,Contract Costs,Wickes,30/11/2017,PC 235/ 67,247.74,Treated timber,Trading Accounts,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,5215,40012,Contract Costs,Screwfix,30/11/2017,PC 235/ 68,17.99,Stainless steel rail,Trading Accounts,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,Screwfix,30/11/2017,PC 235/ 71,8.33,Socket Set,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,Screwfix,30/11/2017,PC 235/ 72,104.16,SDS Drill,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,Screwfix,30/11/2017,PC 235/ 73,75,SDS Drill,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30051,Clothing And Uniforms,Screwfix,30/11/2017,PC 235/ 74,39.99,Safety Boots,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,Screwfix,30/11/2017,PC 235/ 75,8.33,Socket Set,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,5215,40012,Contract Costs,Wickes,30/11/2017,PC 235/ 76,60.15,Chipboard Floor,Trading Accounts,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,Halfords,30/11/2017,PC 235/ 77,12.06,Paint,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,Screwfix,30/11/2017,PC 235/ 78,20.77,Swarfega,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,Wilko,30/11/2017,PC 235/ 79,2.92,Brasso,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,Covers,30/11/2017,PC 235/ 80,19.18,Building sand,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,B&Q,30/11/2017,PC 235/ 81,30.63,Ratchet4,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,Screwfix,30/11/2017,PC 235/ 82,13.14,Cable Ties,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,Screwfix,30/11/2017,PC 235/ 83,4.16,Line Marking Paint,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,Wickes,30/11/2017,PC 235/ 84,6.07,Garden Wire,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,Screwfix,30/11/2017,PC 235/ 85,25,Anvil Lopper,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,B&Q,30/11/2017,PC 235/ 86,17.5,Saws and post,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,5215,40012,Contract Costs,Screwfix,30/11/2017,PC 235/ 87,8.33,Scaffold level,Trading Accounts,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,5215,40012,Contract Costs,B&Q,30/11/2017,PC 235/ 88,54.12,Easifill,Trading Accounts,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,Screwfix,30/11/2017,PC 235/ 89,4.66,Spray Adhesive,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,B&Q,30/11/2017,PC 235/ 90,3.08,Drywall screws,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,5215,40012,Contract Costs,Burch & Hills,30/11/2017,PC 235/ 91,30.79,5 SDS,Trading Accounts,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,Wilko,30/11/2017,PC 235/ 92,6.67,Car Shampoo,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,Wilko,30/11/2017,PC 235/ 93,0.83,Cloth,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,Boots,30/11/2017,PC 235/ 94,3.99,Baby Bottle Brush,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,Screwfix,30/11/2017,PC 235/ 95,37.96,Chuck Adaptor,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Environmental Health and Housing,2402,30090,Bed & Breakfast,Premier Inn,30/11/2017,PC 235/ 98,157.08,bed and breakfast,Other Housing Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Environmental Health and Housing,2402,30186,Storage,Lok n store,30/11/2017,PC 235/ 101,150,release of storage,Other Housing Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Environmental Health and Housing,2203,00006,Training Expenses,St john ambulance,30/11/2017,PC 235/ 102,258,Training course,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2543,30548,Christmas Events,Hello Print,30/11/2017,PC 235/ 106,176.95,Aldershot Christmas Brochure,Planning Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2543,30548,Christmas Events,Baker Ross,30/11/2017,PC 235/ 107,29.26,Latern Parade Materials,Planning Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2543,30548,Christmas Events,Go Cable Ties,30/11/2017,PC 235/ 108,11.38,Latern Parade Materials,Planning Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2543,30548,Christmas Events,Elixgardsup,30/11/2017,PC 235/ 109,85.96,Latern Parade Materials,Planning Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2543,30548,Christmas Events,TTS Groups,30/11/2017,PC 235/ 110,29.93,Latern Parade Materials,Planning Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2543,30548,Christmas Events,Ebayecon,30/11/2017,PC 235/ 111,411.18,Latern Parade Materials,Planning Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2543,30548,Christmas Events,Amazon,30/11/2017,PC 235/ 112,166.9,Latern Parade Materials,Planning Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2543,30548,Christmas Events,Rajapack,30/11/2017,PC 235/ 113,104.69,Latern Parade Materials,Planning Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2543,30546,Farnborough Frost Fair,Event Assured,30/11/2017,PC 235/ 114,252,Hiscox Insurance,Planning Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2543,30548,Christmas Events,Carrick Signs,30/11/2017,PC 235/ 115,44,Correx Boards,Planning Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2543,30546,Farnborough Frost Fair,Hello Print,30/11/2017,PC 235/ 116,227.07,Programmes and Banners,Planning Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2543,30164,Marketing / Promotion,Screw Fix,30/11/2017,PC 235/ 117,139.96,4 x Floodlights,Planning Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Environmental Health and Housing,9335,90001,Rent Deposits,Bridges estate agent,30/11/2017,PC 235/ 120,561,admin fees,Other Housing Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Corporate Director,2100,00013,Travel & Subsistence,LCCC Hilton Garden Inn,30/11/2017,PC 235/ 123,218.16,Accommat Solace Conference,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Corporate Director,2100,00013,Travel & Subsistence,Lufthansa,30/11/2017,PC 235/ 124,282.8,Flights for staff and councillors,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Democratic and Customer Services Unit,1310,00013,Travel & Subsistence,Lufthansa,30/11/2017,PC 235/ 125,282.8,Flights for staff and councillors,Corporate & Democratic Core,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Corporate Director,2100,00013,Travel & Subsistence,Premier Inn Aldershot,30/11/2017,PC 235/ 126,105,One nights accommodation,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Democratic and Customer Services Unit,1310,30249,Refreshments At Meetings,ABM Catering ,30/11/2017,PC 235/ 127,12.85,Lunches for Licensing Hearing ,Corporate & Democratic Core,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Democratic and Customer Services Unit,1302,30229,Stationery,Express Envelopes,30/11/2017,PC 235/ 128,141,Elections Envelopes,Central Services to the Public,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3307,30229,Stationery,Lyreco,30/11/2017,PC 235/ 131,23.65,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Planning,2609,30229,Stationery,Lyreco,30/11/2017,PC 235/ 132,13.15,stationery ,Planning Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2510,30229,Stationery,Lyreco,30/11/2017,PC 235/ 133,3.04,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Financial Services,3811,30229,Stationery,Lyreco,30/11/2017,PC 235/ 134,1.86,stationery ,Other Housing Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2510,30229,Stationery,Lyreco,30/11/2017,PC 235/ 135,5.85,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Financial Services,3401,30229,Stationery,Lyreco,30/11/2017,PC 235/ 136,19.33,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2510,30229,Stationery,Lyreco,30/11/2017,PC 235/ 137,7.88,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Environmental Health and Housing,2203,30229,Stationery,Lyreco,30/11/2017,PC 235/ 138,63.86,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2563,30229,Stationery,Lyreco,30/11/2017,PC 235/ 139,15.51,stationery ,Outside RBC Accounts,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Financial Services,3401,30229,Stationery,Lyreco,30/11/2017,PC 235/ 140,7.6,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Financial Services,3805,30229,Stationery,Lyreco,30/11/2017,PC 235/ 141,8.94,stationery ,Central Services to the Public,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Democratic and Customer Services Unit,1314,30004,Administrative Equipment,Lyreco,30/11/2017,PC 235/ 142,20.08,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3306,30206,Paper,Lyreco,30/11/2017,PC 235/ 143,198,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Democratic and Customer Services Unit,1327,30229,Stationery,Lyreco,30/11/2017,PC 235/ 144,13.98,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Democratic and Customer Services Unit,1327,30229,Stationery,Lyreco,30/11/2017,PC 235/ 145,17.38,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2510,30229,Stationery,Lyreco,30/11/2017,PC 235/ 146,4.12,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3307,30229,Stationery,Lyreco,30/11/2017,PC 235/ 147,2.16,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Financial Services,3811,30229,Stationery,Lyreco,30/11/2017,PC 235/ 148,12.3,stationery ,Other Housing Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Environmental Health and Housing,2203,30229,Stationery,Lyreco,30/11/2017,PC 235/ 149,70.61,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3307,30229,Stationery,Lyreco,30/11/2017,PC 235/ 150,13.58,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,1202,30004,Administrative Equipment,Lyreco,30/11/2017,PC 235/ 151,10.6,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3307,30229,Stationery,Lyreco,30/11/2017,PC 235/ 152,4.74,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Democratic and Customer Services Unit,1327,30229,Stationery,Lyreco,30/11/2017,PC 235/ 153,3.6,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Democratic and Customer Services Unit,1327,30229,Stationery,Lyreco,30/11/2017,PC 235/ 154,15.06,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Planning,2609,30229,Stationery,Lyreco,30/11/2017,PC 235/ 155,9.3,stationery ,Planning Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Financial Services,3401,30229,Stationery,Lyreco,30/11/2017,PC 235/ 156,24,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Financial Services,3811,30229,Stationery,Lyreco,30/11/2017,PC 235/ 157,22.32,stationery ,Other Housing Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3306,30206,Paper,Lyreco,30/11/2017,PC 235/ 158,198,stationery ,Over/Under Recovery on Support Services,GPC
