"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Business Innovation and Skills","Economic & Social Research Council","Communications","1055773","RC-F","44670","54649","Team Head","1.00","Communications"
"Department for Business Innovation and Skills","Economic & Social Research Council","Communications","1055773","RC-E","36033","43164","Senior Communications Manager","3.65","Communications"
"Department for Business Innovation and Skills","Economic & Social Research Council","Communications","1055773","RC-D","28384","34002","Communications Manager","1.61","Communications"
"Department for Business Innovation and Skills","Economic & Social Research Council","Communications","1055773","RC-C","22972","26958","Support Manager","3.73","Communications"
"Department for Business Innovation and Skills","Economic & Social Research Council","Communications","1055773","RC-C","22972","26958","Intern","1.00","Communications"
"Department for Business Innovation and Skills","Economic & Social Research Council","Evaluation Strategy and Analysis","1055773","RC-F","44670","54649","Team Head","1.00","Planning"
"Department for Business Innovation and Skills","Economic & Social Research Council","Evaluation Strategy and Analysis","1055773","RC-E","36033","43164","Senior Manager","3.80","Planning"
"Department for Business Innovation and Skills","Economic & Social Research Council","Evaluation Strategy and Analysis","1055773","RC-D","28384","34002","Manager","3.81","Planning"
"Department for Business Innovation and Skills","Economic & Social Research Council","Evaluation Strategy and Analysis","1055773","RC-C","22972","26958","Support Manager","4.00","Planning"
"Department for Business Innovation and Skills","Economic & Social Research Council","Evaluation Strategy and Analysis","1055773","RC-B","17858","20956","Administrator","3.96","Planning"
"Department for Business Innovation and Skills","Economic & Social Research Council","International Development","1055773","RC-F","44670","54649","Team Head","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Economic & Social Research Council","International Development","1055773","RC-E","36033","43164","Senior Manager","2.00","Operational Delivery"
"Department for Business Innovation and Skills","Economic & Social Research Council","International Development","1055773","RC-D","28384","34002","Manager","4.00","Operational Delivery"
"Department for Business Innovation and Skills","Economic & Social Research Council","International Development","1055773","RC-C","22972","26958","Support Manager","5.00","Operational Delivery"
"Department for Business Innovation and Skills","Economic & Social Research Council","International Strategy","1055773","RC-F","44670","54649","Team Head","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Economic & Social Research Council","International Strategy","1055773","RC-E","36033","43164","Senior Manager","2.00","Operational Delivery"
"Department for Business Innovation and Skills","Economic & Social Research Council","International Strategy","1055773","RC-D","28384","34002","Manager","4.00","Operational Delivery"
"Department for Business Innovation and Skills","Economic & Social Research Council","International Strategy","1055773","RC-C","22972","26958","Support Manager","3.00","Operational Delivery"
"Department for Business Innovation and Skills","Economic & Social Research Council","Knowledge Exchange","1055773","RC-F","44670","54649","Team Head","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Economic & Social Research Council","Knowledge Exchange","1055773","RC-E","36033","43164","Senior Manager","2.80","Operational Delivery"
"Department for Business Innovation and Skills","Economic & Social Research Council","Knowledge Exchange","1055773","RC-D","28384","34002","Manager","0.60","Operational Delivery"
"Department for Business Innovation and Skills","Economic & Social Research Council","Research Portfolios","1055773","RC-F","44670","54649","Team Head","3.00","Operational Delivery"
"Department for Business Innovation and Skills","Economic & Social Research Council","Research Portfolios","1055773","RC-E","36033","43164","Senior Manager","7.40","Operational Delivery"
"Department for Business Innovation and Skills","Economic & Social Research Council","Research Portfolios","1055773","RC-D","28384","34002","Manager","9.76","Operational Delivery"
"Department for Business Innovation and Skills","Economic & Social Research Council","Research Portfolios","1055773","RC-C","22972","26958","Support Manager","20.48","Operational Delivery"
"Department for Business Innovation and Skills","Economic & Social Research Council","Research Portfolios","1055773","RC-C","22972","26958","Intern","2.00","Operational Delivery"
"Department for Business Innovation and Skills","Economic & Social Research Council","Research Portfolios","1055773","RC-B","17858","20956","Administrator","9.08","Operational Delivery"
"Department for Business Innovation and Skills","Economic & Social Research Council","Capability","1055773","RC-G","56990","69721","Deputy Director Capability","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Economic & Social Research Council","Research Portfolios","1055773","RC-G","56990","69721","Deputy Director Research Portfolios & International","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Economic & Social Research Council","Evidence Impact & Strategic Partnerships","1055773","RC-G","56990","69721","Deputy Director Evidence, Impact & Partnerships","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Economic & Social Research Council","Capability","1055773","RC-F","44670","54649","Team Head","3.90","Operational Delivery"
"Department for Business Innovation and Skills","Economic & Social Research Council","Capability","1055773","RC-E","36033","43164","Senior Manager","8.00","Operational Delivery"
"Department for Business Innovation and Skills","Economic & Social Research Council","Capability","1055773","RC-D","28384","34002","Manager","11.00","Operational Delivery"
"Department for Business Innovation and Skills","Economic & Social Research Council","Capability","1055773","RC-C","22972","26958","Support Manager","2.60","Operational Delivery"
"Department for Business Innovation and Skills","Economic & Social Research Council","Capability","1055773","RC-C","22972","26958","Intern","3.00","Operational Delivery"
"Department for Business Innovation and Skills","Economic & Social Research Council","Capability","1055773","RC-B","17858","20956","Administrator","8.11","Operational Delivery"
