ExtractDate,OrganisationURI,OrganisationLabel,ServiceTypeURI,ServiceTypeLabel,MonthOfClaim,MonthPaid,ExpenseType,Amount
17/03/2015,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/1656,Staff- busines travel,Feb-15,Mar-15,Car mileage,8471.37
17/03/2015,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/1656,Staff- busines travel,Feb-15,Mar-15,Essential user lump sum,7296.19
17/03/2015,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/1656,Staff- busines travel,Feb-15,Mar-15,Rail Equivalent (car used but paid second class rail fare),0
17/03/2015,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/1656,Staff- busines travel,Feb-15,Mar-15,Public Transport,197.1
17/03/2015,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/1727,Staff - expenses,Feb-15,Mar-15,Subsistance,70.66
17/03/2015,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/1028,Members - allowances,Feb-15,Mar-15,Car mileage,1695.6
17/03/2015,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/1028,Members - allowances,Feb-15,Mar-15,Public Transport,391.6
17/03/2015,http://opendatacommunities.org/id/district-council/south-lakeland,South Lakeland,http://id.esd.org.uk/service/1028,Members - allowances,Feb-15,Mar-15,Subsistance,28.35
