Department,Organisation Name,Project name,Basis for expenditure approval,Total Value requested (£),Total Value Approved (£),Date of approval
CO,Cabinet Office ,"Fast Stream and Early Talent 2015 -16 campaign        	",We require an extension to an existing contract to run the 2015/2016 Fast Stream recruitment campaign which opens in September 2015.  We have completed the discovery and alpha phases of a new digital by default system build and are obtaining the approvals to continue with the beta phase of the new Fast Stream and Early Talent system.  ,1391800.00,1391800.00,02/06/2015
