Department,Organisation Name,Property name,Basis for expenditure approval,Total Value requested (£M),Total Value Approved (£M),Date of update
BIS,Land Registry,"Stuart House, St Johns Street, Peterborough, PE1 5DD","No alternative space available on the Government estate. Exited Touthill Close, Peterborough to relocate to smaller and less expensive premises at Stuart House","£197,442 per annum (plus VAT). 10 year lease, lease break at 5 years.","£197,442 per annum (plus VAT). 10 year lease, lease break at 5 years.",Aug-12
