"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Communities and Local Government","London Thames Gateway Development Corporation","Planning Development","LTGDC4","Manager","30000","59999","Officer / Manager","6.20","Planning"
"Department for Communities and Local Government","London Thames Gateway Development Corporation","Planning Development","LTGDC4","Officer","20000","29999","Administration","1.00","Planning"
"Department for Communities and Local Government","London Thames Gateway Development Corporation","Regeneration and Development","LTGDC3","Manager","30000","59999","Officer / Manager","3.00","Programme and Project Management (PPM)"
"Department for Communities and Local Government","London Thames Gateway Development Corporation","Operations and Finance","LTGDC7","Manager","30000","59999","Officer / Manager","7.00","Operational Delivery"
"Department for Communities and Local Government","London Thames Gateway Development Corporation","Operations and Finance","LTGDC7","Officer","20000","29999","Administration","5.00","Operational Delivery"
"Department for Communities and Local Government","London Thames Gateway Development Corporation","Economic Development","LTGDC6","Manager","30000","59999","Officer / Manager","1.00","Programme and Project Management (PPM)"
"Department for Communities and Local Government","London Thames Gateway Development Corporation","Communication","LTGDC8","Manager","30000","59999","Officer / Manager","1.00","Communications"
"Department for Communities and Local Government","London Thames Gateway Development Corporation","Regeneration and Development","LTGDC3","Senior Manager","60000","82900","Senior Development / Project Manager","8.00","Operational Delivery"
"Department for Communities and Local Government","London Thames Gateway Development Corporation","Planning Development","LTGDC4","Senior Manager","60000","82900","Senior Planning Development/ Implementation Officer","2.00","Programme and Project Management (PPM)"
