post_date,Category,Spend,Number of Transactions
09/10/2014,Catering, £958.98 ,1
09/10/2014,Household Appliance Stores, £776.57 ,1
09/10/2014,Hotels, £991.20 ,1
09/10/2014,Hotels," £1,784.75 ",1
09/10/2014,Electrical Parts/Equipment, £583.20 ,1
09/10/2014,Training, £690.00 ,1
09/10/2014,Hotels, £644.62 ,1
09/10/2014,Travel/Airlines," £1,523.57 ",1
09/10/2014,Travel/Airlines," £2,771.89 ",1
09/10/2014,Travel/Airlines," £2,771.89 ",1
09/10/2014,Travel/Airlines," £1,180.76 ",1
09/10/2014,Travel/Airlines, £936.76 ,1
09/10/2014,Travel/Airlines, £626.88 ,1
09/10/2014,Travel/Airlines," £2,302.16 ",1
09/10/2014,Travel/Airlines," £5,427.96 ",1
09/10/2014,Travel/Airlines," £5,427.96 ",1
09/10/2014,Stationery Stores," £1,696.80 ",1
09/10/2014,Travel/Airlines," £4,094.00 ",1
09/10/2014,Computers/Peripherals/Software, £919.99 ,1
09/10/2014,Lumber/Build. Supply Stores," £1,436.52 ",1
09/10/2014,Industrial Supplies," £1,425.60 ",1
10/10/2014,Travel/Airlines," £1,302.73 ",1
10/10/2014,Hardware Stores," £1,632.19 ",1
10/10/2014,Hardware Stores, £800.08 ,1
10/10/2014,Computers/Peripherals/Software, £564.60 ,1
10/10/2014,Electrical Parts/Equipment, £923.16 ,1
10/10/2014,Misc Publishing & Printing, £862.32 ,1
10/10/2014,Hotels," £1,129.82 ",1
10/10/2014,Hotels, £514.33 ,1
10/10/2014,Hotels," £1,192.87 ",1
10/10/2014,Training," £2,634.00 ",1
10/10/2014,Hotels," £1,166.51 ",1
10/10/2014,Industrial Supplies," £1,584.97 ",1
10/10/2014,Travel/Airlines," £2,050.54 ",1
10/10/2014,Travel/Airlines," £2,050.54 ",1
10/10/2014,Travel/Airlines," £1,823.46 ",1
10/10/2014,Travel/Airlines," £2,059.36 ",1
10/10/2014,Travel/Airlines, £552.98 ,1
10/10/2014,Travel/Airlines, £552.98 ,1
10/10/2014,Travel/Airlines, £(709.45),1
10/10/2014,Travel/Airlines," £3,807.55 ",1
10/10/2014,Hotels, £820.17 ,1
10/10/2014,Travel/Airlines," £4,948.44 ",1
10/10/2014,Travel/Airlines," £4,948.44 ",1
10/10/2014,Travel/Airlines," £4,948.44 ",1
10/10/2014,Travel/Airlines," £4,948.44 ",1
10/10/2014,Hotels," £1,192.87 ",1
10/10/2014,Hotels," £1,192.87 ",1
10/10/2014,Hotels," £1,192.87 ",1
10/10/2014,Hotels," £1,192.87 ",1
10/10/2014,Travel/Airlines, £893.64 ,1
10/10/2014,Hotels," £3,196.61 ",1
10/10/2014,Travel/Airlines," £2,350.86 ",1
10/10/2014,Travel/Airlines," £2,346.86 ",1
10/10/2014,Travel/Airlines," £2,346.86 ",1
10/10/2014,Travel/Airlines," £1,101.30 ",1
10/10/2014,Hotels," £1,192.87 ",1
10/10/2014,Hotels," £2,385.75 ",1
10/10/2014,Hotels," £1,192.87 ",1
10/10/2014,Hotels," £3,196.61 ",1
10/10/2014,Hotels, £795.97 ,1
10/10/2014,Hotels, £704.21 ,1
13/10/2014,Electrical Parts/Equipment, £744.60 ,1
13/10/2014,Electrical Parts/Equipment, £649.19 ,1
13/10/2014,"Nurseries, Lawn/Garden Supply", £884.50 ,1
13/10/2014,Hotels, £700.27 ,1
13/10/2014,Travel/Airlines, £685.80 ,1
13/10/2014,Travel/Airlines, £685.80 ,1
13/10/2014,Travel/Airlines," £1,016.00 ",1
13/10/2014,Travel/Airlines, £523.80 ,1
13/10/2014,Travel/Airlines, £533.90 ,1
13/10/2014,Travel/Airlines, £523.80 ,1
13/10/2014,Travel/Airlines," £2,666.06 ",1
13/10/2014,Travel/Airlines, £(606.10),1
13/10/2014,Travel/Airlines, £(597.80),1
13/10/2014,Travel/Airlines, £(597.80),1
13/10/2014,Travel/Airlines," £(1,582.10)",1
13/10/2014,Travel/Airlines," £(1,036.80)",1
13/10/2014,Hotels, £773.46 ,1
13/10/2014,Hotels," £1,138.84 ",1
13/10/2014,Hotels, £506.25 ,1
13/10/2014,Travel/Airlines, £577.66 ,1
13/10/2014,Hotels, £612.03 ,1
13/10/2014,Hotels," £1,454.06 ",1
13/10/2014,Hotels," £1,079.03 ",1
13/10/2014,Travel/Airlines," £1,500.78 ",1
13/10/2014,Hotels," £1,814.68 ",1
13/10/2014,Travel/Airlines," £1,685.68 ",1
13/10/2014,Travel/Airlines," £1,685.68 ",1
13/10/2014,Travel/Airlines," £3,302.36 ",1
13/10/2014,Travel/Airlines," £3,387.76 ",1
13/10/2014,Travel/Airlines, £590.88 ,1
13/10/2014,Travel/Airlines, £523.88 ,1
13/10/2014,Travel/Airlines," £4,888.46 ",1
13/10/2014,Travel/Airlines, £913.78 ,1
13/10/2014,Computers/Peripherals/Software," £1,351.20 ",1
13/10/2014,Computer Program/Sys Design," £1,046.18 ",1
13/10/2014,Computer Program/Sys Design, £650.30 ,1
13/10/2014,Training," £(1,320.00)",1
13/10/2014,Training," £(1,320.00)",1
13/10/2014,Hotels, £512.61 ,1
13/10/2014,Travel/Airlines," £1,000.00 ",1
13/10/2014,Computer Software Stores, £710.23 ,1
13/10/2014,Electrical Parts/Equipment," £1,140.00 ",1
14/10/2014,Hotels, £687.13 ,1
14/10/2014,Travel/Airlines," £4,830.00 ",1
14/10/2014,Computers/Peripherals/Software, £625.96 ,1
14/10/2014,Travel/Airlines," £3,494.16 ",1
14/10/2014,Travel/Airlines, £580.35 ,1
14/10/2014,Travel/Airlines," £3,494.16 ",1
14/10/2014,Travel/Airlines, £535.18 ,1
14/10/2014,Travel/Airlines," £3,823.16 ",1
14/10/2014,Travel/Airlines, £535.36 ,1
14/10/2014,Hotels, £811.99 ,1
14/10/2014,Hotels, £786.61 ,1
14/10/2014,Camera & Photo Supply Stores, £535.74 ,1
14/10/2014,Hotels, £871.20 ,1
14/10/2014,Travel/Airlines," £1,790.70 ",1
14/10/2014,Travel/Airlines," £1,345.14 ",1
14/10/2014,Travel/Airlines," £(1,028.50)",1
14/10/2014,Hotels, £794.04 ,1
14/10/2014,Electrical Parts/Equipment, £839.96 ,1
15/10/2014,Computers/Peripherals/Software, £890.10 ,1
15/10/2014,Hotels, £757.72 ,1
15/10/2014,Travel/Airlines," £1,041.41 ",1
15/10/2014,Travel/Airlines," £1,342.10 ",1
15/10/2014,Travel/Airlines," £1,796.70 ",1
15/10/2014,Travel/Airlines," £2,866.76 ",1
15/10/2014,Travel/Airlines," £(1,317.60)",1
15/10/2014,Travel/Airlines," £(2,867.16)",1
15/10/2014,Hotels," £1,076.07 ",1
15/10/2014,Computer Program/Sys Design, £528.36 ,1
15/10/2014,Travel/Airlines, £886.40 ,1
15/10/2014,Travel/Airlines, £545.62 ,1
15/10/2014,Hotels, £881.37 ,1
15/10/2014,Travel/Airlines," £2,541.76 ",1
15/10/2014,Travel/Airlines," £4,188.38 ",1
15/10/2014,Travel/Airlines," £4,188.38 ",1
15/10/2014,Travel/Airlines," £2,926.78 ",1
15/10/2014,Travel/Airlines," £2,926.78 ",1
15/10/2014,Travel/Airlines, £706.88 ,1
15/10/2014,Travel/Airlines, £993.06 ,1
15/10/2014,Travel/Airlines," £1,039.00 ",1
15/10/2014,Hotels," £1,313.80 ",1
15/10/2014,Computer Program/Sys Design," £1,300.64 ",1
15/10/2014,Computer Program/Sys Design," £1,023.89 ",1
15/10/2014,Computer Program/Sys Design," £1,125.47 ",1
15/10/2014,Travel/Airlines, £776.45 ,1
15/10/2014,Travel/Airlines, £701.81 ,1
15/10/2014,Hotels," £1,408.00 ",1
15/10/2014,Hotels," £1,408.00 ",1
15/10/2014,Electrical Contractors, £926.00 ,1
15/10/2014,Lumber/Build. Supply Stores, £902.16 ,1
16/10/2014,Metal Service Centers," £1,472.31 ",1
16/10/2014,Electrical Parts/Equipment," £1,263.01 ",1
16/10/2014,Misc Publishing & Printing," £1,162.13 ",1
16/10/2014,Electrical Parts/Equipment, £679.02 ,1
16/10/2014,Hotels," £1,135.27 ",1
16/10/2014,Hotels, £968.27 ,1
16/10/2014,Hotels, £791.51 ,1
16/10/2014,Computer Program/Sys Design, £689.88 ,1
16/10/2014,Hotels, £517.23 ,1
16/10/2014,Travel/Airlines, £885.79 ,1
16/10/2014,Hotels," £1,685.28 ",1
16/10/2014,Hotels, £992.83 ,1
16/10/2014,Travel/Airlines," £3,516.06 ",1
16/10/2014,Travel/Airlines, £554.84 ,1
16/10/2014,Travel/Airlines," £1,554.16 ",1
16/10/2014,Travel/Airlines," £1,554.16 ",1
16/10/2014,Travel/Airlines," £4,570.96 ",1
16/10/2014,Travel/Airlines, £504.33 ,1
16/10/2014,Hotels, £755.52 ,1
16/10/2014,Hotels," £1,233.65 ",1
16/10/2014,Hotels," £1,238.80 ",1
16/10/2014,Computers/Peripherals/Software, £966.95 ,1
16/10/2014,Travel/Airlines," £1,928.38 ",1
16/10/2014,Travel/Airlines," £2,050.67 ",1
16/10/2014,Furniture/Equip Stores," £1,345.06 ",1
16/10/2014,Car Hire, £630.85 ,1
16/10/2014,Electrical Parts/Equipment," £1,501.13 ",1
16/10/2014,Electrical Parts/Equipment, £839.96 ,1
17/10/2014,Travel/Airlines, £(678.00),1
17/10/2014,Travel/Airlines, £(678.00),1
17/10/2014,Travel/Airlines, £(678.00),1
17/10/2014,Travel/Airlines, £(678.00),1
17/10/2014,Travel/Airlines," £3,185.49 ",1
17/10/2014,Travel/Airlines," £2,340.73 ",1
17/10/2014,Travel/Airlines, £867.96 ,1
17/10/2014,Travel/Airlines," £2,264.66 ",1
17/10/2014,Hotels," £2,168.71 ",1
17/10/2014,Hotels," £2,923.30 ",1
17/10/2014,Hotels," £2,046.31 ",1
17/10/2014,Travel/Airlines," £4,320.30 ",1
17/10/2014,Household Appliance Stores, £653.99 ,1
17/10/2014,Hotels, £740.17 ,1
17/10/2014,Computers/Peripherals/Software, £805.87 ,1
17/10/2014,Hotels, £566.68 ,1
17/10/2014,"Heating, Plumbing, Air Cond", £615.30 ,1
17/10/2014,Electrical Parts/Equipment," £1,344.00 ",1
17/10/2014,Electrical Parts/Equipment," £1,332.00 ",1
17/10/2014,Floor Covering Stores," £1,322.90 ",1
20/10/2014,Hotels, £538.08 ,1
20/10/2014,Travel/Airlines," £1,000.00 ",1
20/10/2014,Hotels, £887.00 ,1
20/10/2014,Travel/Airlines, £644.00 ,1
20/10/2014,Travel/Airlines," £1,033.25 ",1
20/10/2014,Travel/Airlines, £639.72 ,1
20/10/2014,Hotels," £1,092.69 ",1
20/10/2014,Hotels, £759.33 ,1
20/10/2014,Hotels," £1,011.51 ",1
20/10/2014,Hotels, £895.74 ,1
20/10/2014,Hotels, £691.13 ,1
20/10/2014,Travel/Airlines," £2,507.78 ",1
20/10/2014,Travel/Airlines," £2,931.16 ",1
20/10/2014,Travel/Airlines, £523.08 ,1
20/10/2014,Travel/Airlines," £1,317.00 ",1
20/10/2014,Travel/Airlines," £2,354.60 ",1
20/10/2014,Travel/Airlines," £(1,290.70)",1
20/10/2014,Hotels, £978.23 ,1
20/10/2014,Travel/Airlines," £6,559.70 ",1
20/10/2014,Travel/Airlines," £1,900.08 ",1
20/10/2014,Hotels," £1,224.39 ",1
20/10/2014,Car Hire, £505.08 ,1
20/10/2014,Hotels, £742.88 ,1
20/10/2014,Travel/Airlines, £619.92 ,1
20/10/2014,Hotels," £3,307.78 ",1
20/10/2014,Training," £1,415.00 ",1
20/10/2014,Travel/Airlines, £568.60 ,1
20/10/2014,Travel/Airlines, £568.60 ,1
20/10/2014,Hardware Stores," £3,000.00 ",1
20/10/2014,Hotels, £518.56 ,1
20/10/2014,Hotels, £695.42 ,1
20/10/2014,Hardware Stores, £616.74 ,1
20/10/2014,Hotels, £664.01 ,1
20/10/2014,Hotels, £766.28 ,1
20/10/2014,Hotels, £578.41 ,1
20/10/2014,Hotels," £3,295.26 ",1
20/10/2014,Hotels," £1,075.51 ",1
20/10/2014,Travel/Airlines," £2,554.27 ",1
20/10/2014,Hotels," £1,074.38 ",1
20/10/2014,Travel/Airlines, £587.13 ,1
20/10/2014,Travel/Airlines, £674.94 ,1
20/10/2014,Hotels," £1,658.57 ",1
20/10/2014,Travel/Airlines," £4,071.03 ",1
21/10/2014,Misc Publishing & Printing, £840.60 ,1
21/10/2014,Hotels, £507.01 ,1
21/10/2014,Electrical Parts/Equipment, £756.00 ,1
21/10/2014,Hotels, £684.19 ,1
21/10/2014,Hotels, £516.50 ,1
21/10/2014,Commercial Furniture, £945.60 ,1
21/10/2014,Hotels," £1,902.90 ",1
21/10/2014,Hotels, £639.14 ,1
21/10/2014,Travel/Airlines," £2,519.19 ",1
21/10/2014,Travel/Airlines," £2,519.19 ",1
21/10/2014,Travel/Airlines," £6,289.66 ",1
21/10/2014,Hotels," £1,112.64 ",1
21/10/2014,Hotels," £1,157.06 ",1
21/10/2014,Hotels," £1,011.85 ",1
21/10/2014,Electrical Parts/Equipment," £1,306.58 ",1
21/10/2014,Computers/Peripherals/Software, £967.20 ,1
22/10/2014,Metal Service Centers," £1,724.71 ",1
22/10/2014,Lumber/Build. Supply Stores," £1,195.45 ",1
22/10/2014,Computers/Peripherals/Software, £525.00 ,1
22/10/2014,Training," £1,161.00 ",1
22/10/2014,Hotels, £769.41 ,1
22/10/2014,Travel/Airlines, £724.94 ,1
22/10/2014,Travel/Airlines," £2,542.07 ",1
22/10/2014,Travel/Airlines," £2,363.04 ",1
22/10/2014,Travel/Airlines, £867.26 ,1
22/10/2014,Travel/Airlines, £867.26 ,1
22/10/2014,Travel/Airlines, £867.26 ,1
22/10/2014,Hotels, £500.57 ,1
22/10/2014,Industrial Supplies, £588.00 ,1
22/10/2014,Travel/Airlines," £1,445.52 ",1
22/10/2014,Computers/Peripherals/Software," £1,019.68 ",1
22/10/2014,Travel/Airlines, £620.29 ,1
22/10/2014,Travel/Airlines," £1,063.77 ",1
22/10/2014,Stationery/Office Supplies," £1,030.00 ",1
22/10/2014,Travel/Airlines," £3,688.13 ",1
22/10/2014,Travel/Airlines," £5,059.21 ",1
22/10/2014,Travel/Airlines," £1,042.68 ",1
22/10/2014,Travel/Airlines," £(1,366.50)",1
22/10/2014,Electrical Parts/Equipment, £511.19 ,1
22/10/2014,Electrical Parts/Equipment, £657.71 ,1
22/10/2014,Electrical Parts/Equipment, £514.08 ,1
22/10/2014,Electrical Parts/Equipment," £1,114.47 ",1
22/10/2014,Automotive Parts Stores, £635.74 ,1
22/10/2014,Hotels, £869.27 ,1
23/10/2014,Hardware Equipment/Supplies, £679.96 ,1
23/10/2014,Travel/Airlines, £680.20 ,1
23/10/2014,Travel/Airlines, £801.54 ,1
23/10/2014,Durable Goods," £1,319.98 ",1
23/10/2014,Catering," £1,791.77 ",1
23/10/2014,Travel/Airlines, £551.90 ,1
23/10/2014,Travel/Airlines, £991.13 ,1
23/10/2014,Travel/Airlines," £3,465.66 ",1
23/10/2014,Travel/Airlines," £3,465.66 ",1
23/10/2014,Travel/Airlines, £941.44 ,1
23/10/2014,Hotels, £691.97 ,1
23/10/2014,Hotels, £545.77 ,1
23/10/2014,Durable Goods," £1,295.54 ",1
23/10/2014,Telecommunication Services," £1,695.60 ",1
23/10/2014,Durable Goods," £1,435.73 ",1
23/10/2014,Hotels, £993.19 ,1
24/10/2014,Hotels, £906.08 ,1
24/10/2014,Electrical Parts/Equipment," £1,114.80 ",1
24/10/2014,Hardware Equipment/Supplies, £819.14 ,1
24/10/2014,Travel/Airlines," £1,264.25 ",1
24/10/2014,Travel/Airlines, £748.48 ,1
24/10/2014,Travel/Airlines," £1,697.59 ",1
24/10/2014,Travel/Airlines, £553.86 ,1
24/10/2014,Hotels, £611.71 ,1
24/10/2014,Travel/Airlines," £2,899.29 ",1
24/10/2014,Hotels, £531.15 ,1
24/10/2014,Travel/Airlines," £1,417.60 ",1
24/10/2014,Hotels, £908.22 ,1
24/10/2014,Travel/Airlines," £3,759.16 ",1
24/10/2014,Travel/Airlines, £892.10 ,1
24/10/2014,Travel/Airlines," £(1,355.60)",1
24/10/2014,Travel/Airlines," £(2,812.16)",1
24/10/2014,Travel/Airlines, £(662.60),1
24/10/2014,Travel/Airlines, £(662.60),1
24/10/2014,Travel/Airlines, £840.34 ,1
24/10/2014,Hotels, £733.45 ,1
24/10/2014,Hotels, £635.35 ,1
24/10/2014,Construction Materials, £730.45 ,1
24/10/2014,Computer Program/Sys Design, £619.07 ,1
27/10/2014,Motorcycle Dealers, £658.15 ,1
27/10/2014,Electrical Parts/Equipment," £1,403.16 ",1
27/10/2014,Hotels," £1,084.16 ",1
27/10/2014,Hotels," £1,091.35 ",1
27/10/2014,Travel/Airlines, £648.96 ,1
27/10/2014,Hotels," £1,623.33 ",1
27/10/2014,Travel/Airlines, £(892.10),1
27/10/2014,Travel/Airlines, £(669.00),1
27/10/2014,Travel/Airlines, £(669.00),1
27/10/2014,Hotels, £792.58 ,1
27/10/2014,Computer Program/Sys Design," £1,279.30 ",1
27/10/2014,Travel/Airlines, £648.37 ,1
27/10/2014,Hotels, £971.13 ,1
27/10/2014,Hotels," £2,069.63 ",1
27/10/2014,Travel/Airlines, £648.60 ,1
27/10/2014,Hotels," £1,087.72 ",1
27/10/2014,Hotels, £638.00 ,1
27/10/2014,Travel/Airlines," £2,831.03 ",1
27/10/2014,Travel/Airlines," £2,831.03 ",1
27/10/2014,Travel/Airlines," £3,098.48 ",1
27/10/2014,Travel/Airlines," £3,270.14 ",1
27/10/2014,Travel/Airlines," £3,270.14 ",1
27/10/2014,Travel/Airlines, £548.40 ,1
27/10/2014,Travel/Airlines," £2,489.90 ",1
27/10/2014,Hotels, £606.69 ,1
27/10/2014,Hotels, £963.15 ,1
27/10/2014,Travel/Airlines," £1,000.00 ",1
27/10/2014,Hotels," £1,272.18 ",1
27/10/2014,Hotels, £545.64 ,1
27/10/2014,Furniture/Equip Stores, £560.26 ,1
27/10/2014,Furniture/Equip Stores, £862.92 ,1
27/10/2014,Hotels," £1,005.60 ",1
27/10/2014,Hotels, £736.60 ,1
28/10/2014,Hotels, £508.95 ,1
28/10/2014,Travel/Airlines," £3,422.28 ",1
28/10/2014,Hotels," £1,022.29 ",1
28/10/2014,Travel/Airlines," £4,186.00 ",1
28/10/2014,Travel/Airlines," £(1,751.88)",1
28/10/2014,Hotels," £1,114.21 ",1
28/10/2014,Travel/Airlines, £590.12 ,1
28/10/2014,Hotels," £2,069.63 ",1
28/10/2014,Travel/Airlines, £599.62 ,1
28/10/2014,Travel/Airlines," £1,433.11 ",1
28/10/2014,Travel/Airlines, £687.70 ,1
28/10/2014,Staff Incentives, £769.25 ,1
28/10/2014,Staff Incentives, £500.00 ,1
28/10/2014,Hardware Stores, £508.09 ,1
28/10/2014,Hotels, £927.14 ,1
28/10/2014,Hotels, £581.42 ,1
29/10/2014,Travel/Airlines, £565.48 ,1
29/10/2014,Auto Service Shops/Non Dealer, £644.93 ,1
29/10/2014,Automotive Parts Stores, £659.29 ,1
29/10/2014,Misc Publishing & Printing," £1,295.45 ",1
29/10/2014,Travel/Airlines," £1,381.46 ",1
