"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Culture, Media and Sport","National Museum of Science and Industry","Director's Office","6","SMG","50000","85000","Senior Strategy/Support Manager","1.00","Operational delivery"
"Department for Culture, Media and Sport","National Museum of Science and Industry","Director's Office","6","SMG","50000","85000","Project Director","0.60","Operational delivery"
"Department for Culture, Media and Sport","National Museum of Science and Industry","Director's Office","6","Green London","22970","31307","Senior Strategy/Support Officer","1.00","Operational delivery"
"Department for Culture, Media and Sport","National Museum of Science and Industry","Director's Office","6","Green National","21302","29468","Senior Strategy/Support Officer","1.00","Operational delivery"
"Department for Culture, Media and Sport","National Museum of Science and Industry","Finance","1","Orange National","13343","17778","Finance Support Assistant","2.00","Finance"
"Department for Culture, Media and Sport","National Museum of Science and Industry","Finance","1","Orange London","14551","19505","Finance Support Assistant","3.00","Finance"
"Department for Culture, Media and Sport","National Museum of Science and Industry","Finance","1","Yellow National","16605","23248","Finance Support Officer","1.00","Finance"
"Department for Culture, Media and Sport","National Museum of Science and Industry","Finance","1","Yellow London","17909","24519","Assistant Accountant","1.00","Finance"
"Department for Culture, Media and Sport","National Museum of Science and Industry","Finance","1","Yellow London","17909","24519","Finance Support Officer","3.00","Finance"
"Department for Culture, Media and Sport","National Museum of Science and Industry","Finance","1","Green London","22970","31307","Accountant","1.00","Finance"
"Department for Culture, Media and Sport","National Museum of Science and Industry","Finance","1","Green London","22970","31307","Finance Officer","2.00","Finance"
"Department for Culture, Media and Sport","National Museum of Science and Industry","Finance","1","Blue National","26627","36326","Accountant","1.00","Finance"
"Department for Culture, Media and Sport","National Museum of Science and Industry","Finance","1","Blue London","28844","38844","Finance Manager","1.00","Finance"
"Department for Culture, Media and Sport","National Museum of Science and Industry","Finance","1","Indigo London","35904","48128","Senior Accountant","0.60","Finance"
"Department for Culture, Media and Sport","National Museum of Science and Industry","Finance","1","Indigo London","35904","48128","Senior Finance Manager","1.00","Finance"
"Department for Culture, Media and Sport","National Museum of Science and Industry","Finance","1","Enterprises 20-30k","20000","30000","Accountant","3.00","Finance"
"Department for Culture, Media and Sport","National Museum of Science and Industry","Finance","1","Enterprises 10-20k","10000","20000","Finance Support Assistant","5.44","Finance"
"Department for Culture, Media and Sport","National Museum of Science and Industry","Finance","1","Enterprises 20-30k","20000","30000","Finance Support Officer","1.00","Finance"
"Department for Culture, Media and Sport","National Museum of Science and Industry","Finance","1","Enterprises 40-50k","40000","50000","Senior Accountant","2.00","Finance"
"Department for Culture, Media and Sport","National Museum of Science and Industry","HR & ICT","3","Orange London","14551","19505","Knowledge Information Management Support Assistant","2.00","Knowledge and Information Management (KIM)"
"Department for Culture, Media and Sport","National Museum of Science and Industry","HR & ICT","3","Yellow National","16605","23248","IT Support Officer","1.00","Information Technology"
"Department for Culture, Media and Sport","National Museum of Science and Industry","HR & ICT","3","Yellow National","16605","23248","Knowledge Information Management Support Officer","3.58","Knowledge and Information Management (KIM)"
"Department for Culture, Media and Sport","National Museum of Science and Industry","HR & ICT","3","Yellow London","17909","24519","IT Support Officer","1.00","Information Technology"
"Department for Culture, Media and Sport","National Museum of Science and Industry","HR & ICT","3","Yellow London","17909","24519","Knowledge Information Management Support Officer","4.00","Knowledge and Information Management (KIM)"
"Department for Culture, Media and Sport","National Museum of Science and Industry","HR & ICT","3","Green National","21302","29468","HR Officer","1.00","Human resources"
"Department for Culture, Media and Sport","National Museum of Science and Industry","HR & ICT","3","Green National","21302","29468","IT Manager","1.00","Information Technology"
"Department for Culture, Media and Sport","National Museum of Science and Industry","HR & ICT","3","Green National","21302","29468","Senior IT Support Officer","1.00","Information Technology"
"Department for Culture, Media and Sport","National Museum of Science and Industry","HR & ICT","3","Green National","21302","29468","Senior Knowledge Information Management Support Officer","1.00","Knowledge and Information Management (KIM)"
"Department for Culture, Media and Sport","National Museum of Science and Industry","HR & ICT","3","Green London","22970","31307","Senior IT Support Officer","2.00","Information Technology"
"Department for Culture, Media and Sport","National Museum of Science and Industry","HR & ICT","3","Green London","22970","31307","Senior Knowledge Information Management Support Officer","2.00","Knowledge and Information Management (KIM)"
"Department for Culture, Media and Sport","National Museum of Science and Industry","HR & ICT","3","Blue National","26627","36326","Knowledge Information Management Manager","1.00","Knowledge and Information Management (KIM)"
"Department for Culture, Media and Sport","National Museum of Science and Industry","HR & ICT","3","Blue London","28844","38844","Database Administrator","1.00","Information Technology"
"Department for Culture, Media and Sport","National Museum of Science and Industry","HR & ICT","3","Blue London","28844","38844","Knowledge Information Management Manager","1.00","Knowledge and Information Management (KIM)"
"Department for Culture, Media and Sport","National Museum of Science and Industry","HR & ICT","3","Indigo London","35904","48128","Senior Knowledge Information Management Manager","1.00","Knowledge and Information Management (KIM)"
"Department for Culture, Media and Sport","National Museum of Science and Industry","HR & ICT","3","Violet London","44772","57397","Senior IT manager","1.00","Information Technology"
"Department for Culture, Media and Sport","National Museum of Science and Industry","HR & ICT","3","Enterprises 20-30k","20000","30000","HR Officer","6.46","Human resources"
"Department for Culture, Media and Sport","National Museum of Science and Industry","HR & ICT","3","Enterprises 30-40k","30000","40000","HR Officer","2.00","Human resources"
"Department for Culture, Media and Sport","National Museum of Science and Industry","HR & ICT","3","Enterprises 10-20k","10000","20000","HR support officer","1.43","Human resources"
"Department for Culture, Media and Sport","National Museum of Science and Industry","HR & ICT","3","Enterprises 30-40k","30000","40000","IT Manager","2.00","Information Technology"
"Department for Culture, Media and Sport","National Museum of Science and Industry","HR & ICT","3","Enterprises 10-20k","10000","20000","IT Support Officer","2.00","Information Technology"
"Department for Culture, Media and Sport","National Museum of Science and Industry","HR & ICT","3","Enterprises 30-40k","30000","40000","Senior IT Support Officer","0.80","Information Technology"
"Department for Culture, Media and Sport","National Museum of Science and Industry","HR & ICT","3","Enterprises 10-20k","10000","20000","Knowledge Information Management Support Officer","0.28","Knowledge and Information Management (KIM)"
"Department for Culture, Media and Sport","National Museum of Science and Industry","HR & ICT","3","Enterprises 30-40k","30000","40000","Senior HR Manager","2.00","Human resources"
