Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount
BIS,NMO,02/03/2012,NMS Science Programmes,Programmes,LGC Limited,50135320,"283,600.00"
BIS,NMO,07/03/2012,Plant & Machinery,Estates,Amey Community Ltd,90300180,"301,438.80"
BIS,NMO,07/03/2012,NMS Science Programmes,Programmes,LGC Limited,50135989,"101,417.00"
BIS,NMO,07/03/2012,NMS Science Programmes,Programmes,LGC Limited,50136828,"105,960.00"
BIS,NMO,07/03/2012,NMS Science Programmes,Programmes,LGC Limited,50136829,"134,509.00"
BIS,NMO,07/03/2012,NMS Science Programmes,Programmes,LGC Limited,50136827,"145,174.00"
BIS,NMO,07/03/2012,NMS Science Programmes,Programmes,NPL Management Ltd,C2649,"44,656.11"
BIS,NMO,07/03/2012,NMS Science Programmes,Programmes,NPL Management Ltd,C2634,"63,150.35"
BIS,NMO,07/03/2012,NMS Science Programmes,Programmes,NPL Management Ltd,C2650,"193,349.78"
BIS,NMO,07/03/2012,NMS Science Programmes,Programmes,NPL Management Ltd,C2643,"249,077.84"
BIS,NMO,07/03/2012,NMS Science Programmes,Programmes,NPL Management Ltd,C2633,"249,605.27"
BIS,NMO,07/03/2012,NMS Science Programmes,Programmes,NPL Management Ltd,C2647,"265,590.18"
BIS,NMO,07/03/2012,NMS Science Programmes,Programmes,NPL Management Ltd,C2648,"319,339.85"
BIS,NMO,07/03/2012,NMS Science Programmes,Programmes,NPL Management Ltd,C2646,"422,057.57"
BIS,NMO,07/03/2012,NMS Science Programmes,Programmes,NPL Management Ltd,C2629,"435,392.65"
BIS,NMO,07/03/2012,NMS Science Programmes,Programmes,NPL Management Ltd,C2641,"436,071.69"
BIS,NMO,07/03/2012,NMS Science Programmes,Programmes,NPL Management Ltd,C2642,"477,932.21"
BIS,NMO,07/03/2012,NMS Science Programmes,Programmes,NPL Management Ltd,C2632,"661,797.87"
BIS,NMO,07/03/2012,NMS Science Programmes,Programmes,TUV SUD NEL Ltd,1790010977,"142,000.00"
BIS,NMO,07/03/2012,NMS Science Programmes,Programmes,TUV SUD NEL Ltd,1790010999,"231,000.00"
BIS,NMO,14/03/2012,Building Construction,Estates,Amey Community Ltd,90302716,"25,723.00"
BIS,NMO,14/03/2012,Building Construction,Estates,Amey Community Ltd,90302713,"34,398.37"
BIS,NMO,21/03/2012,Building Construction,Estates,Amey Community Ltd,90303668,"139,497.31"
BIS,NMO,21/03/2012,Rates,Estates,London Borough of Richmond Upon Thames,6986129',"110,418.00"
BIS,NMO,23/03/2012,Building Construction,Estates,Amey Community Ltd,90303546,"35,689.50"
BIS,NMO,23/03/2012,NMS Science Programmes,Programmes,LGC Limited,50142261,"115,700.40"
BIS,NMO,23/03/2012,NMS Science Programmes,Programmes,Newcastle University,9000234168,"75,000.00"
BIS,NMO,23/03/2012,NMS Science Programmes,Programmes,NPL Management Ltd,C2671,"56,400.19"
BIS,NMO,23/03/2012,NMS Science Programmes,Programmes,NPL Management Ltd,111343,"59,582.00"
BIS,NMO,23/03/2012,NMS Science Programmes,Programmes,NPL Management Ltd,111342,"91,195.00"
BIS,NMO,23/03/2012,NMS Science Programmes,Programmes,NPL Management Ltd,C2664,"232,749.98"
BIS,NMO,23/03/2012,NMS Science Programmes,Programmes,NPL Management Ltd,C2683,"424,557.55"
BIS,NMO,23/03/2012,NMS Science Programmes,Programmes,NPL Management Ltd,C2678,"450,742.69"
BIS,NMO,23/03/2012,NMS Science Programmes,Programmes,NPL Management Ltd,C2669,"664,380.37"
BIS,NMO,28/03/2012,Building Construction,Estates,Amey Community Ltd,90301426,"25,089.02"
BIS,NMO,28/03/2012,Building Construction,Estates,Amey Community Ltd,90301440,"37,981.32"
BIS,NMO,28/03/2012,Building Construction,Estates,Amey Community Ltd,90303754,"51,446.00"
BIS,NMO,28/03/2012,Building Service Charges,Estates,Amey Community Ltd,90304148,"338,239.83"
BIS,NMO,28/03/2012,NMS Science Programmes,Programmes,LGC Limited,50142467,"95,935.00"
BIS,NMO,28/03/2012,NMS Science Programmes,Programmes,LGC Limited,50142469,"134,524.00"
BIS,NMO,28/03/2012,NMS Science Programmes,Programmes,LGC Limited,50142468,"164,797.00"
BIS,NMO,28/03/2012,NMS Science Programmes,Programmes,LGC Limited,50141853,"343,500.00"
BIS,NMO,28/03/2012,NMS Science Programmes,Programmes,NPL Management Ltd,111649,"24,500.00"
BIS,NMO,28/03/2012,NMS Science Programmes,Programmes,NPL Management Ltd,C2686,"48,218.78"
BIS,NMO,28/03/2012,NMS Science Programmes,Programmes,NPL Management Ltd,111643,"50,000.00"
BIS,NMO,28/03/2012,NMS Science Programmes,Programmes,NPL Management Ltd,C2687,"205,508.63"
BIS,NMO,28/03/2012,NMS Science Programmes,Programmes,NPL Management Ltd,C2684,"208,162.14"
BIS,NMO,28/03/2012,NMS Science Programmes,Programmes,NPL Management Ltd,C2685,"300,773.71"
BIS,NMO,28/03/2012,NMS Science Programmes,Programmes,NPL Management Ltd,C2680,"317,670.78"
BIS,NMO,28/03/2012,NMS Science Programmes,Programmes,NPL Management Ltd,C2670,"369,766.89"
BIS,NMO,28/03/2012,NMS Science Programmes,Programmes,NPL Management Ltd,C2666,"480,313.65"
BIS,NMO,28/03/2012,NMS Science Programmes,Programmes,NPL Management Ltd,C2679,"519,108.47"
BIS,NMO,28/03/2012,NMS Science Programmes,Programmes,TUV SUD NEL Ltd,1790011329,"168,900.00"
BIS,NMO,28/03/2012,NMS Science Programmes,Programmes,TUV SUD NEL Ltd,1790011310,"183,000.00"
