Department,Entity,Transaction Date,Expense Type,Expense Area,PES Category,Supplier,Transaction No.,Amount
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/01/2014,CONTRACTORS - CLOSURE,LICENSING: UK COAL,CONSTRUCTION-MAIN CONTRACTORS,CHEETHAM HILL CONSTRUCTIO,0000208131,1500.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/01/2014,CONTRACTORS - CLOSURE,LICENSING: UK COAL,CONSTRUCTION-MAIN CONTRACTORS,CHEETHAM HILL CONSTRUCTIO,0000208132,1500.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,CONTRACTORS - CLOSURE,LICENSING: UK COAL,CONSTRUCTION-MAIN CONTRACTORS,CHEETHAM HILL CONSTRUCTIO,0000208133,1500.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,CONTRACTORS - CLOSURE,LICENSING: UK COAL,CONSTRUCTION-MAIN CONTRACTORS,CHEETHAM HILL CONSTRUCTIO,0000208134,1500.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,CONTRACTORS - CLOSURE,LICENSING: UK COAL,CONSTRUCTION-MAIN CONTRACTORS,CHEETHAM HILL CONSTRUCTIO,0000208135,3000.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,CONTRACTORS - CLOSURE,LICENSING: UK COAL,CONSTRUCTION-MAIN CONTRACTORS,NRS WASTE MANAGEMENT LTD,0000208319,10285.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,CONTRACTORS - CLOSURE,LICENSING: UK COAL,CONSTRUCTION-MAIN CONTRACTORS,NRS WASTE MANAGEMENT LTD,0000208320,4008.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2014,CONTRACTORS - CLOSURE,LICENSING: UK COAL,CONSTRUCTION-MAIN CONTRACTORS,NRS WASTE MANAGEMENT LTD,0000208321,5539.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/02/2014,CONTRACTORS - CLOSURE,LICENSING: UK COAL,FACILITIES - SECURITY,KEEPSAFE SECURITY (UK) LT,0000208355,11051.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/01/2014,CONTRACTORS AND CLAIM COSTS,LICENSING: UK COAL,CONSTRUCTION-CNSTRN SER PROVDR,INTERLOCK SURVEYS,0000207793,950.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/01/2014,CONTRACTORS AND CLAIM COSTS,LICENSING: UK COAL,CONSTRUCTION-CNSTRN SER PROVDR,INTERLOCK SURVEYS,0000207794,950.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/01/2014,CONTRACTORS AND CLAIM COSTS,LICENSING: UK COAL,CONSTRUCTION-CNSTRN SER PROVDR,INTERLOCK SURVEYS,0000207795,950.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/01/2014,CONTRACTORS AND CLAIM COSTS,LICENSING: UK COAL,CONSTRUCTION-MAIN CONTRACTORS,INTERLOCK SURVEYS,0000207796,950.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/02/2014,CONTRACTORS AND CLAIM COSTS,LICENSING: UK COAL,CONSTRUCTION-CNSTRN SER PROVDR,INTERLOCK SURVEYS,0000207847,950.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/02/2014,CONTRACTORS AND CLAIM COSTS,LICENSING: UK COAL,CONSTRUCTION-CNSTRN SER PROVDR,INSTITUTION OF CIVIL ENGI,0000207848,950.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,CONTRACTORS AND CLAIM COSTS,LICENSING: UK COAL,CONSTRUCTION-CNSTRN SER PROVDR,INTERLOCK SURVEYS,0000207849,950.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2014,CONTRACTORS AND CLAIM COSTS,LICENSING: UK COAL,PROF SER-OPERATIONAL SERVICES,VALUATION OFFICE AGENCY,0000207985,750.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/02/2014,CONTRACTORS AND CLAIM COSTS,LICENSING: UK COAL,CONSTRUCTION-CNSTRN SER PROVDR,INTERLOCK SURVEYS,0000208117,950.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/02/2014,CONTRACTORS AND CLAIM COSTS,LICENSING: UK COAL,CONSTRUCTION-CNSTRN SER PROVDR,INTERLOCK SURVEYS,0000208118,950.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/02/2014,CONTRACTORS AND CLAIM COSTS,LICENSING: UK COAL,"CONSTRUCTION-BLD,REPR&MAINTNCE",FULL & FINAL SETTLEMENT O,0000208139,340000.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/02/2014,CONTRACTORS AND CLAIM COSTS,LICENSING: UK COAL,"CONSTRUCTION-BLD,REPR&MAINTNCE",FULL & FINAL SETTLEMENT O,0000208169,71992.73
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/02/2014,CONTRACTORS AND CLAIM COSTS,LICENSING: UK COAL,PROF SER-OPERATIONAL SERVICES,VALUATION OFFICE AGENCY,0000208187,1466.62
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/02/2014,CONTRACTORS AND CLAIM COSTS,LICENSING: UK COAL,PROF SER-OPERATIONAL SERVICES,VALUATION OFFICE AGENCY,0000208188,1370.83
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/02/2014,CONTRACTORS AND CLAIM COSTS,LICENSING: UK COAL,PROF SER-OPERATIONAL SERVICES,VALUATION OFFICE AGENCY,0000208330,744.08
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/02/2014,CONTRACTORS AND CLAIM COSTS,LICENSING: UK COAL,CONSTRUCTION-CNSTRN SER PROVDR,INTERLOCK SURVEYS,0000208335,950.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/02/2014,CONTRACTORS AND CLAIM COSTS,LICENSING: UK COAL,CONSTRUCTION-CNSTRN SER PROVDR,INTERLOCK SURVEYS,0000208336,950.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/02/2014,CONTRACTORS AND CLAIM COSTS,LICENSING: UK COAL,CONSTRUCTION-CNSTRN SER PROVDR,INTERLOCK SURVEYS,0000208337,950.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/02/2014,CONTRACTORS AND CLAIM COSTS,LICENSING: UK COAL,CONSTRUCTION-CNSTRN SER PROVDR,INTERLOCK SURVEYS,0000208396,950.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/02/2014,CONTRACTORS AND CLAIM COSTS,LICENSING: UK COAL,CONSTRUCTION-CNSTRN SER PROVDR,INTERLOCK SURVEYS,0000208397,950.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/02/2014,CONTRACTORS AND CLAIM COSTS,LICENSING: UK COAL,CONSTRUCTION-CNSTRN SER PROVDR,INTERLOCK SURVEYS,0000208398,950.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/02/2014,CONTRACTORS AND CLAIM COSTS,LICENSING: UK COAL,CONSTRUCTION-CNSTRN SER PROVDR,INTERLOCK SURVEYS,0000208399,950.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/02/2014,CONTRACTORS AND CLAIM COSTS,LICENSING: UK COAL,CONSTRUCTION-CNSTRN SER PROVDR,STAR NET GEOMATICS LTD,0000208400,1000.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/02/2014,LEGAL COSTS,LICENSING: UK COAL,PROF SER-LEGAL SERVICES,DLA PIPER UK LLP,0000208119,240.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/01/2014,LEGAL COSTS,LICENSING: UK COAL,PROF SER-LEGAL SERVICES,DLA PIPER UK LLP,0000208120,144.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/02/2014,CONTRACTORS AND CLAIM COSTS,MINE ENTRY INSPECTIONS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000208173,78.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2014,CONTRACTORS AND CLAIM COSTS,MINE ENTRY INSPECTIONS,PROF SER CNSLTNCY-PROP/CNSTRCN,COMPANY BARCLAYCARD,0000208271,385.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/02/2014,CURR YR ADD-INTNGBLE INFO TECH,MINE ENTRY INSPECTIONS,ICT-SYSTEMS DELIVERY,SCISYS UK LTD,0000208114,9535.56
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/01/2014,IT-APPLICATIONS MANAGEMENT,MINE ENTRY INSPECTIONS,ICT-SYSTEMS DELIVERY,SCISYS UK LTD,0000207682,4662.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,IT-APPLICATIONS MANAGEMENT,MINE ENTRY INSPECTIONS,ICT-SYSTEMS DELIVERY,SCISYS UK LTD,0000207807,2949.39
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/01/2014,OUTSOURCED MANAGEMENT-PS&S,MINE ENTRY INSPECTIONS,SOCIAL CARE-EMERGENCY SERVICES,FAITHFUL & GOULD,0000207670,4139.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/01/2014,OUTSOURCED MANAGEMENT-PS&S,MINE ENTRY INSPECTIONS,SOCIAL CARE-EMERGENCY SERVICES,FAITHFUL & GOULD,0000207671,5316.45
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/01/2014,OUTSOURCED MANAGEMENT-PS&S,MINE ENTRY INSPECTIONS,SOCIAL CARE-EMERGENCY SERVICES,FAITHFUL & GOULD,0000207672,5708.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/01/2014,OUTSOURCED MANAGEMENT-PS&S,MINE ENTRY INSPECTIONS,SOCIAL CARE-EMERGENCY SERVICES,FAITHFUL & GOULD,0000207673,4353.15
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/02/2014,OUTSOURCED MANAGEMENT-PS&S,MINE ENTRY INSPECTIONS,SOCIAL CARE-EMERGENCY SERVICES,MINES RESCUE SERVICE LIMI,0000207813,17100.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/02/2014,COMMISSION CHARGES-E-COMMERCE,MINING INFORMATION COMMERCIAL,PROF SER FNCL-BANKING&INVSTMNT,WORLDPAY LIMITED,0000207853,722.69
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/02/2014,COMMISSION CHARGES-E-COMMERCE,MINING INFORMATION COMMERCIAL,PROF SER FNCL-BANKING&INVSTMNT,STREAMLINE,0000208129,1269.32
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/01/2014,COURIER SERVICES,MINING INFORMATION COMMERCIAL,FACILITIES - SECURITY,SECURITY PLUS LIMITED,0000207675,-5.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/01/2014,COURIER SERVICES,MINING INFORMATION COMMERCIAL,OFFICE SOLUTIONS-POST&COURIER,TNT UK LIMITED,0000207712,35.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/02/2014,COURIER SERVICES,MINING INFORMATION COMMERCIAL,FACILITIES - SECURITY,SECURITY PLUS LIMITED,0000207747,46.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/01/2014,CURR YR ADD-INTNGBLE INFO TECH,MINING INFORMATION COMMERCIAL,ICT-SYSTEMS DELIVERY,SCISYS UK LTD,0000207682,19700.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/02/2014,CURR YR ADD-INTNGBLE INFO TECH,MINING INFORMATION COMMERCIAL,ICT-SYSTEMS DELIVERY,SCISYS UK LTD,0000208137,7850.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,FARES - RAIL,MINING INFORMATION COMMERCIAL,TRAVEL&EVENTS-RAIL,REDFERN TRAVEL LTD,0000207973,153.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/01/2014,IT-APPLICATIONS MANAGEMENT,MINING INFORMATION COMMERCIAL,ICT-SYSTEMS DELIVERY,SCISYS UK LTD,0000207682,4080.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/01/2014,IT-APPLICATIONS MANAGEMENT,MINING INFORMATION COMMERCIAL,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000207760,3557.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/01/2014,IT-APPLICATIONS MANAGEMENT,MINING INFORMATION COMMERCIAL,ICT-MAINTENANCE & SUPPORT,IBM UNITED KINGDOM LTD,0000207792,4448.85
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,IT-APPLICATIONS MANAGEMENT,MINING INFORMATION COMMERCIAL,ICT-SYSTEMS DELIVERY,SCISYS UK LTD,0000207807,7373.47
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/01/2014,IT-APPLICATIONS MANAGEMENT,MINING INFORMATION COMMERCIAL,ICT-MAINTENANCE & SUPPORT,BENTLEY SYSTEMS (UK) LTD,0000207862,2000.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,IT-APPLICATIONS MANAGEMENT,MINING INFORMATION COMMERCIAL,ICT-SOFTWARE,HERALD INFORMATION SERVIC,0000207967,515.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/02/2014,IT-APPLICATIONS MANAGEMENT,MINING INFORMATION COMMERCIAL,ICT-SYSTEMS DELIVERY,SCISYS UK LTD,0000208136,3140.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/02/2014,LEGAL COSTS,MINING INFORMATION COMMERCIAL,PROF SER-LEGAL SERVICES,DLA PIPER UK LLP,0000208119,3506.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/01/2014,LEGAL COSTS,MINING INFORMATION COMMERCIAL,PROF SER-LEGAL SERVICES,DLA PIPER UK LLP,0000208120,2848.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/02/2014,PAYMENTS TO AGENCIES FOR TEMPS,MINING INFORMATION COMMERCIAL,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000208315,489.45
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/02/2014,TRAINING AND EDUCATION,MINING INFORMATION COMMERCIAL,PROF SER LRNG&DEV-STAFF TRNING,THE GAP PARTNERSHIP LTD,0000208360,2375.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/02/2014,COMMISSION CHARGES-E-COMMERCE,MINING INFORMATION WHOLESALE,PROF SER FNCL-BANKING&INVSTMNT,STREAMLINE,0000208129,17.81
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,FARES - AIR,MINING INFORMATION WHOLESALE,TRAVEL&EVENTS-AIR,REDFERN TRAVEL LTD,0000207973,133.53
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,FARES - RAIL,MINING INFORMATION WHOLESALE,TRAVEL&EVENTS-RAIL,REDFERN TRAVEL LTD,0000207973,633.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/02/2014,INCIDENTALS,MINING INFORMATION WHOLESALE,VEHICLES-FLEET MANAGEMENT,STAFF EXPENSES CONTROL,0000208512,17.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/01/2014,IT-APPLICATIONS MANAGEMENT,MINING INFORMATION WHOLESALE,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000207760,3557.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/01/2014,IT-APPLICATIONS MANAGEMENT,MINING INFORMATION WHOLESALE,ICT-MAINTENANCE & SUPPORT,IBM UNITED KINGDOM LTD,0000207792,4448.85
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,IT-APPLICATIONS MANAGEMENT,MINING INFORMATION WHOLESALE,ICT-SYSTEMS DELIVERY,SCISYS UK LTD,0000207807,7373.47
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/01/2014,IT-APPLICATIONS MANAGEMENT,MINING INFORMATION WHOLESALE,ICT-MAINTENANCE & SUPPORT,BENTLEY SYSTEMS (UK) LTD,0000207862,2000.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/02/2014,LEGAL COSTS,MINING INFORMATION WHOLESALE,PROF SER-LEGAL SERVICES,DLA PIPER UK LLP,0000208119,6732.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/01/2014,LEGAL COSTS,MINING INFORMATION WHOLESALE,PROF SER-LEGAL SERVICES,DLA PIPER UK LLP,0000208120,1629.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/01/2014,MAINTENANCE OF OFFICE MACHINES,MINING INFORMATION WHOLESALE,ICT-MAINTENANCE & SUPPORT,CANON (UK) LTD,0000207763,6762.27
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2014,MAINTENANCE OF OFFICE MACHINES,MINING INFORMATION WHOLESALE,OFFICE SOLUTIONS-PRINT,CANON (UK) LTD,0000208312,792.54
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/02/2014,MILEAGE PAYMENTS,MINING INFORMATION WHOLESALE,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000208509,54.83
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/02/2014,MILEAGE PAYMENTS,MINING INFORMATION WHOLESALE,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000208512,86.85
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2014,PROFESSIONAL SUBSCRIPTIONS,MINING INFORMATION WHOLESALE,PERSONNEL RLTD-STAFF SUBSCRPTN,COMPANY BARCLAYCARD,0000208228,607.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/02/2014,SUBSISTENCE ALLOWANCES,MINING INFORMATION WHOLESALE,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000208500,22.06
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/02/2014,SUBSISTENCE ALLOWANCES,MINING INFORMATION WHOLESALE,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000208512,8.62
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/10/2013,CONSULTANTS OPERATIONS,NON-COAL MINEWATER (DEFRA),CONSTRUCTION-MAIN CONTRACTORS,J N BENTLEY LIMITED,0000205741,376.35
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/01/2014,CURR YR ADDNS NON COAL MINES,NON-COAL MINEWATER (DEFRA),PROF SER TECH-ENGINEERING SER,DURHAM UNIVERSITY,0000207209,1463.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/12/2013,CURR YR ADDNS NON COAL MINES,NON-COAL MINEWATER (DEFRA),PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000207211,4051.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/12/2013,CURR YR ADDNS NON COAL MINES,NON-COAL MINEWATER (DEFRA),CONSTRUCTION-MAIN CONTRACTORS,J N BENTLEY LIMITED,0000207494,713.42
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/12/2013,CURR YR ADDNS NON COAL MINES,NON-COAL MINEWATER (DEFRA),CONSTRUCTION-MAIN CONTRACTORS,J N BENTLEY LIMITED,0000207498,92147.11
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/01/2014,CURR YR ADDNS NON COAL MINES,NON-COAL MINEWATER (DEFRA),PROF SER TECH-ENGINEERING SER,MOTT MACDONALD LTD,0000207740,1714.96
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/02/2014,CURR YR ADDNS NON COAL MINES,NON-COAL MINEWATER (DEFRA),PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000207855,3158.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/02/2014,CURR YR ADDNS NON COAL MINES,NON-COAL MINEWATER (DEFRA),CONSTRUCTION-MAIN CONTRACTORS,J N BENTLEY LIMITED,0000208305,115738.28
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/02/2014,CURR YR ADDNS NON COAL MINES,NON-COAL MINEWATER (DEFRA),PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000208352,5036.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2014,INCIDENTALS,NON-COAL MINEWATER (DEFRA),VEHICLES-FLEET MANAGEMENT,COMPANY BARCLAYCARD,0000208235,5.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/02/2014,INCIDENTALS,NON-COAL MINEWATER (DEFRA),VEHICLES-FLEET MANAGEMENT,STAFF EXPENSES CONTROL,0000208489,6.92
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/01/2014,IT-APPLICATIONS MANAGEMENT,NON-COAL MINEWATER (DEFRA),ICT-SOFTWARE,CONJECT LIMITED,0000207749,613.72
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/01/2014,IT-APPLICATIONS MANAGEMENT,NON-COAL MINEWATER (DEFRA),ICT-SOFTWARE,CONJECT LIMITED,0000207750,216.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,M/W CHEMICAL OPERATIONAL,NON-COAL MINEWATER (DEFRA),ENGRNG GOODS-NON-MDICL CHMCLS,BIOCHEMICA UK LIMITED,0000208037,400.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/02/2014,M/W CHEMICAL OPERATIONAL,NON-COAL MINEWATER (DEFRA),ENGRNG GOODS-NON-MDICL CHMCLS,BIOCHEMICA UK LIMITED,0000208189,270.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2014,M/W PUMPING TESTS,NON-COAL MINEWATER (DEFRA),CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000208076,22494.05
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/01/2014,M/W SCOPING/FEASIBILITY/CONCEP,NON-COAL MINEWATER (DEFRA),PROF SER-ENVIRONMENTAL SRVICES,ENVIRO CENTRE,0000207120,2292.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/12/2013,M/W SCOPING/FEASIBILITY/CONCEP,NON-COAL MINEWATER (DEFRA),PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000207214,643.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/01/2014,M/W SCOPING/FEASIBILITY/CONCEP,NON-COAL MINEWATER (DEFRA),PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000207363,3051.05
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/01/2014,M/W SCOPING/FEASIBILITY/CONCEP,NON-COAL MINEWATER (DEFRA),PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000207563,585.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/02/2014,M/W SCOPING/FEASIBILITY/CONCEP,NON-COAL MINEWATER (DEFRA),PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000208198,6010.02
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/12/2013,MONITORING & FLOW MEASUREMENT,NON-COAL MINEWATER (DEFRA),CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000206772,12043.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2014,R&D-EXTERNAL COSTS,NON-COAL MINEWATER (DEFRA),PROF SER TECH-ENGINEERING SER,NEWCASTLE UNIVERSITY,0000208071,14001.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2014,SUBSISTENCE ALLOWANCES,NON-COAL MINEWATER (DEFRA),FACILITIES - FOOD,COMPANY BARCLAYCARD,0000208207,7.79
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/02/2014,SUBSISTENCE ALLOWANCES,NON-COAL MINEWATER (DEFRA),FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000208489,4.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/02/2014,SUBSISTENCE ALLOWANCES,NON-COAL MINEWATER (DEFRA),FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000208496,9.44
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/02/2014,WATER SAMPLING - DEVELOPMENT,NON-COAL MINEWATER (DEFRA),PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000208404,201.64
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/01/2014,WATER SAMPLING - OPERATIONAL,NON-COAL MINEWATER (DEFRA),ENGRNG GOODS-NON-MDICL CHMCLS,BIOCHEMICA UK LIMITED,0000207703,270.00
