Entity,Merchant Name,Date Posted,Billing Amount,Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFT,WILDY VIRTUAL TERMINAL,01/10/2013,£503.05,Legal books for the General Counsel's Office library,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFT,WILDY VIRTUAL TERMINAL,29/10/2013,£940.00,Legal books for the General Counsel's Office library,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFT,T C HARRISON FORD,02/10/2013,"£1,030.21",Vehicle Maintenance & Repairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFT,GOVNET COMMUNICATI,07/10/2013,"£1,068.00",Training - 1 day x 2 individuals ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFT,BMW BATTERSEA,08/10/2013,£612.74,Vehicle Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFT,WWW.HITACHICAPITAL.CO.,10/10/2013,£742.79,Vehicle Lease Charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFT,RADA ENTERPRISES LTD,11/10/2013,£770.63,Training Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFT,HENDY GROUP LTD,14/10/2013,£632.36,Vehicle Maintenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFT,R S G ENGINEERING,15/10/2013,£510.96,Vehicle Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFT,S JENNINGS LIMITED,17/10/2013,£715.95,Vehicle Maintenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFT,ABRIDGE,17/10/2013,£793.38,Vehicle Maintenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFT,WWW.MISCO.CO.UK,18/10/2013,£641.24,IT  Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFT,WWW.MISCO.CO.UK,18/10/2013,"£2,576.21",IT  Hardware,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFT,A.M.CAPURRO & SONS,23/10/2013,"£1,513.00",Vehicle Maintenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFT,FORD,23/10/2013,£880.61,Vehicle Maintenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFT,WWW.MISCO.CO.UK,23/10/2013,"£1,028.76",IT  Hardware,,,,,
DFT,WWW.MISCO.CO.UK,25/10/2013,"£3,403.19",IT  Hardware,,,,,
DFT,FORDTHORN,29/10/2013,£738.75,Vehicle Maintenance & Repairs,,,,,
DFT,NATIONAL INSTRUMENTS,02/10/2013,"£2,639.70",IT Software upgrade for Flight Data Recorder Laboratory,,,,,
DFT,HOLIDAY INNS,03/10/2013,£800.00,"Hire of Conference Room, 3 days, for 35 people including catering and IT equipment",,,,,
DFT,GOVNET COMMUNICATI,04/10/2013,£594.00,Training course for one person over 1 day,,,,,
DFT,RDM (UK) LTD,04/10/2013,"£4,180.78",24 motorcycle helmets purchased for consumer tests,,,,,
DFT,HGB M/CYCLES SPARES,04/10/2013,"£3,743.79",13 motorcycle helmets purchased for consumer tests,,,,,
DFT,HELMET CITY,04/10/2013,"£3,295.70",22 motorcycle helmets purchased for consumer tests,,,,,
DFT,MARKETFORCE BUSINESS M,07/10/2013,£864.00,Attendance at 8 Seminars for 1 staff member,,,,,
DFT,WWW.TOOL-NET.CO.UK,09/10/2013,£799.03,Generator required for Accident Investigation test purposes,,,,,
DFT,SECURITY SERVICES GRP,09/10/2013,£807.54,Emergency repairs to the alarm/intruder detection system ,,,,,
DFT,BIKERS WORLD,14/10/2013,"£3,575.00",17 motorcycle helmets purchased for consumer tests,,,,,
DFT,ARCO LTD,17/10/2013,"£1,330.73",PPE for 33 staff,,,,,
DFT,VODAFONE,18/10/2013,"£1,338.61",Mobile phone charges for 33 staff,,,,,
DFT,LERWICK PORT AUTHORITY,22/10/2013,"£4,873.00",Supply one harbour tug to assist with the search of aircraft flight recorders ,,,,,
DFT,LONGWORTH PHOTO,24/10/2013,£540.00,Ten pairs binoculars for AAIB Engineering inspectors,,,,,
DFT,WWW.CONCENTRIX.CO.UK,24/10/2013,"£1,376.40",Annual Renewal of IT Software support,,,,,
DFT,EML LEARNING,24/10/2013,£690.00,Training Course for 1 staff member over 2 days,,,,,
DFT,SHERATON ,07/10/2013,£592.50,Hotel Accommodation for 1 staff member for 5 nights plus meal,,,,,
DFT,SHERATON ,07/10/2013,£600.95,Hotel Accommodation for 1 staff members for 5 nights plus subsistence,,,,,
DFT,SHERATON ,07/10/2013,£600.70,Hotel accommodation for 1 staff member for 5 nights.,,,,,
DFT,NEUILLY PARK HOTEL,28/10/2013,"£1,821.60",Hotel accomodation for 5 staff members for 3 nights.,,,,,
DFT,IAN TAIT AND CO LTD,09/10/2013,£600.00,"Training for 1 person, multiple sessions",,,,,
DFT,INCLUSIVE LEARNING,10/10/2013,£729.00,"Training for 1 person, online",,,,,
DFT,OSMOND GROUP LTD,10/10/2013,£525.60,Specialist furniture,,,,,
DFT,INITIAL CITY LINK,14/10/2013,£641.22,Courier services,,,,,
DFT,BPP PROF EDUCATION,17/10/2013,"£1,130.00",Training for 1 person for 1 day,,,,,
DFT,THE SPEECH CENTRE,28/10/2013,"£1,624.20",Reasonable adjustment IT software & training,,,,,
DFT,THE SPEECH CENTRE,28/10/2013,"£3,816.00",Reasonable adjustment IT software & training,,,,,
DFT,TFTP,28/10/2013,£666.00,"Training for 3 people, 1 day each",,,,,
DfT,WWW.AUTOCUE.CO.UK,07/10/2013,£600.00,Video Camera Equipment,,,,,
DFT,E-CONSULTANCY.COM,14/10/2013,£660.00,Training course 1 person 1 day,,,,,
DFT,MEDIA TRAINING LTD,22/10/2013,"£1,044.00",Training course for 2 people over 2 days,,,,,
DFT,CIVIL SERVICE LEARNING,04/10/2013,£738.00,5 day APMP Training Course,,,,,
DFT,WWW.SOTON.AC.UK,11/10/2013,"£1,400.00",MSc In Official Statistics Training Course,,,,,
DFT,EML LEARNING,17/10/2013,£780.00,Economics for Non-Economists Training Course,,,,,
DFT,GOVNET COMMUNICATI,30/10/2013,"£1,188.00",Training course for 2 individuals on Developing your Persuasion Skills,,,,,
DFT,REGUS,25/10/2013,£540.00,Hire of Meeting Rooms,,,,,
DFT,CASEVA LTD,03/10/2013,£732.66,Security briefcase as approved by Cabinet Office for the Ministers.,,,,,
DFT,CASEVA LTD,10/10/2013,"£1,446.66",2 Security briefcases as approved by Cabinet Office for the Ministers.,,,,,
DFT,BRITISH A   1258503165174,11/10/2013,£980.00,Flights for 2 people,,,,,
DFT,BRITISH A   1258502943618,07/10/2013,"£13,973.31",Flights for three people,,,,,
DFT,BRITISH A   1258502943797,07/10/2013,"£4,657.77",Flight one person,,,,,
DVLA,DSDM CONSORTIUM,09/10/2013,"£1,872.00",Attendance at conference for 4 staff members over 2 days.,,,,,
DVLA,ROYALCOLLEG,23/10/2013,£557.00,Training course for one staff member over 4 days.,,,,,
DVLA,Amazon  Mktplce EU-UK,29/10/2013,£587.40,IT Products,,,,,
HA,PENNA PLC,01/10/2013,£784.65,Statutory Advertising for work undertaken on HA road network,,,,,
HA,PENNA PLC,01/10/2013,£771.60,Statutory Advertising for work undertaken on HA road network,,,,,
HA,PENNA PLC,01/10/2013,"£4,567.33",Statutory Advertising for work undertaken on HA road network,,,,,
HA,PENNA PLC,01/10/2013,"£1,413.27",Statutory Advertising for work undertaken on HA road network,,,,,
HA,PENNA PLC,01/10/2013,£513.96,Statutory Advertising for work undertaken on HA road network,,,,,
HA,PENNA PLC,01/10/2013,£733.87,Statutory Advertising for work undertaken on HA road network,,,,,
HA,PENNA PLC,01/10/2013,"£2,617.21",Statutory Advertising for work undertaken on HA road network,,,,,
HA,PENNA PLC,01/10/2013,£524.82,Statutory Advertising for work undertaken on HA road network,,,,,
HA,PENNA PLC,01/10/2013,"£3,525.57",Statutory Advertising for work undertaken on HA road network,,,,,
HA,PENNA PLC,01/10/2013,"£1,316.89",Statutory Advertising for work undertaken on HA road network,,,,,
HA,PENNA PLC,01/10/2013,£619.50,Statutory Advertising for work undertaken on HA road network,,,,,
HA,PENNA PLC,01/10/2013,"£2,394.54",Statutory Advertising for work undertaken on HA road network,,,,,
HA,PENNA PLC,01/10/2013,£502.18,Statutory Advertising for work undertaken on HA road network,,,,,
HA,PENNA PLC,01/10/2013,£526.16,Statutory Advertising for work undertaken on HA road network,,,,,
HA,PENNA PLC,01/10/2013,£725.40,Statutory Advertising for work undertaken on HA road network,,,,,
HA,PENNA PLC,01/10/2013,£653.64,Statutory Advertising for work undertaken on HA road network,,,,,
HA,PENNA PLC,01/10/2013,"£3,892.09",Statutory Advertising for work undertaken on HA road network,,,,,
HA,PENNA PLC,01/10/2013,£984.30,Statutory Advertising for work undertaken on HA road network,,,,,
HA,PENNA PLC,01/10/2013,£570.00,Statutory Advertising for work undertaken on HA road network,,,,,
HA,FRAMA UK LTD,04/10/2013,£500.00,Franking Machine top up,,,,,
