"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Home Office","Identity and Passport Service","Chief Executive's Office","2IPS10","Grade 6","54705","70504","Chief of Staff","1.00","Operational Delivery"
"Home Office","Identity and Passport Service","Chief Executive's Office","2IPS10","Grade 7","44656","57553","Senior Communications Manager","2.00","Operational Delivery"
"Home Office","Identity and Passport Service","Chief Executive's Office","2IPS10","SEO","32602","39537","Board Secretary","1.00","Operational Delivery"
"Home Office","Identity and Passport Service","Chief Executive's Office","2IPS10","SEO","32602","39537","Communications Manager","6.00","Operational Delivery"
"Home Office","Identity and Passport Service","Chief Executive's Office","2IPS10","HEO","25297","30989","Deputy Head of Parliamentary Correspondence Management Team","0.83","Operational Delivery"
"Home Office","Identity and Passport Service","Chief Executive's Office","2IPS10","EO","20235","24789","Personal Secretary","1.00","Operational Delivery"
"Home Office","Identity and Passport Service","Chief Executive's Office","2IPS10","HEO","25297","30989","Communications Officer","14.00","Operational Delivery"
"Home Office","Identity and Passport Service","Chief Executive's Office","2IPS10","EO","20235","24789","Communications Support","2.00","Operational Delivery"
"Home Office","Identity and Passport Service","Chief Executive's Office","2IPS10","AO","15386","18657","Communications Support Officer","1.00","Operational Delivery"
"Home Office","Identity and Passport Service","Operations","2IPS08","Grade 6","54705","70504","Senior Operational Manager","2.00","Operational Delivery"
"Home Office","Identity and Passport Service","Operations","2IPS08","Grade 7","44656","57553","Operational Manager","8.00","Operational Delivery"
"Home Office","Identity and Passport Service","Operations","2IPS08","SEO","32602","39537","Senior Operational Officer","18.86","Operational Delivery"
"Home Office","Identity and Passport Service","Operations","2IPS08","HEO","25297","30989","Operational Officer","27.56","Operational Delivery"
"Home Office","Identity and Passport Service","Operations","2IPS08","EO","20235","24789","Operational Support Officer","52.73","Operational Delivery"
"Home Office","Identity and Passport Service","Operations","2IPS08","AO","15386","18657","Junior Operational Officer","28.36","Operational Delivery"
"Home Office","Identity and Passport Service","Operations","2IPS08","AA","14043","15701","Junior Assistant Operational Support Officer","2.00","Operational Delivery"
"Home Office","Identity and Passport Service","Finance and Performance","2IPS01","Grade 6","54705","70504","Senior Finance Manager","5.00","Finance"
"Home Office","Identity and Passport Service","Finance and Performance","2IPS01","Grade 7","44656","57553","Finance Manager","8.00","Finance"
"Home Office","Identity and Passport Service","Finance and Performance","2IPS01","SEO","32602","39537","Senior Finance Officer","22.90","Finance"
"Home Office","Identity and Passport Service","Finance and Performance","2IPS01","HEO","25297","30989","Finance Officer","24.00","Finance"
"Home Office","Identity and Passport Service","Finance and Performance","2IPS01","EO","20235","24789","Facilities Support Officer","20.81","Finance"
"Home Office","Identity and Passport Service","Finance and Performance","2IPS01","PO3 (AO)","16776","17614","Junior Finance Officer","11.87","Finance"
"Home Office","Identity and Passport Service","Finance and Performance","2IPS01","AA","14043","15701","Junior Assistant Finance Officer","0.80","Finance"
"Home Office","Identity and Passport Service","Operations","1IPS23","Grade 6","54705","70504","Senior Operational Manager","5.00","Operational Delivery"
"Home Office","Identity and Passport Service","Operations","1IPS23","Grade 7","44656","57553","Operational Manager","4.00","Operational Delivery"
"Home Office","Identity and Passport Service","Operations","1IPS23","SEO","32602","39537","Senior Operational Officer","18.94","Operational Delivery"
"Home Office","Identity and Passport Service","Operations","1IPS23","HEO","25297","30989","Operational Officer","52.61","Operational Delivery"
"Home Office","Identity and Passport Service","Operations","1IPS23","EO","20235","24789","Operational Support Officer","264.16","Operational Delivery"
"Home Office","Identity and Passport Service","Operations","1IPS23","AO","15386","18657","Junior Operational Officer","692.50","Operational Delivery"
"Home Office","Identity and Passport Service","Operations","1IPS23","PO2","15177","","Junior Operational Support Officer","2.00","Operational Delivery"
"Home Office","Identity and Passport Service","Operations","1IPS23","AA","14043","15701","Junior Assistant Operational Support Officer","342.56","Operational Delivery"
"Home Office","Identity and Passport Service","Operations","1IPS22","Grade 6","54705","70504","Senior Operational Manager","4.00","Operational Delivery"
"Home Office","Identity and Passport Service","Operations","1IPS22","Grade 7","44656","57553","Operational Manager","6.00","Operational Delivery"
"Home Office","Identity and Passport Service","Operations","1IPS22","SEO","32602","39537","Senior Operational Officer","12.00","Operational Delivery"
"Home Office","Identity and Passport Service","Operations","1IPS22","HEO","25297","30989","Operational Officer","41.83","Operational Delivery"
"Home Office","Identity and Passport Service","Operations","1IPS22","EO","20235","24789","Operational Support Officer","209.04","Operational Delivery"
"Home Office","Identity and Passport Service","Operations","1IPS22","PO3 (AO)","16776","17614","Junior Operational Officer","236.04","Operational Delivery"
"Home Office","Identity and Passport Service","Operations","1IPS22","AA","14043","15701","Junior Operational Support Officer","58.40","Operational Delivery"
"Home Office","Identity and Passport Service","Human Resources","1IPS18","Grade 6","54705","70504","Senior HR Manager","1.00","Human Resources"
"Home Office","Identity and Passport Service","Human Resources","1IPS18","Grade 7","44656","57553","HR Manager","5.89","Human Resources"
"Home Office","Identity and Passport Service","Human Resources","1IPS18","SEO","32602","39537","Policy Adviser","11.16","Human Resources"
"Home Office","Identity and Passport Service","Human Resources","1IPS18","HEO","25297","30989","HR Higher Executiver Officer","6.89","Human Resources"
"Home Office","Identity and Passport Service","Human Resources","1IPS18","EO","20235","24789","HR Executive Officer","7.82","Human Resources"
"Home Office","Identity and Passport Service","Human Resources","1IPS18","PO3 (AO)","16776","17614","HR Officer","3.61","Human Resources"
"Home Office","Identity and Passport Service","Corporate Strategy","1IPS05","Grade 6","54705","70504","Senior Strategy & Communication Manager","5.00","Planning"
"Home Office","Identity and Passport Service","Corporate Strategy","1IPS05","Grade 7","44656","57553","Strategy & Communication Manager","14.00","Planning"
"Home Office","Identity and Passport Service","Corporate Strategy","1IPS05","SEO","32602","39537","Senior Strategy & Communication Officer","22.78","Planning"
"Home Office","Identity and Passport Service","Corporate Strategy","1IPS05","HEO","25297","30989","Strategy & Communication Officer","25.00","Planning"
"Home Office","Identity and Passport Service","Corporate Strategy","1IPS05","EO","20235","24789","Strategy & Communication Support Officer","11.00","Planning"
"Home Office","Identity and Passport Service","Corporate Strategy","1IPS05","PO3 (AO)","16776","17614","Junior Strategy & Communication Officer","4.65","Planning"
"Home Office","Identity and Passport Service","Organisation Transformation","1IPS03","Grade 6","54705","70504","Senior Organisation Transformation Manager","5.00","Planning"
"Home Office","Identity and Passport Service","Organisation Transformation","1IPS03","Grade 7","44656","57553","Organisation Transformation Manager","26.84","Planning"
"Home Office","Identity and Passport Service","Organisation Transformation","1IPS03","SEO","32602","39537","Senior Organisation Transformation Officer","35.96","Planning"
"Home Office","Identity and Passport Service","Organisation Transformation","1IPS03","HEO","25297","30989","Organisation Transformation Officer","36.79","Planning"
"Home Office","Identity and Passport Service","Organisation Transformation","1IPS03","EO","20235","24789","Organisation Transformation Support Officer","18.45","Planning"
"Home Office","Identity and Passport Service","Organisation Transformation","1IPS03","PO3 (AO)","16776","17614","Junior Organisation Transformation Officer","4.00","Planning"
"Home Office","Identity and Passport Service","Director of Corporate Services","1IPS02","Grade 6","54705","70504","Estate Planning Executive","1.00","Information Technology"
"Home Office","Identity and Passport Service","Director of Corporate Services","1IPS02","Grade 7","44656","57553","IT Manager","12.51","Information Technology"
"Home Office","Identity and Passport Service","Director of Corporate Services","1IPS02","SEO","32602","39537","Senior IT Services manager","24.84","Information Technology"
"Home Office","Identity and Passport Service","Director of Corporate Services","1IPS02","HEO","25297","30989","IT Services manager","28.41","Information Technology"
"Home Office","Identity and Passport Service","Director of Corporate Services","1IPS02","EO","20235","24789","IT Support Officer","41.53","Information Technology"
"Home Office","Identity and Passport Service","Director of Corporate Services","1IPS02","PO3 (AO)","16776","17614","IT Junior Support Officer","15.42","Information Technology"
"Home Office","Identity and Passport Service","Commercial","1FC27","Grade 7","44656","57553","Procurement manager","5.00","Procurement"
"Home Office","Identity and Passport Service","Commercial","1FC27","SEO","32602","39537","Senior Procurement Officer","9.00","Procurement"
"Home Office","Identity and Passport Service","Commercial","1FC27","HEO","25297","30989","Procurement Officer","10.81","Procurement"
"Home Office","Identity and Passport Service","Commercial","1FC27","EO","20235","24789","Procurement Support Officer","8.00","Procurement"
"Home Office","Identity and Passport Service","Commercial","1FC27","PO3 (AO)","16776","17614","Junior Procurement Officer","2.00","Procurement"
"Home Office","Identity and Passport Service","Operations","1FC27","Grade 7","44656","57553","Operational Manager","1.00","Operational Delivery"
"Home Office","Identity and Passport Service","Operations","1FC27","SEO","32602","39537","Senior Operational Officer","6.00","Operational Delivery"
"Home Office","Identity and Passport Service","Operations","1FC27","HEO","25297","30989","Operational Officer","17.43","Operational Delivery"
"Home Office","Identity and Passport Service","Operations","1FC27","EO","20235","24789","Operational Support Officer","113.12","Operational Delivery"
"Home Office","Identity and Passport Service","Operations","1FC27","PO3 (AO)","16776","17614","Junior Operational Officer","347.21","Operational Delivery"
"Home Office","Identity and Passport Service","Operations","1FC27","AA","14043","15701","Junior Operational Support Officer","119.67","Operational Delivery"
