Dept Group,Dept group alias,PESA dept group alias,Budget Boundary,Resource/Capital,Category,NAC,Economic category,Code,Code description,SBI,Activity,SBI Activity,Spending programme,April 2010 MTH,June 2010 MTH,May 2010 MTH
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,A1501,Pay,PIXDN32B,PIXDN32B  PIX S175320 Fire Protection Services,SBIIX,0,SBIIX 0,SBIIX Devolved spending,1,1,1
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,A1501,Pay,PIXDN41C,"PIXDN41C  PIX S175411 Gen Econom, Commercial Affairs",SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,A1501,Pay,PIXDN41M,PIXDN41M  PIX S175413 EED Regional Policy - General Econ Com Affairs,SBIIX,0,SBIIX 0,SBIIX Devolved spending,16,16,16
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,A1501,Pay,PIXDN73H,PIXDN73H  PIX S175731 General Hospital Services,SBIIX,0,SBIIX 0,SBIIX Devolved spending,63,63,63
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,A1501,Pay,PIXDN81C,PIXDN81C  PIX S175810 Recreational & Sporting Services,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,A1501,Pay,PIXDN82D,PIXDN82D  PIX S175820 Cultural Services,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,A1501,Pay,PIXDN98H,PIXDN98H  PIX S175980 Education n.e.c.,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,AME,Resource,Prog,L4001,Change in pension scheme liabilities,PIXAC13E,PIXAC13E  PIX S175133 Other General Services,SBIIX,0,SBIIX 0,SBIIX Devolved spending,21396,21396,21396
Dept099,Northern Ireland Executive,Northern Ireland Executive,AME,Resource,Prog,L4001,Change in pension scheme liabilities,PIXAC73C,PIXAC73C  PIX S175731 General Hospital Services,SBIIX,0,SBIIX 0,SBIIX Devolved spending,34823,34825,34823
Dept099,Northern Ireland Executive,Northern Ireland Executive,AME,Resource,Prog,L4001,Change in pension scheme liabilities,PIXAC98B,PIXAC98B  PIX S175980 Education n.e.c.,SBIIX,0,SBIIX 0,SBIIX Devolved spending,25660,25288,25428
Dept099,Northern Ireland Executive,Northern Ireland Executive,AME,Resource,Prog,L4001,Change in pension scheme liabilities,PIXAN32A,PIXAN32A  PIX S175320 Fire Protection Services,SBIIX,0,SBIIX 0,SBIIX Devolved spending,1633,1633,1633
Dept099,Northern Ireland Executive,Northern Ireland Executive,AME,Resource,Prog,L4001,Change in pension scheme liabilities,PIXAN82C,PIXAN82C  PIX S175820 Cultural Services,SBIIX,0,SBIIX 0,SBIIX Devolved spending,12,150,150
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,L4001,Change in pension scheme liabilities,PIXDN31A,PIXDN31A PIX S175310 Police Services,SBI00,0,SBI00 0,SBIIX Devolved spending,2235,1209,390
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,L4001,Change in pension scheme liabilities,PIXDN82D,PIXDN82D  PIX S175820 Cultural Services,SBIIX,0,SBIIX 0,SBIIX Devolved spending,10,10,10
Dept099,Northern Ireland Executive,Northern Ireland Executive,AME,Resource,Prog,L4001,Change in pension scheme liabilities,PIXAN98G,PIXAN98G  PIX S175980 Education n.e.c.,SBIIX,0,SBIIX 0,SBIIX Devolved spending,1382,1382,1382
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,D4001,Net public service pensions,PIXDC02D,PIXDC02D PIX S175020 Old Age,SBIIX,0,SBIIX 0,SBIIX Devolved spending,1,1,1
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,D4001,Net public service pensions,PIXDC86A,"PIXDC86A  PIX S175860 Recreation, Culture, Religion n.e.c.",SBIIX,0,SBIIX 0,SBIIX Devolved spending,-6,-5,-1
Dept099,Northern Ireland Executive,Northern Ireland Executive,AME,Resource,Prog,L4001,Change in pension scheme liabilities,PIXAC98B,PIXAC98B  PIX S175980 Education n.e.c.,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B3501,Gross current procurement,PIXDC13G,PIXDC13G  PIX S175133 Other General Services,SBIIX,0,SBIIX 0,SBIIX Devolved spending,1040,1391,1453
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B3501,Gross current procurement,PIXDN11H,PIXDN11H  PIX S175111 Executive & Legislative Organs,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B3501,Gross current procurement,PIXDC31A,PIXDC31A PIX S175310 Police Services,SBI00,0,SBI00 0,SBIIX Devolved spending,32,28,245
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B3501,Gross current procurement,PIXDC33A,PIXDC33A PIX S175330 Law Courts,SBI00,0,SBI00 0,SBIIX Devolved spending,181,138,109
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B3501,Gross current procurement,PIXDC34A,PIXDC34A PIX S175340 Prisons,SBI00,0,SBI00 0,SBIIX Devolved spending,80,16,75
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B3501,Gross current procurement,PIXDN11H,PIXDN11H  PIX S175111 Executive & Legislative Organs,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B3501,Gross current procurement,PIXDN31A,PIXDN31A PIX S175310 Police Services,SBI00,0,SBI00 0,SBIIX Devolved spending,53,0,53
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B3501,Gross current procurement,PIXDN33A,PIXDN33A PIX S175330 Law Courts,SBI00,0,SBI00 0,SBIIX Devolved spending,7,0,6
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B3501,Gross current procurement,PIXDN91C,PIXDN91C  PIX S175912 Primary Education,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B3501,Gross current procurement,PIXDP33A,PIXDP33A PIX S175330 Law Courts,SBI00,0,SBI00 0,SBIIX Devolved spending,3,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,AME,Resource,Prog,B9001,Depreciation ,PIXAC13E,PIXAC13E  PIX S175133 Other General Services,SBIIX,0,SBIIX 0,SBIIX Devolved spending,201,201,201
Dept099,Northern Ireland Executive,Northern Ireland Executive,AME,Resource,Prog,B9001,Depreciation ,PIXAC42A,PIXAC42A  PIX S175421 Agriculture,SBIIX,0,SBIIX 0,SBIIX Devolved spending,553,91,551
Dept099,Northern Ireland Executive,Northern Ireland Executive,AME,Resource,Prog,B9001,Depreciation ,PIXAC45J,PIXAC45J  PIX S175457 Local Roads,SBIIX,0,SBIIX 0,SBIIX Devolved spending,11601,11503,11600
Dept099,Northern Ireland Executive,Northern Ireland Executive,AME,Resource,Prog,B9001,Depreciation ,PIXAC62A,PIXAC62A  PIX S175620 Community Development,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,AME,Resource,Prog,B9001,Depreciation ,PIXAC62E,PIXAC62E  PIX S175621 EED Regional Policy - Comm. Development,SBIIX,0,SBIIX 0,SBIIX Devolved spending,100,100,100
Dept099,Northern Ireland Executive,Northern Ireland Executive,AME,Resource,Prog,B9001,Depreciation ,PIXAN01K,PIXAN01K PIX S175012 Disability,SBIIX,0,SBIIX 0,SBIIX Devolved spending,2433,2433,2433
Dept099,Northern Ireland Executive,Northern Ireland Executive,AME,Resource,Prog,B9001,Depreciation ,PIXAN32A,PIXAN32A  PIX S175320 Fire Protection Services,SBIIX,0,SBIIX 0,SBIIX Devolved spending,525,525,525
Dept099,Northern Ireland Executive,Northern Ireland Executive,AME,Resource,Prog,B9001,Depreciation ,PIXAN62I,PIXAN62I  PIX S175621 EED Regional Policy - Comm. Development,SBIIX,0,SBIIX 0,SBIIX Devolved spending,10,10,10
Dept099,Northern Ireland Executive,Northern Ireland Executive,AME,Resource,Prog,B9001,Depreciation ,PIXAN82C,PIXAN82C  PIX S175820 Cultural Services,SBIIX,0,SBIIX 0,SBIIX Devolved spending,250,255,250
Dept099,Northern Ireland Executive,Northern Ireland Executive,AME,Resource,Prog,B9001,Depreciation ,PIXAN98G,PIXAN98G  PIX S175980 Education n.e.c.,SBIIX,0,SBIIX 0,SBIIX Devolved spending,5385,5385,5385
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDC01B,PIXDC01B  PIX S175011 Sickness,SBIIX,0,SBIIX 0,SBIIX Devolved spending,57,54,58
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDC04B,PIXDC04B  PIX S175040 Family and Children,SBIIX,0,SBIIX 0,SBIIX Devolved spending,34,34,34
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDC11B,PIXDC11B  PIX S175111 Executive & Legislative Organs,SBIIX,0,SBIIX 0,SBIIX Devolved spending,331,357,331
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDC11I,PIXDC11I  PIX S175112 Financial & Fiscal Affairs,SBIIX,0,SBIIX 0,SBIIX Devolved spending,27,792,27
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDC13B,PIXDC13B  PIX S175131 General Personnel Services,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,768,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDC13C,PIXDC13C  PIX S175132 Planning and Statistical Services,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,72,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDC13G,PIXDC13G  PIX S175133 Other General Services,SBIIX,0,SBIIX 0,SBIIX Devolved spending,230,6042,441
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDC16C,PIXDC16C  PIX S175160 General Public Service n.e.c.,SBIIX,0,SBIIX 0,SBIIX Devolved spending,2,23,2
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDC31A,PIXDC31A PIX S175310 Police Services,SBI00,0,SBI00 0,SBIIX Devolved spending,198,219,198
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDC33A,PIXDC33A PIX S175330 Law Courts,SBI00,0,SBI00 0,SBIIX Devolved spending,982,1239,831
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDC34A,PIXDC34A PIX S175340 Prisons,SBI00,0,SBI00 0,SBIIX Devolved spending,1091,880,1085
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDC36A,PIXDC36A  PIX S175360 Public Order & Safety n.e.c.,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,5,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDC41E,PIXDC41E  PIX S175412 General Labour Affairs,SBIIX,0,SBIIX 0,SBIIX Devolved spending,26,27,26
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDC42B,PIXDC42B  PIX S175421 Agriculture,SBIIX,0,SBIIX 0,SBIIX Devolved spending,527,645,527
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDC42F,PIXDC42F  PIX S175422 Forestry,SBIIX,0,SBIIX 0,SBIIX Devolved spending,80,40,80
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDC42H,PIXDC42H  PIX S175423 Fishing & Hunting,SBIIX,0,SBIIX 0,SBIIX Devolved spending,23,121,22
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDC43C,PIXDC43C  PIX S175435 Electricity,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDC45A,PIXDC45A  PIX S175451 Road Transport,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDC45B,PIXDC45B  PIX S175452 Water Transport,SBIIX,0,SBIIX 0,SBIIX Devolved spending,8,26,8
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDC45K,PIXDC45K  PIX S175457 Local Roads,SBIIX,0,SBIIX 0,SBIIX Devolved spending,4496,1335,1105
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDC49A,PIXDC49A  PIX S175490 Economic Affairs n.e.c.,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,5,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDC56A,PIXDC56A  PIX S175560 Environmental Protection n.e.c.,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,502,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDC61A,PIXDC61A  PIX S175610 Housing Development,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDC73D,PIXDC73D  PIX S175731 General Hospital Services,SBIIX,0,SBIIX 0,SBIIX Devolved spending,1001,1001,1001
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDC74A,PIXDC74A  PIX S175740 Public Health Services,SBIIX,0,SBIIX 0,SBIIX Devolved spending,3,3,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDC98C,PIXDC98C  PIX S175980 Education n.e.c.,SBIIX,0,SBIIX 0,SBIIX Devolved spending,10,10,10
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDN04H,PIXDN04H  PIX S175041 Personal Social Services - Family & Children,SBIIX,0,SBIIX 0,SBIIX Devolved spending,8,8,8
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDN11H,PIXDN11H  PIX S175111 Executive & Legislative Organs,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDN13B,PIXDN13B  PIX S175131 General Personnel Services,SBIIX,0,SBIIX 0,SBIIX Devolved spending,10,12,11
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDN31A,PIXDN31A PIX S175310 Police Services,SBI00,0,SBI00 0,SBIIX Devolved spending,2653,3166,2358
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDN33A,PIXDN33A PIX S175330 Law Courts,SBI00,0,SBI00 0,SBIIX Devolved spending,90,96,93
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDN41I,PIXDN41I  PIX S175412 General Labour Affairs,SBIIX,0,SBIIX 0,SBIIX Devolved spending,11,11,11
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDN41M,PIXDN41M  PIX S175413 EED Regional Policy - General Econ Com Affairs,SBIIX,0,SBIIX 0,SBIIX Devolved spending,156,156,156
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDN42E,PIXDN42E  PIX S175421 Agriculture,SBIIX,0,SBIIX 0,SBIIX Devolved spending,7,4,7
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDN42L,PIXDN42L  PIX S175423 Fishing & Hunting,SBIIX,0,SBIIX 0,SBIIX Devolved spending,95,158,95
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDN48D,"PIXDN48D  PIX S175482 R&D Agric, Forestry, Fishing & Hunting",SBIIX,0,SBIIX 0,SBIIX Devolved spending,168,168,168
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDN63A,PIXDN63A PIX S175630 Water Supply,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,5031,10063
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDN73H,PIXDN73H  PIX S175731 General Hospital Services,SBIIX,0,SBIIX 0,SBIIX Devolved spending,9404,9404,9404
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDN81C,PIXDN81C  PIX S175810 Recreational & Sporting Services,SBIIX,0,SBIIX 0,SBIIX Devolved spending,8,8,8
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDN82D,PIXDN82D  PIX S175820 Cultural Services,SBIIX,0,SBIIX 0,SBIIX Devolved spending,360,360,360
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDN98H,PIXDN98H  PIX S175980 Education n.e.c.,SBIIX,0,SBIIX 0,SBIIX Devolved spending,6,30,6
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDC13G,PIXDC13G  PIX S175133 Other General Services,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDC11I,PIXDC11I  PIX S175112 Financial & Fiscal Affairs,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDC13B,PIXDC13B  PIX S175131 General Personnel Services,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,82,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDC13G,PIXDC13G  PIX S175133 Other General Services,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDC16C,PIXDC16C  PIX S175160 General Public Service n.e.c.,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDN13B,PIXDN13B  PIX S175131 General Personnel Services,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,1,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9001,Depreciation ,PIXDN41I,PIXDN41I  PIX S175412 General Labour Affairs,SBIIX,0,SBIIX 0,SBIIX Devolved spending,5,5,6
Dept099,Northern Ireland Executive,Northern Ireland Executive,AME,Resource,Prog,B9501,Depreciation ,PIXAC42A,PIXAC42A  PIX S175421 Agriculture,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,AME,Resource,Prog,B9501,Depreciation ,PIXAC62A,PIXAC62A  PIX S175620 Community Development,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,AME,Resource,Prog,B9501,Depreciation ,PIXAC62E,PIXAC62E  PIX S175621 EED Regional Policy - Comm. Development,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,AME,Resource,Prog,B9501,Depreciation ,PIXAN01K,PIXAN01K PIX S175012 Disability,SBIIX,0,SBIIX 0,SBIIX Devolved spending,1583,1583,1583
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9501,Depreciation ,PIXDC01B,PIXDC01B  PIX S175011 Sickness,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9501,Depreciation ,PIXDC04B,PIXDC04B  PIX S175040 Family and Children,SBIIX,0,SBIIX 0,SBIIX Devolved spending,7,7,7
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9501,Depreciation ,PIXDC11B,PIXDC11B  PIX S175111 Executive & Legislative Organs,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9501,Depreciation ,PIXDC13B,PIXDC13B  PIX S175131 General Personnel Services,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9501,Depreciation ,PIXDC13G,PIXDC13G  PIX S175133 Other General Services,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,14,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9501,Depreciation ,PIXDC31A,PIXDC31A PIX S175310 Police Services,SBI00,0,SBI00 0,SBIIX Devolved spending,0,1,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9501,Depreciation ,PIXDC33A,PIXDC33A PIX S175330 Law Courts,SBI00,0,SBI00 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9501,Depreciation ,PIXDC34A,PIXDC34A PIX S175340 Prisons,SBI00,0,SBI00 0,SBIIX Devolved spending,5,0,4
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9501,Depreciation ,PIXDC41E,PIXDC41E  PIX S175412 General Labour Affairs,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9501,Depreciation ,PIXDC42F,PIXDC42F  PIX S175422 Forestry,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9501,Depreciation ,PIXDC82A,PIXDC82A  PIX S175820 Cultural Services,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9501,Depreciation ,PIXDC98C,PIXDC98C  PIX S175980 Education n.e.c.,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9501,Depreciation ,PIXDN31A,PIXDN31A PIX S175310 Police Services,SBI00,0,SBI00 0,SBIIX Devolved spending,167,167,166
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9501,Depreciation ,PIXDN41M,PIXDN41M  PIX S175413 EED Regional Policy - General Econ Com Affairs,SBIIX,0,SBIIX 0,SBIIX Devolved spending,83,83,83
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9501,Depreciation ,PIXDN73H,PIXDN73H  PIX S175731 General Hospital Services,SBIIX,0,SBIIX 0,SBIIX Devolved spending,250,250,250
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9501,Depreciation ,PIXDN98H,PIXDN98H  PIX S175980 Education n.e.c.,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,AME,Resource,Prog,B9507,Depreciation ,PIXAC34A,PIXAC34A PIX S175340 Prisons,SBI00,0,SBI00 0,SBIIX Devolved spending,0,0,2
Dept099,Northern Ireland Executive,Northern Ireland Executive,AME,Resource,Prog,B9507,Depreciation ,PIXAN31A,PIXAN31A PIX S175310 Police Services,SBI00,0,SBI00 0,SBIIX Devolved spending,13,13,13
Dept099,Northern Ireland Executive,Northern Ireland Executive,AME,Resource,Prog,B9507,Depreciation ,PIXAN33A,PIXAN33A PIX S175330 Law Courts,SBI00,0,SBI00 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9507,Depreciation ,PIXDC16C,PIXDC16C  PIX S175160 General Public Service n.e.c.,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9507,Depreciation ,PIXDC16C,PIXDC16C  PIX S175160 General Public Service n.e.c.,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B9507,Depreciation ,PIXDC43A,PIXDC43A  PIX S175431 Coal & Other Solid Mineral Fuels,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,AME,Resource,Prog,B9507,Depreciation ,PIXAC42B,PIXAC42B PIX S175425 Cap Forestry,SBIIX,0,SBIIX 0,SBIIX Devolved spending,-292,0,-291
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B3501,Gross current procurement,PIXDC01B,PIXDC01B  PIX S175011 Sickness,SBIIX,0,SBIIX 0,SBIIX Devolved spending,3,5,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B3501,Gross current procurement,PIXDC01H,PIXDC01H PIX S175013 Personal Social Services - Disability,SBIIX,0,SBIIX 0,SBIIX Devolved spending,21,21,21
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B3501,Gross current procurement,PIXDC04B,PIXDC04B  PIX S175040 Family and Children,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B3501,Gross current procurement,PIXDC11B,PIXDC11B  PIX S175111 Executive & Legislative Organs,SBIIX,0,SBIIX 0,SBIIX Devolved spending,20,190,72
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B3501,Gross current procurement,PIXDC11I,PIXDC11I  PIX S175112 Financial & Fiscal Affairs,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
Dept099,Northern Ireland Executive,Northern Ireland Executive,DEL,Resource,Prog,B3501,Gross current procurement,PIXDC13B,PIXDC13B  PIX S175131 General Personnel Services,SBIIX,0,SBIIX 0,SBIIX Devolved spending,0,0,0
