"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Environment, Food and Rural Affairs","Natural England","Northumbria Area Team","37","Principal Adviser/Principal Specialist/Manager","39850","56100","Manager","3.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Northumbria Area Team","37","Principal Adviser/Principal Specialist/Manager","39850","56100","Principal Adviser","2.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Northumbria Area Team","37","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Team Leader","6.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Northumbria Area Team","37","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Senior Adviser","7.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Northumbria Area Team","37","Lead Adviser/Specialist/Group Coordinator","24120","32744","Lead Adviser","38.14","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Northumbria Area Team","37","Adviser","20500","26620","Adviser","11.65","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Northumbria Area Team","37","Support Adviser","16912","20390","Support Adviser","3.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Cumbria Area Team","37","Principal Adviser/Principal Specialist/Manager","39850","56100","Manager","3.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Cumbria Area Team","37","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Team Leader","6.80","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Cumbria Area Team","37","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Senior Adviser","6.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Cumbria Area Team","37","Lead Adviser/Specialist/Group Coordinator","24120","32744","Group Coordinator","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Cumbria Area Team","37","Lead Adviser/Specialist/Group Coordinator","24120","32744","Lead Adviser","43.45","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Cumbria Area Team","37","Adviser","20500","26620","Adviser","13.85","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Cumbria Area Team","37","Support Adviser","16912","20390","Support Adviser","2.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Cumbria Area Team","37","Lead Adviser/Specialist/Group Coordinator","24120","32744","Lead Adviser","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Yorkshire & North Lincolnshire Area Team","37","Principal Adviser/Principal Specialist/Manager","39850","56100","Manager","4.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Yorkshire & North Lincolnshire Area Team","37","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Team Leader","8.84","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Yorkshire & North Lincolnshire Area Team","37","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Senior Adviser","6.53","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Yorkshire & North Lincolnshire Area Team","37","Lead Adviser/Specialist/Group Coordinator","24120","32744","Group Coordinator","2.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Yorkshire & North Lincolnshire Area Team","37","Lead Adviser/Specialist/Group Coordinator","24120","32744","Lead Adviser","62.10","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Yorkshire & North Lincolnshire Area Team","37","Adviser","20500","26620","Adviser","17.19","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Yorkshire & North Lincolnshire Area Team","37","Support Adviser","16912","20390","Support Adviser","4.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Yorkshire & North Lincolnshire Area Team","37","Apprentice","6349","6349","Apprentice","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Yorkshire & North Lincolnshire Area Team","37","Lead Adviser/Specialist/Group Coordinator","24120","32744","Lead Adviser","2.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Cheshire to Lancashire Area Team","37","Principal Adviser/Principal Specialist/Manager","39850","56100","Manager","3.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Cheshire to Lancashire Area Team","37","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Team Leader","4.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Cheshire to Lancashire Area Team","37","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Senior Adviser","7.68","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Cheshire to Lancashire Area Team","37","Lead Adviser/Specialist/Group Coordinator","24120","32744","Group Coordinator","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Cheshire to Lancashire Area Team","37","Lead Adviser/Specialist/Group Coordinator","24120","32744","Lead Adviser","33.61","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Cheshire to Lancashire Area Team","37","Adviser","20500","26620","Adviser","9.87","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Cheshire to Lancashire Area Team","37","Support Adviser","16912","20390","Support Adviser","2.67","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","East Midlands Area Team","37","Principal Adviser/Principal Specialist/Manager","39850","56100","Manager","3.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","East Midlands Area Team","37","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Team Leader","4.82","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","East Midlands Area Team","37","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Senior Adviser","9.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","East Midlands Area Team","37","Lead Adviser/Specialist/Group Coordinator","24120","32744","Lead Adviser","48.04","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","East Midlands Area Team","37","Adviser","20500","26620","Adviser","7.42","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","East Midlands Area Team","37","Support Adviser","16912","20390","Support Adviser","1.35","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","East Midlands Area Team","37","Lead Adviser/Specialist/Group Coordinator","24120","32744","Lead Adviser","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","East Midlands Area Team","37","Adviser","20500","26620","Adviser","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","North Mercia Area Team","37","Principal Adviser/Principal Specialist/Manager","39850","56100","Manager","2.48","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","North Mercia Area Team","37","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Team Leader","4.53","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","North Mercia Area Team","37","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Senior Adviser","5.76","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","North Mercia Area Team","37","Lead Adviser/Specialist/Group Coordinator","24120","32744","Lead Adviser","32.95","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","North Mercia Area Team","37","Adviser","20500","26620","Adviser","8.65","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","North Mercia Area Team","37","Support Adviser","16912","20390","Support Adviser","4.42","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","North Mercia Area Team","37","Adviser","20500","26620","Adviser","3.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","South Mercia Area Team","37","Principal Adviser/Principal Specialist/Manager","39850","56100","Manager","4.63","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","South Mercia Area Team","37","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Team Leader","4.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","South Mercia Area Team","37","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Senior Adviser","6.20","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","South Mercia Area Team","37","Lead Adviser/Specialist/Group Coordinator","24120","32744","Lead Adviser","35.58","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","South Mercia Area Team","37","Adviser","20500","26620","Adviser","7.94","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","South Mercia Area Team","37","Support Adviser","16912","20390","Support Adviser","2.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","South Mercia Area Team","37","Adviser","20500","26620","Adviser","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Essex, Herts, Beds, Cambs, Northants Area Team","38","Principal Adviser/Principal Specialist/Manager","39850","56100","Manager","3.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Essex, Herts, Beds, Cambs, Northants Area Team","38","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Team Leader","6.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Essex, Herts, Beds, Cambs, Northants Area Team","38","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Senior Adviser","12.10","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Essex, Herts, Beds, Cambs, Northants Area Team","38","Lead Adviser/Specialist/Group Coordinator","24120","32744","Group Coordinator","0.48","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Essex, Herts, Beds, Cambs, Northants Area Team","38","Lead Adviser/Specialist/Group Coordinator","24120","32744","Lead Adviser","42.81","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Essex, Herts, Beds, Cambs, Northants Area Team","38","Adviser","20500","26620","Adviser","7.73","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Essex, Herts, Beds, Cambs, Northants Area Team","38","Support Adviser","16912","20390","Support Adviser","3.73","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Essex, Herts, Beds, Cambs, Northants Area Team","38","Adviser","20500","26620","Adviser","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Norfolk and Suffolk Area Team","38","Principal Adviser/Principal Specialist/Manager","39850","56100","Manager","3.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Norfolk and Suffolk Area Team","38","Principal Adviser/Principal Specialist/Manager","39850","56100","Principal Adviser","0.82","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Norfolk and Suffolk Area Team","38","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Team Leader","4.65","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Norfolk and Suffolk Area Team","38","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Senior Adviser","8.39","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Norfolk and Suffolk Area Team","38","Lead Adviser/Specialist/Group Coordinator","24120","32744","Group Coordinator","4.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Norfolk and Suffolk Area Team","38","Lead Adviser/Specialist/Group Coordinator","24120","32744","Lead Adviser","47.21","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Norfolk and Suffolk Area Team","38","Adviser","20500","26620","Adviser","20.64","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Norfolk and Suffolk Area Team","38","Support Adviser","16912","20390","Support Adviser","11.46","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Thames Valley Area team","38","Principal Adviser/Principal Specialist/Manager","39850","56100","Manager","3.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Thames Valley Area team","38","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Team Leader","2.53","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Thames Valley Area team","38","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Senior Adviser","6.75","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Thames Valley Area team","38","Lead Adviser/Specialist/Group Coordinator","24120","32744","Group Coordinator","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Thames Valley Area team","38","Lead Adviser/Specialist/Group Coordinator","24120","32744","Lead Adviser","24.58","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Thames Valley Area team","38","Adviser","20500","26620","Adviser","19.48","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Thames Valley Area team","38","Support Adviser","16912","20390","Support Adviser","2.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Somerset, Avon and Wilshire Area Team","38","Principal Adviser/Principal Specialist/Manager","39850","56100","Manager","1.91","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Somerset, Avon and Wilshire Area Team","38","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Team Leader","7.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Somerset, Avon and Wilshire Area Team","38","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Senior Adviser","5.87","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Somerset, Avon and Wilshire Area Team","38","Lead Adviser/Specialist/Group Coordinator","24120","32744","Group Coordinator","4.43","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Somerset, Avon and Wilshire Area Team","38","Lead Adviser/Specialist/Group Coordinator","24120","32744","Lead Adviser","40.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Somerset, Avon and Wilshire Area Team","38","Adviser","20500","26620","Adviser","15.75","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Somerset, Avon and Wilshire Area Team","38","Support Adviser","16912","20390","Support Adviser","4.21","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Somerset, Avon and Wilshire Area Team","38","Adviser","20500","26620","Adviser","2.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Devon, Cornwall and Isles of Scilly Area Team","38","Principal Adviser/Principal Specialist/Manager","39850","56100","Manager","4.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Devon, Cornwall and Isles of Scilly Area Team","38","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Team Leader","8.51","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Devon, Cornwall and Isles of Scilly Area Team","38","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Senior Adviser","10.42","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Devon, Cornwall and Isles of Scilly Area Team","38","Lead Adviser/Specialist/Group Coordinator","24120","32744","Group Coordinator","2.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Devon, Cornwall and Isles of Scilly Area Team","38","Lead Adviser/Specialist/Group Coordinator","24120","32744","Lead Adviser","51.60","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Devon, Cornwall and Isles of Scilly Area Team","38","Adviser","20500","26620","Adviser","21.96","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Devon, Cornwall and Isles of Scilly Area Team","38","Support Adviser","16912","20390","Support Adviser","3.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Devon, Cornwall and Isles of Scilly Area Team","38","Adviser","20500","26620","Adviser","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Devon, Cornwall and Isles of Scilly Area Team","38","Support Adviser","16912","20390","Support Adviser","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Dorset, Hampshire and Isle of Wight Area Team","38","Principal Adviser/Principal Specialist/Manager","39850","56100","Manager","3.92","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Dorset, Hampshire and Isle of Wight Area Team","38","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Team Leader","6.71","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Dorset, Hampshire and Isle of Wight Area Team","38","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Senior Adviser","4.50","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Dorset, Hampshire and Isle of Wight Area Team","38","Lead Adviser/Specialist/Group Coordinator","24120","32744","Group Coordinator","2.60","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Dorset, Hampshire and Isle of Wight Area Team","38","Lead Adviser/Specialist/Group Coordinator","24120","32744","Lead Adviser","47.40","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Dorset, Hampshire and Isle of Wight Area Team","38","Adviser","20500","26620","Adviser","25.74","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Dorset, Hampshire and Isle of Wight Area Team","38","Support Adviser","16912","20390","Support Adviser","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Dorset, Hampshire and Isle of Wight Area Team","38","Lead Adviser/Specialist/Group Coordinator","24120","32744","Lead Adviser","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Sussex and Kent Area Team","38","Principal Adviser/Principal Specialist/Manager","39850","56100","Manager","3.82","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Sussex and Kent Area Team","38","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Team Leader","5.74","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Sussex and Kent Area Team","38","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Senior Adviser","12.20","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Sussex and Kent Area Team","38","Lead Adviser/Specialist/Group Coordinator","24120","32744","Group Coordinator","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Sussex and Kent Area Team","38","Lead Adviser/Specialist/Group Coordinator","24120","32744","Lead Adviser","31.99","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Sussex and Kent Area Team","38","Adviser","20500","26620","Adviser","12.50","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Sussex and Kent Area Team","38","Support Adviser","16912","20390","Support Adviser","3.25","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Sussex and Kent Area Team","38","Lead Adviser/Specialist/Group Coordinator","24120","32744","Lead Adviser","6.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Sussex and Kent Area Team","38","Adviser","20500","26620","Adviser","5.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Operations Management","28","Principal Adviser/Principal Specialist/Manager","39850","56100","Principal Adviser","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Operations Management","37","Principal Adviser/Principal Specialist/Manager","39850","56100","Manager","2.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Operations Management","37","Principal Adviser/Principal Specialist/Manager","39850","56100","Principal Adviser","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Operations Management","37","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Team Leader","0.65","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Operations Management","37","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Senior Adviser","2.89","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Operations Management","37","Lead Adviser/Specialist/Group Coordinator","24120","32744","Lead Adviser","2.16","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Operations Management","37","Adviser","20500","26620","Adviser","4.71","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Operations Management","37","Support Adviser","16912","20390","Support Adviser","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Operations Management","37","Apprentice","6349","6349","Apprentice","3.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Operations Management","37","Principal Adviser/Principal Specialist/Manager","39850","56100","Manager","12.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Operations Management","38","Principal Adviser/Principal Specialist/Manager","39850","56100","Manager","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Technical Services","28","Principal Adviser/Principal Specialist/Manager","39850","56100","Manager","3.63","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Technical Services","28","Principal Adviser/Principal Specialist/Manager","39850","56100","Principal Adviser","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Technical Services","28","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Team Leader","8.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Technical Services","28","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Senior Adviser","3.72","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Technical Services","28","Lead Adviser/Specialist/Group Coordinator","24120","32744","Group Coordinator","35.28","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Technical Services","28","Lead Adviser/Specialist/Group Coordinator","24120","32744","Lead Adviser","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Technical Services","28","Adviser","20500","26620","Adviser","111.53","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Technical Services","28","Support Adviser","16912","20390","Support Adviser","227.86","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Chairman and Executive Office","30","Principal Adviser/Principal Specialist/Manager","39850","56100","Manager","4.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Chairman and Executive Office","30","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Team Leader","1.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Chairman and Executive Office","30","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Senior Adviser","5.62","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Chairman and Executive Office","30","Lead Adviser/Specialist/Group Coordinator","24120","32744","Lead Adviser","6.87","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Chairman and Executive Office","30","Adviser","20500","26620","Adviser","4.00","Operational Delivery"
"Department for Environment, Food and Rural Affairs","Natural England","Chairman and Executive Office","30","Principal Adviser/Principal Specialist/Manager","39850","56100","Manager","1.00","Communications"
"Department for Environment, Food and Rural Affairs","Natural England","Chairman and Executive Office","30","Principal Adviser/Principal Specialist/Manager","39850","56100","Principal Adviser","1.00","Communications"
"Department for Environment, Food and Rural Affairs","Natural England","Chairman and Executive Office","30","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Team Leader","2.00","Communications"
"Department for Environment, Food and Rural Affairs","Natural England","Chairman and Executive Office","30","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Senior Adviser","11.69","Communications"
"Department for Environment, Food and Rural Affairs","Natural England","Chairman and Executive Office","30","Senior Adviser/Senior Specialist/Team Leader","30275","40550","Senior Specialist","0.60","Communications"
"Department for Environment, Food and Rural Affairs","Natural England","Chairman and Executive Office","30","Lead Adviser/Specialist/Group Coordinator","24120","32744","Lead Adviser","6.11","Communications"
