Minister,Date received,From,Gift,Value (£), Outcome
"Minister without Portfolio, The Rt Hon Baroness Warsi",10-Sep-2010,President of Azerbaijan,Rug and Caviar,Over limit,Rug (£180) purchased by the Minister
