"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Army","1167535","Locally Employed Civilian (LEC)","0","0","Locally Employed Civilian (LEC)","3911.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1167535","Academic Profr of Music (Eng) - 2018","53112","53112","Specialist Instruction","2.56","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1167535","Academic Profr of Music (Eng) - 2018","53112","53112","Training Support","1.62","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1167535","Ambulance Practitioner","18402","21798","Medical Technical","6.00","Medicine"
"Ministry of Defence","Ministry of Defence","Army","1167535","Area Manager","48450","53806","Fire Service","19.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1167535","Area Manager","48450","53806","Project Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1167535","Area Officer Social Worker","49193","60130","Community Service","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1167535","Assistant Head Teacher","37836","106148","Teaching","6.48","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1167535","Assistant Head Teacher","37836","106148","Teaching L'ship","4.86","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1167535","Aviation Offr 2","35285","36696","Transport & Movement","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","57877","72907","Business Management","6.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","57877","72907","Decision Support","6.00","Finance"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","57877","72907","Legal","1.00","Law"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","57877","72907","Museum","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","57877","72907","Occupational Psychology","1.00","Psychology"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","57877","72907","Operational Analysis","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","57877","72907","Programme Management","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","57877","72907","Project Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","57877","72907","Secretariat & Private Office","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","57877","72907","Specialist Instruction","1.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1167535","B1","57877","72907","Systems Engineering","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","49161","60130","Business Management","7.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","49161","60130","Commercial Operations","0.93","Procurement"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","49161","60130","Decision Support","7.75","Finance"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","49161","60130","Internal Communications","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","49161","60130","Knowledge Info Management","2.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","49161","60130","Occupational Psychology","1.00","Psychology"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","49161","60130","Operational Analysis","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","49161","60130","Policy advisor","1.00","Policy"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","49161","60130","Programme Management","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","49161","60130","Project Management","3.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","49161","60130","Reporting and Controls","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","49161","60130","Science & Engineering policy","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","49161","60130","Secretariat & Private Office","5.00","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","49161","60130","Systems Engineering","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","49161","60130","Teaching Advice/Inspection","0.80","Operational Delivery"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2","49161","60130","Technical [Trades]","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Army","1167535","B2 MSF","49147","60130","Security Policy","1.00","Operational Delivery"
