,Department,Organisation Name,Property name,Basis for expenditure approval,Total Value Approved (£M),Date of approval
,HMRC,,HMRC - FM Services Salford & Scotland,Request to award G4S a £3.9m contract for FM services at sites in Salford & Scotland,"£3,900,000",16/12/2013
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
