6.Post,,,,,,,,,,,
,,,,,,,,,,,
uk-6.04,,,,,,,,,,,
,,,,,,,,,,,
Other operators' end-to-end delivered volumes,,,,,,,,,,,
,,,,,,,,,,,
2009,11.81,,,,,,,,,,
2010,11.27,,,,,,,,,,
2011,8.54,,,,,,,,,,
,,,,,,,,,,,
"Source: Operators’ returns, based on former licensed area delivered volumes",,,,,,,,,,,
,,,,,,,,,,,
uk-6.05,,,,,,,,,,,
,,,,,,,,,,,
Mail market revenue 2005 - 2011,,,,,,,,,,,
,,,,,,,,,,,
 ,Total mail,Royal Mail total mail ,Royal Mail access,Other operator access,Royal Mail end-to-end,,,,,,
2005,6759.75,6745.75,104.3,14,6641.45,,,,,,
2006,6797.25,6783.25,284,14,6499.25,,,,,,
2007,6843.25,6755,501,88.25,6254,,,,,,
2008,6764,6652.5,731,111.5,5921.5,,,,,,
2009,6661,6521.5,921,139.5,5600.5,,,,,,
2010,6513.25,6371,1090.3,142.25,5280.7,,,,,,
2011,6695.455,6545.705,1272,149.75,5302.199,,,,,,
,,,,,,,,,,,
"Source: Royal Mail Regulatory Financial Statements, operator returns to Ofcom, Ofcom estimates",,,,,,,,,,,
Note: Royal Mail end-to-end refers to Royal Mail total mail revenues excepting access. Royal Mail calendar year revenue figures are derived from Ofcom calculations based on financial year figures in Royal Mail’s Regulatory Statements and estimates of 2011-12 performance informed by Royal Mail’s Report and Accounts and are therefore not directly comparable with Royal Mail’s published accounts.,,,,,,,,,,,
Addressed mail only. Figures are nominal.,,,,,,,,,,,
,,,,,,,,,,,
uk-6.06,,,,,,,,,,,
,,,,,,,,,,,
Royal Mail volume 2005-2011,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
 ,Total mail,Total access ,Royal Mail end-to-end,,,,,,,,
2005,22279.5,786,21493.5,,,,,,,,
2006,21975.75,2119,19856.75,,,,,,,,
2007,21587.25,3641,17946.25,,,,,,,,
2008,20553.25,5064,15489.25,,,,,,,,
2009,18620,6092,12528,,,,,,,,
2010,17515.25,6996,10519.25,,,,,,,,
2011,16599.27,7238,9361.27,,,,,,,,
,,,,,,,,,,,
"Source: Royal Mail Wholesale, Royal Mail Regulatory Financial Statements, Ofcom estimates",,,,,,,,,,,
Note: Royal Mail end-to-end refers to total mail volumes excepting access. Royal Mail calendar year volume figures are derived from Ofcom calculations based on financial year figures in Royal Mail’s Regulatory Statements and estimates of 2011-12 performance informed by Royal Mail’s Report and Accounts and are therefore not directly comparable with Royal Mail’s published accounts. Addressed mail only.,,,,,,,,,,,
,,,,,,,,,,,
uk-6.07,,,,,,,,,,,
,,,,,,,,,,,
Proportion of access in total mail 2005 to 2011,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
 ,Year on year growth],Proportion of access in total mail,,,,,,,,,
2005,18.17073171,0.035279068,,,,,,,,,
2006,1.695928753,0.096424468,,,,,,,,,
2007,0.718263332,0.168664374,,,,,,,,,
2008,0.390826696,0.246384392,,,,,,,,,
2009,0.20300158,0.327175081,,,,,,,,,
2010,0.148391333,0.39942336,,,,,,,,,
2011,0.034591195,0.436385014,,,,,,,,,
,,,,,,,,,,,
"Source: Royal Mail Wholesale, Royal Mail Regulatory Financial Statements, Ofcom estimates",,,,,,,,,,,
Note: Royal Mail calendar year volume figures are derived from Ofcom calculations based on financial year figures in Royal Mail’s Regulatory Statements and estimates of 2011-12 performance informed by Royal Mail’s Report and Accounts and are therefore not directly comparable with Royal Mail’s published accounts.  ,,,,,,,,,,,
,,,,,,,,,,,
uk-6.08,,,,,,,,,,,
,,,,,,,,,,,
Royal Mail access volumes and revenues by format 2001-12,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
 ,Letters/Other,Large Letter,Packet/A3,,,,,,,,
Volume,88.2,11.3,0.5,,,,,,,,
Revenue,81.3,16.3,2.4,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Source: Royal Mail Wholesale, 2011-12",,,,,,,,,,,
,,,,,,,,,,,
uk-6.09,,,,,,,,,,,
,,,,,,,,,,,
Applications of mail,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Transactional,59,,,,,,,,,,
Advertising,22,,,,,,,,,,
Publishing,8,,,,,,,,,,
Fulfilment,3,,,,,,,,,,
Social,8,,,,,,,,,,
,,,,,,,,,,,
Source: Ofcom estimates,,,,,,,,,,,
,,,,,,,,,,,
uk-6.10,,,,,,,,,,,
,,,,,,,,,,,
Direct mail volume and proportion of total mail 2006-2011 ,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
 ,Direct mail volume,Proportion of total volume,,,,,,,,,
2006,5028,22.90%,,,,,,,,,
2007,4655,21.60%,,,,,,,,,
2008,4353,21.20%,,,,,,,,,
2009,3563,19.10%,,,,,,,,,
2010,3537,20.20%,,,,,,,,,
2011,3620,21.80%,,,,,,,,,
,,,,,,,,,,,
"Source: Mediatel, Royal Mail Regulatory Statements",,,,,,,,,,,
,,,,,,,,,,,
uk-6.11,,,,,,,,,,,
,,,,,,,,,,,
"Spend on direct mail post and production, 2007– 2011 ",,,,,,,,,,,
,,,,,,,,,,,
 ,Total direct mail advertising expenditure,Expenditure on post,Expenditure on production,,,,,,,,
2007,2171.37,902.24,1269.13,,,,,,,,
2008,2040.18,857.85,1182.33,,,,,,,,
2009,1685.93,714.85,971.08,,,,,,,,
2010,1711.5,734.46,977.04,,,,,,,,
2011,1751.25,774.13,977.12,,,,,,,,
,,,,,,,,,,,
Source: Mediatel. Figures are nominal.,,,,,,,,,,,
,,,,,,,,,,,
uk-6.12,,,,,,,,,,,
,,,,,,,,,,,
Share of direct mail expenditure by sector ,,,,,,,,,,,
,,,,,,,,,,,
 ,Mail Order / Home Shopping,Charities,Finance - General Insurance,Retail ,Travel and Transport ,Telecoms - Fixed Line Services,Other Finance,Finance - Plastic Cards,Other,,
2008,0.245091033,0.150190833,0.131315612,0.047252199,0.055817154,0.039781047,0.05285035,0.057984421,0.219717351,,
2009,0.260366992,0.154155459,0.118670509,0.06112959,0.057648111,0.040648276,0.049397479,0.029084926,0.228898658,,
2010,0.259132637,0.16219864,0.118194722,0.071713605,0.054131878,0.045180729,0.052751348,0.033426411,0.203270028,,
2011,0.249315074,0.17575673,0.111209962,0.072131081,0.063483397,0.049971607,0.051693488,0.0335984,0.19284026,,
,,,,,,,,,,,
Source: Nielsen Addynamix,,,,,,,,,,,
,,,,,,,,,,,
uk-6.13,,,,,,,,,,,
,,,,,,,,,,,
E-retail sales value 2000-2011,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
 ,Value (£ bn),,,,,,,,,,
2000,0.8,,,,,,,,,,
2001,1.8,,,,,,,,,,
2002,6.4,,,,,,,,,,
2003,11,,,,,,,,,,
2004,14.5,,,,,,,,,,
2005,19.2,,,,,,,,,,
2006,30.2,,,,,,,,,,
2007,35.2,,,,,,,,,,
2008,43.8,,,,,,,,,,
