2009,49.8,,,,,,,,,,
2010,58.8,,,,,,,,,,
2011,68,,,,,,,,,,
,,,,,,,,,,,
Source: Interactive Media in Retail Group,,,,,,,,,,,
,,,,,,,,,,,
uk-6.14,,,,,,,,,,,
,,,,,,,,,,,
"Packet and parcel service types used for UK delivery, April 2012  ",,,,,,,,,,,
,,,,,,,,,,,
 ,,,,,,,,,,,
Economy,53.45,,,,,,,,,,
Specified day(including next day),41.19,,,,,,,,,,
Time slot,4.74,,,,,,,,,,
,,,,,,,,,,,
Source: IMRG/Metapack Delivery Index April 2012,,,,,,,,,,,
Note: Proportions rebased to exclude international,,,,,,,,,,,
,,,,,,,,,,,
uk-6.15,,,,,,,,,,,
,,,,,,,,,,,
Approximate number of parcels sent and received each month by residential consumers  ,,,,,,,,,,,
,,,,,,,,,,,
 ,Parcels sent,Parcels received,,,,,,,,,
Don't send/receive parcels,30,18,,,,,,,,,
Don't always send/receive parcels each month,50,41,,,,,,,,,
1 or 2,14,24,,,,,,,,,
3 or more,5,40,,,,,,,,,
,,,,,,,,,,,
Source: Ofcom Post Omnibus 2011 - fieldwork 1st Dec – 13th Dec 2011,,,,,,,,,,,
Base: All consumers responsible for sending or receiving post (n= 3621)Q: Please now think about the parcels you send. How many parcels do you send in an average month? *Assuming those saying ‘don’t always send one each month’ send 1 parcel every 3 months; Q: ‘Approximately how many parcels do you receive on average in a month?’*assuming those saying ‘don’t always receive one each month’ receive 1 parcel every 3 months,,,,,,,,,,,
,,,,,,,,,,,
uk-6.16,,,,,,,,,,,
,,,,,,,,,,,
Magazine subscription volumes 2007 - 2011 ,,,,,,,,,,,
,,,,,,,,,,,
 ,Subscription circulation,Share of total circulation,,,,,,,,,
2007,"7,301,120",14.36670915,,,,,,,,,
2008,"7,241,087",13.32494779,,,,,,,,,
2009,"7,074,641",14.96159961,,,,,,,,,
2010,"6,476,355",13.5780032,,,,,,,,,
2011,"6,479,664",14.18698265,,,,,,,,,
,,,,,,,,,,,
"Source: Mediatel/ABC, 6 monthly net average circulation subscription sales 2007-2011",,,,,,,,,,,
,,,,,,,,,,,
uk-6.17,,,,,,,,,,,
,,,,,,,,,,,
First and Second Class Stamp prices from 2000-2012 ,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,First Class,Second Class,,,,,,,,,
2000,27,19,,,,,,,,,
2001,27,19,,,,,,,,,
2002,27,19,,,,,,,,,
2003,28,20,,,,,,,,,
2004,28,21,,,,,,,,,
2005,30,21,,,,,,,,,
2006,32,23,,,,,,,,,
2007,34,24,,,,,,,,,
2008,36,27,,,,,,,,,
2009,39,30,,,,,,,,,
2010,41,32,,,,,,,,,
2011,46,36,,,,,,,,,
2012,60,50,,,,,,,,,
,,,,,,,,,,,
Source: Royal Mail. Figures are nominal,,,,,,,,,,,
,,,,,,,,,,,
uk-6.18,,,,,,,,,,,
,,,,,,,,,,,
Preferred method of communication with friends and family ,,,,,,,,,,,
,,,,,,,,,,,
,Post,Social networking,Instant messaging,Email,Text messaging ,Voice calls via fixed landline phone ,Voice calls on  mobile phone ,Meet face to face ,,,
Friends and family,1,1,1,2,5,10,10,67,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Q5a: If you had to pick one method of communicating with friends and family which one would it be? Source: Use of communication services research, 2012",,,,,,,,,,,
"Base: all who ever use at least one form of communication: Friends and family, n= 2007. ",,,,,,,,,,,
,,,,,,,,,,,
uk-6.19,,,,,,,,,,,
,,,,,,,,,,,
Methods used at least once a week to communicate with friends and family ,,,,,,,,,,,
,,,,,,,,,,,
,Post (letters/cards/packages),Micro blogging,VoIP (e.g Skype),Comments on websites ,Instant messaging ,Social networking ,Emails,Voice calls on fixed landline,Voice call on mobile phone ,Text messages,Face to face
,10,11,17,18,34,41,47,55,67,70,86
,,,,,,,,,,,
,,,,,,,,,,,
"Source: Use of communication services research, 2012",,,,,,,,,,,
Q2a: How often do you use x to communicate with friends and family?,,,,,,,,,,,
"Base: UK adults aged 16+, n = 2012",,,,,,,,,,,
,,,,,,,,,,,
uk-6.20,,,,,,,,,,,
,,,,,,,,,,,
Communication methods ever used to send greetings (e.g. birthdays) by age of respondent ,,,,,,,,,,,
,,,,,,,,,,,
,Any comments on website forums,Any instant messaging eg MSN,Any email,Any social networking eg Facebook,Voice calls via fixed landline phone ,Voice calls on  mobile phone ,Text messaging ,Meet face to face ,Post ( letters/cards/packages),,
65+,0,1,11,0,38,12,7,46,77,65+,
16-24,4,23,16,41,15,38,53,59,31,16-24,Send greetings such as birthday/get well 
All,2,11,20,21,30,33,36,55,58,,
,,,,,,,,,,,
,,,,,,,,,,,
"Source: Use of communication services research, 2012",,,,,,,,,,,
"Q3a: …which of these methods do you ever use to send greetings for occasions such as birthdays, get well, congratulations etc.",,,,,,,,,,,
"Base: All UK adults aged 16+ who communicate with friends and family, n = 2007",,,,,,,,,,,
,,,,,,,,,,,
uk-6.21,,,,,,,,,,,
,,,,,,,,,,,
Claimed volume of letters sent in an average month,,,,,,,,,,,
,,,,,,,,,,,
,Don't know,Don't send mail,Don't always send post each month,1 or 2 items,3 or 4 items,5 to 10 items,10 to 20 items,20 or more,,,
All,1,8,23,29,19,14,5,1,,,
,,,,,,,,,,,
,,,,,,,,,,,
Source: Ofcom Post Omnibus 2011 - fieldwork 1st Dec – 13th Dec 2011,,,,,,,,,,,
"Base: All consumers responsible for sending or receiving post (n= 3621) Q: Approximately how many letters and cards, do you personally send in an average month?  This should exclude any items you send from home in connection with running a business, if you do this from home.  We will ask about parcels separately.",,,,,,,,,,,
,,,,,,,,,,,
uk-6.22,,,,,,,,,,,
,,,,,,,,,,,
Claimed volume of letters received in an average week,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,Don't know,Don't always receive post each week,1 or 2 items,3 or 4 items,5 to 10 items,10 to 20 items ,20 to 30 items,30 or more,,,
All,1,8,14,18,30,20,7,2,,,
,,,,,,,,,,,
,,,,,,,,,,,
Source: Ofcom Post Omnibus 2011 - fieldwork 1st Dec – 13th Dec 2011,,,,,,,,,,,
"Base: All consumers responsible for sending or receiving post (n= 3621) Q: Approximately how many letters or cards do you receive in an average week? Please don’t include parcels, we will ask you about these separately.",,,,,,,,,,,
,,,,,,,,,,,
uk-6.23,,,,,,,,,,,
,,,,,,,,,,,
Claimed volume of parcels sent in an average month,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,Don't send parcels,Don't always send post each month,1 or 2 items,3 or more items,,,,,,,
All,30,50,14,5,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Source: Ofcom Post Omnibus 2011 - fieldwork 1st Dec – 13th Dec 2011,,,,,,,,,,,
Base: All consumers responsible for sending or receiving post (n= 3621)Q: Please now think about the parcels you send. How many parcels do you send in an average month? *Assuming those saying ‘don’t always send one each month’ send 1 parcel every 3 months,,,,,,,,,,,
,,,,,,,,,,,
uk-6.24,,,,,,,,,,,
,,,,,,,,,,,
Claimed volume of parcels received in an average month,,,,,,,,,,,
,,,,,,,,,,,
,None/don't receive parcels,Don't always receive parcels in a month,1 or 2 ,3 or 4,5 to 10 ,10 or more,,,,,
All,18,41,24,10,5,1,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Source: Ofcom Post Omnibus 2011 - fieldwork 1st Dec – 13th Dec 2011,,,,,,,,,,,
Base: All consumers responsible for sending or receiving post (n= 3621) Q: ‘Approximately how many parcels do you receive on average in a month?’*assuming those saying ‘don’t always receive one each month’ receive 1 parcel every 3 months,,,,,,,,,,,
,,,,,,,,,,,
uk-6.25,,,,,,,,,,,
,,,,,,,,,,,
Volumes of post: by social grade,,,,,,,,,,,
,,,,,,,,,,,
Sending letters % sending 3 or more letters a month,,,,,,,,,,,
,,,,,,,,,,,
AB,52,,,,,,,,,,
C1C2,39,,,,,,,,,,
DE,30,,,,,,,,,,
,,,,,,,,,,,
Sending parcels % sending 1 or more parcels a month,,,,,,,,,,,
,,,,,,,,,,,
AB,27,,,,,,,,,,
C1C2,19,,,,,,,,,,
DE,12,,,,,,,,,,
,,,,,,,,,,,
Receiving letters % receiving 40 or more letters a month,,,,,,,,,,,
,,,,,,,,,,,
AB,39,,,,,,,,,,
C1C2,28,,,,,,,,,,
DE,24,,,,,,,,,,
,,,,,,,,,,,
Receiving parcels % receiving 1 or more parcels a month,,,,,,,,,,,
,,,,,,,,,,,
AB,52,,,,,,,,,,
C1C2,42,,,,,,,,,,
DE,28,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Source: Ofcom Post Omnibus 2011 - fieldwork 1st Dec – 13th Dec 2011. Base: All consumers responsible for sending or receiving post (n= 3621, AB = 718, C1C2 = 1628, DE = 1269)",,,,,,,,,,,
,,,,,,,,,,,
uk-6.26,,,,,,,,,,,
,,,,,,,,,,,
Volumes of post by age,,,,,,,,,,,
,,,,,,,,,,,
Sending letters % sending 3 or more letters a month,,,,,,,,,,,
,,,,,,,,,,,
16-24,18,,,,,,,,,,
25-34,29,,,,,,,,,,
35-44,36,,,,,,,,,,
45-54,44,,,,,,,,,,
55-64,50,,,,,,,,,,
65-74,52,,,,,,,,,,
75+,45,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Sending parcels % sending 1 or more parcels a month,,,,,,,,,,,
,,,,,,,,,,,
16-24,19,,,,,,,,,,
25-34,20,,,,,,,,,,
35-44,26,,,,,,,,,,
45-54,22,,,,,,,,,,
55-64,17,,,,,,,,,,
65-74,14,,,,,,,,,,
75+,9,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Receiving letters % receiving 40 or more letters a month,,,,,,,,,,,
,,,,,,,,,,,
16-24,14,,,,,,,,,,
25-34,24,,,,,,,,,,
35-44,32,,,,,,,,,,
45-54,33,,,,,,,,,,
55-64,37,,,,,,,,,,
65-74,36,,,,,,,,,,
75+,26,,,,,,,,,,
,,,,,,,,,,,
Receiving parcels % receiving 1 or more parcels a month,,,,,,,,,,,
,,,,,,,,,,,
16-24,43,,,,,,,,,,
25-34,49,,,,,,,,,,
35-44,50,,,,,,,,,,
45-54,43,,,,,,,,,,
55-64,36,,,,,,,,,,
65-74,29,,,,,,,,,,
75+,17,,,,,,,,,,
,,,,,,,,,,,
"Source: Ofcom Post Omnibus 2011 - fieldwork 1st Dec – 13th Dec 2011. Base: All consumers responsible for sending or receiving post (n= 3621, 16-24 = 397, 25-34 = 577,35-44 = 594, 45-54 = 551, 55-64 = 575,65-74 = 535, 75+ = 386)",,,,,,,,,,,
,,,,,,,,,,,
uk-6.27,,,,,,,,,,,
,,,,,,,,,,,
Volumes of post: by rural vs urban,,,,,,,,,,,
,,,,,,,,,,,
Sending letters % sending 3 or more letters a month,,,,,,,,,,,
,,,,,,,,,,,
UK,38,,,,,,,,,,
Urban,37,,,,,,,,,,
Rural,46,,,,,,,,,,
,,,,,,,,,,,
Sending parcels % sending 1 or more parcels a month,,,,,,,,,,,
,,,,,,,,,,,
UK,19,,,,,,,,,,
Urban,19,,,,,,,,,,
Rural,23,,,,,,,,,,
,,,,,,,,,,,
Receiving letters % receiving 40 or more letters a month,,,,,,,,,,,
,,,,,,,,,,,
UK,29,,,,,,,,,,
Urban,29,,,,,,,,,,
Rural,32,,,,,,,,,,
,,,,,,,,,,,
Receiving parcels % receiving 1 or more parcels a month,,,,,,,,,,,
,,,,,,,,,,,
UK,40,,,,,,,,,,
Urban,40,,,,,,,,,,
Rural,44,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Source: Ofcom Post Omnibus 2011 - fieldwork 1st Dec – 13th Dec 2011. Base: All consumers responsible for sending or receiving post (UK= 3621, Urban = 2945, Rural = 594)",,,,,,,,,,,
,,,,,,,,,,,
uk-6.28,,,,,,,,,,,
,,,,,,,,,,,
Class of letters and time critical posting,,,,,,,,,,,
,,,,,,,,,,,
Use of first and second class for letters,,,,,,,,,,,
,,,,,,,,,,,
Don't know/other,4,,,,,,,,,,
Second class all of the time,4,,,,,,,,,,
Second class most of the time,13,,,,,,,,,,
An equal amount,12,,,,,,,,,,
First class most of the time,20,,,,,,,,,,
First class all of the time,47,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Proportion of letters sent that need to arrive next day,,,,,,,,,,,
,,,,,,,,,,,
Don't know/other,4,,,,,,,,,,
None of them,30,,,,,,,,,,
A small proportion of them,21,,,,,,,,,,
About half of them,12,,,,,,,,,,
Most of them ,21,,,,,,,,,,
All of them,12,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"Source: Ofcom omnibus research, December 2011",,,,,,,,,,,
Base: All adults aged 16+ with responsibility for post in (n = 3616) Q. When sending letters/ cards which do you use? And what proportion of these letters/ cards have to be at their destination the next working day?,,,,,,,,,,,
,,,,,,,,,,,
uk-6.29,,,,,,,,,,,
,,,,,,,,,,,
Claimed experience of problems in last 12 months,,,,,,,,,,,
,,,,,,,,,,,
,Other,Damaged mail,Lost mail,Delayed mail,Misdelivered mail,Any problem,,,,,
Had problem,5,14,18,20,41,56,,,,,
,,,,,,,,,,,
Source: Ofcom Post Omnibus 2011 - fieldwork 1st Dec – 13th Dec 2011,,,,,,,,,,,
Base: All consumers responsible for sending or receiving post (n= 3621) Q: In the last 12 months have you experienced problems with Royal Mail’s service in terms of…(read out item)?’,,,,,,,,,,,
