"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Transport","Trinity House","Operations Directorate","TH03","Captain","48522","57283","Captain","4.00","Operational Delivery"
"Department for Transport","Trinity House","Operations Directorate","TH03","Chief Engineer","44829","53166","Chief Engineer","4.00","Operational Delivery"
"Department for Transport","Trinity House","Operations Directorate","TH03","Commander","42324","45588","Commander","2.00","Operational Delivery"
"Department for Transport","Trinity House","Operations Directorate","TH03","Engineering Officer - RIV","41443","44706","Engineering Officer - RIV","2.00","Operational Delivery"
"Department for Transport","Trinity House","Operations Directorate","TH03","Electronic Technical Officer","39391","42655","Electronic Technical Officer","4.00","Operational Delivery"
"Department for Transport","Trinity House","Operations Directorate","TH03","First Officer","39391","42655","First Officer","4.00","Operational Delivery"
"Department for Transport","Trinity House","Operations Directorate","TH03","Second Engineer","39391","42655","Second Engineer","4.00","Operational Delivery"
"Department for Transport","Trinity House","Operations Directorate","TH03","Second Officer","33868","38185","Second Officer","10.00","Operational Delivery"
"Department for Transport","Trinity House","Operations Directorate","TH03","Second Officer - RIV","35014","39329","Second Officer - RIV","4.00","Operational Delivery"
"Department for Transport","Trinity House","Operations Directorate","TH03","Third Engineer","33868","38185","Third Engineer","2.00","Operational Delivery"
"Department for Transport","Trinity House","Operations Directorate","TH03","Boatswain","29509","31283","Boatswain","4.00","Operational Delivery"
"Department for Transport","Trinity House","Operations Directorate","TH03","Catering Manager","29509","31283","Catering Manager","4.00","Operational Delivery"
"Department for Transport","Trinity House","Operations Directorate","TH03","Engine Room Assistant","29509","31283","Engine Room Assistant","4.00","Operational Delivery"
"Department for Transport","Trinity House","Operations Directorate","TH03","Boatswain Mate","28462","29275","Boatswain Mate","2.00","Operational Delivery"
"Department for Transport","Trinity House","Operations Directorate","TH03","Carpenter","28462","29275","Carpenter","2.00","Operational Delivery"
"Department for Transport","Trinity House","Operations Directorate","TH03","Petty Officer Deck","28462","29275","Petty Officer Deck","2.00","Operational Delivery"
"Department for Transport","Trinity House","Operations Directorate","TH03","Cook","28462","29275","Cook","4.00","Operational Delivery"
"Department for Transport","Trinity House","Operations Directorate","TH03","Catering Rating","24093","27614","Catering Rating","2.00","Operational Delivery"
"Department for Transport","Trinity House","Operations Directorate","TH03","Mechanic AB","28950","28950","Mechanic AB","4.00","Operational Delivery"
"Department for Transport","Trinity House","Operations Directorate","TH03","Seaman","24093","27614","Seaman","24.00","Operational Delivery"
"Department for Transport","Trinity House","Chief Executive","TH01","SM2","45268","64672","Legal & Risk Manager","1.00","Policy"
"Department for Transport","Trinity House","Chief Executive","TH01","SM2","45268","64672","Research Director","1.00","Policy"
"Department for Transport","Trinity House","Chief Executive","TH01","SM2","45268","64672","RRNAV Manager","1.00","Policy"
"Department for Transport","Trinity House","Chief Executive","TH01","SM1","38917","55594","Principal Development Engineer","3.00","Policy"
"Department for Transport","Trinity House","Chief Executive","TH01","SM1","38917","55594","Legal Advisor","1.00","Policy"
"Department for Transport","Trinity House","Chief Executive","TH01","F","33257","47510","Principal Development Engineer (Systems)","1.00","Policy"
"Department for Transport","Trinity House","Chief Executive","TH01","F","33257","47510","Health & Safety Manager","1.00","Policy"
"Department for Transport","Trinity House","Chief Executive","TH01","F","33257","47510","Estates & Property Manager","1.00","Policy"
"Department for Transport","Trinity House","Chief Executive","TH01","F","33257","47510","Project Manager","1.00","Policy"
"Department for Transport","Trinity House","Chief Executive","TH01","SM1","38917","55594","Risk Manager","1.00","Policy"
"Department for Transport","Trinity House","Chief Executive","TH01","F","33257","47510","Research & Development Engineer","2.00","Policy"
"Department for Transport","Trinity House","Chief Executive","TH01","F","33257","47510","Public Relations Manager","1.00","Policy"
"Department for Transport","Trinity House","Chief Executive","TH01","F","33257","47510","Audit & Performance Manager","1.00","Policy"
"Department for Transport","Trinity House","Chief Executive","TH01","E","26749","35669","PA to Executive Chairman","1.00","Policy"
"Department for Transport","Trinity House","Chief Executive","TH01","E","26749","35669","Legal & Support Team Leader","1.00","Policy"
"Department for Transport","Trinity House","Chief Executive","TH01","E","26749","35669","Development Engineer","1.00","Policy"
"Department for Transport","Trinity House","Chief Executive","TH01","E","26749","35669","Records Manager","1.00","Policy"
"Department for Transport","Trinity House","Chief Executive","TH01","D","21610","28809","Secretary and PA","0.76","Policy"
"Department for Transport","Trinity House","Chief Executive","TH01","D","21610","28809","Team Administrator","1.00","Policy"
"Department for Transport","Trinity House","Chief Executive","TH01","D","21610","28809","Assistant to Health & Safety Manager","1.60","Policy"
"Department for Transport","Trinity House","Chief Executive","TH01","C","19348","25777","Lights Techinician","1.00","Policy"
"Department for Transport","Trinity House","Chief Executive","TH01","C","19348","25777","Receptionist/Administrator","2.00","Policy"
"Department for Transport","Trinity House","Chief Executive","TH01","C","19348","25777","Management Systems Support Officer","1.00","Policy"
"Department for Transport","Trinity House","Navigation Directorate","TH02","SM2","45268","64672","Navigation Manager","1.00","Other"
